Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2003,2003-09-07,1,1,29.274,SFO,CHI,True,14,7,112,16.00,0,50.0%,8.00,1,-1,-1.00,0,0,0,,0,,0,0,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,False,True,49,7,Terrell Owens
2003,2003-09-14,2,2,29.281,SFO,STL,True,10,5,42,8.40,1,50.0%,4.20,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,True,False,24,27,Terrell Owens
2003,2003-09-21,3,3,29.288,SFO,CLE,True,13,8,90,11.25,0,61.5%,6.92,1,3,3.00,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,12,13,Terrell Owens
2003,2003-09-28,4,4,29.295,SFO,MIN,True,12,5,55,11.00,0,41.7%,4.58,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,7,35,Terrell Owens
2003,2003-10-05,5,5,29.302,SFO,DET,True,9,5,79,15.80,1,55.6%,8.78,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,24,17,Terrell Owens
2003,2003-10-12,6,6,29.309,SFO,SEA,True,9,4,36,9.00,0,44.4%,4.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,19,20,Terrell Owens
2003,2003-10-19,7,7,29.316,SFO,TAM,True,12,6,152,25.33,1,50.0%,12.67,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,24,7,Terrell Owens
2003,2003-10-26,8,8,29.323,SFO,ARI,True,12,6,53,8.83,0,50.0%,4.42,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,13,16,Terrell Owens
2003,2003-11-02,9,9,29.330,SFO,STL,True,5,2,17,8.50,1,40.0%,3.40,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,30,10,Terrell Owens
2003,2003-11-17,10,11,29.345,SFO,PIT,True,10,8,155,19.38,1,80.0%,15.50,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,30,14,Terrell Owens
2003,2003-11-23,11,12,29.351,SFO,GNB,True,7,5,49,9.80,1,71.4%,7.00,1,-4,-4.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,10,20,Terrell Owens
2003,2003-11-30,12,13,29.358,SFO,BAL,True,8,3,23,7.67,0,37.5%,2.88,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,6,44,Terrell Owens
2003,2003-12-07,13,14,30.000,SFO,ARI,True,9,7,92,13.14,2,77.8%,10.22,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,50,14,Terrell Owens
2003,2003-12-14,14,15,30.007,SFO,CIN,True,10,8,127,15.88,1,80.0%,12.70,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,38,41,Terrell Owens
2003,2003-12-21,15,16,30.014,SFO,PHI,True,6,1,20,20.00,0,16.7%,3.33,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,31,28,Terrell Owens
2003,2003-12-27,16,17,,SFO,SEA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,24,Terrell Owens
2004,2004-09-12,1,1,30.280,PHI,NYG,True,11,8,68,8.50,3,72.7%,6.18,0,0,,0,0,0,,0,,3,18,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,31,17,Terrell Owens
2004,2004-09-20,2,2,30.288,PHI,MIN,True,7,4,79,19.75,1,57.1%,11.29,1,-3,-3.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,27,16,Terrell Owens
2004,2004-09-26,3,3,30.294,PHI,DET,True,9,6,107,17.83,1,66.7%,11.89,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,30,13,Terrell Owens
2004,2004-10-03,4,4,30.301,PHI,CHI,True,9,8,110,13.75,1,88.9%,12.22,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,19,9,Terrell Owens
2004,2004-10-17,5,6,30.315,PHI,CAR,True,6,4,123,30.75,0,66.7%,20.50,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,30,8,Terrell Owens
2004,2004-10-24,6,7,30.322,PHI,CLE,True,8,4,109,27.25,2,50.0%,13.63,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,34,31,Terrell Owens
2004,2004-10-31,7,8,30.329,PHI,BAL,True,15,8,101,12.63,1,53.3%,6.73,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,15,10,Terrell Owens
2004,2004-11-07,8,9,30.336,PHI,PIT,True,13,7,53,7.57,0,53.8%,4.08,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,3,27,Terrell Owens
2004,2004-11-15,9,10,30.344,PHI,DAL,True,8,6,134,22.33,3,75.0%,16.75,1,6,6.00,0,0,0,,0,,3,18,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,49,21,Terrell Owens
2004,2004-11-21,10,11,30.350,PHI,WAS,True,6,2,24,12.00,1,33.3%,4.00,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,28,6,Terrell Owens
2004,2004-11-28,11,12,30.357,PHI,NYG,True,8,4,61,15.25,0,50.0%,7.63,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,1,0,0,0,0,0,True,True,27,6,Terrell Owens
2004,2004-12-05,12,13,30.364,PHI,GNB,True,11,8,161,20.13,1,72.7%,14.64,1,-8,-8.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,47,17,Terrell Owens
2004,2004-12-12,13,14,31.005,PHI,WAS,True,10,6,46,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,True,True,17,14,Terrell Owens
2004,2004-12-19,14,15,31.012,PHI,DAL,True,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,12,7,Terrell Owens
2004,2004-12-27,15,16,,PHI,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,20,Terrell Owens
2004,2005-01-02,16,17,,PHI,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,38,Terrell Owens
2005,2005-09-12,1,1,31.279,PHI,ATL,True,18,7,112,16.00,0,38.9%,6.22,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,10,14,Terrell Owens
2005,2005-09-18,2,2,31.285,PHI,SFO,True,7,5,143,28.60,2,71.4%,20.43,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,42,3,Terrell Owens
2005,2005-09-25,3,3,31.292,PHI,OAK,True,14,9,80,8.89,1,64.3%,5.71,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,False,True,23,20,Terrell Owens
2005,2005-10-02,4,4,31.299,PHI,KAN,True,20,11,171,15.55,1,55.0%,8.55,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,True,True,37,31,Terrell Owens
2005,2005-10-09,5,5,31.306,PHI,DAL,True,9,5,50,10.00,0,55.6%,5.56,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,10,33,Terrell Owens
2005,2005-10-23,6,7,31.320,PHI,SDG,True,10,7,53,7.57,1,70.0%,5.30,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,20,17,Terrell Owens
2005,2005-10-30,7,8,31.327,PHI,DEN,True,14,3,154,51.33,1,21.4%,11.00,1,2,2.00,0,0,0,,0,,1,6,0.0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,True,False,21,49,Terrell Owens
2005,2005-11-06,8,9,,PHI,WAS,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,10,17,Terrell Owens
2005,2005-11-14,9,10,,PHI,DAL,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,False,20,21,Terrell Owens
2005,2005-11-20,10,11,,PHI,NYG,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,17,27,Terrell Owens
2005,2005-11-27,11,12,,PHI,GNB,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,True,19,14,Terrell Owens
2005,2005-12-05,12,13,,PHI,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,0,42,Terrell Owens
2005,2005-12-11,13,14,,PHI,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,26,Terrell Owens
2005,2005-12-18,14,15,,PHI,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,17,16,Terrell Owens
2005,2005-12-24,15,16,,PHI,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,21,27,Terrell Owens
2005,2006-01-01,16,17,,PHI,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,31,Terrell Owens
2006,2006-09-10,1,1,32.277,DAL,JAX,True,10,6,80,13.33,1,60.0%,8.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,False,17,24,Terrell Owens
2006,2006-09-17,2,2,32.284,DAL,WAS,True,9,3,19,6.33,0,33.3%,2.11,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,27,10,Terrell Owens
2006,2006-10-01,3,4,32.298,DAL,TEN,True,8,5,88,17.60,0,62.5%,11.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,45,14,Terrell Owens
2006,2006-10-08,4,5,32.305,DAL,PHI,True,13,3,45,15.00,0,23.1%,3.46,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,False,24,38,Terrell Owens
2006,2006-10-15,5,6,32.312,DAL,HOU,True,6,5,45,9.00,3,83.3%,7.50,0,0,,0,0,0,,0,,3,18,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,34,6,Terrell Owens
2006,2006-10-23,6,7,32.320,DAL,NYG,True,10,6,98,16.33,1,60.0%,9.80,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,False,False,22,36,Terrell Owens
2006,2006-10-29,7,8,32.326,DAL,CAR,True,16,9,107,11.89,0,56.3%,6.69,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,True,35,14,Terrell Owens
2006,2006-11-05,8,9,32.333,DAL,WAS,False,10,7,76,10.86,1,70.0%,7.60,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,False,19,22,Terrell Owens
2006,2006-11-12,9,10,32.340,DAL,ARI,True,10,5,96,19.20,1,50.0%,9.60,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,True,27,10,Terrell Owens
2006,2006-11-19,10,11,32.347,DAL,IND,True,4,4,70,17.50,0,100.0%,17.50,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,21,14,Terrell Owens
2006,2006-11-23,11,12,32.351,DAL,TAM,True,12,8,107,13.38,1,66.7%,8.92,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,38,10,Terrell Owens
2006,2006-12-03,12,13,32.361,DAL,NYG,True,13,8,84,10.50,0,61.5%,6.46,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,True,23,20,Terrell Owens
2006,2006-12-10,13,14,33.003,DAL,NOR,True,8,3,56,18.67,1,37.5%,7.00,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,17,42,Terrell Owens
2006,2006-12-16,14,15,33.009,DAL,ATL,True,8,5,69,13.80,2,62.5%,8.63,0,0,,0,0,0,,0,,2,12,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,38,28,Terrell Owens
2006,2006-12-25,15,16,33.018,DAL,PHI,True,7,2,23,11.50,1,28.6%,3.29,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,7,23,Terrell Owens
2006,2006-12-31,16,17,33.024,DAL,DET,True,8,6,117,19.50,1,75.0%,14.63,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,False,False,31,39,Terrell Owens
2007,2007-09-09,1,1,33.276,DAL,NYG,True,8,3,87,29.00,2,37.5%,10.88,0,0,,0,0,0,,0,,2,12,0.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,False,True,45,35,Terrell Owens
2007,2007-09-16,2,2,33.283,DAL,MIA,True,9,5,97,19.40,1,55.6%,10.78,1,5,5.00,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,37,20,Terrell Owens
2007,2007-09-23,3,3,33.290,DAL,CHI,True,12,8,145,18.13,0,66.7%,12.08,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,34,10,Terrell Owens
2007,2007-09-30,4,4,33.297,DAL,STL,True,9,3,33,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,35,7,Terrell Owens
2007,2007-10-08,5,5,33.305,DAL,BUF,True,9,2,25,12.50,0,22.2%,2.78,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,True,25,24,Terrell Owens
2007,2007-10-14,6,6,33.311,DAL,NWE,True,9,6,66,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,27,48,Terrell Owens
2007,2007-10-21,7,7,33.318,DAL,MIN,True,7,7,103,14.71,1,100.0%,14.71,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,24,14,Terrell Owens
2007,2007-11-04,8,9,33.332,DAL,PHI,True,12,10,174,17.40,1,83.3%,14.50,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,38,17,Terrell Owens
2007,2007-11-11,9,10,33.339,DAL,NYG,True,12,6,125,20.83,2,50.0%,10.42,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,True,31,20,Terrell Owens
2007,2007-11-18,10,11,33.346,DAL,WAS,True,11,8,173,21.63,4,72.7%,15.73,0,0,,0,0,0,,0,,4,24,0.0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,False,True,28,23,Terrell Owens
2007,2007-11-22,11,12,33.350,DAL,NYJ,True,8,6,65,10.83,1,75.0%,8.13,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,34,3,Terrell Owens
2007,2007-11-29,12,13,33.357,DAL,GNB,True,11,7,156,22.29,1,63.6%,14.18,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,True,37,27,Terrell Owens
2007,2007-12-09,13,14,34.002,DAL,DET,True,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,28,27,Terrell Owens
2007,2007-12-16,14,15,34.009,DAL,PHI,True,12,2,37,18.50,0,16.7%,3.08,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,0,0,0,0,,0,0,0,0,False,False,6,10,Terrell Owens
2007,2007-12-22,15,16,34.015,DAL,CAR,True,8,5,48,9.60,1,62.5%,6.00,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,True,True,20,13,Terrell Owens
2007,2007-12-30,16,17,,DAL,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,6,27,Terrell Owens
2008,2008-09-07,1,1,34.275,DAL,CLE,True,8,5,87,17.40,1,62.5%,10.88,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,True,28,10,Terrell Owens
2008,2008-09-15,2,2,34.283,DAL,PHI,True,4,3,89,29.67,2,75.0%,22.25,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,False,True,41,37,Terrell Owens
2008,2008-09-21,3,3,34.289,DAL,GNB,True,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,True,27,16,Terrell Owens
2008,2008-09-28,4,4,34.296,DAL,WAS,True,17,7,71,10.14,1,41.2%,4.18,2,11,5.50,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,False,False,24,26,Terrell Owens
2008,2008-10-05,5,5,34.303,DAL,CIN,True,3,2,67,33.50,1,66.7%,22.33,1,8,8.00,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,False,True,31,22,Terrell Owens
2008,2008-10-12,6,6,34.310,DAL,ARI,True,9,4,36,9.00,0,44.4%,4.00,1,6,6.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,False,24,30,Terrell Owens
2008,2008-10-19,7,7,34.317,DAL,STL,True,7,2,31,15.50,0,28.6%,4.43,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,False,14,34,Terrell Owens
2008,2008-10-26,8,8,34.324,DAL,TAM,True,9,5,33,6.60,0,55.6%,3.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,False,True,13,9,Terrell Owens
2008,2008-11-02,9,9,34.331,DAL,NYG,True,9,5,36,7.20,1,55.6%,4.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,1,1,0,0,0,0,True,False,14,35,Terrell Owens
2008,2008-11-16,10,11,34.345,DAL,WAS,True,9,5,38,7.60,0,55.6%,4.22,1,0,0.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,True,14,10,Terrell Owens
2008,2008-11-23,11,12,34.352,DAL,SFO,True,13,7,213,30.43,1,53.8%,16.38,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,False,True,35,22,Terrell Owens
2008,2008-11-27,12,13,34.356,DAL,SEA,True,9,5,98,19.60,1,55.6%,10.89,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,False,True,34,9,Terrell Owens
2008,2008-12-07,13,14,35.000,DAL,PIT,True,9,3,32,10.67,1,33.3%,3.56,1,1,1.00,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,True,False,13,20,Terrell Owens
2008,2008-12-14,14,15,35.007,DAL,NYG,True,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,False,True,20,8,Terrell Owens
2008,2008-12-20,15,16,35.013,DAL,BAL,True,12,5,63,12.60,1,41.7%,5.25,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,False,False,24,33,Terrell Owens
2008,2008-12-28,16,17,35.021,DAL,PHI,True,10,6,103,17.17,0,60.0%,10.30,1,7,7.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,False,6,44,Terrell Owens
2009,2009-09-14,1,1,35.281,BUF,NWE,True,3,2,46,23.00,0,66.7%,15.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,False,24,25,Terrell Owens
2009,2009-09-20,2,2,35.287,BUF,TAM,True,5,3,52,17.33,1,60.0%,10.40,1,13,13.00,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,False,True,33,20,Terrell Owens
2009,2009-09-27,3,3,35.294,BUF,NOR,True,5,0,0,,0,0.0%,0.00,,,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,False,False,7,27,Terrell Owens
2009,2009-10-04,4,4,35.301,BUF,MIA,True,7,3,60,20.00,0,42.9%,8.57,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,False,10,38,Terrell Owens
2009,2009-10-11,5,5,35.308,BUF,CLE,True,7,4,44,11.00,0,57.1%,6.29,1,6,6.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,False,False,3,6,Terrell Owens
2009,2009-10-18,6,6,35.315,BUF,NYJ,True,8,3,13,4.33,0,37.5%,1.63,1,9,9.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,True,16,13,Terrell Owens
2009,2009-10-25,7,7,35.322,BUF,CAR,True,7,3,27,9.00,0,42.9%,3.86,1,1,1.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,True,20,9,Terrell Owens
2009,2009-11-01,8,8,35.329,BUF,HOU,True,8,5,39,7.80,0,62.5%,4.88,1,29,29.00,1,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,False,False,10,31,Terrell Owens
2009,2009-11-15,9,10,35.343,BUF,TEN,True,7,3,85,28.33,0,42.9%,12.14,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,False,17,41,Terrell Owens
2009,2009-11-22,10,11,35.350,BUF,JAX,True,14,9,197,21.89,1,64.3%,14.07,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,True,False,15,18,Terrell Owens
2009,2009-11-29,11,12,35.357,BUF,MIA,True,5,5,96,19.20,1,100.0%,19.20,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,False,True,31,14,Terrell Owens
