Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-11-27,11.0,12.0,22.012,CIN,BAL,L 14-19,False,9,5,62,12.40,0,55.6%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,73%,0,0%,0,0%,True,Tyler Boyd,False,14,19
2016.0,2016-12-04,12.0,13.0,22.019,CIN,PHI,W 32-14,True,6,4,66,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,66%,0,0%,0,0%,False,Tyler Boyd,True,32,14
2016.0,2016-12-11,13.0,14.0,22.026,CIN,CLE,W 23-10,False,6,6,49,8.17,0,100.0%,8.17,2,40,20.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,58%,0,0%,0,0%,True,Tyler Boyd,True,23,10
2016.0,2016-12-18,14.0,15.0,22.033,CIN,PIT,L 20-24,False,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,78%,0,0%,0,0%,False,Tyler Boyd,False,20,24
2016.0,2016-12-24,15.0,16.0,22.039,CIN,HOU,L 10-12,False,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,73%,0,0%,0,0%,True,Tyler Boyd,False,10,12
2016.0,2017-01-01,16.0,17.0,22.047,CIN,BAL,W 27-10,True,3,2,39,19.50,0,66.7%,13.00,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,74%,0,0%,0,0%,False,Tyler Boyd,True,27,10
2017.0,2017-09-10,1.0,1.0,22.299,CIN,BAL,L 0-20,False,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,69%,0,0%,3,14%,False,Tyler Boyd,False,0,20
2017.0,2017-09-14,2.0,2.0,,CIN,HOU,L 9-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Tyler Boyd,False,9,13
2017.0,2017-09-24,3.0,3.0,22.313,CIN,GNB,L 24-27,True,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,49%,0,0%,0,0%,True,Tyler Boyd,False,24,27
2017.0,2017-10-01,4.0,4.0,22.32,CIN,CLE,W 31-7,False,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,61%,0,0%,0,0%,True,Tyler Boyd,True,31,7
2017.0,2017-10-08,5.0,5.0,22.327,CIN,BUF,W 20-16,False,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,0,0%,False,Tyler Boyd,True,20,16
2017.0,2017-10-22,6.0,7.0,,CIN,PIT,L 14-29,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Tyler Boyd,False,14,29
2017.0,2017-10-29,7.0,8.0,,CIN,IND,W 24-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Tyler Boyd,True,24,23
2017.0,2017-11-05,8.0,9.0,,CIN,JAX,L 7-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Tyler Boyd,False,7,23
2017.0,2017-11-12,9.0,10.0,,CIN,TEN,L 20-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Tyler Boyd,False,20,24
2017.0,2017-11-19,10.0,11.0,23.004,CIN,DEN,W 20-17,False,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,40%,0,0%,0,0%,True,Tyler Boyd,True,20,17
2017.0,2017-11-26,11.0,12.0,23.011,CIN,CLE,W 30-16,False,2,2,17,8.50,1,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,15,25%,0,0%,0,0%,False,Tyler Boyd,True,30,16
2017.0,2017-12-04,12.0,13.0,23.019,CIN,PIT,L 20-23,False,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,23%,0,0%,0,0%,False,Tyler Boyd,False,20,23
2017.0,2017-12-10,13.0,14.0,23.025,CIN,CHI,L 7-33,False,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,56%,0,0%,0,0%,False,Tyler Boyd,False,7,33
2017.0,2017-12-17,14.0,15.0,,CIN,MIN,L 7-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Tyler Boyd,False,7,34
2017.0,2017-12-24,15.0,16.0,23.039,CIN,DET,W 26-17,False,6,5,39,7.80,0,83.3%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,58%,0,0%,0,0%,False,Tyler Boyd,True,26,17
2017.0,2017-12-31,16.0,17.0,23.046,CIN,BAL,W 31-27,False,7,5,91,18.20,1,71.4%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,60,76%,0,0%,3,8%,True,Tyler Boyd,True,31,27
2018.0,2018-09-09,1.0,1.0,23.298,CIN,IND,W 34-23,True,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,49,88%,0,0%,0,0%,True,Tyler Boyd,True,34,23
2018.0,2018-09-13,2.0,2.0,23.302,CIN,BAL,W 34-23,True,9,6,91,15.17,1,66.7%,10.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,76%,0,0%,0,0%,False,Tyler Boyd,True,34,23
2018.0,2018-09-23,3.0,3.0,23.312,CIN,CAR,L 21-31,True,7,6,132,22.00,1,85.7%,18.86,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,51,78%,0,0%,0,0%,True,Tyler Boyd,False,21,31
2018.0,2018-09-30,4.0,4.0,23.319,CIN,ATL,W 37-36,True,15,11,100,9.09,0,73.3%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,85%,0,0%,0,0%,True,Tyler Boyd,True,37,36
2018.0,2018-10-07,5.0,5.0,23.326,CIN,MIA,W 27-17,True,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,75%,0,0%,0,0%,False,Tyler Boyd,True,27,17
2018.0,2018-10-14,6.0,6.0,23.333,CIN,PIT,L 21-28,True,9,7,62,8.86,2,77.8%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,57,93%,0,0%,0,0%,False,Tyler Boyd,False,21,28
2018.0,2018-10-21,7.0,7.0,23.34,CIN,KAN,L 10-45,True,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,98%,0,0%,0,0%,True,Tyler Boyd,False,10,45
2018.0,2018-10-28,8.0,8.0,23.347,CIN,TAM,W 37-34,True,10,9,138,15.33,1,90.0%,13.80,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,61,92%,0,0%,0,0%,False,Tyler Boyd,True,37,34
2018.0,2018-11-11,9.0,10.0,23.361,CIN,NOR,L 14-51,True,4,3,65,21.67,0,75.0%,16.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,95%,0,0%,0,0%,False,Tyler Boyd,False,14,51
2018.0,2018-11-18,10.0,11.0,24.003,CIN,BAL,L 21-24,True,11,4,71,17.75,0,36.4%,6.45,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,95%,0,0%,0,0%,True,Tyler Boyd,False,21,24
2018.0,2018-11-25,11.0,12.0,24.01,CIN,CLE,L 20-35,True,8,7,85,12.14,1,87.5%,10.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,72,97%,0,0%,0,0%,False,Tyler Boyd,False,20,35
2018.0,2018-12-02,12.0,13.0,24.017,CIN,DEN,L 10-24,True,8,6,97,16.17,0,75.0%,12.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,97%,0,0%,0,0%,False,Tyler Boyd,False,10,24
2018.0,2018-12-09,13.0,14.0,24.024,CIN,LAC,L 21-26,True,6,3,52,17.33,0,50.0%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,96%,0,0%,0,0%,True,Tyler Boyd,False,21,26
2018.0,2018-12-16,14.0,15.0,24.031,CIN,OAK,W 30-16,True,5,4,38,9.50,1,80.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,49%,0,0%,0,0%,False,Tyler Boyd,True,30,16
2018.0,2018-12-23,15.0,16.0,,CIN,CLE,L 18-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Tyler Boyd,False,18,26
2018.0,2018-12-30,16.0,17.0,,CIN,PIT,L 13-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tyler Boyd,False,13,16
2019.0,2019-09-08,1.0,1.0,24.297,CIN,SEA,L 20-21,True,12,8,60,7.50,0,66.7%,5.00,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,79%,0,0%,0,0%,True,Tyler Boyd,False,20,21
2019.0,2019-09-15,2.0,2.0,24.304,CIN,SFO,L 17-41,True,10,10,122,12.20,0,100.0%,12.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,78%,0,0%,0,0%,False,Tyler Boyd,False,17,41
2019.0,2019-09-22,3.0,3.0,24.311,CIN,BUF,L 17-21,True,11,6,68,11.33,0,54.5%,6.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,90%,0,0%,0,0%,True,Tyler Boyd,False,17,21
2019.0,2019-09-30,4.0,4.0,24.319,CIN,PIT,L 3-27,True,6,3,33,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,94%,0,0%,0,0%,True,Tyler Boyd,False,3,27
2019.0,2019-10-06,5.0,5.0,24.325,CIN,ARI,L 23-26,True,14,10,123,12.30,1,71.4%,8.79,0,0,,0,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,98%,0,0%,2,7%,False,Tyler Boyd,False,23,26
2019.0,2019-10-13,6.0,6.0,24.332,CIN,BAL,L 17-23,True,7,3,10,3.33,0,42.9%,1.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,98%,0,0%,0,0%,True,Tyler Boyd,False,17,23
2019.0,2019-10-20,7.0,7.0,24.339,CIN,JAX,L 17-27,True,14,5,55,11.00,0,35.7%,3.93,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,69,99%,0,0%,0,0%,False,Tyler Boyd,False,17,27
2019.0,2019-10-27,8.0,8.0,24.346,CIN,LAR,L 10-24,True,9,6,65,10.83,0,66.7%,7.22,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,90%,0,0%,0,0%,True,Tyler Boyd,False,10,24
2019.0,2019-11-10,9.0,10.0,24.36,CIN,BAL,L 13-49,True,8,6,62,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,88%,0,0%,1,4%,False,Tyler Boyd,False,13,49
2019.0,2019-11-17,10.0,11.0,25.002,CIN,OAK,L 10-17,True,3,1,0,0.00,0,33.3%,0.00,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,97%,0,0%,0,0%,True,Tyler Boyd,False,10,17
2019.0,2019-11-24,11.0,12.0,25.009,CIN,PIT,L 10-16,True,9,5,101,20.20,1,55.6%,11.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,57,100%,0,0%,0,0%,False,Tyler Boyd,False,10,16
2019.0,2019-12-01,12.0,13.0,25.016,CIN,NYJ,W 22-6,True,10,5,59,11.80,1,50.0%,5.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,83%,0,0%,1,4%,False,Tyler Boyd,True,22,6
2019.0,2019-12-08,13.0,14.0,25.023,CIN,CLE,L 19-27,True,6,5,75,15.00,0,83.3%,12.50,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,75%,0,0%,0,0%,True,Tyler Boyd,False,19,27
2019.0,2019-12-15,14.0,15.0,25.03,CIN,NWE,L 13-34,False,7,3,26,8.67,0,42.9%,3.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,86%,0,0%,0,0%,False,Tyler Boyd,False,13,34
2019.0,2019-12-22,15.0,16.0,25.037,CIN,MIA,L 35-38,True,15,9,128,14.22,2,60.0%,8.53,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,83,92%,0,0%,0,0%,True,Tyler Boyd,False,35,38
2019.0,2019-12-29,16.0,17.0,25.044,CIN,CLE,W 33-23,True,7,5,59,11.80,0,71.4%,8.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,83%,0,0%,0,0%,False,Tyler Boyd,True,33,23
2020.0,2020-09-13,1.0,1.0,25.303,CIN,LAC,L 13-16,True,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,False,Tyler Boyd,False,13,16
2020.0,2020-09-17,2.0,2.0,25.307,CIN,CLE,L 30-35,True,8,7,72,10.29,1,87.5%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,78,85%,0,0%,0,0%,True,Tyler Boyd,False,30,35
2020.0,2020-09-27,3.0,3.0,25.317,CIN,PHI,T 23-23,False,13,10,125,12.50,0,76.9%,9.62,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,75%,0,0%,0,0%,True,Tyler Boyd,False,23,23
2020.0,2020-10-04,4.0,4.0,25.324,CIN,JAX,W 33-25,True,8,7,90,12.86,0,87.5%,11.25,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,77%,0,0%,1,3%,False,Tyler Boyd,True,33,25
2020.0,2020-10-11,5.0,5.0,25.331,CIN,BAL,L 3-27,True,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,69%,0,0%,0,0%,True,Tyler Boyd,False,3,27
2020.0,2020-10-18,6.0,6.0,25.338,CIN,IND,L 27-31,True,8,5,54,10.80,0,62.5%,6.75,1,25,25.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,57,78%,0,0%,0,0%,True,Tyler Boyd,False,27,31
2020.0,2020-10-25,7.0,7.0,25.345,CIN,CLE,L 34-37,False,13,11,101,9.18,1,84.6%,7.77,0,0,,0,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,80%,0,0%,0,0%,False,Tyler Boyd,False,34,37
2020.0,2020-11-01,8.0,8.0,25.352,CIN,TEN,W 31-20,False,7,6,67,11.17,1,85.7%,9.57,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,75%,0,0%,1,4%,False,Tyler Boyd,True,31,20
2020.0,2020-11-15,9.0,10.0,26.0,CIN,PIT,L 10-36,True,8,6,41,6.83,0,75.0%,5.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,80%,0,0%,0,0%,True,Tyler Boyd,False,10,36
2020.0,2020-11-22,10.0,11.0,26.007,CIN,WAS,L 9-20,True,11,9,85,9.44,0,81.8%,7.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,82%,0,0%,0,0%,True,Tyler Boyd,False,9,20
2020.0,2020-11-29,11.0,12.0,26.014,CIN,NYG,L 17-19,True,6,3,15,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,82%,0,0%,0,0%,False,Tyler Boyd,False,17,19
2020.0,2020-12-06,12.0,13.0,26.021,CIN,MIA,L 7-19,False,4,1,72,72.00,1,25.0%,18.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,24,46%,0,0%,0,0%,True,Tyler Boyd,False,7,19
