Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-12-22,15.0,16.0,,DET,DEN,L 17-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,T.J. Hockenson,False,17,27
2019.0,2019-12-29,16.0,17.0,,DET,GNB,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,T.J. Hockenson,False,20,23
2020.0,2020-09-13,1.0,1.0,23.072,DET,CHI,L 23-27,True,5,5,56,11.20,1,100.0%,11.20,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,64%,0,0%,0,0%,False,T.J. Hockenson,False,23,27
2020.0,2020-09-20,2.0,2.0,23.079,DET,GNB,L 21-42,True,4,4,62,15.50,0,100.0%,15.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,69%,0,0%,0,0%,True,T.J. Hockenson,False,21,42
2020.0,2020-09-27,3.0,3.0,23.086,DET,ARI,W 26-23,True,7,4,53,13.25,0,57.1%,7.57,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,82%,0,0%,0,0%,True,T.J. Hockenson,True,26,23
2020.0,2020-10-04,4.0,4.0,23.093,DET,NOR,L 29-35,True,4,2,9,4.50,1,50.0%,2.25,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,46,75%,0,0%,0,0%,False,T.J. Hockenson,False,29,35
2020.0,2020-10-18,5.0,6.0,23.107,DET,JAX,W 34-16,True,5,2,17,8.50,1,40.0%,3.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,60%,0,0%,1,4%,True,T.J. Hockenson,True,34,16
2020.0,2020-10-25,6.0,7.0,23.114,DET,ATL,W 23-22,True,6,5,59,11.80,1,83.3%,9.83,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,74%,0,0%,0,0%,True,T.J. Hockenson,True,23,22
2020.0,2020-11-01,7.0,8.0,23.121,DET,IND,L 21-41,True,10,7,65,9.29,0,70.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,74%,0,0%,0,0%,False,T.J. Hockenson,False,21,41
2020.0,2020-11-08,8.0,9.0,23.128,DET,MIN,L 20-34,True,8,5,39,7.80,1,62.5%,4.88,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,76%,0,0%,0,0%,True,T.J. Hockenson,False,20,34
2020.0,2020-11-15,9.0,10.0,23.135,DET,WAS,W 30-27,True,4,2,13,6.50,0,50.0%,3.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,66%,0,0%,0,0%,False,T.J. Hockenson,True,30,27
2020.0,2020-11-22,10.0,11.0,23.142,DET,CAR,L 0-20,True,7,4,68,17.00,0,57.1%,9.71,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,66%,0,0%,0,0%,True,T.J. Hockenson,False,0,20
2020.0,2020-11-26,11.0,12.0,23.146,DET,HOU,L 25-41,True,8,5,89,17.80,0,62.5%,11.13,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,73%,0,0%,0,0%,False,T.J. Hockenson,False,25,41
2020.0,2020-12-06,12.0,13.0,23.156,DET,CHI,W 34-30,True,9,7,84,12.00,0,77.8%,9.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,78%,0,0%,0,0%,True,T.J. Hockenson,True,34,30
2020.0,2020-12-13,13.0,14.0,23.163,DET,GNB,L 24-31,True,11,6,43,7.17,1,54.5%,3.91,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,84%,0,0%,0,0%,False,T.J. Hockenson,False,24,31
2020.0,2020-12-20,14.0,15.0,23.17,DET,TEN,L 25-46,True,4,2,18,9.00,0,50.0%,4.50,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,52,80%,0,0%,0,0%,True,T.J. Hockenson,False,25,46
2020.0,2020-12-26,15.0,16.0,23.176,DET,TAM,L 7-47,True,6,4,23,5.75,0,66.7%,3.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,87%,0,0%,0,0%,False,T.J. Hockenson,False,7,47
2020.0,2021-01-03,16.0,17.0,23.184,DET,MIN,L 35-37,True,3,3,25,8.33,0,100.0%,8.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,67%,0,0%,0,0%,False,T.J. Hockenson,False,35,37
2021.0,2021-09-12,1.0,1.0,24.071,DET,SFO,L 33-41,True,11,8,97,12.13,1,72.7%,8.82,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,78,85%,0,0%,0,0%,False,T.J. Hockenson,False,33,41
2021.0,2021-09-20,2.0,2.0,24.079,DET,GNB,L 17-35,True,9,8,66,8.25,1,88.9%,7.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,93%,0,0%,0,0%,True,T.J. Hockenson,False,17,35
2021.0,2021-09-26,3.0,3.0,24.085,DET,BAL,L 17-19,True,2,2,10,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,84%,0,0%,0,0%,False,T.J. Hockenson,False,17,19
2021.0,2021-10-03,4.0,4.0,24.092,DET,CHI,L 14-24,True,8,4,42,10.50,0,50.0%,5.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,82%,0,0%,0,0%,True,T.J. Hockenson,False,14,24
2021.0,2021-10-10,5.0,5.0,24.099,DET,MIN,L 17-19,True,3,2,22,11.00,0,66.7%,7.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,True,T.J. Hockenson,False,17,19
2021.0,2021-10-17,6.0,6.0,24.106,DET,CIN,L 11-34,True,11,8,74,9.25,0,72.7%,6.73,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,52,83%,0,0%,0,0%,False,T.J. Hockenson,False,11,34
2021.0,2021-10-24,7.0,7.0,24.113,DET,LAR,L 19-28,True,9,6,48,8.00,0,66.7%,5.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,80%,0,0%,0,0%,True,T.J. Hockenson,False,19,28
2021.0,2021-10-31,8.0,8.0,24.12,DET,PHI,L 6-44,True,11,10,89,8.90,0,90.9%,8.09,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,76%,0,0%,0,0%,False,T.J. Hockenson,False,6,44
2021.0,2021-11-14,9.0,10.0,24.134,DET,PIT,T 16-16,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,94%,0,0%,0,0%,True,T.J. Hockenson,False,16,16
2021.0,2021-11-21,10.0,11.0,24.141,DET,CLE,L 10-13,True,8,6,51,8.50,0,75.0%,6.38,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,88%,0,0%,0,0%,True,T.J. Hockenson,False,10,13
2021.0,2021-11-25,11.0,12.0,24.145,DET,CHI,L 14-16,True,3,3,35,11.67,1,100.0%,11.67,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,76%,0,0%,0,0%,False,T.J. Hockenson,False,14,16
2021.0,2021-12-05,12.0,13.0,24.155,DET,MIN,W 29-27,True,8,4,49,12.25,1,50.0%,6.13,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,61,85%,0,0%,0,0%,False,T.J. Hockenson,True,29,27
2021.0,2021-12-12,13.0,14.0,,DET,DEN,L 10-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,T.J. Hockenson,False,10,38
2021.0,2021-12-19,14.0,15.0,,DET,ARI,W 30-12,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,T.J. Hockenson,True,30,12
2021.0,2021-12-26,15.0,16.0,,DET,ATL,L 16-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,T.J. Hockenson,False,16,20
2021.0,2022-01-02,16.0,17.0,,DET,SEA,L 29-51,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,T.J. Hockenson,False,29,51
2021.0,2022-01-09,17.0,18.0,,DET,GNB,W 37-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,T.J. Hockenson,True,37,30
,40 Games,,,,,,9-29-2,False,244,160,1673,10.46,12,65.6%,6.86,1,0,0.00,0,2,12,76,0.0,2,0,2,0,0,1,1,0,0,0,0,,,,,,,False,T.J. Hockenson,False,29,2
