Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-10-01,4.0,4.0,24.273,LAR,DAL,W 35-30,True,6,3,47,15.67,0,50.0%,7.83,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,68%,0,0%,14,42%,True,Tyler Higbee,True,35,30
2017.0,2017-10-08,5.0,5.0,24.28,LAR,SEA,L 10-16,True,8,4,98,24.50,0,50.0%,12.25,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,65%,0,0%,5,22%,False,Tyler Higbee,False,10,16
2017.0,2017-10-15,6.0,6.0,24.287,LAR,JAX,W 27-17,True,3,1,0,0.00,0,33.3%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,78%,0,0%,8,22%,True,Tyler Higbee,True,27,17
2017.0,2017-10-22,7.0,7.0,24.294,LAR,ARI,W 33-0,True,3,3,13,4.33,0,100.0%,4.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,68%,0,0%,7,29%,False,Tyler Higbee,True,33,0
2017.0,2017-11-05,8.0,9.0,24.308,LAR,NYG,W 51-17,True,2,1,8,8.00,1,50.0%,4.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,78%,0,0%,14,41%,True,Tyler Higbee,True,51,17
2017.0,2017-11-12,9.0,10.0,24.315,LAR,HOU,W 33-7,True,4,2,22,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,82%,0,0%,9,29%,False,Tyler Higbee,True,33,7
2017.0,2017-11-19,10.0,11.0,24.322,LAR,MIN,L 7-24,True,5,1,5,5.00,0,20.0%,1.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,75%,0,0%,6,26%,True,Tyler Higbee,False,7,24
2017.0,2017-11-26,11.0,12.0,24.329,LAR,NOR,W 26-20,True,3,3,48,16.00,0,100.0%,16.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,62%,0,0%,8,24%,False,Tyler Higbee,True,26,20
2017.0,2017-12-03,12.0,13.0,24.336,LAR,ARI,W 32-16,True,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,38,66%,0,0%,12,39%,True,Tyler Higbee,True,32,16
2017.0,2017-12-10,13.0,14.0,24.343,LAR,PHI,L 35-43,True,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,73%,0,0%,6,17%,False,Tyler Higbee,False,35,43
2017.0,2017-12-17,14.0,15.0,24.35,LAR,SEA,W 42-7,True,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,72%,0,0%,7,21%,True,Tyler Higbee,True,42,7
2017.0,2017-12-24,15.0,16.0,24.357,LAR,TEN,W 27-23,True,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,79%,0,0%,5,16%,True,Tyler Higbee,True,27,23
2017.0,2017-12-31,16.0,17.0,24.364,LAR,SFO,L 13-34,True,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,18%,0,0%,3,10%,False,Tyler Higbee,False,13,34
2018.0,2018-09-10,1.0,1.0,25.252,LAR,OAK,W 33-13,True,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,95%,0,0%,8,27%,True,Tyler Higbee,True,33,13
2018.0,2018-09-16,2.0,2.0,25.258,LAR,ARI,W 34-0,True,2,1,3,3.00,1,50.0%,1.50,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,89%,0,0%,2,11%,False,Tyler Higbee,True,34,0
2018.0,2018-09-23,3.0,3.0,25.265,LAR,LAC,W 35-23,True,2,2,35,17.50,0,100.0%,17.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,75%,0,0%,6,24%,False,Tyler Higbee,True,35,23
2018.0,2018-09-27,4.0,4.0,25.269,LAR,MIN,W 38-31,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,62%,0,0%,0,0%,False,Tyler Higbee,True,38,31
2018.0,2018-10-07,5.0,5.0,25.279,LAR,SEA,W 33-31,True,4,2,26,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,80%,0,0%,0,0%,True,Tyler Higbee,True,33,31
2018.0,2018-10-14,6.0,6.0,25.286,LAR,DEN,W 23-20,True,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,74%,0,0%,1,4%,True,Tyler Higbee,True,23,20
2018.0,2018-10-21,7.0,7.0,25.293,LAR,SFO,W 39-10,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,69%,0,0%,0,0%,True,Tyler Higbee,True,39,10
2018.0,2018-10-28,8.0,8.0,25.3,LAR,GNB,W 29-27,True,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,79%,0,0%,0,0%,False,Tyler Higbee,True,29,27
2018.0,2018-11-04,9.0,9.0,25.307,LAR,NOR,L 35-45,True,4,2,40,20.00,0,50.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,70%,0,0%,7,23%,True,Tyler Higbee,False,35,45
2018.0,2018-11-11,10.0,10.0,25.314,LAR,SEA,W 36-31,True,3,3,25,8.33,1,100.0%,8.33,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,77%,0,0%,7,23%,False,Tyler Higbee,True,36,31
2018.0,2018-11-19,11.0,11.0,25.322,LAR,KAN,W 54-51,True,7,6,63,10.50,0,85.7%,9.00,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,59,74%,0,0%,9,21%,False,Tyler Higbee,True,54,51
2018.0,2018-12-02,12.0,13.0,25.335,LAR,DET,W 30-16,True,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,68%,0,0%,7,23%,True,Tyler Higbee,True,30,16
2018.0,2018-12-09,13.0,14.0,25.342,LAR,CHI,L 6-15,True,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,43%,0,0%,3,12%,True,Tyler Higbee,False,6,15
2018.0,2018-12-16,14.0,15.0,25.349,LAR,PHI,L 23-30,True,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,55%,0,0%,0,0%,False,Tyler Higbee,False,23,30
2018.0,2018-12-23,15.0,16.0,25.356,LAR,ARI,W 31-9,True,1,1,16,16.00,0,100.0%,16.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,74%,0,0%,0,0%,True,Tyler Higbee,True,31,9
2018.0,2018-12-30,16.0,17.0,25.363,LAR,SFO,W 48-32,True,1,1,36,36.00,0,100.0%,36.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,59%,0,0%,0,0%,False,Tyler Higbee,True,48,32
2019.0,2019-09-08,1.0,1.0,26.25,LAR,CAR,W 30-27,True,5,4,20,5.00,1,80.0%,4.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,51%,0,0%,8,23%,True,Tyler Higbee,True,30,27
2019.0,2019-09-15,2.0,2.0,26.257,LAR,NOR,W 27-9,True,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,34%,0,0%,2,7%,False,Tyler Higbee,True,27,9
2019.0,2019-09-22,3.0,3.0,,LAR,CLE,W 20-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Tyler Higbee,True,20,13
2019.0,2019-09-29,4.0,4.0,26.271,LAR,TAM,L 40-55,True,7,4,41,10.25,0,57.1%,5.86,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,44%,0,0%,7,18%,False,Tyler Higbee,False,40,55
2019.0,2019-10-03,5.0,5.0,26.275,LAR,SEA,L 29-30,True,3,3,47,15.67,0,100.0%,15.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,56%,0,0%,6,19%,True,Tyler Higbee,False,29,30
2019.0,2019-10-13,6.0,6.0,26.285,LAR,SFO,L 7-20,True,3,3,25,8.33,0,100.0%,8.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,58%,0,0%,1,4%,False,Tyler Higbee,False,7,20
2019.0,2019-10-20,7.0,7.0,26.292,LAR,ATL,W 37-10,True,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,64%,0,0%,10,30%,True,Tyler Higbee,True,37,10
2019.0,2019-10-27,8.0,8.0,26.299,LAR,CIN,W 24-10,True,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,55%,0,0%,4,17%,False,Tyler Higbee,True,24,10
2019.0,2019-11-10,9.0,10.0,26.313,LAR,PIT,L 12-17,True,4,3,22,7.33,0,75.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,33%,0,0%,2,6%,True,Tyler Higbee,False,12,17
2019.0,2019-11-17,10.0,11.0,26.32,LAR,CHI,W 17-7,True,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,41,76%,0,0%,0,0%,False,Tyler Higbee,True,17,7
2019.0,2019-11-25,11.0,12.0,26.328,LAR,BAL,L 6-45,True,6,5,20,4.00,0,83.3%,3.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,69%,0,0%,0,0%,False,Tyler Higbee,False,6,45
2019.0,2019-12-01,12.0,13.0,26.334,LAR,ARI,W 34-7,True,8,7,107,15.29,1,87.5%,13.38,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,72,91%,0,0%,0,0%,True,Tyler Higbee,True,34,7
2019.0,2019-12-08,13.0,14.0,26.341,LAR,SEA,W 28-12,True,11,7,116,16.57,0,63.6%,10.55,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,97%,0,0%,0,0%,False,Tyler Higbee,True,28,12
2019.0,2019-12-15,14.0,15.0,26.348,LAR,DAL,L 21-44,True,14,12,111,9.25,0,85.7%,7.93,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,85%,0,0%,0,0%,True,Tyler Higbee,False,21,44
2019.0,2019-12-21,15.0,16.0,26.354,LAR,SFO,L 31-34,True,11,9,104,11.56,0,81.8%,9.45,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,89%,0,0%,1,3%,True,Tyler Higbee,False,31,34
2019.0,2019-12-29,16.0,17.0,26.362,LAR,ARI,W 31-24,True,12,8,84,10.50,1,66.7%,7.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,79,96%,0,0%,0,0%,False,Tyler Higbee,True,31,24
2020.0,2020-09-13,1.0,1.0,27.256,LAR,DAL,W 20-17,True,4,3,40,13.33,0,75.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,89%,0,0%,5,19%,False,Tyler Higbee,True,20,17
2020.0,2020-09-20,2.0,2.0,27.263,LAR,PHI,W 37-19,True,5,5,54,10.80,3,100.0%,10.80,0,0,,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,59,86%,0,0%,6,24%,True,Tyler Higbee,True,37,19
2020.0,2020-09-27,3.0,3.0,27.27,LAR,BUF,L 32-35,True,2,2,40,20.00,0,100.0%,20.00,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,50,72%,0,0%,5,21%,True,Tyler Higbee,False,32,35
2020.0,2020-10-04,4.0,4.0,27.277,LAR,NYG,W 17-9,True,4,3,20,6.67,0,75.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,84%,0,0%,3,13%,False,Tyler Higbee,True,17,9
2020.0,2020-10-11,5.0,5.0,27.284,LAR,WAS,W 30-10,True,2,2,12,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,82%,0,0%,5,16%,True,Tyler Higbee,True,30,10
2020.0,2020-10-18,6.0,6.0,27.291,LAR,SFO,L 16-24,True,4,3,56,18.67,0,75.0%,14.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,75%,0,0%,3,11%,True,Tyler Higbee,False,16,24
2020.0,2020-10-26,7.0,7.0,,LAR,CHI,W 24-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Tyler Higbee,True,24,10
2020.0,2020-11-01,8.0,8.0,27.305,LAR,MIA,L 17-28,True,4,2,14,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,60%,0,0%,0,0%,True,Tyler Higbee,False,17,28
2020.0,2020-11-15,9.0,10.0,27.319,LAR,SEA,W 23-16,True,6,3,60,20.00,0,50.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,84%,0,0%,5,21%,False,Tyler Higbee,True,23,16
2020.0,2020-11-23,10.0,11.0,27.327,LAR,TAM,W 27-24,True,4,4,19,4.75,0,100.0%,4.75,1,1,1.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,72%,0,0%,6,20%,True,Tyler Higbee,True,27,24
2020.0,2020-11-29,11.0,12.0,27.333,LAR,SFO,L 20-23,True,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,61%,0,0%,0,0%,False,Tyler Higbee,False,20,23
2020.0,2020-12-06,12.0,13.0,27.34,LAR,ARI,W 38-28,True,6,4,24,6.00,1,66.7%,4.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,69,84%,0,0%,0,0%,True,Tyler Higbee,True,38,28
2020.0,2020-12-10,13.0,14.0,27.344,LAR,NWE,W 24-3,True,2,2,34,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,87%,0,0%,0,0%,False,Tyler Higbee,True,24,3
2020.0,2020-12-20,14.0,15.0,27.354,LAR,NYJ,L 20-23,True,5,4,67,16.75,1,80.0%,13.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,49,83%,0,0%,0,0%,False,Tyler Higbee,False,20,23
2020.0,2020-12-27,15.0,16.0,27.361,LAR,SEA,L 9-20,True,6,3,34,11.33,0,50.0%,5.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,69%,0,0%,0,0%,True,Tyler Higbee,False,9,20
2020.0,2021-01-03,16.0,17.0,28.002,LAR,ARI,W 18-7,True,4,3,41,13.67,0,75.0%,10.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,82%,0,0%,0,0%,False,Tyler Higbee,True,18,7
2021.0,2021-09-12,1.0,1.0,28.254,LAR,CHI,W 34-14,True,6,5,68,13.60,0,83.3%,11.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,6,30%,False,Tyler Higbee,True,34,14
2021.0,2021-09-19,2.0,2.0,28.261,LAR,IND,W 27-24,True,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,5,19%,True,Tyler Higbee,True,27,24
2021.0,2021-09-26,3.0,3.0,28.268,LAR,TAM,W 34-24,True,5,5,40,8.00,1,100.0%,8.00,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,49,75%,0,0%,6,20%,False,Tyler Higbee,True,34,24
2021.0,2021-10-03,4.0,4.0,28.275,LAR,ARI,L 20-37,True,6,4,36,9.00,0,66.7%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,79%,0,0%,4,14%,False,Tyler Higbee,False,20,37
2021.0,2021-10-07,5.0,5.0,28.279,LAR,SEA,W 26-17,True,2,2,14,7.00,1,100.0%,7.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,84%,0,0%,5,18%,True,Tyler Higbee,True,26,17
2021.0,2021-10-17,6.0,6.0,28.289,LAR,NYG,W 38-11,True,5,5,36,7.20,0,100.0%,7.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,6,22%,True,Tyler Higbee,True,38,11
2021.0,2021-10-24,7.0,7.0,28.296,LAR,DET,W 28-19,True,8,5,46,9.20,0,62.5%,5.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,4,16%,False,Tyler Higbee,True,28,19
2021.0,2021-10-31,8.0,8.0,28.303,LAR,HOU,W 38-22,True,3,3,25,8.33,0,100.0%,8.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,69%,0,0%,7,21%,True,Tyler Higbee,True,38,22
2021.0,2021-11-07,9.0,9.0,28.31,LAR,TEN,L 16-28,True,10,5,51,10.20,0,50.0%,5.10,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,97%,0,0%,4,15%,False,Tyler Higbee,False,16,28
2021.0,2021-11-15,10.0,10.0,28.318,LAR,SFO,L 10-31,True,5,3,20,6.67,1,60.0%,4.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,98%,0,0%,3,13%,True,Tyler Higbee,False,10,31
2021.0,2021-11-28,11.0,12.0,28.331,LAR,GNB,L 28-36,True,5,1,3,3.00,0,20.0%,0.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,4,11%,True,Tyler Higbee,False,28,36
2021.0,2021-12-05,12.0,13.0,28.338,LAR,JAX,W 37-7,True,6,5,48,9.60,0,83.3%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,93%,0,0%,7,27%,False,Tyler Higbee,True,37,7
2021.0,2021-12-13,13.0,14.0,,LAR,ARI,W 30-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Tyler Higbee,True,30,23
2021.0,2021-12-21,14.0,15.0,,LAR,SEA,W 20-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Tyler Higbee,True,20,10
2021.0,2021-12-26,15.0,16.0,28.359,LAR,MIN,W 30-23,True,6,5,41,8.20,0,83.3%,6.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,91%,0,0%,6,19%,True,Tyler Higbee,True,30,23
2021.0,2022-01-02,16.0,17.0,29.001,LAR,BAL,W 20-19,True,9,6,69,11.50,0,66.7%,7.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,97%,0,0%,3,13%,True,Tyler Higbee,True,20,19
2021.0,2022-01-09,17.0,18.0,29.008,LAR,SFO,L 24-27,True,8,6,55,9.17,2,75.0%,6.88,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,3,11%,False,Tyler Higbee,False,24,27
,93 Games,,,,,,55-38-0,False,342,234,2487,10.63,17,68.4%,7.27,1,1,1.00,0,1,17,104,0.0,2,0,2,0,0,2,0,0,1,0,0,,,,,,,False,Tyler Higbee,False,38,0
