Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2005,2005-11-20,10,11,,PHI,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,27,Donovan McNabb
2005,2005-11-27,11,12,,PHI,GNB,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,19,14,Donovan McNabb
2005,2005-12-05,12,13,,PHI,SEA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,0,42,Donovan McNabb
2005,2005-12-11,13,14,,PHI,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,23,26,Donovan McNabb
2005,2005-12-18,14,15,,PHI,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,17,16,Donovan McNabb
2005,2005-12-24,15,16,,PHI,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,21,27,Donovan McNabb
2005,2006-01-01,16,17,,PHI,WAS,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,20,31,Donovan McNabb
2006,2006-09-10,1,1,29.289,PHI,HOU,True,24,35,68.57,314,3,1,113.3,1,3,8.97,9.40,4,7,1.75,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,24,10,Donovan McNabb
2006,2006-09-17,2,2,29.296,PHI,NYG,True,27,45,60.00,350,2,0,99.3,1,6,7.78,8.67,4,31,7.75,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,24,30,Donovan McNabb
2006,2006-09-24,3,3,29.303,PHI,SFO,True,18,33,54.55,296,2,0,105.1,3,30,8.97,10.18,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,38,24,Donovan McNabb
2006,2006-10-02,4,4,29.311,PHI,GNB,True,16,30,53.33,288,2,0,108.7,4,32,9.60,10.93,5,47,9.40,2,0,0,0,,0,0.0%,,,2,12,1,1,0,0,-2,0,False,True,31,9,Donovan McNabb
2006,2006-10-08,5,5,29.317,PHI,DAL,True,18,33,54.55,354,2,0,112.4,3,23,10.73,11.94,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,False,True,38,24,Donovan McNabb
2006,2006-10-15,6,6,29.324,PHI,NOR,True,19,32,59.38,247,2,1,91.5,3,21,7.72,7.56,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,24,27,Donovan McNabb
2006,2006-10-22,7,7,29.331,PHI,TAM,True,22,35,62.86,302,3,3,83.3,1,4,8.63,6.49,6,76,12.67,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,-1,0,True,False,21,23,Donovan McNabb
2006,2006-10-29,8,8,29.338,PHI,JAX,True,18,34,52.94,161,0,0,65.9,4,19,4.74,4.74,5,37,7.40,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,6,13,Donovan McNabb
2006,2006-11-12,9,10,29.352,PHI,WAS,True,12,26,46.15,257,2,0,107.4,1,2,9.88,11.42,4,12,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,27,3,Donovan McNabb
2006,2006-11-19,10,11,29.359,PHI,TEN,True,6,13,46.15,78,0,1,33.5,0,0,6.00,2.54,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,13,31,Donovan McNabb
2006,2006-11-26,11,12,,PHI,IND,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,21,45,Donovan McNabb
2006,2006-12-04,12,13,,PHI,CAR,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,27,24,Donovan McNabb
2006,2006-12-10,13,14,,PHI,WAS,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,21,19,Donovan McNabb
2006,2006-12-17,14,15,,PHI,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,36,22,Donovan McNabb
2006,2006-12-25,15,16,,PHI,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,23,7,Donovan McNabb
2006,2006-12-31,16,17,,PHI,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,24,17,Donovan McNabb
2007,2007-09-09,1,1,30.288,PHI,GNB,True,15,33,45.45,184,1,1,60.7,1,4,5.58,4.82,4,9,2.25,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,13,16,Donovan McNabb
2007,2007-09-17,2,2,30.296,PHI,WAS,True,28,46,60.87,240,0,0,74.5,3,14,5.22,5.22,2,15,7.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,12,20,Donovan McNabb
2007,2007-09-23,3,3,30.302,PHI,DET,True,21,26,80.77,381,4,0,158.3,1,5,14.65,17.73,3,7,2.33,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,True,56,21,Donovan McNabb
2007,2007-09-30,4,4,30.309,PHI,NYG,True,15,31,48.39,138,0,0,61.0,12,62,4.45,4.45,4,4,1.00,0,0,0,0,,0,0.0%,,,0,0,3,1,0,0,-5,0,True,False,3,16,Donovan McNabb
2007,2007-10-14,5,6,30.323,PHI,NYJ,True,22,35,62.86,278,1,1,85.2,3,16,7.94,7.23,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,16,9,Donovan McNabb
2007,2007-10-21,6,7,30.330,PHI,CHI,True,21,34,61.76,226,1,0,91.1,3,15,6.65,7.24,2,18,9.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,16,19,Donovan McNabb
2007,2007-10-28,7,8,30.337,PHI,MIN,True,23,36,63.89,333,1,0,103.1,2,10,9.25,9.81,3,13,4.33,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,23,16,Donovan McNabb
2007,2007-11-04,8,9,30.344,PHI,DAL,True,27,46,58.70,264,1,2,64.0,3,14,5.74,4.22,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,False,False,17,38,Donovan McNabb
2007,2007-11-11,9,10,30.351,PHI,WAS,True,20,28,71.43,251,4,0,138.5,2,11,8.96,11.82,7,37,5.29,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,True,True,33,25,Donovan McNabb
2007,2007-11-18,10,11,30.358,PHI,MIA,True,3,11,27.27,34,0,2,0.4,0,0,3.09,-5.09,2,28,14.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,17,7,Donovan McNabb
2007,2007-11-25,11,12,,PHI,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,28,31,Donovan McNabb
2007,2007-12-02,12,13,,PHI,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,24,28,Donovan McNabb
2007,2007-12-09,13,14,31.014,PHI,NYG,True,20,30,66.67,179,1,0,93.6,3,14,5.97,6.63,4,11,2.75,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,13,16,Donovan McNabb
2007,2007-12-16,14,15,31.021,PHI,DAL,True,23,41,56.10,208,1,0,78.1,4,27,5.07,5.56,9,53,5.89,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,True,True,10,6,Donovan McNabb
2007,2007-12-23,15,16,31.028,PHI,NOR,True,24,35,68.57,263,3,0,119.1,3,12,7.51,9.23,6,37,6.17,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,0,0,True,True,38,23,Donovan McNabb
2007,2007-12-30,16,17,31.035,PHI,BUF,True,29,41,70.73,345,1,1,94.1,4,23,8.41,7.80,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,False,True,17,9,Donovan McNabb
2008,2008-09-07,1,1,31.287,PHI,STL,True,21,33,63.64,361,3,0,131.0,0,0,10.94,12.76,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,38,3,Donovan McNabb
2008,2008-09-15,2,2,31.295,PHI,DAL,True,25,37,67.57,281,1,0,99.0,4,22,7.59,8.14,5,20,4.00,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,-10,0,True,False,37,41,Donovan McNabb
2008,2008-09-21,3,3,31.301,PHI,PIT,True,24,35,68.57,196,1,1,80.2,3,19,5.60,4.89,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,15,6,Donovan McNabb
2008,2008-09-28,4,4,31.308,PHI,CHI,True,25,41,60.98,262,1,1,77.5,3,25,6.39,5.78,2,-5,-2.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,20,24,Donovan McNabb
2008,2008-10-05,5,5,31.315,PHI,WAS,True,17,29,58.62,196,0,0,79.1,0,0,6.76,6.76,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,17,23,Donovan McNabb
2008,2008-10-12,6,6,31.322,PHI,SFO,True,23,36,63.89,280,2,1,94.7,0,0,7.78,7.64,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,40,26,Donovan McNabb
2008,2008-10-26,7,8,31.336,PHI,ATL,True,19,34,55.88,253,0,0,79.7,2,13,7.44,7.44,6,25,4.17,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,False,True,27,14,Donovan McNabb
2008,2008-11-02,8,9,31.343,PHI,SEA,True,28,43,65.12,349,2,1,96.0,1,2,8.12,8.00,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,True,True,26,7,Donovan McNabb
2008,2008-11-09,9,10,31.350,PHI,NYG,True,17,36,47.22,194,3,1,80.1,0,0,5.39,5.81,3,35,11.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,31,36,Donovan McNabb
2008,2008-11-16,10,11,31.357,PHI,CIN,True,28,58,48.28,339,1,3,50.9,2,16,5.84,3.86,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,True,False,13,13,Donovan McNabb
2008,2008-11-23,11,12,31.364,PHI,BAL,True,8,18,44.44,59,0,2,13.2,2,12,3.28,-1.72,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,True,False,7,36,Donovan McNabb
2008,2008-11-27,12,13,32.002,PHI,ARI,True,27,39,69.23,260,4,0,121.7,1,8,6.67,8.72,4,24,6.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,48,20,Donovan McNabb
2008,2008-12-07,13,14,32.012,PHI,NYG,True,19,30,63.33,191,1,0,92.5,0,0,6.37,7.03,6,16,2.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,20,14,Donovan McNabb
2008,2008-12-15,14,15,32.020,PHI,CLE,True,26,35,74.29,290,2,1,105.7,2,6,8.29,8.14,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,30,10,Donovan McNabb
2008,2008-12-21,15,16,32.026,PHI,WAS,True,26,46,56.52,230,0,0,70.0,2,17,5.00,5.00,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,True,False,3,10,Donovan McNabb
2008,2008-12-28,16,17,32.033,PHI,DAL,True,12,21,57.14,175,2,0,116.2,1,9,8.33,10.24,3,4,1.33,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,True,44,6,Donovan McNabb
2009,2009-09-13,1,1,32.292,PHI,CAR,True,10,18,55.56,79,2,1,80.6,0,0,4.39,4.11,4,27,6.75,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,True,True,38,10,Donovan McNabb
2009,2009-09-20,2,2,,PHI,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,22,48,Donovan McNabb
2009,2009-09-27,3,3,,PHI,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,14,Donovan McNabb
2009,2009-10-11,4,5,32.320,PHI,TAM,True,16,21,76.19,264,3,0,157.2,3,16,12.57,15.43,2,30,15.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,False,True,33,14,Donovan McNabb
2009,2009-10-18,5,6,32.327,PHI,OAK,True,22,46,47.83,269,0,0,66.3,6,53,5.85,5.85,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,9,13,Donovan McNabb
2009,2009-10-26,6,7,32.335,PHI,WAS,True,15,25,60.00,156,1,0,91.4,3,21,6.24,7.04,5,-5,-1.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,True,True,27,17,Donovan McNabb
2009,2009-11-01,7,8,32.341,PHI,NYG,True,17,23,73.91,240,3,0,146.7,2,29,10.43,13.04,1,14,14.00,0,1,1,1,1.00,0,100.0%,1.00,,0,0,2,1,0,0,0,0,False,True,40,17,Donovan McNabb
2009,2009-11-08,8,9,32.348,PHI,DAL,True,16,30,53.33,227,1,2,61.4,3,18,7.57,5.23,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,16,20,Donovan McNabb
2009,2009-11-15,9,10,32.355,PHI,SDG,True,35,55,63.64,450,2,1,93.7,2,17,8.18,8.09,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,23,31,Donovan McNabb
2009,2009-11-22,10,11,32.362,PHI,CHI,True,23,32,71.88,244,2,1,101.6,3,24,7.63,7.47,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,24,20,Donovan McNabb
2009,2009-11-29,11,12,33.004,PHI,WAS,True,21,35,60.00,260,1,1,80.7,2,2,7.43,6.71,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,27,24,Donovan McNabb
2009,2009-12-06,12,13,33.011,PHI,ATL,True,14,25,56.00,238,1,0,101.7,2,9,9.52,10.32,2,17,8.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,34,7,Donovan McNabb
2009,2009-12-13,13,14,33.018,PHI,NYG,True,17,26,65.38,275,2,1,110.3,1,10,10.58,10.38,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,True,True,45,38,Donovan McNabb
2009,2009-12-20,14,15,33.025,PHI,SFO,True,21,36,58.33,306,1,2,72.2,0,0,8.50,6.56,4,5,1.25,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,True,27,13,Donovan McNabb
2009,2009-12-27,15,16,33.032,PHI,DEN,True,20,35,57.14,322,3,1,104.7,4,33,9.20,9.63,5,29,5.80,0,0,0,0,,0,0.0%,,,0,0,3,1,0,2,-6,0,False,True,30,27,Donovan McNabb
2009,2010-01-03,16,17,33.039,PHI,DAL,True,20,36,55.56,223,0,0,74.2,4,32,6.19,6.19,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,-6,0,True,False,0,24,Donovan McNabb
2010,2010-09-12,1,1,33.291,WAS,DAL,True,15,32,46.88,171,0,0,63.4,1,10,5.34,5.34,1,17,17.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,True,13,7,Donovan McNabb
2010,2010-09-19,2,2,33.298,WAS,HOU,True,28,38,73.68,426,1,0,119.0,3,23,11.21,11.74,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,27,30,Donovan McNabb
2010,2010-09-26,3,3,33.305,WAS,STL,True,19,32,59.38,236,1,1,79.7,1,3,7.38,6.59,2,25,12.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,16,30,Donovan McNabb
2010,2010-10-03,4,4,33.312,WAS,PHI,True,8,19,42.11,125,1,1,60.2,1,1,6.58,5.26,5,39,7.80,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,True,17,12,Donovan McNabb
2010,2010-10-10,5,5,33.319,WAS,GNB,True,26,49,53.06,357,1,1,75.0,5,35,7.29,6.78,4,10,2.50,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,-22,0,False,True,16,13,Donovan McNabb
2010,2010-10-17,6,6,33.326,WAS,IND,True,29,45,64.44,246,1,2,67.5,3,24,5.47,3.91,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,24,27,Donovan McNabb
2010,2010-10-24,7,7,33.333,WAS,CHI,True,17,32,53.13,200,1,2,56.8,2,13,6.25,4.06,5,-2,-0.40,0,0,0,0,,0,0.0%,,,0,0,2,0,0,2,0,0,True,True,17,14,Donovan McNabb
2010,2010-10-31,8,8,33.340,WAS,DET,True,17,30,56.67,210,1,1,75.7,6,46,7.00,6.17,4,45,11.25,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,True,False,25,37,Donovan McNabb
2010,2010-11-15,9,10,33.355,WAS,PHI,True,17,31,54.84,295,2,3,69.4,2,25,9.52,6.45,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,-5,0,False,False,28,59,Donovan McNabb
2010,2010-11-21,10,11,33.361,WAS,TEN,True,30,50,60.00,376,1,1,81.7,3,18,7.52,7.02,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,True,True,19,16,Donovan McNabb
2010,2010-11-28,11,12,34.003,WAS,MIN,True,21,35,60.00,211,1,1,74.8,4,24,6.03,5.31,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,False,False,13,17,Donovan McNabb
2010,2010-12-05,12,13,34.010,WAS,NYG,True,26,44,59.09,296,1,2,68.0,4,32,6.73,5.14,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,3,1,0,1,0,0,True,False,7,31,Donovan McNabb
2010,2010-12-12,13,14,34.017,WAS,TAM,True,22,35,62.86,228,2,0,100.7,2,17,6.51,7.66,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,16,17,Donovan McNabb
2010,2010-12-19,14,15,,WAS,DAL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,30,33,Donovan McNabb
2010,2010-12-26,15,16,,WAS,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,20,17,Donovan McNabb
2010,2011-01-02,16,17,,WAS,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,17,Donovan McNabb
2011,2011-09-11,1,1,34.290,MIN,SDG,True,7,15,46.67,39,1,1,47.9,2,11,2.60,0.93,3,32,10.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,17,24,Donovan McNabb
2011,2011-09-18,2,2,34.297,MIN,TAM,True,18,30,60.00,228,0,0,83.7,2,16,7.60,7.60,4,12,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,False,False,20,24,Donovan McNabb
2011,2011-09-25,3,3,34.304,MIN,DET,True,22,36,61.11,211,1,0,86.7,4,22,5.86,6.42,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,False,False,23,26,Donovan McNabb
2011,2011-10-02,4,4,34.311,MIN,KAN,True,18,30,60.00,202,2,1,88.5,2,12,6.73,6.57,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,True,False,17,22,Donovan McNabb
2011,2011-10-09,5,5,34.318,MIN,ARI,True,10,21,47.62,169,0,0,75.3,1,9,8.05,8.05,4,4,1.00,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,False,True,34,10,Donovan McNabb
2011,2011-10-16,6,6,34.325,MIN,CHI,True,19,24,79.17,177,0,0,97.4,5,43,7.38,7.38,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,True,False,10,39,Donovan McNabb
