Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-11-10,9,10,,OAK,@,NYG,L 20-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren McFadden
2013,2013-11-17,10,11,,OAK,@,HOU,W 28-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren McFadden
2013,2013-11-24,11,12,,OAK,,TEN,L 19-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Darren McFadden
2013,2013-11-28,12,13,26.093,OAK,@,DAL,L 24-31,False,5,13,2.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,11,20%,0,0%,0,0%,True,Darren McFadden
2013,2013-12-08,13,14,,OAK,@,NYJ,L 27-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren McFadden
2013,2013-12-15,14,15,,OAK,,KAN,L 31-56,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Darren McFadden
2013,2013-12-22,15,16,26.117,OAK,@,SDG,L 13-26,False,4,8,2.00,1,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0,0,0,0,0,0,20,34%,0,0%,0,0%,True,Darren McFadden
2013,2013-12-29,16,17,26.124,OAK,,DEN,L 14-34,False,7,6,0.86,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,35,57%,0,0%,0,0%,False,Darren McFadden
2014,2014-09-07,1,1,27.011,OAK,@,NYJ,L 14-19,False,4,15,3.75,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,25,48%,0,0%,0,0%,True,Darren McFadden
2014,2014-09-14,2,2,27.018,OAK,,HOU,L 14-30,True,12,37,3.08,1,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0,0,0,0,0,0,43,69%,0,0%,0,0%,False,Darren McFadden
2014,2014-09-21,3,3,27.025,OAK,@,NWE,L 9-16,True,18,59,3.28,0,4,4,6,1.50,0,100.0%,1.50,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,56,95%,0,0%,0,0%,True,Darren McFadden
2014,2014-09-28,4,4,27.032,OAK,,MIA,L 14-38,True,11,40,3.64,0,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,44,68%,0,0%,0,0%,False,Darren McFadden
2014,2014-10-12,5,6,27.046,OAK,,SDG,L 28-31,True,14,80,5.71,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,44,76%,0,0%,0,0%,False,Darren McFadden
2014,2014-10-19,6,7,27.053,OAK,,ARI,L 13-24,True,14,48,3.43,1,8,4,7,1.75,0,50.0%,0.88,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0,0,0,0,0,0,40,78%,0,0%,0,0%,False,Darren McFadden
2014,2014-10-26,7,8,27.060,OAK,@,CLE,L 13-23,True,12,59,4.92,0,6,4,26,6.50,0,66.7%,4.33,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,1,1,0,0,0,0,54,66%,0,0%,0,0%,True,Darren McFadden
2014,2014-11-02,8,9,27.067,OAK,@,SEA,L 24-30,True,13,20,1.54,0,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,54%,0,0%,0,0%,True,Darren McFadden
2014,2014-11-09,9,10,27.074,OAK,,DEN,L 17-41,True,7,14,2.00,0,7,4,22,5.50,0,57.1%,3.14,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,49%,0,0%,0,0%,False,Darren McFadden
2014,2014-11-16,10,11,27.081,OAK,@,SDG,L 6-13,True,8,21,2.63,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,21,36%,0,0%,0,0%,True,Darren McFadden
2014,2014-11-20,11,12,27.085,OAK,,KAN,W 24-20,True,12,29,2.42,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,,0,,,3,59,19.67,0,,0,0,0,0,0,0,0,0,34,49%,0,0%,4,12%,False,Darren McFadden
2014,2014-11-30,12,13,27.095,OAK,@,STL,L 0-52,True,11,27,2.45,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,42%,0,0%,0,0%,True,Darren McFadden
2014,2014-12-07,13,14,27.102,OAK,,SFO,W 24-13,True,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,11,17%,0,0%,0,0%,False,Darren McFadden
2014,2014-12-14,14,15,27.109,OAK,@,KAN,L 13-31,False,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,12,15%,0,0%,0,0%,True,Darren McFadden
2014,2014-12-21,15,16,27.116,OAK,,BUF,W 26-24,False,9,54,6.00,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,15,21%,0,0%,0,0%,False,Darren McFadden
2014,2014-12-28,16,17,27.123,OAK,@,DEN,L 14-47,False,4,13,3.25,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0,0,0,0,0,0,18,31%,0,0%,0,0%,True,Darren McFadden
2015,2015-09-13,1,1,28.017,DAL,,NYG,W 27-26,False,6,16,2.67,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,10,14%,0,0%,0,0%,False,Darren McFadden
2015,2015-09-20,2,2,28.024,DAL,@,PHI,W 20-10,False,10,31,3.10,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,19,22%,0,0%,1,4%,True,Darren McFadden
2015,2015-09-27,3,3,28.031,DAL,,ATL,L 28-39,False,6,35,5.83,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,12,23%,0,0%,0,0%,False,Darren McFadden
2015,2015-10-04,4,4,28.038,DAL,@,NOR,L 20-26,False,10,31,3.10,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,23,23.00,0,,0,0,0,0,0,0,0,0,20,33%,0,0%,3,10%,True,Darren McFadden
2015,2015-10-11,5,5,28.045,DAL,,NWE,L 6-30,False,5,16,3.20,0,10,9,62,6.89,0,90.0%,6.20,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,32,44%,0,0%,0,0%,False,Darren McFadden
2015,2015-10-25,6,7,28.059,DAL,@,NYG,L 20-27,False,29,152,5.24,1,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,59,81%,0,0%,1,4%,True,Darren McFadden
2015,2015-11-01,7,8,28.066,DAL,,SEA,L 12-13,True,20,64,3.20,0,8,6,49,8.17,0,75.0%,6.13,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0,0,0,0,0,0,47,78%,0,0%,0,0%,False,Darren McFadden
2015,2015-11-08,8,9,28.073,DAL,,PHI,L 27-33,True,27,117,4.33,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,61,78%,0,0%,0,0%,False,Darren McFadden
2015,2015-11-15,9,10,28.080,DAL,@,TAM,L 6-10,True,17,32,1.88,0,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,44,81%,0,0%,0,0%,True,Darren McFadden
2015,2015-11-22,10,11,28.087,DAL,@,MIA,W 24-14,True,29,129,4.45,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,48,68%,0,0%,0,0%,True,Darren McFadden
2015,2015-11-26,11,12,28.091,DAL,,CAR,L 14-33,True,10,11,1.10,0,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0,0,0,0,0,0,45,78%,0,0%,0,0%,False,Darren McFadden
2015,2015-12-07,12,13,28.102,DAL,@,WAS,W 19-16,True,14,53,3.79,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,2,2,0,0,0,0,37,64%,0,0%,0,0%,True,Darren McFadden
2015,2015-12-13,13,14,28.108,DAL,@,GNB,L 7-28,True,9,111,12.33,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,40,77%,0,0%,0,0%,True,Darren McFadden
2015,2015-12-19,14,15,28.114,DAL,,NYJ,L 16-19,True,16,100,6.25,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,41,72%,0,0%,0,0%,False,Darren McFadden
2015,2015-12-27,15,16,28.122,DAL,@,BUF,L 6-16,True,19,99,5.21,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,39,66%,0,0%,0,0%,True,Darren McFadden
2015,2016-01-03,16,17,28.129,DAL,,WAS,L 23-34,True,12,92,7.67,0,8,5,53,10.60,0,62.5%,6.63,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,1,1,0,0,0,0,61,90%,0,0%,0,0%,False,Darren McFadden
2016,2016-09-11,1,1,,DAL,,NYG,L 19-20,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,False,Darren McFadden
2016,2016-09-18,2,2,,DAL,@,WAS,W 27-23,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Darren McFadden
2016,2016-09-25,3,3,,DAL,,CHI,W 31-17,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,False,Darren McFadden
2016,2016-10-02,4,4,,DAL,@,SFO,W 24-17,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Darren McFadden
2016,2016-10-09,5,5,,DAL,,CIN,W 28-14,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,False,Darren McFadden
2016,2016-10-16,6,6,,DAL,@,GNB,W 30-16,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Darren McFadden
2016,2016-10-30,7,8,,DAL,,PHI,W 29-23,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,False,Darren McFadden
2016,2016-11-06,8,9,,DAL,@,CLE,W 35-10,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Darren McFadden
2016,2016-11-13,9,10,,DAL,@,PIT,W 35-30,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Darren McFadden
2016,2016-11-20,10,11,,DAL,,BAL,W 27-17,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,False,Darren McFadden
2016,2016-11-24,11,12,,DAL,,WAS,W 31-26,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,False,Darren McFadden
2016,2016-12-01,12,13,,DAL,@,MIN,W 17-15,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Darren McFadden
2016,2016-12-11,13,14,,DAL,@,NYG,L 7-10,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Darren McFadden
2016,2016-12-18,14,15,29.113,DAL,,TAM,W 26-20,False,3,10,3.33,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,12,16%,0,0%,2,7%,False,Darren McFadden
2016,2016-12-26,15,16,29.121,DAL,,DET,W 42-21,False,14,49,3.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,1,30,30.00,0,,0,0,0,0,0,0,0,0,21,37%,0,0%,5,17%,False,Darren McFadden
2016,2017-01-01,16,17,29.127,DAL,@,PHI,L 13-27,True,7,28,4.00,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,15,27%,0,0%,6,21%,True,Darren McFadden
2017,2017-09-10,1,1,,DAL,,NYG,W 19-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Darren McFadden
2017,2017-09-17,2,2,,DAL,@,DEN,L 17-42,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren McFadden
2017,2017-09-25,3,3,,DAL,@,ARI,W 28-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren McFadden
2017,2017-10-01,4,4,,DAL,,LAR,L 30-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Darren McFadden
2017,2017-10-08,5,5,,DAL,,GNB,L 31-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Darren McFadden
2017,2017-10-22,6,7,,DAL,@,SFO,W 40-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren McFadden
2017,2017-10-29,7,8,,DAL,@,WAS,W 33-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren McFadden
