Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-09-08,1.0,1.0,22.005,BUF,NYJ,W 17-16,True,4,70,17.50,0,6,5,28,5.60,0,83.3%,4.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,68%,0,0%,0,0%,True,Devin Singletary,True,17,16
2019.0,2019-09-15,2.0,2.0,22.012,BUF,NYG,W 28-14,False,6,57,9.50,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,23,33%,0,0%,0,0%,True,Devin Singletary,True,28,14
2019.0,2019-09-22,3.0,3.0,,BUF,CIN,W 21-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Devin Singletary,True,21,17
2019.0,2019-09-29,4.0,4.0,,BUF,NWE,L 10-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Devin Singletary,False,10,16
2019.0,2019-10-06,5.0,5.0,,BUF,TEN,W 14-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Devin Singletary,True,14,7
2019.0,2019-10-20,6.0,7.0,22.047,BUF,MIA,W 31-21,False,7,26,3.71,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,38%,0,0%,0,0%,False,Devin Singletary,True,31,21
2019.0,2019-10-27,7.0,8.0,22.054,BUF,PHI,L 13-31,False,3,19,6.33,0,6,4,30,7.50,1,66.7%,5.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,40,68%,0,0%,0,0%,False,Devin Singletary,False,13,31
2019.0,2019-11-03,8.0,9.0,22.061,BUF,WAS,W 24-9,True,20,95,4.75,1,4,3,45,15.00,0,75.0%,11.25,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,66%,0,0%,0,0%,False,Devin Singletary,True,24,9
2019.0,2019-11-10,9.0,10.0,22.068,BUF,CLE,L 16-19,False,8,42,5.25,0,6,3,8,2.67,0,50.0%,1.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,68%,0,0%,0,0%,True,Devin Singletary,False,16,19
2019.0,2019-11-17,10.0,11.0,22.075,BUF,MIA,W 37-20,True,15,75,5.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,2,0,0,1,0,0,52,73%,0,0%,0,0%,True,Devin Singletary,True,37,20
