Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2012.0,2012-09-09,1.0,1.0,,MIA,HOU,L 10-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Lamar Miller,False,10,30
2012.0,2012-09-16,2.0,2.0,21.144,MIA,OAK,W 35-13,False,10,65,6.50,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,23,31%,0,0%,4,11%,False,Lamar Miller,True,35,13
2012.0,2012-09-23,3.0,3.0,21.151,MIA,NYJ,L 20-23,False,9,48,5.33,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,17,20%,0,0%,2,6%,False,Lamar Miller,False,20,23
2012.0,2012-09-30,4.0,4.0,21.158,MIA,ARI,L 21-24,False,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,8,10%,0,0%,0,0%,True,Lamar Miller,False,21,24
2012.0,2012-10-07,5.0,5.0,21.165,MIA,CIN,W 17-13,False,,,,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,2,7%,True,Lamar Miller,True,17,13
2012.0,2012-10-14,6.0,6.0,21.172,MIA,STL,W 17-14,False,,,,,,,,,,0.0%,,0,0,0,,,0,0,0,4,7%,0,0%,8,30%,False,Lamar Miller,True,17,14
2012.0,2012-10-28,7.0,8.0,,MIA,NYJ,W 30-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Lamar Miller,True,30,9
2012.0,2012-11-04,8.0,9.0,21.193,MIA,IND,L 20-23,False,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,Lamar Miller,False,20,23
2012.0,2012-11-11,9.0,10.0,21.2,MIA,TEN,L 3-37,False,3,12,4.00,0,3,2,13,6.50,0,66.7%,4.33,0,0,0,0,0,0,0,0,14,23%,0,0%,4,14%,False,Lamar Miller,False,3,37
2012.0,2012-11-15,10.0,11.0,21.204,MIA,BUF,L 14-19,False,,,,,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,6,21%,True,Lamar Miller,False,14,19
