Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-12-07,13.0,14.0,22.352,PIT,CIN,W 42-21,False,6,4,109,27.25,1,66.7%,18.17,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,24,33%,0,0%,0,0%,True,Martavis Bryant,True,42,21
2014.0,2014-12-14,14.0,15.0,22.359,PIT,ATL,W 27-20,False,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,25,42%,0,0%,0,0%,True,Martavis Bryant,True,27,20
2014.0,2014-12-21,15.0,16.0,23.001,PIT,KAN,W 20-12,False,2,1,44,44.00,0,50.0%,22.00,2,9,4.50,0,0,0,,0,,0,0,0,0,0,0,0,0,29,54%,0,0%,1,5%,False,Martavis Bryant,True,20,12
2014.0,2014-12-28,16.0,17.0,23.008,PIT,CIN,W 27-17,True,2,1,21,21.00,1,50.0%,10.50,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,26,44%,0,0%,0,0%,False,Martavis Bryant,True,27,17
2015.0,2015-09-10,1.0,1.0,,PIT,NWE,L 21-28,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Martavis Bryant,False,21,28
2015.0,2015-09-20,2.0,2.0,,PIT,SFO,W 43-18,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Martavis Bryant,True,43,18
2015.0,2015-09-27,3.0,3.0,,PIT,STL,W 12-6,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Martavis Bryant,True,12,6
2015.0,2015-10-01,4.0,4.0,,PIT,BAL,L 20-23,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Martavis Bryant,False,20,23
2015.0,2015-10-12,5.0,5.0,,PIT,SDG,W 24-20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Martavis Bryant,True,24,20
2015.0,2015-10-18,6.0,6.0,23.302,PIT,ARI,W 25-13,False,8,6,137,22.83,2,75.0%,17.13,1,8,8.00,0,0,0,,0,,2,12,0,0,0,0,0,0,35,61%,0,0%,0,0%,False,Martavis Bryant,True,25,13
2015.0,2015-10-25,7.0,7.0,23.309,PIT,KAN,L 13-23,True,8,3,45,15.00,1,37.5%,5.63,1,13,13.00,0,0,0,,0,,1,6,0,0,0,0,0,0,37,65%,0,0%,0,0%,True,Martavis Bryant,False,13,23
2015.0,2015-11-01,8.0,8.0,23.316,PIT,CIN,L 10-16,False,9,4,49,12.25,0,44.4%,5.44,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,62,83%,0,0%,0,0%,False,Martavis Bryant,False,10,16
2015.0,2015-11-08,9.0,9.0,23.323,PIT,OAK,W 38-35,True,7,3,31,10.33,1,42.9%,4.43,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,41,48%,0,0%,0,0%,False,Martavis Bryant,True,38,35
2015.0,2015-11-15,10.0,10.0,23.33,PIT,CLE,W 30-9,False,10,6,178,29.67,1,60.0%,17.80,0,0,,0,0,0,,0,,1,6,1,1,0,0,0,0,55,83%,0,0%,0,0%,False,Martavis Bryant,True,30,9
2015.0,2015-11-29,11.0,12.0,23.344,PIT,SEA,L 30-39,False,13,5,69,13.80,0,38.5%,5.31,1,11,11.00,1,0,0,,0,,1,6,0,0,0,0,0,0,66,82%,0,0%,0,0%,True,Martavis Bryant,False,30,39
2015.0,2015-12-06,12.0,13.0,23.351,PIT,IND,W 45-10,False,8,4,114,28.50,1,50.0%,14.25,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,41,55%,0,0%,0,0%,False,Martavis Bryant,True,45,10
2015.0,2015-12-13,13.0,14.0,23.358,PIT,CIN,W 33-20,True,9,7,49,7.00,0,77.8%,5.44,1,1,1.00,0,0,0,,0,,0,0,0,0,0,0,0,0,55,77%,0,0%,2,7%,True,Martavis Bryant,True,33,20
2015.0,2015-12-20,14.0,15.0,24.0,PIT,DEN,W 34-27,True,14,10,87,8.70,0,71.4%,6.21,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,58,72%,0,0%,0,0%,False,Martavis Bryant,True,34,27
2015.0,2015-12-27,15.0,16.0,24.007,PIT,BAL,L 17-20,True,3,1,6,6.00,0,33.3%,2.00,1,4,4.00,0,0,0,,0,,0,0,0,0,0,0,0,0,49,80%,0,0%,0,0%,True,Martavis Bryant,False,17,20
2015.0,2016-01-03,16.0,17.0,24.014,PIT,CLE,W 28-12,False,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,12,21%,0,0%,0,0%,True,Martavis Bryant,True,28,12
2017.0,2017-09-10,1.0,1.0,25.264,PIT,CLE,W 21-18,False,6,2,14,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,50,83%,0,0%,1,4%,True,Martavis Bryant,True,21,18
2017.0,2017-09-17,2.0,2.0,25.271,PIT,MIN,W 26-9,False,4,3,91,30.33,1,75.0%,22.75,1,7,7.00,0,0,0,,0,,1,6,0,0,0,0,0,0,47,64%,0,0%,0,0%,False,Martavis Bryant,True,26,9
2017.0,2017-09-24,3.0,3.0,25.278,PIT,CHI,L 17-23,True,8,2,30,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,45,70%,0,0%,0,0%,True,Martavis Bryant,False,17,23
2017.0,2017-10-01,4.0,4.0,25.285,PIT,BAL,W 26-9,False,5,3,48,16.00,0,60.0%,9.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,63%,0,0%,0,0%,True,Martavis Bryant,True,26,9
2017.0,2017-10-08,5.0,5.0,25.292,PIT,JAX,L 9-30,True,8,5,21,4.20,0,62.5%,2.63,1,13,13.00,0,0,0,,0,,0,0,0,0,0,0,0,0,62,78%,0,0%,0,0%,False,Martavis Bryant,False,9,30
2017.0,2017-10-15,6.0,6.0,25.299,PIT,KAN,W 19-13,True,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,33,52%,0,0%,1,4%,True,Martavis Bryant,True,19,13
2017.0,2017-10-22,7.0,7.0,25.306,PIT,CIN,W 29-14,True,2,1,3,3.00,0,50.0%,1.50,1,2,2.00,0,0,0,,0,,0,0,0,0,0,0,0,0,36,52%,0,0%,0,0%,False,Martavis Bryant,True,29,14
2017.0,2017-10-29,8.0,8.0,,PIT,DET,W 20-15,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Martavis Bryant,True,20,15
2017.0,2017-11-12,9.0,10.0,25.327,PIT,IND,W 20-17,False,5,3,42,14.00,0,60.0%,8.40,1,-9,-9.00,0,0,0,,0,1,0,2,0,0,0,0,0,0,37,56%,0,0%,0,0%,True,Martavis Bryant,True,20,17
2017.0,2017-11-16,10.0,11.0,25.331,PIT,TEN,W 40-17,False,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,,0,0,0,0,0,1,0,0,44,59%,0,0%,0,0%,False,Martavis Bryant,True,40,17
2017.0,2017-11-26,11.0,12.0,25.341,PIT,GNB,W 31-28,True,6,4,40,10.00,1,66.7%,6.67,1,1,1.00,0,2,58,29.00,0,,1,6,0,0,0,0,0,0,58,78%,0,0%,5,18%,False,Martavis Bryant,True,31,28
2017.0,2017-12-04,12.0,13.0,25.349,PIT,CIN,W 23-20,False,6,4,40,10.00,0,66.7%,6.67,0,0,,0,2,38,19.00,0,,0,0,0,0,0,0,0,0,40,61%,0,0%,5,19%,True,Martavis Bryant,True,23,20
2017.0,2017-12-10,13.0,14.0,25.355,PIT,BAL,W 39-38,True,10,6,33,5.50,0,60.0%,3.30,0,0,,0,5,55,11.00,0,,0,0,0,0,0,0,0,0,70,79%,0,0%,7,20%,False,Martavis Bryant,True,39,38
2017.0,2017-12-17,14.0,15.0,25.362,PIT,NWE,L 24-27,False,6,4,59,14.75,1,66.7%,9.83,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,35,53%,0,0%,2,8%,False,Martavis Bryant,False,24,27
2017.0,2017-12-25,15.0,16.0,26.005,PIT,HOU,W 34-6,True,4,3,60,20.00,0,75.0%,15.00,1,8,8.00,0,0,0,,0,,0,0,0,0,0,0,0,0,43,72%,0,0%,0,0%,True,Martavis Bryant,True,34,6
2017.0,2017-12-31,16.0,17.0,26.011,PIT,CLE,W 28-24,True,7,6,65,10.83,0,85.7%,9.29,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,33,56%,0,0%,1,4%,False,Martavis Bryant,True,28,24
2018.0,2018-09-16,2.0,2.0,26.27,OAK,DEN,L 19-20,True,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,26,40%,0,0%,0,0%,True,Martavis Bryant,False,19,20
2018.0,2018-09-23,3.0,3.0,26.277,OAK,MIA,L 20-28,False,5,2,30,15.00,0,40.0%,6.00,1,4,4.00,0,0,0,,0,,0,0,0,0,0,0,0,0,35,46%,0,0%,0,0%,True,Martavis Bryant,False,20,28
2018.0,2018-09-30,4.0,4.0,26.284,OAK,CLE,W 45-42,False,7,3,51,17.00,0,42.9%,7.29,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,40,43%,0,0%,0,0%,False,Martavis Bryant,True,45,42
2018.0,2018-10-07,5.0,5.0,26.291,OAK,LAC,L 10-26,False,3,3,91,30.33,0,100.0%,30.33,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,13,25%,0,0%,0,0%,True,Martavis Bryant,False,10,26
2018.0,2018-10-14,6.0,6.0,26.298,OAK,SEA,L 3-27,False,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,72%,0,0%,0,0%,False,Martavis Bryant,False,3,27
2018.0,2018-10-28,7.0,8.0,26.312,OAK,IND,L 28-42,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,7,14%,0,0%,0,0%,False,Martavis Bryant,False,28,42
2018.0,2018-11-01,8.0,9.0,26.316,OAK,SFO,L 3-34,False,2,2,29,14.50,0,100.0%,14.50,1,17,17.00,0,0,0,,0,,0,0,0,0,0,0,0,0,21,37%,0,0%,0,0%,True,Martavis Bryant,False,3,34
2018.0,2018-11-11,9.0,10.0,26.326,OAK,LAC,L 6-20,True,3,3,17,5.67,0,100.0%,5.67,1,2,2.00,0,0,0,,0,,0,0,0,0,0,0,0,0,35,56%,0,0%,0,0%,False,Martavis Bryant,False,6,20
2018.0,2018-11-18,10.0,11.0,,OAK,ARI,W 23-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Martavis Bryant,True,23,21
2018.0,2018-11-25,11.0,12.0,,OAK,BAL,L 17-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Martavis Bryant,False,17,34
2018.0,2018-12-02,12.0,13.0,,OAK,KAN,L 33-40,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Martavis Bryant,False,33,40
2018.0,2018-12-09,13.0,14.0,,OAK,PIT,W 24-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Martavis Bryant,True,24,21
2018.0,2018-12-16,14.0,15.0,,OAK,CIN,L 16-30,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Martavis Bryant,False,16,30
2018.0,2018-12-24,15.0,16.0,,OAK,DEN,W 27-14,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Martavis Bryant,True,27,14
2018.0,2018-12-30,16.0,17.0,,OAK,KAN,L 3-35,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Martavis Bryant,False,3,35
,44 Games,,,,,,28-16-0,False,251,145,2183,15.06,17,57.8%,8.70,17,94,5.53,1,9,151,16.78,0,1,18,110,2,2,0,1,0,0,,,,,,,False,Martavis Bryant,False,16,0
