Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-10-11,5,5,,SFO,@,NYG,L 27-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Vernon Davis
2015,2015-10-18,6,6,31.260,SFO,,BAL,W 25-20,False,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,34,58%,0,0%,0,0%,False,Vernon Davis
2015,2015-10-22,7,7,31.264,SFO,,SEA,L 3-20,True,6,4,61,15.25,0,66.7%,10.17,0,0,,0,,0,0,0,0,0,0,0,0,43,93%,0,0%,0,0%,False,Vernon Davis
2015,2015-11-01,8,8,31.274,SFO,@,STL,L 6-27,True,8,6,24,4.00,0,75.0%,3.00,0,0,,0,,0,0,0,0,0,0,0,0,63,94%,0,0%,0,0%,True,Vernon Davis
2015,2015-11-08,8,9,31.281,DEN,@,IND,L 24-27,False,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,9,17%,0,0%,0,0%,True,Vernon Davis
2015,2015-11-15,9,10,31.288,DEN,,KAN,L 13-29,False,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0,0,0,0,0,0,34,48%,0,0%,0,0%,False,Vernon Davis
2015,2015-11-22,10,11,31.295,DEN,@,CHI,W 17-15,True,6,6,68,11.33,0,100.0%,11.33,0,0,,0,,0,0,0,0,0,0,0,0,47,68%,0,0%,0,0%,True,Vernon Davis
2015,2015-11-29,11,12,31.302,DEN,,NWE,W 30-24,True,2,2,10,5.00,0,100.0%,5.00,0,0,,0,,0,0,0,0,0,0,0,0,61,77%,0,0%,0,0%,False,Vernon Davis
2015,2015-12-06,12,13,31.309,DEN,@,SDG,W 17-3,True,3,2,25,12.50,0,66.7%,8.33,0,0,,0,,0,0,0,0,0,0,0,0,26,38%,0,0%,0,0%,True,Vernon Davis
2015,2015-12-13,13,14,31.316,DEN,,OAK,L 12-15,True,9,7,74,10.57,0,77.8%,8.22,0,0,,0,,0,0,0,0,0,0,0,0,60,75%,0,0%,0,0%,False,Vernon Davis
2015,2015-12-20,14,15,31.323,DEN,@,PIT,L 27-34,False,3,1,5,5.00,0,33.3%,1.67,0,0,,0,,0,0,0,0,0,0,0,0,42,55%,0,0%,0,0%,True,Vernon Davis
2015,2015-12-28,15,16,31.331,DEN,,CIN,W 20-17,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,6,9%,0,0%,0,0%,False,Vernon Davis
2015,2016-01-03,16,17,31.337,DEN,,SDG,W 27-20,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,6,9%,0,0%,0,0%,False,Vernon Davis
2016,2016-09-12,1,1,32.225,WAS,,PIT,L 16-38,False,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0,0,0,0,0,0,19,33%,0,0%,0,0%,False,Vernon Davis
2016,2016-09-18,2,2,32.231,WAS,,DAL,L 23-27,True,5,5,51,10.20,0,100.0%,10.20,0,0,,0,,0,0,0,0,0,0,0,0,27,40%,0,0%,5,19%,False,Vernon Davis
2016,2016-09-25,3,3,32.238,WAS,@,NYG,W 29-27,True,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,35,49%,0,0%,0,0%,True,Vernon Davis
2016,2016-10-02,4,4,32.245,WAS,,CLE,W 31-20,False,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0,0,0,0,0,0,34,55%,0,0%,0,0%,False,Vernon Davis
2016,2016-10-09,5,5,32.252,WAS,@,BAL,W 16-10,True,4,3,15,5.00,0,75.0%,3.75,0,0,,0,,0,0,0,0,0,0,0,0,33,50%,0,0%,0,0%,True,Vernon Davis
2016,2016-10-16,6,6,32.259,WAS,,PHI,W 27-20,True,4,2,50,25.00,1,50.0%,12.50,0,0,,0,,1,6,0,0,0,0,0,0,72,97%,0,0%,0,0%,False,Vernon Davis
2016,2016-10-23,7,7,32.266,WAS,@,DET,L 17-20,True,6,6,79,13.17,0,100.0%,13.17,0,0,,0,,0,0,0,0,0,0,0,0,71,97%,0,0%,0,0%,True,Vernon Davis
2016,2016-10-30,8,8,32.273,WAS,@,CIN,T 27-27,True,5,5,93,18.60,0,100.0%,18.60,0,0,,0,,0,0,0,0,0,0,0,0,39,43%,0,0%,0,0%,True,Vernon Davis
2016,2016-11-13,9,10,32.287,WAS,,MIN,W 26-20,True,3,3,66,22.00,1,100.0%,22.00,0,0,,0,,1,6,0,0,0,0,0,0,34,54%,0,0%,0,0%,False,Vernon Davis
2016,2016-11-20,10,11,32.294,WAS,,GNB,W 42-24,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,37,56%,0,0%,1,3%,False,Vernon Davis
2016,2016-11-24,11,12,32.298,WAS,@,DAL,L 26-31,True,7,5,68,13.60,0,71.4%,9.71,0,0,,0,,0,0,0,0,0,0,0,0,45,60%,0,0%,0,0%,True,Vernon Davis
2016,2016-12-04,12,13,32.308,WAS,@,ARI,L 23-31,True,6,5,47,9.40,0,83.3%,7.83,0,0,,0,,0,0,0,0,0,0,0,0,59,98%,0,0%,0,0%,True,Vernon Davis
2016,2016-12-11,13,14,32.315,WAS,@,PHI,W 27-22,True,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0,0,0,0,0,0,38,79%,0,0%,0,0%,True,Vernon Davis
2016,2016-12-19,14,15,32.323,WAS,,CAR,L 15-26,True,9,4,23,5.75,0,44.4%,2.56,0,0,,0,,0,0,0,0,0,0,0,0,44,69%,0,0%,0,0%,False,Vernon Davis
2016,2016-12-24,15,16,32.328,WAS,@,CHI,W 41-21,True,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0,0,0,0,0,0,64,96%,0,0%,2,7%,True,Vernon Davis
2016,2017-01-01,16,17,32.336,WAS,,NYG,L 10-19,True,3,2,49,24.50,0,66.7%,16.33,0,0,,0,,0,0,0,0,0,0,0,0,21,38%,0,0%,0,0%,False,Vernon Davis
2017,2017-09-10,1,1,33.222,WAS,,PHI,L 17-30,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,27,43%,0,0%,0,0%,False,Vernon Davis
2017,2017-09-17,2,2,33.229,WAS,@,LAR,W 27-20,True,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0,0,0,0,0,0,55,77%,0,0%,0,0%,True,Vernon Davis
2017,2017-09-24,3,3,33.236,WAS,,OAK,W 27-10,True,5,5,58,11.60,1,100.0%,11.60,0,0,,0,,1,6,0,0,0,0,0,0,56,82%,0,0%,0,0%,False,Vernon Davis
2017,2017-10-02,4,4,33.244,WAS,@,KAN,L 20-29,True,3,2,89,44.50,0,66.7%,29.67,0,0,,0,,0,0,0,0,0,0,0,0,35,70%,0,0%,0,0%,True,Vernon Davis
2017,2017-10-15,5,6,33.257,WAS,,SFO,W 26-24,True,4,3,65,21.67,0,75.0%,16.25,0,0,,0,,0,0,1,1,0,0,0,0,48,65%,0,0%,1,3%,False,Vernon Davis
2017,2017-10-23,6,7,33.265,WAS,@,PHI,L 24-34,True,4,4,67,16.75,0,100.0%,16.75,0,0,,0,,0,0,0,0,0,0,0,0,29,45%,0,0%,0,0%,True,Vernon Davis
2017,2017-10-29,7,8,33.271,WAS,,DAL,L 19-33,True,4,2,20,10.00,0,50.0%,5.00,0,0,,0,,0,0,0,0,0,0,0,0,48,81%,0,0%,0,0%,False,Vernon Davis
2017,2017-11-05,8,9,33.278,WAS,@,SEA,W 17-14,True,9,6,72,12.00,0,66.7%,8.00,0,0,,0,,0,0,0,0,0,0,0,0,47,75%,0,0%,0,0%,True,Vernon Davis
2017,2017-11-12,9,10,33.285,WAS,,MIN,L 30-38,True,11,7,76,10.86,0,63.6%,6.91,0,0,,0,,0,0,0,0,0,0,0,0,64,85%,0,0%,0,0%,False,Vernon Davis
2017,2017-11-19,10,11,33.292,WAS,@,NOR,L 31-34,True,6,3,67,22.33,0,50.0%,11.17,0,0,,0,,0,0,0,0,0,0,0,0,62,90%,0,0%,1,3%,True,Vernon Davis
2017,2017-11-23,11,12,33.296,WAS,,NYG,W 20-10,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,65,92%,0,0%,0,0%,False,Vernon Davis
2017,2017-11-30,12,13,33.303,WAS,@,DAL,L 14-38,True,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,0,0,0,0,0,0,0,0,54,90%,0,0%,0,0%,True,Vernon Davis
2017,2017-12-10,13,14,33.313,WAS,@,LAC,L 13-30,True,7,2,26,13.00,1,28.6%,3.71,0,0,,0,,1,6,0,0,0,0,0,0,42,84%,0,0%,0,0%,True,Vernon Davis
2017,2017-12-17,14,15,33.320,WAS,,ARI,W 20-15,True,5,2,18,9.00,0,40.0%,3.60,0,0,,0,,0,0,1,1,0,0,0,0,47,92%,0,0%,0,0%,False,Vernon Davis
2017,2017-12-24,15,16,33.327,WAS,,DEN,W 27-11,True,3,2,42,21.00,1,66.7%,14.00,0,0,,0,,1,6,0,0,0,0,0,0,65,97%,0,0%,1,4%,False,Vernon Davis
2017,2017-12-31,16,17,33.334,WAS,@,NYG,L 10-18,True,3,2,20,10.00,0,66.7%,6.67,0,0,,0,,0,0,0,0,0,0,0,0,55,96%,0,0%,0,0%,True,Vernon Davis
2018,2018-09-09,1,1,34.221,WAS,@,ARI,W 24-6,False,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0,0,0,0,0,0,47,59%,0,0%,0,0%,True,Vernon Davis
2018,2018-09-16,2,2,34.228,WAS,,IND,L 9-21,True,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0,0,0,0,0,0,27,36%,0,0%,0,0%,False,Vernon Davis
2018,2018-09-23,3,3,34.235,WAS,,GNB,W 31-17,True,2,2,70,35.00,0,100.0%,35.00,0,0,,0,,0,0,0,0,0,0,0,0,37,61%,0,0%,0,0%,False,Vernon Davis
2018,2018-10-08,4,5,34.250,WAS,@,NOR,L 19-43,True,3,2,15,7.50,0,66.7%,5.00,0,0,,0,,0,0,0,0,0,0,0,0,26,43%,0,0%,0,0%,True,Vernon Davis
2018,2018-10-14,5,6,34.256,WAS,,CAR,W 23-17,True,3,3,48,16.00,1,100.0%,16.00,0,0,,0,,1,6,0,0,0,0,0,0,36,51%,0,0%,0,0%,False,Vernon Davis
2018,2018-10-21,6,7,34.263,WAS,,DAL,W 20-17,True,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,27,45%,0,0%,0,0%,False,Vernon Davis
2018,2018-10-28,7,8,34.270,WAS,@,NYG,W 20-13,True,3,1,21,21.00,0,33.3%,7.00,0,0,,0,,0,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,Vernon Davis
2018,2018-11-04,8,9,34.277,WAS,,ATL,L 14-38,False,7,5,62,12.40,0,71.4%,8.86,0,0,,0,,0,0,0,0,0,0,0,0,31,45%,0,0%,0,0%,False,Vernon Davis
2018,2018-11-11,9,10,34.284,WAS,@,TAM,W 16-3,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,27,47%,0,0%,0,0%,True,Vernon Davis
2018,2018-11-18,10,11,34.291,WAS,,HOU,L 21-23,False,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,28,37%,0,0%,0,0%,False,Vernon Davis
2018,2018-11-22,11,12,34.295,WAS,@,DAL,L 23-31,True,4,2,73,36.50,1,50.0%,18.25,0,0,,0,,1,6,0,0,0,0,0,0,26,41%,0,0%,0,0%,True,Vernon Davis
2018,2018-12-03,12,13,34.306,WAS,@,PHI,L 13-28,False,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,0,0,0,0,0,0,0,0,23,51%,0,0%,0,0%,True,Vernon Davis
2018,2018-12-09,13,14,34.312,WAS,,NYG,L 16-40,False,4,4,31,7.75,0,100.0%,7.75,0,0,,0,1,0,2,0,0,0,0,0,0,49,79%,0,0%,0,0%,False,Vernon Davis
2018,2018-12-16,14,15,34.319,WAS,@,JAX,W 16-13,False,3,2,16,8.00,0,66.7%,5.33,0,0,,0,,0,0,0,0,0,0,0,0,30,44%,0,0%,0,0%,True,Vernon Davis
2018,2018-12-22,15,16,,WAS,@,TEN,L 16-25,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Vernon Davis
2018,2018-12-30,16,17,,WAS,,PHI,L 0-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Vernon Davis
2019,2019-09-08,1,1,35.220,WAS,@,PHI,L 27-32,False,7,4,59,14.75,1,57.1%,8.43,0,0,,0,,1,6,0,0,0,0,0,0,52,81%,0,0%,0,0%,True,Vernon Davis
2019,2019-09-15,2,2,35.227,WAS,,DAL,L 21-31,False,4,3,29,9.67,0,75.0%,7.25,0,0,,0,,0,0,0,0,0,0,0,0,44,75%,0,0%,0,0%,False,Vernon Davis
2019,2019-09-23,3,3,35.235,WAS,,CHI,L 15-31,True,4,2,30,15.00,0,50.0%,7.50,0,0,,0,,0,0,0,0,0,0,0,0,54,70%,0,0%,0,0%,False,Vernon Davis
2019,2019-09-29,4,4,35.241,WAS,@,NYG,L 3-24,False,4,1,5,5.00,0,25.0%,1.25,0,0,,0,,0,0,0,0,0,0,0,0,36,73%,0,0%,0,0%,True,Vernon Davis
2019,2019-10-06,5,5,,WAS,,NWE,L 7-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Vernon Davis
2019,2019-10-13,6,6,,WAS,@,MIA,W 17-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Vernon Davis
2019,2019-10-20,7,7,,WAS,,SFO,L 0-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Vernon Davis
2019,2019-10-24,8,8,,WAS,@,MIN,L 9-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Vernon Davis
2019,2019-11-03,9,9,,WAS,@,BUF,L 9-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Vernon Davis
2019,2019-11-17,10,11,,WAS,,NYJ,L 17-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Vernon Davis
2019,2019-11-24,11,12,,WAS,,DET,W 19-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Vernon Davis
2019,2019-12-01,12,13,,WAS,@,CAR,W 29-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Vernon Davis
2019,2019-12-08,13,14,,WAS,@,GNB,L 15-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Vernon Davis
2019,2019-12-15,14,15,,WAS,,PHI,L 27-37,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Vernon Davis
2019,2019-12-22,15,16,,WAS,,NYG,L 35-41,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Vernon Davis
2019,2019-12-29,16,17,,WAS,@,DAL,L 16-47,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Vernon Davis
,198 Games,,,,,,,102-94-2,False,928,583,7562,12.97,63,62.8%,8.15,6,15,2.50,0,2,63,382,10,7,0,3,0,0,,,,,,,False,Vernon Davis
