Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-09-13,1,1,22.059,DEN,CIN,False,8,19,2.38,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,True,12,7,Knowshon Moreno
2009,2009-09-20,2,2,22.066,DEN,CLE,False,17,75,4.41,0,2,2,22,11.00,0,100.0%,11.00,0,0,0,,0,0,0,0,,,,,,,False,True,27,6,Knowshon Moreno
2009,2009-09-27,3,3,22.073,DEN,OAK,False,21,90,4.29,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,,,,,,,True,True,23,3,Knowshon Moreno
2009,2009-10-04,4,4,22.080,DEN,DAL,False,14,65,4.64,0,2,2,11,5.50,1,100.0%,5.50,1,6,1,1,0,0,0,0,,,,,,,False,True,17,10,Knowshon Moreno
2009,2009-10-11,5,5,22.087,DEN,NWE,True,21,88,4.19,0,5,4,36,9.00,0,80.0%,7.20,0,0,1,1,0,0,0,0,,,,,,,False,True,20,17,Knowshon Moreno
2009,2009-10-19,6,6,22.095,DEN,SDG,True,18,44,2.44,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,0,,0,0,0,0,,,,,,,True,True,34,23,Knowshon Moreno
2009,2009-11-01,7,8,22.108,DEN,BAL,True,10,39,3.90,1,2,2,-4,-2.00,0,100.0%,-2.00,1,6,1,1,0,0,0,0,,,,,,,True,False,7,30,Knowshon Moreno
2009,2009-11-09,8,9,22.116,DEN,PIT,False,5,3,0.60,0,2,0,0,,0,0.0%,0.00,0,0,0,,0,0,0,0,,,,,,,False,False,10,28,Knowshon Moreno
2009,2009-11-15,9,10,22.122,DEN,WAS,True,18,97,5.39,0,5,2,7,3.50,0,40.0%,1.40,0,0,0,,0,0,0,0,,,,,,,True,False,17,27,Knowshon Moreno
2009,2009-11-22,10,11,22.129,DEN,SDG,True,10,80,8.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,1,1,0,0,0,0,,,,,,,False,False,3,32,Knowshon Moreno
2009,2009-11-26,11,12,22.133,DEN,NYG,True,19,88,4.63,1,3,2,19,9.50,0,66.7%,6.33,1,6,0,,0,0,0,0,,,,,,,False,True,26,6,Knowshon Moreno
2009,2009-12-06,12,13,22.143,DEN,KAN,True,21,86,4.10,2,0,0,0,,0,0.0%,,2,12,0,,0,0,0,0,,,,,,,True,True,44,13,Knowshon Moreno
2009,2009-12-13,13,14,22.150,DEN,IND,True,23,63,2.74,0,4,3,13,4.33,0,75.0%,3.25,0,0,0,,0,0,0,0,,,,,,,True,False,16,28,Knowshon Moreno
2009,2009-12-20,14,15,22.157,DEN,OAK,True,19,42,2.21,0,7,3,39,13.00,0,42.9%,5.57,0,0,0,,0,0,0,0,,,,,,,False,False,19,20,Knowshon Moreno
2009,2009-12-27,15,16,22.164,DEN,PHI,False,9,18,2.00,0,3,3,17,5.67,1,100.0%,5.67,1,6,0,,0,0,0,0,,,,,,,True,False,27,30,Knowshon Moreno
2009,2010-01-03,16,17,22.171,DEN,KAN,False,14,50,3.57,2,3,3,48,16.00,0,100.0%,16.00,2,12,0,,0,0,0,0,,,,,,,False,False,24,44,Knowshon Moreno
2010,2010-09-12,1,1,23.058,DEN,JAX,True,15,60,4.00,1,2,1,4,4.00,0,50.0%,2.00,1,6,0,,0,0,0,0,,,,,,,True,False,17,24,Knowshon Moreno
2010,2010-09-19,2,2,23.065,DEN,SEA,True,24,51,2.13,1,4,4,67,16.75,0,100.0%,16.75,1,6,1,0,0,0,0,0,,,,,,,False,True,31,14,Knowshon Moreno
2010,2010-09-26,3,3,,DEN,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,27,Knowshon Moreno
2010,2010-10-03,4,4,,DEN,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,26,20,Knowshon Moreno
2010,2010-10-10,5,5,,DEN,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,31,Knowshon Moreno
2010,2010-10-17,6,6,23.093,DEN,NYJ,True,12,48,4.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,False,False,20,24,Knowshon Moreno
2010,2010-10-24,7,7,23.100,DEN,OAK,True,14,53,3.79,0,6,3,37,12.33,2,50.0%,6.17,2,12,0,,0,0,0,0,,,,,,,False,False,14,59,Knowshon Moreno
