Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-11-23,11,12,23.144,MIA,NWE,False,,,,,,,,0,,,,,,,,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,28,48,Chad Henne
2008,2008-11-30,12,13,,MIA,STL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,16,12,Chad Henne
2008,2008-12-07,13,14,,MIA,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,16,3,Chad Henne
2008,2008-12-14,14,15,,MIA,SFO,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,14,9,Chad Henne
2008,2008-12-21,15,16,,MIA,KAN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,38,31,Chad Henne
2008,2008-12-28,16,17,,MIA,NYJ,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,24,17,Chad Henne
2009,2009-09-13,1,1,,MIA,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,19,Chad Henne
2009,2009-09-21,2,2,,MIA,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,27,Chad Henne
2009,2009-09-27,3,3,24.087,MIA,SDG,False,10,19,52.63,92,0,1,44.2,1,6,4.84,2.47,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,13,23,Chad Henne
2009,2009-10-04,4,4,24.094,MIA,BUF,True,14,22,63.64,115,1,0,92.0,6,29,5.23,6.14,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,0,0,1,0,0,,,,,,,False,True,38,10,Chad Henne
2009,2009-10-12,5,5,24.102,MIA,NYJ,True,20,26,76.92,241,2,0,130.4,0,0,9.27,10.81,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,27,Chad Henne
2009,2009-10-25,6,7,24.115,MIA,NOR,True,18,36,50.00,211,0,2,45.0,2,14,5.86,3.36,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,34,46,Chad Henne
2009,2009-11-01,7,8,24.122,MIA,NYJ,True,12,21,57.14,112,1,0,87.8,5,51,5.33,6.29,3,-5,-1.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,25,Chad Henne
2009,2009-11-08,8,9,24.129,MIA,NWE,True,19,34,55.88,219,0,0,75.5,2,19,6.44,6.44,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,27,Chad Henne
2009,2009-11-15,9,10,24.136,MIA,TAM,True,17,31,54.84,175,1,1,68.6,0,0,5.65,4.84,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,25,23,Chad Henne
2009,2009-11-19,10,11,24.140,MIA,CAR,True,17,29,58.62,172,1,0,87.1,0,0,5.93,6.62,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,,,,,,,True,True,24,17,Chad Henne
2009,2009-11-29,11,12,24.150,MIA,BUF,True,17,31,54.84,175,1,3,42.5,1,7,5.65,1.94,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,14,31,Chad Henne
2009,2009-12-06,12,13,24.157,MIA,NWE,True,29,52,55.77,335,2,1,80.2,1,7,6.44,6.35,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,22,21,Chad Henne
2009,2009-12-13,13,14,24.164,MIA,JAX,True,21,29,72.41,220,0,1,79.7,2,12,7.59,6.03,4,1,0.25,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,14,10,Chad Henne
2009,2009-12-20,14,15,24.171,MIA,TEN,True,29,46,63.04,349,1,3,66.3,1,2,7.59,5.09,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,27,Chad Henne
2009,2009-12-27,15,16,24.178,MIA,HOU,True,35,55,63.64,322,1,1,78.0,3,19,5.85,5.40,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,20,27,Chad Henne
2009,2010-01-03,16,17,24.185,MIA,PIT,True,16,20,80.00,140,1,1,91.7,2,10,7.00,5.75,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,0,-5,0,,,,,,,False,False,24,30,Chad Henne
2010,2010-09-12,1,1,25.072,MIA,BUF,True,21,34,61.76,182,0,0,75.9,3,18,5.35,5.35,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,15,10,Chad Henne
2010,2010-09-19,2,2,25.079,MIA,MIN,True,9,15,60.00,114,1,0,106.0,2,8,7.60,8.93,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,14,10,Chad Henne
2010,2010-09-26,3,3,25.086,MIA,NYJ,True,26,44,59.09,363,2,1,91.4,2,11,8.25,8.14,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,31,Chad Henne
2010,2010-10-04,4,4,25.094,MIA,NWE,True,28,38,73.68,305,2,3,81.6,2,12,8.03,5.53,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,41,Chad Henne
2010,2010-10-17,5,6,25.107,MIA,GNB,True,23,39,58.97,231,2,1,82.3,0,0,5.92,5.79,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,23,20,Chad Henne
2010,2010-10-24,6,7,25.114,MIA,PIT,True,23,36,63.89,257,1,1,82.8,1,8,7.14,6.44,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,22,23,Chad Henne
2010,2010-10-31,7,8,25.121,MIA,CIN,True,24,37,64.86,217,0,1,69.3,0,0,5.86,4.65,3,-7,-2.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,22,14,Chad Henne
2010,2010-11-07,8,9,25.128,MIA,BAL,True,22,34,64.71,231,0,3,47.5,2,15,6.79,2.82,6,13,2.17,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,2,0,0,2,-3,0,,,,,,,True,False,10,26,Chad Henne
2010,2010-11-14,9,10,25.135,MIA,TEN,False,19,28,67.86,240,1,1,91.4,1,7,8.57,7.68,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,29,17,Chad Henne
2010,2010-11-18,10,11,,MIA,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,0,16,Chad Henne
2010,2010-11-28,11,12,25.149,MIA,OAK,True,17,30,56.67,307,2,1,100.3,3,22,10.23,10.07,3,-4,-1.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,17,Chad Henne
2010,2010-12-05,12,13,25.156,MIA,CLE,True,16,32,50.00,174,1,3,37.8,1,7,5.44,1.84,5,17,3.40,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,10,13,Chad Henne
2010,2010-12-12,13,14,25.163,MIA,NYJ,True,5,18,27.78,55,1,0,58.3,5,25,3.06,4.17,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,2,0,0,0,-19,0,,,,,,,True,True,10,6,Chad Henne
2010,2010-12-19,14,15,25.170,MIA,BUF,True,33,45,73.33,276,1,1,86.9,3,15,6.13,5.58,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,17,Chad Henne
2010,2010-12-26,15,16,25.177,MIA,DET,True,29,44,65.91,278,1,2,72.0,2,7,6.32,4.73,5,14,2.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,,,,,,,False,False,27,34,Chad Henne
2010,2011-01-02,16,17,25.184,MIA,NWE,True,6,16,37.50,71,0,1,25.8,3,23,4.44,1.63,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,38,Chad Henne
2011,2011-09-12,1,1,26.072,MIA,NWE,True,30,49,61.22,416,2,1,93.6,4,26,8.49,8.39,7,59,8.43,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,1,0,0,0,-4,0,,,,,,,False,False,24,38,Chad Henne
2011,2011-09-18,2,2,26.078,MIA,HOU,True,12,30,40.00,170,1,1,56.3,2,17,5.67,4.83,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,23,Chad Henne
2011,2011-09-25,3,3,26.085,MIA,CLE,True,19,29,65.52,255,1,1,90.4,5,24,8.79,7.93,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,17,Chad Henne
2011,2011-10-02,4,4,26.092,MIA,SDG,True,3,4,75.00,27,0,1,53.1,0,0,6.75,-4.50,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,26,Chad Henne
2011,2011-10-17,5,6,,MIA,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,6,24,Chad Henne
2011,2011-10-23,6,7,,MIA,DEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,15,18,Chad Henne
2011,2011-10-30,7,8,,MIA,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,20,Chad Henne
2011,2011-11-06,8,9,,MIA,KAN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,31,3,Chad Henne
2011,2011-11-13,9,10,,MIA,WAS,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,20,9,Chad Henne
2011,2011-11-20,10,11,,MIA,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,35,8,Chad Henne
2011,2011-11-24,11,12,,MIA,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,19,20,Chad Henne
2011,2011-12-04,12,13,,MIA,OAK,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,34,14,Chad Henne
