Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-11-22,11,12,29.005,IND,ATL,True,12,5,66,13.20,1,41.7%,5.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,31,13,Reggie Wayne
2007,2007-12-02,12,13,29.015,IND,JAX,True,9,8,158,19.75,1,88.9%,17.56,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,28,25,Reggie Wayne
2007,2007-12-09,13,14,29.022,IND,BAL,True,2,2,42,21.00,1,100.0%,21.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,44,20,Reggie Wayne
2007,2007-12-16,14,15,29.029,IND,OAK,True,8,4,69,17.25,0,50.0%,8.63,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,21,14,Reggie Wayne
2007,2007-12-23,15,16,29.036,IND,HOU,True,14,10,143,14.30,1,71.4%,10.21,0,0,,0,0,0,,0,0,0,,,,,,,1,6,1,1,0,0,0,0,,,,,,,False,True,38,15,Reggie Wayne
2007,2007-12-30,16,17,29.043,IND,TEN,True,14,12,87,7.25,0,85.7%,6.21,0,0,,0,0,0,,0,0,0,,,,,,,0,0,1,1,0,0,0,0,,,,,,,False,False,10,16,Reggie Wayne
2008,2008-09-07,1,1,29.295,IND,CHI,True,17,10,86,8.60,1,58.8%,5.06,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,False,13,29,Reggie Wayne
2008,2008-09-14,2,2,29.302,IND,MIN,True,8,5,93,18.60,1,62.5%,11.63,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,18,15,Reggie Wayne
2008,2008-09-21,3,3,29.309,IND,JAX,True,6,3,74,24.67,0,50.0%,12.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,21,23,Reggie Wayne
2008,2008-10-05,4,5,29.323,IND,HOU,True,8,7,97,13.86,1,87.5%,12.13,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,31,27,Reggie Wayne
2008,2008-10-12,5,6,29.330,IND,BAL,True,10,8,118,14.75,1,80.0%,11.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,31,3,Reggie Wayne
2008,2008-10-19,6,7,29.337,IND,GNB,True,9,2,24,12.00,0,22.2%,2.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,14,34,Reggie Wayne
2008,2008-10-27,7,8,29.345,IND,TEN,True,8,3,29,9.67,0,37.5%,3.63,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,21,31,Reggie Wayne
2008,2008-11-02,8,9,29.351,IND,NWE,True,6,5,65,13.00,0,83.3%,10.83,0,0,,0,0,0,,0,0,0,,,,,,1,0,2,0,,0,0,0,0,,,,,,,False,True,18,15,Reggie Wayne
2008,2008-11-09,9,10,29.358,IND,PIT,True,12,6,114,19.00,1,50.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,24,20,Reggie Wayne
2008,2008-11-16,10,11,29.365,IND,HOU,True,10,7,90,12.86,0,70.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,33,27,Reggie Wayne
2008,2008-11-23,11,12,30.006,IND,SDG,True,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,23,20,Reggie Wayne
2008,2008-11-30,12,13,30.013,IND,CLE,True,8,4,46,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,10,6,Reggie Wayne
2008,2008-12-07,13,14,30.020,IND,CIN,True,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,35,3,Reggie Wayne
2008,2008-12-14,14,15,30.027,IND,DET,True,10,7,104,14.86,0,70.0%,10.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,31,21,Reggie Wayne
2008,2008-12-18,15,16,30.031,IND,JAX,True,8,7,108,15.43,1,87.5%,13.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,31,24,Reggie Wayne
2008,2008-12-28,16,17,30.041,IND,TEN,True,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,23,0,Reggie Wayne
2009,2009-09-13,1,1,30.300,IND,JAX,True,14,10,162,16.20,1,71.4%,11.57,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,14,12,Reggie Wayne
2009,2009-09-21,2,2,30.308,IND,MIA,True,6,3,37,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,27,23,Reggie Wayne
2009,2009-09-27,3,3,30.314,IND,ARI,True,9,7,126,18.00,1,77.8%,14.00,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,31,10,Reggie Wayne
2009,2009-10-04,4,4,30.321,IND,SEA,True,11,6,74,12.33,1,54.5%,6.73,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,34,17,Reggie Wayne
2009,2009-10-11,5,5,30.328,IND,TEN,True,8,6,60,10.00,1,75.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,31,9,Reggie Wayne
2009,2009-10-25,6,7,30.342,IND,STL,True,9,7,83,11.86,1,77.8%,9.22,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,42,6,Reggie Wayne
2009,2009-11-01,7,8,30.349,IND,SFO,True,20,12,147,12.25,1,60.0%,7.35,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,18,14,Reggie Wayne
2009,2009-11-08,8,9,30.356,IND,HOU,True,9,8,64,8.00,0,88.9%,7.11,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,,0,0,0,,0,0,0,0,,,,,,,False,True,20,17,Reggie Wayne
2009,2009-11-15,9,10,30.363,IND,NWE,True,12,10,126,12.60,2,83.3%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,,2,12,0,,0,0,0,0,,,,,,,False,True,35,34,Reggie Wayne
2009,2009-11-22,10,11,31.005,IND,BAL,True,10,7,89,12.71,0,70.0%,8.90,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,17,15,Reggie Wayne
2009,2009-11-29,11,12,31.012,IND,HOU,True,6,3,19,6.33,1,50.0%,3.17,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,35,27,Reggie Wayne
2009,2009-12-06,12,13,31.019,IND,TEN,True,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,27,17,Reggie Wayne
2009,2009-12-13,13,14,31.026,IND,DEN,True,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,28,16,Reggie Wayne
2009,2009-12-17,14,15,31.030,IND,JAX,True,7,5,132,26.40,1,71.4%,18.86,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,35,31,Reggie Wayne
2009,2009-12-27,15,16,31.040,IND,NYJ,True,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,15,29,Reggie Wayne
2009,2010-01-03,16,17,31.047,IND,BUF,True,7,5,21,4.20,0,71.4%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,7,30,Reggie Wayne
2010,2010-09-12,1,1,31.299,IND,HOU,True,10,7,99,14.14,1,70.0%,9.90,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,24,34,Reggie Wayne
2010,2010-09-19,2,2,31.306,IND,NYG,True,9,7,96,13.71,1,77.8%,10.67,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,38,14,Reggie Wayne
2010,2010-09-26,3,3,31.313,IND,DEN,True,7,4,65,16.25,0,57.1%,9.29,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,27,13,Reggie Wayne
2010,2010-10-03,4,4,31.320,IND,JAX,True,19,15,196,13.07,0,78.9%,10.32,0,0,,0,0,0,,0,0,0,,,,,,,0,0,1,1,0,0,0,0,,,,,,,True,False,28,31,Reggie Wayne
2010,2010-10-10,5,5,31.327,IND,KAN,True,11,6,75,12.50,0,54.5%,6.82,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,19,9,Reggie Wayne
2010,2010-10-17,6,6,31.334,IND,WAS,True,9,6,71,11.83,0,66.7%,7.89,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,27,24,Reggie Wayne
2010,2010-11-01,7,8,31.349,IND,HOU,True,12,4,39,9.75,1,33.3%,3.25,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,30,17,Reggie Wayne
2010,2010-11-07,8,9,31.355,IND,PHI,True,16,11,83,7.55,0,68.8%,5.19,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,24,26,Reggie Wayne
2010,2010-11-14,9,10,31.362,IND,CIN,True,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,23,17,Reggie Wayne
2010,2010-11-21,10,11,32.004,IND,NWE,True,10,8,107,13.38,1,80.0%,10.70,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,28,31,Reggie Wayne
2010,2010-11-28,11,12,32.011,IND,SDG,True,14,5,42,8.40,0,35.7%,3.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,14,36,Reggie Wayne
2010,2010-12-05,12,13,32.018,IND,DAL,True,20,14,200,14.29,1,70.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,False,35,38,Reggie Wayne
2010,2010-12-09,13,14,32.022,IND,TEN,True,7,4,106,26.50,0,57.1%,15.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,30,28,Reggie Wayne
2010,2010-12-19,14,15,32.032,IND,JAX,True,9,5,34,6.80,0,55.6%,3.78,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,34,24,Reggie Wayne
2010,2010-12-26,15,16,32.039,IND,OAK,True,6,3,40,13.33,0,50.0%,6.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,31,26,Reggie Wayne
2010,2011-01-02,16,17,32.046,IND,TEN,True,10,9,68,7.56,1,90.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,23,20,Reggie Wayne
2011,2011-09-11,1,1,32.298,IND,HOU,True,11,7,106,15.14,1,63.6%,9.64,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,True,False,7,34,Reggie Wayne
2011,2011-09-18,2,2,32.305,IND,CLE,True,8,4,66,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,False,19,27,Reggie Wayne
2011,2011-09-25,3,3,32.312,IND,PIT,True,13,3,24,8.00,0,23.1%,1.85,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,False,20,23,Reggie Wayne
2011,2011-10-03,4,4,32.320,IND,TAM,True,8,4,59,14.75,0,50.0%,7.38,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,17,24,Reggie Wayne
2011,2011-10-09,5,5,32.326,IND,KAN,True,7,4,77,19.25,0,57.1%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,False,24,28,Reggie Wayne
2011,2011-10-16,6,6,32.333,IND,CIN,True,6,5,58,11.60,0,83.3%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,17,27,Reggie Wayne
2011,2011-10-23,7,7,32.340,IND,NOR,True,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,7,62,Reggie Wayne
2011,2011-10-30,8,8,32.347,IND,TEN,True,14,5,61,12.20,0,35.7%,4.36,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,10,27,Reggie Wayne
2011,2011-11-06,9,9,32.354,IND,ATL,True,6,4,30,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,False,7,31,Reggie Wayne
2011,2011-11-13,10,10,32.361,IND,JAX,True,6,3,13,4.33,0,50.0%,2.17,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,False,3,17,Reggie Wayne
2011,2011-11-27,11,12,33.010,IND,CAR,True,7,5,122,24.40,1,71.4%,17.43,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,False,False,19,27,Reggie Wayne
2011,2011-12-04,12,13,33.017,IND,NWE,True,6,5,55,11.00,0,83.3%,9.17,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,24,31,Reggie Wayne
2011,2011-12-11,13,14,33.024,IND,BAL,True,8,4,41,10.25,0,50.0%,5.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,10,24,Reggie Wayne
2011,2011-12-18,14,15,33.031,IND,TEN,True,3,3,33,11.00,1,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,False,True,27,13,Reggie Wayne
2011,2011-12-22,15,16,33.035,IND,HOU,True,14,8,106,13.25,1,57.1%,7.57,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,False,True,19,16,Reggie Wayne
2011,2012-01-01,16,17,33.045,IND,JAX,True,11,8,73,9.13,0,72.7%,6.64,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,13,19,Reggie Wayne
2012,2012-09-09,1,1,33.297,IND,CHI,False,18,9,135,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,60,91%,0,0%,0,0%,True,False,21,41,Reggie Wayne
2012,2012-09-16,2,2,33.304,IND,MIN,True,7,6,71,11.83,1,85.7%,10.14,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,61,91%,0,0%,0,0%,False,True,23,20,Reggie Wayne
2012,2012-09-23,3,3,33.311,IND,JAX,True,15,8,88,11.00,0,53.3%,5.87,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,70,88%,0,0%,0,0%,False,False,17,22,Reggie Wayne
2012,2012-10-07,4,5,33.325,IND,GNB,True,20,13,212,16.31,1,65.0%,10.60,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,90,94%,0,0%,0,0%,False,True,30,27,Reggie Wayne
2012,2012-10-14,5,6,33.332,IND,NYJ,True,10,5,87,17.40,0,50.0%,8.70,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,69,97%,0,0%,0,0%,True,False,9,35,Reggie Wayne
2012,2012-10-21,6,7,33.339,IND,CLE,True,11,6,73,12.17,0,54.5%,6.64,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,False,True,17,13,Reggie Wayne
2012,2012-10-28,7,8,33.346,IND,TEN,True,11,7,91,13.00,0,63.6%,8.27,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,68,89%,0,0%,0,0%,True,True,19,13,Reggie Wayne
2012,2012-11-04,8,9,33.353,IND,MIA,True,9,7,78,11.14,1,77.8%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,78,98%,0,0%,0,0%,False,True,23,20,Reggie Wayne
2012,2012-11-08,9,10,33.357,IND,JAX,True,11,8,96,12.00,0,72.7%,8.73,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,76%,0,0%,0,0%,True,True,27,10,Reggie Wayne
2012,2012-11-18,10,11,34.001,IND,NWE,True,18,7,72,10.29,0,38.9%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,73,94%,0,0%,0,0%,True,False,24,59,Reggie Wayne
2012,2012-11-25,11,12,34.008,IND,BUF,True,14,8,102,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,64,88%,0,0%,0,0%,False,True,20,13,Reggie Wayne
2012,2012-12-02,12,13,34.015,IND,DET,True,9,4,51,12.75,0,44.4%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,True,True,35,33,Reggie Wayne
2012,2012-12-09,13,14,34.022,IND,TEN,True,10,6,64,10.67,1,60.0%,6.40,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,1,0,0,59,84%,0,0%,0,0%,False,True,27,23,Reggie Wayne
2012,2012-12-16,14,15,34.029,IND,HOU,True,8,3,14,4.67,0,37.5%,1.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,60,98%,0,0%,0,0%,True,False,17,29,Reggie Wayne
2012,2012-12-23,15,16,34.036,IND,KAN,True,12,5,81,16.20,1,41.7%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,62,93%,0,0%,0,0%,True,True,20,13,Reggie Wayne
2012,2012-12-30,16,17,34.043,IND,HOU,True,12,4,40,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,65,96%,0,0%,0,0%,False,True,28,16,Reggie Wayne
2013,2013-09-08,1,1,34.295,IND,OAK,True,8,8,96,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,55,100%,0,0%,0,0%,False,True,21,17,Reggie Wayne
2013,2013-09-15,2,2,34.302,IND,MIA,True,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,69,95%,0,0%,0,0%,False,False,20,24,Reggie Wayne
2013,2013-09-22,3,3,34.309,IND,SFO,True,6,4,58,14.50,0,66.7%,9.67,1,5,5.00,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,70,97%,0,0%,0,0%,True,True,27,7,Reggie Wayne
2013,2013-09-29,4,4,34.316,IND,JAX,True,11,5,100,20.00,1,45.5%,9.09,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,60,78%,0,0%,0,0%,True,True,37,3,Reggie Wayne
2013,2013-10-06,5,5,34.323,IND,SEA,True,9,6,65,10.83,0,66.7%,7.22,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0,0,0,0,0,0,63,97%,0,0%,0,0%,False,True,34,28,Reggie Wayne
2013,2013-10-14,6,6,34.331,IND,SDG,True,8,5,88,17.60,0,62.5%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,48,100%,0,0%,0,0%,True,False,9,19,Reggie Wayne
2013,2013-10-20,7,7,34.337,IND,DEN,True,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,64,86%,0,0%,2,4%,False,True,39,33,Reggie Wayne
2013,2013-11-03,8,9,,IND,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,27,24,Reggie Wayne
2013,2013-11-10,9,10,,IND,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,8,38,Reggie Wayne
2013,2013-11-14,10,11,,IND,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,30,27,Reggie Wayne
2013,2013-11-24,11,12,,IND,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,11,40,Reggie Wayne
2013,2013-12-01,12,13,,IND,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,22,14,Reggie Wayne
2013,2013-12-08,13,14,,IND,CIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,28,42,Reggie Wayne
2013,2013-12-15,14,15,,IND,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,25,3,Reggie Wayne
2013,2013-12-22,15,16,,IND,KAN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,23,7,Reggie Wayne
