Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016.0,2016-09-11,1.0,1.0,22.117,TAM,@,ATL,W 31-24,False,4.0,4.0,100.0,1.0,1.0,100.0,0,7,0.0,0,0,0,,,0.0,0%,0.0,0%,11.0,35%,True,Roberto Aguayo
2016.0,2016-09-18,2.0,2.0,22.124,TAM,@,ARI,L 7-40,False,1.0,1.0,100.0,,1.0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0%,0.0,0%,4.0,13%,True,Roberto Aguayo
2016.0,2016-09-25,3.0,3.0,22.131,TAM,,LAR,L 32-37,False,2.0,3.0,66.7,,1.0,0.0,0,2,0.0,1,0,1,0.0,0.0,0.0,0%,0.0,0%,10.0,32%,False,Roberto Aguayo
2016.0,2016-10-02,4.0,4.0,22.138,TAM,,DEN,L 7-27,False,1.0,1.0,100.0,,,,0,1,0.0,0,0,0,,,0.0,0%,0.0,0%,3.0,11%,False,Roberto Aguayo
2016.0,2016-10-10,5.0,5.0,22.146,TAM,@,CAR,W 17-14,False,,,,3.0,5.0,60.0,0,9,0.0,0,0,0,,,0.0,0%,0.0,0%,9.0,36%,True,Roberto Aguayo
2016.0,2016-10-23,6.0,7.0,22.159,TAM,@,SFO,W 34-17,False,4.0,4.0,100.0,2.0,3.0,66.7,0,10,0.0,0,0,0,,,0.0,0%,0.0,0%,14.0,47%,True,Roberto Aguayo
2016.0,2016-10-30,7.0,8.0,22.166,TAM,,OAK,L 24-30,False,1.0,2.0,50.0,1.0,1.0,100.0,0,4,0.0,0,0,0,,,0.0,0%,0.0,0%,9.0,26%,False,Roberto Aguayo
2016.0,2016-11-03,8.0,9.0,22.17,TAM,,ATL,L 28-43,False,2.0,2.0,100.0,,,,0,2,0.0,0,0,0,,,0.0,0%,0.0,0%,7.0,27%,False,Roberto Aguayo
2016.0,2016-11-13,9.0,10.0,22.18,TAM,,CHI,W 36-10,False,4.0,4.0,100.0,2.0,2.0,100.0,0,10,0.0,0,0,0,,,0.0,0%,0.0,0%,13.0,46%,False,Roberto Aguayo
2016.0,2016-11-20,10.0,11.0,22.187,TAM,@,KAN,W 19-17,False,1.0,1.0,100.0,4.0,4.0,100.0,0,13,0.0,0,0,0,,,0.0,0%,0.0,0%,11.0,48%,True,Roberto Aguayo
2016.0,2016-11-27,11.0,12.0,22.194,TAM,,SEA,W 14-5,False,2.0,2.0,100.0,,1.0,0.0,0,2,0.0,0,0,0,,,0.0,0%,0.0,0%,6.0,29%,False,Roberto Aguayo
2016.0,2016-12-04,12.0,13.0,22.201,TAM,@,SDG,W 28-21,False,2.0,2.0,100.0,2.0,3.0,66.7,0,8,0.0,0,0,0,,,0.0,0%,0.0,0%,11.0,46%,True,Roberto Aguayo
2016.0,2016-12-11,13.0,14.0,22.208,TAM,,NOR,W 16-11,False,1.0,1.0,100.0,3.0,3.0,100.0,0,10,0.0,0,0,0,,,0.0,0%,0.0,0%,9.0,38%,False,Roberto Aguayo
2016.0,2016-12-18,14.0,15.0,22.215,TAM,@,DAL,L 20-26,False,2.0,2.0,100.0,2.0,2.0,100.0,0,8,0.0,0,0,0,,,0.0,0%,0.0,0%,9.0,30%,True,Roberto Aguayo
2016.0,2016-12-24,15.0,16.0,22.221,TAM,@,NOR,L 24-31,False,3.0,3.0,100.0,1.0,1.0,100.0,0,6,0.0,0,0,0,,,0.0,0%,0.0,0%,9.0,35%,True,Roberto Aguayo
2016.0,2017-01-01,16.0,17.0,22.229,TAM,,CAR,W 17-16,False,2.0,2.0,100.0,1.0,3.0,33.3,0,5,0.0,0,0,0,,,0.0,0%,0.0,0%,9.0,33%,False,Roberto Aguayo
,16 Games,,,,,,,9-7-0,False,32.0,34.0,94.1,22.0,31.0,71.0,0,98,0.0,1,0,1,0.0,0.0,,,,,,,False,Roberto Aguayo
