Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-09-08,1,1,22.333,NYJ,,TAM,W 18-17,True,24,38,63.16,256,1,1,80.6,5,42,6.74,6.08,6,47,7.83,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,75,100%,0,0%,0,0%,False,Geno Smith
2013,2013-09-12,2,2,22.337,NYJ,@,NWE,L 10-13,True,15,35,42.86,214,0,3,27.6,4,25,6.11,2.26,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,True,Geno Smith
2013,2013-09-22,3,3,22.347,NYJ,,BUF,W 27-20,True,16,29,55.17,331,2,2,89.9,0,0,11.41,9.69,4,14,3.50,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,78,100%,0,0%,0,0%,False,Geno Smith
2013,2013-09-29,4,4,22.354,NYJ,@,TEN,L 13-38,True,23,34,67.65,289,1,2,79.2,5,50,8.50,6.44,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,65,100%,0,0%,0,0%,True,Geno Smith
2013,2013-10-07,5,5,22.362,NYJ,@,ATL,W 30-28,True,16,20,80.00,199,3,0,147.7,4,29,9.95,12.95,3,21,7.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,46,100%,0,0%,0,0%,True,Geno Smith
2013,2013-10-13,6,6,23.003,NYJ,,PIT,L 6-19,True,19,34,55.88,201,0,2,48.8,3,17,5.91,3.26,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,58,100%,0,0%,0,0%,False,Geno Smith
2013,2013-10-20,7,7,23.010,NYJ,,NWE,W 30-27,True,17,33,51.52,233,1,1,71.9,4,27,7.06,6.30,6,32,5.33,1,0,0,0,,0,0.0%,,1,6,2,0,0,1,0,0,91,100%,0,0%,0,0%,False,Geno Smith
2013,2013-10-27,8,8,23.017,NYJ,@,CIN,L 9-49,True,20,30,66.67,159,0,2,51.9,3,28,5.30,2.30,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,51,76%,0,0%,0,0%,True,Geno Smith
2013,2013-11-03,9,9,23.024,NYJ,,NOR,W 26-20,True,8,19,42.11,115,0,0,62.4,2,0,6.05,6.05,6,18,3.00,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,61,100%,0,0%,0,0%,False,Geno Smith
2013,2013-11-17,10,11,23.038,NYJ,@,BUF,L 14-37,True,8,23,34.78,103,0,3,10.1,4,30,4.48,-1.39,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-2,0,45,78%,0,0%,0,0%,True,Geno Smith
2013,2013-11-24,11,12,23.045,NYJ,@,BAL,L 3-19,True,9,22,40.91,127,0,2,22.3,3,22,5.77,1.68,3,6,2.00,0,1,1,13,13.00,0,100.0%,13.00,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,True,Geno Smith
