Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-11-22,10.0,11.0,29.12,DEN,MIA,W 20-13,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,33%,False,Brandon McManus,True,20,13
2020.0,2020-11-29,11.0,12.0,29.127,DEN,NOR,L 3-31,False,0,0,,0,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,11%,False,Brandon McManus,False,3,31
2020.0,2020-12-06,12.0,13.0,29.134,DEN,KAN,L 16-22,False,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,27%,True,Brandon McManus,False,16,22
2020.0,2020-12-13,13.0,14.0,29.141,DEN,CAR,W 32-27,False,0,0,,0,2,4,50.0,,,,0,2,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,37%,True,Brandon McManus,True,32,27
2020.0,2020-12-19,14.0,15.0,,DEN,BUF,L 19-48,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,False,Brandon McManus,False,19,48
2020.0,2020-12-27,15.0,16.0,29.155,DEN,LAC,L 16-19,False,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,37%,True,Brandon McManus,False,16,19
2020.0,2021-01-03,16.0,17.0,29.162,DEN,LVR,L 31-32,False,0,0,,0,2,2,100.0,3,6,50.0,0,11,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,15,44%,False,Brandon McManus,False,31,32
2021.0,2021-09-12,1.0,1.0,30.049,DEN,NYG,W 27-13,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,58%,True,Brandon McManus,True,27,13
2021.0,2021-09-19,2.0,2.0,30.056,DEN,JAX,W 23-13,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,44%,True,Brandon McManus,True,23,13
2021.0,2021-09-26,3.0,3.0,30.063,DEN,NYJ,W 26-0,False,0,0,,0,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,57%,False,Brandon McManus,True,26,0
2021.0,2021-10-03,4.0,4.0,30.07,DEN,BAL,L 7-23,False,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,10%,False,Brandon McManus,False,7,23
2021.0,2021-10-10,5.0,5.0,30.077,DEN,PIT,L 19-27,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,31%,True,Brandon McManus,False,19,27
2021.0,2021-10-17,6.0,6.0,30.084,DEN,LVR,L 24-34,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,29%,False,Brandon McManus,False,24,34
2021.0,2021-10-21,7.0,7.0,30.088,DEN,CLE,L 14-17,False,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,25%,True,Brandon McManus,False,14,17
2021.0,2021-10-31,8.0,8.0,30.098,DEN,WAS,W 17-10,False,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,42%,False,Brandon McManus,True,17,10
2021.0,2021-11-07,9.0,9.0,30.105,DEN,DAL,W 30-16,False,0,0,,0,1,2,50.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,57%,True,Brandon McManus,True,30,16
2021.0,2021-11-14,10.0,10.0,30.112,DEN,PHI,L 13-30,False,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,29%,False,Brandon McManus,False,13,30
2021.0,2021-11-28,11.0,12.0,30.126,DEN,LAC,W 28-13,False,0,0,,0,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,45%,False,Brandon McManus,True,28,13
2021.0,2021-12-05,12.0,13.0,30.133,DEN,KAN,L 9-22,False,0,0,,0,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,18%,True,Brandon McManus,False,9,22
2021.0,2021-12-12,13.0,14.0,30.14,DEN,DET,W 38-10,False,0,0,,0,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,12,55%,False,Brandon McManus,True,38,10
2021.0,2021-12-19,14.0,15.0,30.147,DEN,CIN,L 10-15,False,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,23%,False,Brandon McManus,False,10,15
2021.0,2021-12-26,15.0,16.0,30.154,DEN,LVR,L 13-17,False,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,36%,True,Brandon McManus,False,13,17
2021.0,2022-01-02,16.0,17.0,30.161,DEN,LAC,L 13-34,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,0,0,0,,0,0,0%,0,0%,6,24%,True,Brandon McManus,False,13,34
2021.0,2022-01-08,17.0,18.0,30.167,DEN,KAN,L 24-28,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,36%,False,Brandon McManus,False,24,28
,127 Games,,,,,,62-65-0,False,1,6,6.00,0,252,259,97.3,195,238,81.9,0,837,0.0,6,2,8,0,0,2,67,33.50,0,,,,,,,False,Brandon McManus,False,65,0
