Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-11-12,10,10,24.164,SFO,,NYG,L 23-27,False,0.0,0,0,0,,,3,133,44.33,0,0,0%,0,0%,13,43%,False,Bradley Pinion
2018,2018-11-25,11,12,24.177,SFO,@,TAM,L 9-27,False,0.0,0,0,0,,,6,260,43.33,0,0,0%,0,0%,12,43%,True,Bradley Pinion
2018,2018-12-02,12,13,24.184,SFO,@,SEA,L 16-43,False,0.0,0,0,0,,,5,202,40.40,0,0,0%,0,0%,11,37%,True,Bradley Pinion
2018,2018-12-09,13,14,24.191,SFO,,DEN,W 20-14,False,0.0,0,0,0,,,5,210,42.00,0,0,0%,0,0%,13,50%,False,Bradley Pinion
2018,2018-12-16,14,15,24.198,SFO,,SEA,W 26-23,False,0.0,0,0,0,,,4,192,48.00,0,0,0%,0,0%,17,50%,False,Bradley Pinion
2018,2018-12-23,15,16,24.205,SFO,,CHI,L 9-14,False,0.0,0,0,0,,,4,181,45.25,0,0,0%,0,0%,10,53%,False,Bradley Pinion
2018,2018-12-30,16,17,24.212,SFO,@,LAR,L 32-48,False,0.0,0,0,0,,,2,99,49.50,0,0,0%,0,0%,11,35%,True,Bradley Pinion
2019,2019-09-08,1,1,25.099,TAM,,SFO,L 17-31,False,0.0,0,0,0,0,0,2,42,21.00,0,0,0%,0,0%,10,40%,False,Bradley Pinion
2019,2019-09-12,2,2,25.103,TAM,@,CAR,W 20-14,False,0.0,0,0,0,0,0,6,295,49.17,0,0,0%,0,0%,17,57%,True,Bradley Pinion
2019,2019-09-22,3,3,25.113,TAM,,NYG,L 31-32,False,0.0,0,0,0,0,0,4,179,44.75,0,0,0%,0,0%,19,56%,False,Bradley Pinion
2019,2019-09-29,4,4,25.120,TAM,@,LAR,W 55-40,False,0.0,0,0,0,0,0,2,88,44.00,0,0,0%,0,0%,22,58%,True,Bradley Pinion
2019,2019-10-06,5,5,25.127,TAM,@,NOR,L 24-31,False,0.0,0,0,0,0,0,6,263,43.83,0,0,0%,0,0%,14,47%,True,Bradley Pinion
2019,2019-10-13,6,6,25.134,TAM,,CAR,L 26-37,False,0.0,0,0,0,0,0,6,267,44.50,0,0,0%,0,0%,16,41%,False,Bradley Pinion
2019,2019-10-27,7,8,25.148,TAM,@,TEN,L 23-27,False,0.0,0,0,0,0,0,3,129,43.00,0,0,0%,0,0%,12,41%,True,Bradley Pinion
2019,2019-11-03,8,9,25.155,TAM,@,SEA,L 34-40,False,0.0,0,0,0,0,0,4,161,40.25,0,0,0%,0,0%,19,53%,True,Bradley Pinion
2019,2019-11-10,9,10,25.162,TAM,,ARI,W 30-27,False,0.0,0,0,0,0,0,3,142,47.33,0,0,0%,0,0%,17,53%,False,Bradley Pinion
2019,2019-11-17,10,11,25.169,TAM,,NOR,L 17-34,False,0.0,0,0,0,0,0,3,129,43.00,0,0,0%,0,0%,10,38%,False,Bradley Pinion
2019,2019-11-24,11,12,25.176,TAM,@,ATL,W 35-22,False,0.0,0,0,0,0,0,4,175,43.75,0,0,0%,0,0%,18,53%,True,Bradley Pinion
2019,2019-12-01,12,13,25.183,TAM,@,JAX,W 28-11,False,0.0,0,0,0,0,0,4,193,48.25,0,1,1%,0,0%,15,63%,True,Bradley Pinion
2019,2019-12-08,13,14,25.190,TAM,,IND,W 38-35,False,0.0,0,0,0,0,0,2,91,45.50,0,0,0%,0,0%,15,48%,False,Bradley Pinion
2019,2019-12-15,14,15,25.197,TAM,@,DET,W 38-17,False,0.0,0,0,0,0,0,3,109,36.33,0,0,0%,0,0%,18,60%,True,Bradley Pinion
2019,2019-12-21,15,16,25.203,TAM,,HOU,L 20-23,False,0.0,0,0,0,0,0,2,81,40.50,0,0,0%,0,0%,12,40%,False,Bradley Pinion
2019,2019-12-29,16,17,25.211,TAM,,ATL,L 22-28,False,0.0,0,0,0,0,0,3,120,40.00,0,1,2%,0,0%,13,46%,False,Bradley Pinion
2020,2020-09-13,1,1,26.104,TAM,@,NOR,L 23-34,False,0.0,0,0,0,0,0,5,236,47.20,0,0,0%,0,0%,13,39%,True,Bradley Pinion
2020,2020-09-20,2,2,26.111,TAM,,CAR,W 31-17,False,0.0,0,0,0,0,0,4,168,42.00,0,0,0%,0,0%,15,60%,False,Bradley Pinion
2020,2020-09-27,3,3,26.118,TAM,@,DEN,W 28-10,False,0.0,0,0,0,0,0,5,219,43.80,0,0,0%,0,0%,17,59%,True,Bradley Pinion
2020,2020-10-04,4,4,26.125,TAM,,LAC,W 38-31,False,0.0,1,0,1,0,0,3,171,57.00,0,0,0%,0,0%,17,53%,False,Bradley Pinion
2020,2020-10-08,5,5,26.129,TAM,@,CHI,L 19-20,False,0.0,0,0,0,0,0,3,140,46.67,0,0,0%,0,0%,14,50%,True,Bradley Pinion
2020,2020-10-18,6,6,26.139,TAM,,GNB,W 38-10,False,0.0,0,0,0,0,0,5,192,38.40,0,0,0%,0,0%,18,60%,False,Bradley Pinion
2020,2020-10-25,7,7,26.146,TAM,@,LVR,W 45-20,False,0.0,0,0,0,0,0,3,128,42.67,0,0,0%,0,0%,18,58%,True,Bradley Pinion
2020,2020-11-02,8,8,26.154,TAM,@,NYG,W 25-23,False,0.0,0,0,0,0,0,3,126,42.00,0,0,0%,0,0%,15,56%,True,Bradley Pinion
2020,2020-11-08,9,9,26.160,TAM,,NOR,L 3-38,False,0.0,0,0,0,0,0,4,161,40.25,0,0,0%,0,0%,7,33%,False,Bradley Pinion
2020,2020-11-15,10,10,26.167,TAM,@,CAR,W 46-23,False,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,19,59%,True,Bradley Pinion
2020,2020-11-23,11,11,26.175,TAM,,LAR,L 24-27,False,0.0,0,0,0,0,0,5,245,49.00,0,0,0%,0,0%,14,47%,False,Bradley Pinion
2020,2020-11-29,12,12,26.181,TAM,,KAN,L 24-27,False,0.0,0,0,0,0,0,4,208,52.00,0,0,0%,0,0%,14,48%,False,Bradley Pinion
2020,2020-12-13,13,14,26.195,TAM,,MIN,W 26-14,False,0.0,0,0,0,0,0,3,151,50.33,0,0,0%,0,0%,13,60%,False,Bradley Pinion
2020,2020-12-20,14,15,26.202,TAM,@,ATL,W 31-27,False,0.0,0,0,0,0,0,5,209,41.80,0,0,0%,0,0%,16,48%,True,Bradley Pinion
2020,2020-12-26,15,16,26.208,TAM,@,DET,W 47-7,False,0.0,0,0,0,0,0,3,132,44.00,0,0,0%,0,0%,19,63%,True,Bradley Pinion
2020,2021-01-03,16,17,26.216,TAM,,ATL,W 44-27,False,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,16,57%,False,Bradley Pinion
2021,2021-09-09,1,1,27.100,TAM,,DAL,W 31-29,False,0.0,0,0,0,0,0,4,197,49.25,0,0,0%,0,0%,16,47%,False,Bradley Pinion
2021,2021-09-19,2,2,27.110,TAM,,ATL,W 48-25,False,0.0,0,0,0,0,0,4,189,47.25,0,0,0%,0,0%,19,63%,False,Bradley Pinion
2021,2021-09-26,3,3,27.117,TAM,@,LAR,L 24-34,False,0.0,0,0,0,0,0,4,145,36.25,0,0,0%,0,0%,14,47%,True,Bradley Pinion
2021,2021-10-03,4,4,27.124,TAM,@,NWE,W 19-17,False,0.0,0,0,0,0,0,4,170,42.50,0,0,0%,0,0%,16,55%,True,Bradley Pinion
2021,2021-10-10,5,5,27.131,TAM,,MIA,W 45-17,False,0.0,0,0,0,0,0,1,41,41.00,0,0,0%,0,0%,17,61%,False,Bradley Pinion
2021,2021-10-14,6,6,27.135,TAM,@,PHI,W 28-22,False,0.0,0,0,0,0,0,3,127,42.33,0,0,0%,0,0%,12,50%,True,Bradley Pinion
2021,2021-10-24,7,7,27.145,TAM,,CHI,W 38-3,False,0.0,0,0,0,0,0,4,161,40.25,0,0,0%,0,0%,18,72%,False,Bradley Pinion
2021,2021-10-31,8,8,27.152,TAM,@,NOR,L 27-36,False,0.0,0,0,0,0,0,3,126,42.00,0,0,0%,0,0%,11,38%,True,Bradley Pinion
2021,2021-11-14,9,10,27.166,TAM,@,WAS,L 19-29,False,0.0,0,0,0,0,0,3,124,41.33,0,0,0%,0,0%,11,44%,True,Bradley Pinion
2021,2021-11-22,10,11,27.174,TAM,,NYG,W 30-10,False,0.0,0,0,0,0,0,3,136,45.33,0,0,0%,0,0%,16,64%,False,Bradley Pinion
2021,2021-11-28,11,12,27.180,TAM,@,IND,W 38-31,False,0.0,0,0,0,0,0,4,164,41.00,0,0,0%,0,0%,17,55%,True,Bradley Pinion
2021,2021-12-05,12,13,27.187,TAM,@,ATL,W 30-17,False,0.0,0,0,0,0,0,3,133,44.33,0,0,0%,0,0%,14,54%,True,Bradley Pinion
2021,2021-12-12,13,14,27.194,TAM,,BUF,W 33-27,False,0.0,0,0,0,0,0,5,196,39.20,0,0,0%,0,0%,17,49%,False,Bradley Pinion
2021,2021-12-19,14,15,27.201,TAM,,NOR,L 0-9,False,0.0,0,0,0,0,0,8,336,42.00,0,0,0%,0,0%,10,37%,False,Bradley Pinion
2021,2021-12-26,15,16,,TAM,@,CAR,W 32-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Bradley Pinion
2021,2022-01-02,16,17,,TAM,@,NYJ,W 28-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Bradley Pinion
2021,2022-01-09,17,18,27.222,TAM,,CAR,W 41-17,False,0.0,0,0,0,0,0,3,133,44.33,0,0,0%,0,0%,19,68%,False,Bradley Pinion
,111 Games,,,,,,,46-65-0,False,0.0,5,0,5,0,0,502,21927,43.68,1,,,,,,,False,Bradley Pinion
