Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-12-10,13,14,28.331,TAM,,DET,L 21-24,True,10,26,2.60,1,3,2,24,12.00,0,66.7%,8.00,0,0,,0,,1,6,1,1,0,0,0,0,19,27%,0,0%,0,0%,False,Doug Martin
2017,2017-12-18,14,15,,TAM,,ATL,L 21-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Doug Martin
2017,2017-12-24,15,16,28.345,TAM,@,CAR,L 19-22,False,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,15,23%,0,0%,0,0%,True,Doug Martin
2017,2017-12-31,16,17,28.352,TAM,,NOR,W 31-24,False,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,4,5%,0,0%,0,0%,False,Doug Martin
2018,2018-09-10,1,1,29.240,OAK,,LAR,L 13-33,False,4,20,5.00,0,2,2,-3,-1.50,0,100.0%,-1.50,0,0,,0,,0,0,0,0,0,0,0,0,9,13%,0,0%,0,0%,False,Doug Martin
2018,2018-09-16,2,2,29.246,OAK,@,DEN,L 19-20,False,7,24,3.43,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,16,25%,0,0%,5,19%,True,Doug Martin
2018,2018-09-23,3,3,29.253,OAK,@,MIA,L 20-28,False,9,43,4.78,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,13,17%,0,0%,0,0%,True,Doug Martin
2018,2018-09-30,4,4,29.260,OAK,,CLE,W 45-42,False,5,11,2.20,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,6,7%,0,0%,0,0%,False,Doug Martin
2018,2018-10-07,5,5,29.267,OAK,@,LAC,L 10-26,False,2,1,0.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,6,11%,0,0%,6,24%,True,Doug Martin
2018,2018-10-14,6,6,29.274,OAK,,SEA,L 3-27,False,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0,0,0,0,0,0,6,10%,0,0%,0,0%,False,Doug Martin
2018,2018-10-28,7,8,29.288,OAK,,IND,L 28-42,True,13,72,5.54,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,1,1,0,0,0,0,28,56%,0,0%,0,0%,False,Doug Martin
2018,2018-11-01,8,9,29.292,OAK,@,SFO,L 3-34,False,11,49,4.45,0,2,1,20,20.00,0,50.0%,10.00,0,0,,0,,0,0,0,0,0,0,0,0,26,46%,0,0%,0,0%,True,Doug Martin
2018,2018-11-11,9,10,29.302,OAK,,LAC,L 6-20,True,15,61,4.07,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,,0,0,0,0,0,0,0,0,30,48%,0,0%,0,0%,False,Doug Martin
2018,2018-11-18,10,11,29.309,OAK,@,ARI,W 23-21,True,10,52,5.20,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0,0,0,0,0,0,14,21%,0,0%,0,0%,True,Doug Martin
2018,2018-11-25,11,12,29.316,OAK,@,BAL,L 17-34,True,11,51,4.64,1,4,3,21,7.00,0,75.0%,5.25,0,0,,0,,1,6,0,0,0,0,0,0,28,48%,0,0%,0,0%,True,Doug Martin
2018,2018-12-02,12,13,29.323,OAK,,KAN,L 33-40,True,18,61,3.39,1,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,1,6,1,1,0,0,0,0,40,53%,0,0%,0,0%,False,Doug Martin
2018,2018-12-09,13,14,29.330,OAK,,PIT,W 24-21,True,16,32,2.00,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,33,49%,0,0%,0,0%,False,Doug Martin
2018,2018-12-16,14,15,29.337,OAK,@,CIN,L 16-30,True,9,39,4.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,27,46%,0,0%,0,0%,True,Doug Martin
2018,2018-12-24,15,16,29.345,OAK,,DEN,W 27-14,True,21,107,5.10,1,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,1,6,0,0,0,0,0,0,34,55%,0,0%,0,0%,False,Doug Martin
2018,2018-12-30,16,17,29.351,OAK,@,KAN,L 3-35,True,21,100,4.76,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,1,1,0,1,0,0,43,65%,0,0%,0,0%,True,Doug Martin
,84 Games,,,,,,,27-57-0,False,1322,5356,4.05,30,216,148,1207,8.16,2,68.5%,5.59,1,40,40.00,0,1,32,194,13,12,0,4,-2,0,,,,,,,False,Doug Martin
