Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-09-24,3.0,3.0,27.319,MIN,TAM,W 34-17,True,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,68,92%,0,0%,6,21%,False,Kyle Rudolph,True,34,17
2017.0,2017-10-01,4.0,4.0,27.326,MIN,DET,L 7-14,True,4,2,34,17.00,0,50.0%,8.50,0,0,,0,,0,0,0,0,0,0,0,0,55,98%,0,0%,2,9%,False,Kyle Rudolph,False,7,14
2017.0,2017-10-09,5.0,5.0,27.334,MIN,CHI,W 20-17,True,9,6,45,7.50,1,66.7%,5.00,0,0,,0,,1,6,0,0,0,0,0,0,67,96%,0,0%,0,0%,True,Kyle Rudolph,True,20,17
2017.0,2017-10-15,6.0,6.0,27.34,MIN,GNB,W 23-10,True,9,5,47,9.40,0,55.6%,5.22,0,0,,0,,0,0,0,0,0,0,0,0,75,97%,0,0%,0,0%,False,Kyle Rudolph,True,23,10
2017.0,2017-10-22,7.0,7.0,27.347,MIN,BAL,W 24-16,True,7,5,43,8.60,0,71.4%,6.14,0,0,,0,,0,0,0,0,0,0,0,0,61,92%,0,0%,0,0%,False,Kyle Rudolph,True,24,16
2017.0,2017-10-29,8.0,8.0,27.354,MIN,CLE,W 33-16,True,7,6,27,4.50,1,85.7%,3.86,0,0,,0,,1,6,0,0,0,0,0,0,82,96%,0,0%,6,18%,True,Kyle Rudolph,True,33,16
2017.0,2017-11-12,9.0,10.0,28.003,MIN,WAS,W 38-30,True,7,5,37,7.40,0,71.4%,5.29,0,0,,0,,0,0,0,0,0,0,0,0,53,87%,0,0%,7,24%,True,Kyle Rudolph,True,38,30
2017.0,2017-11-19,10.0,11.0,28.01,MIN,LAR,W 24-7,True,7,5,58,11.60,0,71.4%,8.29,0,0,,0,,0,0,0,0,0,0,0,0,73,94%,0,0%,6,26%,False,Kyle Rudolph,True,24,7
2017.0,2017-11-23,11.0,12.0,28.014,MIN,DET,W 30-23,True,4,4,63,15.75,2,100.0%,15.75,0,0,,0,,2,12,0,0,0,0,0,0,66,89%,0,0%,7,22%,True,Kyle Rudolph,True,30,23
2017.0,2017-12-03,12.0,13.0,28.024,MIN,ATL,W 14-9,True,5,4,36,9.00,1,80.0%,7.20,0,0,,0,,1,6,0,0,0,0,0,0,63,95%,0,0%,2,9%,True,Kyle Rudolph,True,14,9
2017.0,2017-12-10,13.0,14.0,28.031,MIN,CAR,L 24-31,True,5,3,41,13.67,1,60.0%,8.20,0,0,,0,,1,6,0,0,0,0,0,0,55,74%,0,0%,4,13%,True,Kyle Rudolph,False,24,31
2017.0,2017-12-17,14.0,15.0,28.038,MIN,CIN,W 34-7,True,2,2,17,8.50,1,100.0%,8.50,0,0,,0,,1,6,0,0,0,0,0,0,20,31%,0,0%,0,0%,False,Kyle Rudolph,True,34,7
2017.0,2017-12-23,15.0,16.0,28.044,MIN,GNB,W 16-0,True,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0,0,0,0,0,0,35,54%,0,0%,2,9%,True,Kyle Rudolph,True,16,0
2017.0,2017-12-31,16.0,17.0,28.052,MIN,CHI,W 23-10,True,3,1,3,3.00,0,33.3%,1.00,0,0,,0,,0,0,0,0,0,0,0,0,32,43%,0,0%,0,0%,False,Kyle Rudolph,True,23,10
2018.0,2018-09-09,1.0,1.0,28.304,MIN,SFO,W 24-16,True,2,1,11,11.00,1,50.0%,5.50,0,0,,0,,1,6,0,0,0,0,0,0,59,83%,0,0%,4,14%,False,Kyle Rudolph,True,24,16
2018.0,2018-09-16,2.0,2.0,28.311,MIN,GNB,T 29-29,True,8,7,72,10.29,0,87.5%,9.00,0,0,,0,,0,0,0,0,0,0,0,0,63,86%,0,0%,6,16%,True,Kyle Rudolph,False,29,29
2018.0,2018-09-23,3.0,3.0,28.318,MIN,BUF,L 6-27,True,6,5,48,9.60,1,83.3%,8.00,0,0,,0,,1,6,0,0,0,0,0,0,64,97%,0,0%,0,0%,False,Kyle Rudolph,False,6,27
2018.0,2018-09-27,4.0,4.0,28.322,MIN,LAR,L 31-38,True,6,5,57,11.40,0,83.3%,9.50,0,0,,0,,0,0,0,0,0,0,0,0,60,81%,0,0%,5,15%,True,Kyle Rudolph,False,31,38
2018.0,2018-10-07,5.0,5.0,28.332,MIN,PHI,W 23-21,True,5,5,41,8.20,0,100.0%,8.20,0,0,,0,,0,0,0,0,0,0,0,0,54,87%,0,0%,8,30%,True,Kyle Rudolph,True,23,21
2018.0,2018-10-14,6.0,6.0,28.339,MIN,ARI,W 27-17,True,5,4,37,9.25,0,80.0%,7.40,0,0,,0,,0,0,0,0,0,0,0,0,60,85%,0,0%,5,17%,False,Kyle Rudolph,True,27,17
2018.0,2018-10-21,7.0,7.0,28.346,MIN,NYJ,W 37-17,True,4,1,16,16.00,0,25.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,56,81%,0,0%,8,21%,True,Kyle Rudolph,True,37,17
2018.0,2018-10-28,8.0,8.0,28.353,MIN,NOR,L 20-30,True,7,4,39,9.75,0,57.1%,5.57,0,0,,0,,0,0,0,0,0,0,0,0,63,86%,0,0%,3,12%,False,Kyle Rudolph,False,20,30
2018.0,2018-11-04,9.0,9.0,28.36,MIN,DET,W 24-9,True,2,2,28,14.00,0,100.0%,14.00,0,0,,0,,0,0,0,0,0,0,0,0,46,94%,0,0%,5,19%,False,Kyle Rudolph,True,24,9
2018.0,2018-11-18,10.0,11.0,29.009,MIN,CHI,L 20-25,True,5,2,13,6.50,0,40.0%,2.60,0,0,,0,,0,0,0,0,0,0,0,0,61,91%,0,0%,2,9%,True,Kyle Rudolph,False,20,25
2018.0,2018-11-25,11.0,12.0,29.016,MIN,GNB,W 24-17,True,7,7,63,9.00,0,100.0%,9.00,0,0,,0,,0,0,0,0,0,0,0,0,64,91%,0,0%,7,25%,False,Kyle Rudolph,True,24,17
2018.0,2018-12-02,12.0,13.0,29.023,MIN,NWE,L 10-24,True,3,3,38,12.67,0,100.0%,12.67,0,0,,0,,0,0,0,0,0,0,0,0,60,98%,0,0%,3,12%,True,Kyle Rudolph,False,10,24
2018.0,2018-12-10,13.0,14.0,29.031,MIN,SEA,L 7-21,True,5,2,7,3.50,0,40.0%,1.40,0,0,,0,,0,0,0,0,0,0,0,0,57,98%,0,0%,2,9%,True,Kyle Rudolph,False,7,21
2018.0,2018-12-16,14.0,15.0,29.037,MIN,MIA,W 41-17,True,3,3,23,7.67,0,100.0%,7.67,0,0,,0,,0,0,0,0,0,0,0,0,51,74%,0,0%,7,22%,False,Kyle Rudolph,True,41,17
2018.0,2018-12-23,15.0,16.0,29.044,MIN,DET,W 27-9,True,9,9,122,13.56,2,100.0%,13.56,0,0,,0,,2,12,0,0,0,0,0,0,58,95%,0,0%,5,17%,True,Kyle Rudolph,True,27,9
2018.0,2018-12-30,16.0,17.0,29.051,MIN,CHI,L 10-24,True,5,4,19,4.75,0,80.0%,3.80,0,0,,0,,0,0,0,0,0,0,0,0,49,86%,0,0%,2,9%,False,Kyle Rudolph,False,10,24
2019.0,2019-09-08,1.0,1.0,29.303,MIN,ATL,W 28-12,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,54,100%,0,0%,6,27%,False,Kyle Rudolph,True,28,12
2019.0,2019-09-15,2.0,2.0,29.31,MIN,GNB,L 16-21,True,4,3,9,3.00,0,75.0%,2.25,0,0,,0,,0,0,0,0,0,0,0,0,65,100%,0,0%,4,14%,True,Kyle Rudolph,False,16,21
2019.0,2019-09-22,3.0,3.0,29.317,MIN,OAK,W 34-14,True,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,0,0,0,0,0,0,0,0,54,87%,0,0%,7,28%,False,Kyle Rudolph,True,34,14
2019.0,2019-09-29,4.0,4.0,29.324,MIN,CHI,L 6-16,True,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0,0,0,0,0,0,50,83%,0,0%,0,0%,True,Kyle Rudolph,False,6,16
2019.0,2019-10-06,5.0,5.0,29.331,MIN,NYG,W 28-10,True,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,60,90%,0,0%,6,25%,True,Kyle Rudolph,True,28,10
2019.0,2019-10-13,6.0,6.0,29.338,MIN,PHI,W 38-20,True,3,3,36,12.00,0,100.0%,12.00,0,0,,0,,0,0,0,0,0,0,0,0,68,96%,0,0%,6,21%,False,Kyle Rudolph,True,38,20
2019.0,2019-10-20,7.0,7.0,29.345,MIN,DET,W 42-30,True,6,5,58,11.60,1,83.3%,9.67,0,0,,0,,1,6,0,0,0,0,0,0,55,75%,0,0%,8,27%,True,Kyle Rudolph,True,42,30
2019.0,2019-10-24,8.0,8.0,29.349,MIN,WAS,W 19-9,True,3,3,17,5.67,0,100.0%,5.67,0,0,,0,,0,0,0,0,0,0,0,0,60,83%,0,0%,5,25%,False,Kyle Rudolph,True,19,9
2019.0,2019-11-03,9.0,9.0,29.359,MIN,KAN,L 23-26,True,5,3,23,7.67,1,60.0%,4.60,0,0,,0,,1,6,0,0,0,0,0,0,54,77%,0,0%,4,12%,True,Kyle Rudolph,False,23,26
2019.0,2019-11-10,10.0,10.0,30.001,MIN,DAL,W 28-24,True,5,4,14,3.50,2,80.0%,2.80,0,0,,0,1,2,14,0,0,0,0,0,0,55,76%,0,0%,4,16%,True,Kyle Rudolph,True,28,24
2019.0,2019-11-17,11.0,11.0,30.008,MIN,DEN,W 27-23,True,5,5,67,13.40,1,100.0%,13.40,0,0,,0,,1,6,0,0,0,0,0,0,54,87%,0,0%,3,11%,False,Kyle Rudolph,True,27,23
2019.0,2019-12-02,12.0,13.0,30.023,MIN,SEA,L 30-37,True,6,4,50,12.50,1,66.7%,8.33,0,0,,0,,1,6,0,0,0,0,0,0,46,85%,0,0%,5,15%,True,Kyle Rudolph,False,30,37
2019.0,2019-12-08,13.0,14.0,30.029,MIN,DET,W 20-7,True,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0,0,0,0,0,0,46,64%,0,0%,5,19%,False,Kyle Rudolph,True,20,7
2019.0,2019-12-15,14.0,15.0,30.036,MIN,LAC,W 39-10,True,3,3,48,16.00,0,100.0%,16.00,0,0,,0,,0,0,0,0,0,0,0,0,35,54%,0,0%,8,32%,True,Kyle Rudolph,True,39,10
2019.0,2019-12-23,15.0,16.0,30.044,MIN,GNB,L 10-23,True,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0,0,0,0,0,0,36,67%,0,0%,2,7%,False,Kyle Rudolph,False,10,23
2019.0,2019-12-29,16.0,17.0,30.05,MIN,CHI,L 19-21,True,,,,,,0.0%,,,,,,,0,0,0,,,0,0,0,1,2%,0,0%,0,0%,False,Kyle Rudolph,False,19,21
2020.0,2020-09-13,1.0,1.0,30.309,MIN,GNB,L 34-43,True,2,2,28,14.00,0,100.0%,14.00,0,0,,0,,0,0,0,0,0,0,0,0,32,62%,0,0%,2,8%,False,Kyle Rudolph,False,34,43
2020.0,2020-09-20,2.0,2.0,30.316,MIN,IND,L 11-28,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,38,70%,0,0%,1,4%,True,Kyle Rudolph,False,11,28
2020.0,2020-09-27,3.0,3.0,30.323,MIN,TEN,L 30-31,True,3,2,11,5.50,1,66.7%,3.67,0,0,,0,,1,6,0,0,0,0,0,0,48,74%,0,0%,7,19%,False,Kyle Rudolph,False,30,31
2020.0,2020-10-04,4.0,4.0,30.33,MIN,HOU,W 31-23,True,2,2,27,13.50,0,100.0%,13.50,0,0,,0,,0,0,0,0,0,0,0,0,48,73%,0,0%,6,19%,True,Kyle Rudolph,True,31,23
2020.0,2020-10-11,5.0,5.0,30.337,MIN,SEA,L 26-27,True,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0,0,0,1,0,0,64,74%,0,0%,4,16%,True,Kyle Rudolph,False,26,27
2020.0,2020-10-18,6.0,6.0,30.344,MIN,ATL,L 23-40,True,4,3,47,15.67,0,75.0%,11.75,0,0,,0,,0,0,0,0,0,0,0,0,38,68%,0,0%,1,3%,False,Kyle Rudolph,False,23,40
2020.0,2020-11-01,7.0,8.0,30.358,MIN,GNB,W 28-22,True,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0,0,0,0,0,0,39,75%,0,0%,5,26%,True,Kyle Rudolph,True,28,22
2020.0,2020-11-08,8.0,9.0,30.365,MIN,DET,W 34-20,True,4,3,40,13.33,0,75.0%,10.00,0,0,,0,,0,0,0,0,0,0,0,0,42,72%,0,0%,6,20%,False,Kyle Rudolph,True,34,20
2020.0,2020-11-16,9.0,10.0,31.007,MIN,CHI,W 19-13,True,5,4,63,15.75,0,80.0%,12.60,0,0,,0,,0,0,1,1,0,0,0,0,58,78%,0,0%,3,12%,True,Kyle Rudolph,True,19,13
2020.0,2020-11-22,10.0,11.0,31.013,MIN,DAL,L 28-31,True,3,3,28,9.33,0,100.0%,9.33,0,0,,0,,0,0,0,0,0,0,0,0,46,71%,0,0%,4,15%,False,Kyle Rudolph,False,28,31
2020.0,2020-11-29,11.0,12.0,31.02,MIN,CAR,W 28-27,True,8,7,68,9.71,0,87.5%,8.50,0,0,,0,,0,0,0,0,0,0,0,0,57,78%,0,0%,5,17%,False,Kyle Rudolph,True,28,27
2020.0,2020-12-06,12.0,13.0,31.027,MIN,JAX,W 27-24,True,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,64,70%,0,0%,6,18%,False,Kyle Rudolph,True,27,24
2020.0,2020-12-13,13.0,14.0,,MIN,TAM,L 14-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Kyle Rudolph,False,14,26
2020.0,2020-12-20,14.0,15.0,,MIN,CHI,L 27-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Kyle Rudolph,False,27,33
2020.0,2020-12-25,15.0,16.0,,MIN,NOR,L 33-52,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Kyle Rudolph,False,33,52
2020.0,2021-01-03,16.0,17.0,,MIN,DET,W 37-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Kyle Rudolph,True,37,35
2021.0,2021-09-12,1.0,1.0,31.307,NYG,DEN,L 13-27,False,5,2,8,4.00,0,40.0%,1.60,0,0,,0,,0,0,0,0,0,0,0,0,47,77%,0,0%,1,5%,False,Kyle Rudolph,False,13,27
2021.0,2021-09-16,2.0,2.0,31.311,NYG,WAS,L 29-30,True,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0,0,0,0,0,0,49,71%,0,0%,7,20%,True,Kyle Rudolph,False,29,30
2021.0,2021-09-26,3.0,3.0,31.321,NYG,ATL,L 14-17,True,,,,,,0.0%,,,,,,,0,0,,,,,,,29,41%,0,0%,2,9%,False,Kyle Rudolph,False,14,17
2021.0,2021-10-03,4.0,4.0,31.328,NYG,NOR,W 27-21,False,3,2,24,12.00,0,66.7%,8.00,0,0,,0,,0,0,0,0,0,1,0,0,37,59%,0,0%,4,16%,True,Kyle Rudolph,True,27,21
2021.0,2021-10-10,5.0,5.0,31.335,NYG,DAL,L 20-44,True,1,1,14,14.00,0,100.0%,14.00,0,0,,0,,0,0,0,0,0,0,0,0,41,60%,0,0%,5,17%,True,Kyle Rudolph,False,20,44
2021.0,2021-10-17,6.0,6.0,31.342,NYG,LAR,L 11-38,True,2,1,8,8.00,0,50.0%,4.00,0,0,,0,1,0,2,0,0,0,0,0,0,34,45%,0,0%,1,4%,False,Kyle Rudolph,False,11,38
2021.0,2021-10-24,7.0,7.0,31.349,NYG,CAR,W 25-3,True,2,2,8,4.00,0,100.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,41,57%,0,0%,5,19%,False,Kyle Rudolph,True,25,3
2021.0,2021-11-01,8.0,8.0,31.357,NYG,KAN,L 17-20,False,3,2,12,6.00,1,66.7%,4.00,0,0,,0,,1,6,0,0,0,0,0,0,21,35%,0,0%,3,12%,True,Kyle Rudolph,False,17,20
2021.0,2021-11-07,9.0,9.0,31.363,NYG,LVR,W 23-16,True,5,4,20,5.00,0,80.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,31,55%,0,0%,5,19%,False,Kyle Rudolph,True,23,16
2021.0,2021-11-22,10.0,11.0,32.013,NYG,TAM,L 10-30,True,1,1,28,28.00,0,100.0%,28.00,0,0,,0,,0,0,0,0,0,0,0,0,14,24%,0,0%,2,8%,True,Kyle Rudolph,False,10,30
2021.0,2021-11-28,11.0,12.0,,NYG,PHI,W 13-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Kyle Rudolph,True,13,7
2021.0,2021-12-05,12.0,13.0,32.026,NYG,MIA,L 9-20,True,4,2,18,9.00,0,50.0%,4.50,0,0,,0,,0,0,0,0,0,0,0,0,27,42%,0,0%,4,13%,True,Kyle Rudolph,False,9,20
2021.0,2021-12-12,13.0,14.0,32.033,NYG,LAC,L 21-37,True,2,2,66,33.00,0,100.0%,33.00,0,0,,0,,0,0,0,0,0,0,0,0,25,36%,0,0%,1,3%,True,Kyle Rudolph,False,21,37
2021.0,2021-12-19,14.0,15.0,32.04,NYG,DAL,L 6-21,True,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0,0,0,0,0,0,27,43%,0,0%,2,10%,False,Kyle Rudolph,False,6,21
2021.0,2021-12-26,15.0,16.0,32.047,NYG,PHI,L 10-34,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,17,22%,0,0%,2,6%,True,Kyle Rudolph,False,10,34
2021.0,2022-01-02,16.0,17.0,32.054,NYG,CHI,L 3-29,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,26,46%,0,0%,1,4%,True,Kyle Rudolph,False,3,29
2021.0,2022-01-09,17.0,18.0,32.061,NYG,WAS,L 7-22,True,6,4,17,4.25,0,66.7%,2.83,0,0,,0,,0,0,0,0,0,0,0,0,34,57%,0,0%,1,4%,False,Kyle Rudolph,False,7,22
,156 Games,,,,,,77-78-1,False,704,479,4745,9.91,49,68.0%,6.74,1,1,1.00,0,3,49,300,2,1,0,2,0,0,,,,,,,False,Kyle Rudolph,False,78,1
