Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2019,2019-12-15,14,15,33.021,GNB,,CHI,W 21-13,True,4,1,0,0.00,0,25.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,42%,0,0%,1,4%,False,Jimmy Graham
2019,2019-12-23,15,16,33.029,GNB,@,MIN,W 23-10,True,1,1,16,16.00,0,100.0%,16.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,41,53%,0,0%,0,0%,True,Jimmy Graham
2019,2019-12-29,16,17,33.035,GNB,@,DET,W 23-20,True,7,4,49,12.25,0,57.1%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,55%,0,0%,0,0%,True,Jimmy Graham
2020,2020-09-13,1,1,33.294,CHI,@,DET,W 27-23,True,7,3,25,8.33,1,42.9%,3.57,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,80%,0,0%,0,0%,True,Jimmy Graham
2020,2020-09-20,2,2,33.301,CHI,,NYG,W 17-13,True,1,1,18,18.00,0,100.0%,18.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,62%,0,0%,0,0%,False,Jimmy Graham
2020,2020-09-27,3,3,33.308,CHI,@,ATL,W 30-26,True,10,6,60,10.00,2,60.0%,6.00,0,0,,0,,2,12,0.0,0,0,0,0,0,1,0,0,0,0,0,55,67%,0,0%,0,0%,True,Jimmy Graham
2020,2020-10-04,4,4,33.315,CHI,,IND,L 11-19,True,5,4,33,8.25,0,80.0%,6.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,66%,0,0%,0,0%,False,Jimmy Graham
2020,2020-10-08,5,5,33.319,CHI,,TAM,W 20-19,True,5,3,33,11.00,1,60.0%,6.60,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,76%,0,0%,0,0%,False,Jimmy Graham
2020,2020-10-18,6,6,33.329,CHI,@,CAR,W 23-16,True,8,5,34,6.80,0,62.5%,4.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,68%,0,0%,0,0%,True,Jimmy Graham
2020,2020-10-26,7,7,33.337,CHI,@,LAR,L 10-24,True,6,5,31,6.20,0,83.3%,5.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,76%,0,0%,0,0%,True,Jimmy Graham
2020,2020-11-01,8,8,33.343,CHI,,NOR,L 23-26,True,7,2,13,6.50,0,28.6%,1.86,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,63%,0,0%,0,0%,False,Jimmy Graham
2020,2020-11-08,9,9,33.350,CHI,@,TEN,L 17-24,True,6,6,55,9.17,1,100.0%,9.17,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,65%,0,0%,0,0%,True,Jimmy Graham
2020,2020-11-16,10,10,33.358,CHI,,MIN,L 13-19,True,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,58%,0,0%,0,0%,False,Jimmy Graham
2020,2020-11-29,11,12,34.005,CHI,@,GNB,L 25-41,True,4,3,32,10.67,0,75.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,35%,0,0%,0,0%,True,Jimmy Graham
2020,2020-12-06,12,13,34.012,CHI,,DET,L 30-34,False,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,49%,0,0%,0,0%,False,Jimmy Graham
2020,2020-12-13,13,14,34.019,CHI,,HOU,W 36-7,True,4,4,23,5.75,1,100.0%,5.75,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,48%,0,0%,0,0%,False,Jimmy Graham
2020,2020-12-20,14,15,34.026,CHI,@,MIN,W 33-27,True,3,2,25,12.50,0,66.7%,8.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,53%,0,0%,0,0%,True,Jimmy Graham
2020,2020-12-27,15,16,34.033,CHI,@,JAX,W 41-17,True,5,4,69,17.25,2,80.0%,13.80,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,33,46%,0,0%,1,3%,True,Jimmy Graham
2020,2021-01-03,16,17,34.040,CHI,,GNB,L 16-35,True,2,2,5,2.50,0,100.0%,2.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,40%,0,0%,0,0%,False,Jimmy Graham
2021,2021-09-12,1,1,34.292,CHI,@,LAR,L 14-34,True,2,1,11,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,20%,0,0%,0,0%,True,Jimmy Graham
2021,2021-09-19,2,2,34.299,CHI,,CIN,W 20-17,False,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,22,34%,0,0%,1,5%,False,Jimmy Graham
2021,2021-09-26,3,3,34.306,CHI,@,CLE,L 6-26,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,16%,0,0%,0,0%,True,Jimmy Graham
2021,2021-10-03,4,4,34.313,CHI,,DET,W 24-14,True,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,22,38%,0,0%,0,0%,False,Jimmy Graham
2021,2021-10-10,5,5,34.320,CHI,@,LVR,W 20-9,False,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,25,39%,0,0%,0,0%,True,Jimmy Graham
2021,2021-10-17,6,6,34.327,CHI,,GNB,L 14-24,False,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,19,31%,0,0%,0,0%,False,Jimmy Graham
2021,2021-10-24,7,7,,CHI,@,TAM,L 3-38,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jimmy Graham
2021,2021-10-31,8,8,,CHI,,SFO,L 22-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jimmy Graham
2021,2021-11-08,9,9,34.349,CHI,@,PIT,L 27-29,False,3,1,28,28.00,0,33.3%,9.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,29%,0,0%,0,0%,True,Jimmy Graham
2021,2021-11-21,10,11,34.362,CHI,,BAL,L 13-16,False,3,2,25,12.50,0,66.7%,8.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,20%,0,0%,0,0%,False,Jimmy Graham
2021,2021-11-25,11,12,35.001,CHI,@,DET,W 16-14,False,3,2,34,17.00,1,66.7%,11.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,14,20%,0,0%,0,0%,True,Jimmy Graham
2021,2021-12-05,12,13,35.011,CHI,,ARI,L 22-33,False,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,21,28%,0,0%,0,0%,False,Jimmy Graham
2021,2021-12-12,13,14,35.018,CHI,@,GNB,L 30-45,True,3,2,9,4.50,0,66.7%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,19%,0,0%,0,0%,True,Jimmy Graham
2021,2021-12-20,14,15,35.026,CHI,,MIN,L 9-17,True,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,26%,0,0%,0,0%,False,Jimmy Graham
2021,2021-12-26,15,16,35.032,CHI,@,SEA,W 25-24,False,2,2,30,15.00,1,100.0%,15.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,28%,0,0%,0,0%,True,Jimmy Graham
2021,2022-01-02,16,17,35.039,CHI,,NYG,W 29-3,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,17,26%,0,0%,0,0%,False,Jimmy Graham
2021,2022-01-09,17,18,35.046,CHI,@,MIN,L 17-31,False,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,24%,0,0%,0,0%,True,Jimmy Graham
,184 Games,,,,,,,105-77-2,False,1108,713,8506,11.93,85,64.4%,7.68,2,3,1.50,0,2,85,514,0.0,2,0,2,0,0,9,5,0,4,18,0,,,,,,,False,Jimmy Graham
