Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2008.0,2008-11-24,11.0,12.0,23.177,GNB,NOR,L 29-51,False,6,3,21,7.00,0,50.0%,3.50,0,0,,0,1,21,21.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,29,51
2008.0,2008-11-30,12.0,13.0,23.183,GNB,CAR,L 31-35,False,3,2,28,14.00,0,66.7%,9.33,0,0,,0,1,7,7.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Jordy Nelson,False,31,35
2008.0,2008-12-07,13.0,14.0,23.19,GNB,HOU,L 21-24,False,5,3,25,8.33,1,60.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,False,21,24
2008.0,2008-12-14,14.0,15.0,23.197,GNB,JAX,L 16-20,False,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,21,21.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,16,20
2008.0,2008-12-22,15.0,16.0,23.205,GNB,CHI,L 17-20,False,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,17,20
2008.0,2008-12-28,16.0,17.0,23.211,GNB,DET,W 31-21,False,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,45,45.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,31,21
2009.0,2009-09-13,1.0,1.0,24.105,GNB,CHI,W 21-15,False,2,0,0,,0,0.0%,0.00,0,0,,0,4,124,31.00,0,2,14,7.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,21,15
2009.0,2009-09-20,2.0,2.0,24.112,GNB,CIN,L 24-31,False,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,False,24,31
2009.0,2009-09-27,3.0,3.0,24.119,GNB,STL,W 36-17,False,5,3,46,15.33,0,60.0%,9.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,36,17
2009.0,2009-10-05,4.0,4.0,24.127,GNB,MIN,L 23-30,False,4,3,47,15.67,1,75.0%,11.75,0,0,,0,2,52,26.00,0,1,0,0.00,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,Jordy Nelson,False,23,30
2009.0,2009-10-18,5.0,6.0,24.14,GNB,DET,W 26-0,False,0,0,0,,0,0.0%,,0,0,,0,1,29,29.00,0,1,1,1.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,Jordy Nelson,True,26,0
2009.0,2009-10-25,6.0,7.0,,GNB,CLE,W 31-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordy Nelson,True,31,3
2009.0,2009-11-01,7.0,8.0,,GNB,MIN,L 26-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordy Nelson,False,26,38
2009.0,2009-11-08,8.0,9.0,,GNB,TAM,L 28-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordy Nelson,False,28,38
2009.0,2009-11-15,9.0,10.0,24.168,GNB,DAL,W 17-7,False,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,17,7
2009.0,2009-11-22,10.0,11.0,24.175,GNB,SFO,W 30-24,False,3,3,21,7.00,1,100.0%,7.00,0,0,,0,4,85,21.25,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,30,24
2009.0,2009-11-26,11.0,12.0,24.179,GNB,DET,W 34-12,False,2,1,19,19.00,0,50.0%,9.50,0,0,,0,2,42,21.00,0,3,8,2.67,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,,,,,,,True,Jordy Nelson,True,34,12
2009.0,2009-12-07,12.0,13.0,24.19,GNB,BAL,W 27-14,False,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,38,38.00,0,3,8,2.67,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,27,14
2009.0,2009-12-13,13.0,14.0,24.196,GNB,CHI,W 21-14,False,1,0,0,,0,0.0%,0.00,0,0,,0,2,35,17.50,0,3,18,6.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,21,14
2009.0,2009-12-20,14.0,15.0,24.203,GNB,PIT,L 36-37,False,5,4,71,17.75,0,80.0%,14.20,0,0,,0,4,85,21.25,0,2,25,12.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,36,37
2009.0,2009-12-27,15.0,16.0,24.21,GNB,SEA,W 48-10,False,1,1,17,17.00,0,100.0%,17.00,0,0,,0,2,56,28.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,48,10
2009.0,2010-01-03,16.0,17.0,24.217,GNB,ARI,W 33-7,False,1,1,51,51.00,0,100.0%,51.00,0,0,,0,3,89,29.67,0,2,16,8.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,33,7
2010.0,2010-09-12,1.0,1.0,25.104,GNB,PHI,W 27-20,False,2,1,7,7.00,0,50.0%,3.50,0,0,,0,5,156,31.20,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,27,20
2010.0,2010-09-19,2.0,2.0,25.111,GNB,BUF,W 34-7,False,2,2,26,13.00,0,100.0%,13.00,0,0,,0,2,61,30.50,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,34,7
2010.0,2010-09-27,3.0,3.0,25.119,GNB,CHI,L 17-20,False,4,3,20,6.67,0,75.0%,5.00,0,0,,0,4,97,24.25,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,17,20
2010.0,2010-10-03,4.0,4.0,25.125,GNB,DET,W 28-26,False,1,0,0,,0,0.0%,0.00,0,0,,0,7,124,17.71,0,0,0,,0,,0,0,0.0,0,0,0,,,2,2,0,0,0,0,,,,,,,False,Jordy Nelson,True,28,26
2010.0,2010-10-10,5.0,5.0,25.132,GNB,WAS,L 13-16,False,5,3,42,14.00,0,60.0%,8.40,0,0,,0,2,35,17.50,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,13,16
2010.0,2010-10-17,6.0,6.0,25.139,GNB,MIA,L 20-23,True,7,4,64,16.00,0,57.1%,9.14,0,0,,0,1,18,18.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Jordy Nelson,False,20,23
2010.0,2010-10-24,7.0,7.0,25.146,GNB,MIN,W 28-24,False,7,4,25,6.25,0,57.1%,3.57,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,28,24
2010.0,2010-10-31,8.0,8.0,25.153,GNB,NYJ,W 9-0,False,7,5,55,11.00,0,71.4%,7.86,0,0,,0,1,5,5.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,9,0
2010.0,2010-11-07,9.0,9.0,25.16,GNB,DAL,W 45-7,True,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,1,3,0,,,,,,,False,Jordy Nelson,True,45,7
2010.0,2010-11-21,10.0,11.0,25.174,GNB,MIN,W 31-3,False,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,31,3
2010.0,2010-11-28,11.0,12.0,25.181,GNB,ATL,L 17-20,False,5,5,61,12.20,1,100.0%,12.20,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,17,20
2010.0,2010-12-05,12.0,13.0,25.188,GNB,SFO,W 34-16,True,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,34,16
2010.0,2010-12-12,13.0,14.0,25.195,GNB,DET,L 3-7,False,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,3,7
2010.0,2010-12-19,14.0,15.0,25.202,GNB,NWE,L 27-31,True,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,27,31
2010.0,2010-12-26,15.0,16.0,25.209,GNB,NYG,W 45-17,False,7,4,124,31.00,1,57.1%,17.71,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,Jordy Nelson,True,45,17
2010.0,2011-01-02,16.0,17.0,25.216,GNB,CHI,W 10-3,False,2,2,39,19.50,0,100.0%,19.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,10,3
2011.0,2011-09-08,1.0,1.0,26.1,GNB,NOR,W 42-34,True,8,6,77,12.83,1,75.0%,9.63,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,42,34
2011.0,2011-09-18,2.0,2.0,26.11,GNB,CAR,W 30-23,False,2,1,84,84.00,1,50.0%,42.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,30,23
2011.0,2011-09-25,3.0,3.0,26.117,GNB,CHI,W 27-17,False,5,3,40,13.33,0,60.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,27,17
2011.0,2011-10-02,4.0,4.0,26.124,GNB,DEN,W 49-23,True,6,5,91,18.20,1,83.3%,15.17,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,49,23
2011.0,2011-10-09,5.0,5.0,26.131,GNB,ATL,W 25-14,False,7,3,17,5.67,0,42.9%,2.43,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,25,14
2011.0,2011-10-16,6.0,6.0,26.138,GNB,STL,W 24-3,True,3,2,104,52.00,1,66.7%,34.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,24,3
2011.0,2011-10-23,7.0,7.0,26.145,GNB,MIN,W 33-27,False,4,4,52,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,33,27
2011.0,2011-11-06,8.0,9.0,26.159,GNB,SDG,W 45-38,False,6,5,105,21.00,1,83.3%,17.50,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,45,38
2011.0,2011-11-14,9.0,10.0,26.167,GNB,MIN,W 45-7,True,5,5,63,12.60,2,100.0%,12.60,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,45,7
2011.0,2011-11-20,10.0,11.0,26.173,GNB,TAM,W 35-26,False,7,6,123,20.50,2,85.7%,17.57,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,35,26
2011.0,2011-11-24,11.0,12.0,26.177,GNB,DET,W 27-15,True,6,4,26,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,27,15
2011.0,2011-12-04,12.0,13.0,26.187,GNB,NYG,W 38-35,False,4,4,94,23.50,0,100.0%,23.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,True,Jordy Nelson,True,38,35
2011.0,2011-12-11,13.0,14.0,26.194,GNB,OAK,W 46-16,True,7,3,81,27.00,1,42.9%,11.57,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,46,16
2011.0,2011-12-18,14.0,15.0,26.201,GNB,KAN,L 14-19,True,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Jordy Nelson,False,14,19
2011.0,2011-12-25,15.0,16.0,26.208,GNB,CHI,W 35-21,True,7,6,115,19.17,2,85.7%,16.43,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,35,21
2011.0,2012-01-01,16.0,17.0,26.215,GNB,DET,W 45-41,True,15,9,162,18.00,3,60.0%,10.80,0,0,,0,0,0,,0,0,0,,0,,3,18,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Jordy Nelson,True,45,41
2012.0,2012-09-09,1.0,1.0,27.101,GNB,SFO,L 22-30,True,7,5,64,12.80,0,71.4%,9.14,0,0,,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,65,96%,0,0%,0,0%,False,Jordy Nelson,False,22,30
2012.0,2012-09-13,2.0,2.0,27.105,GNB,CHI,W 23-10,True,9,6,84,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,97%,0,0%,0,0%,False,Jordy Nelson,True,23,10
2012.0,2012-09-24,3.0,3.0,27.116,GNB,SEA,L 12-14,True,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,72%,0,0%,0,0%,True,Jordy Nelson,False,12,14
2012.0,2012-09-30,4.0,4.0,27.122,GNB,NOR,W 28-27,False,12,8,93,11.63,1,66.7%,7.75,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,90%,0,0%,0,0%,False,Jordy Nelson,True,28,27
2012.0,2012-10-07,5.0,5.0,27.129,GNB,IND,L 27-30,False,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,93%,0,0%,0,0%,True,Jordy Nelson,False,27,30
2012.0,2012-10-14,6.0,6.0,27.136,GNB,HOU,W 42-24,True,12,9,121,13.44,3,75.0%,10.08,0,0,,0,0,0,,0,0,0,,0,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,60,82%,0,0%,1,3%,True,Jordy Nelson,True,42,24
2012.0,2012-10-21,7.0,7.0,27.143,GNB,STL,W 30-20,True,9,8,122,15.25,1,88.9%,13.56,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,84%,0,0%,1,3%,True,Jordy Nelson,True,30,20
2012.0,2012-10-28,8.0,8.0,,GNB,JAX,W 24-15,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordy Nelson,True,24,15
2012.0,2012-11-04,9.0,9.0,27.157,GNB,ARI,W 31-17,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,18%,0,0%,0,0%,False,Jordy Nelson,True,31,17
2012.0,2012-11-18,10.0,11.0,27.171,GNB,DET,W 24-20,True,5,3,45,15.00,0,60.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,83%,0,0%,0,0%,True,Jordy Nelson,True,24,20
2012.0,2012-11-25,11.0,12.0,27.178,GNB,NYG,L 10-38,True,4,2,71,35.50,1,50.0%,17.75,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,89%,0,0%,0,0%,True,Jordy Nelson,False,10,38
2012.0,2012-12-02,12.0,13.0,27.185,GNB,MIN,W 23-14,True,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,13%,0,0%,0,0%,False,Jordy Nelson,True,23,14
2012.0,2012-12-09,13.0,14.0,,GNB,DET,W 27-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordy Nelson,True,27,20
2012.0,2012-12-16,14.0,15.0,,GNB,CHI,W 21-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordy Nelson,True,21,13
2012.0,2012-12-23,15.0,16.0,,GNB,TEN,W 55-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordy Nelson,True,55,7
2012.0,2012-12-30,16.0,17.0,27.213,GNB,MIN,L 34-37,True,5,3,87,29.00,1,60.0%,17.40,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,37,58%,0,0%,0,0%,True,Jordy Nelson,False,34,37
2013.0,2013-09-08,1.0,1.0,28.1,GNB,SFO,L 28-34,True,10,7,130,18.57,1,70.0%,13.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Jordy Nelson,False,28,34
2013.0,2013-09-15,2.0,2.0,28.107,GNB,WAS,W 38-20,True,4,3,66,22.00,2,75.0%,16.50,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,68,94%,0,0%,1,4%,False,Jordy Nelson,True,38,20
2013.0,2013-09-22,3.0,3.0,28.114,GNB,CIN,L 30-34,True,9,8,93,11.63,0,88.9%,10.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,80,99%,0,0%,0,0%,True,Jordy Nelson,False,30,34
2013.0,2013-10-06,4.0,5.0,28.128,GNB,DET,W 22-9,True,7,5,82,16.40,0,71.4%,11.71,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,94%,0,0%,1,4%,False,Jordy Nelson,True,22,9
2013.0,2013-10-13,5.0,6.0,28.135,GNB,BAL,W 19-17,True,10,4,113,28.25,1,40.0%,11.30,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,97%,0,0%,1,3%,True,Jordy Nelson,True,19,17
2013.0,2013-10-20,6.0,7.0,28.142,GNB,CLE,W 31-13,True,6,5,42,8.40,1,83.3%,7.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,93%,0,0%,1,3%,False,Jordy Nelson,True,31,13
2013.0,2013-10-27,7.0,8.0,28.149,GNB,MIN,W 44-31,True,8,7,123,17.57,2,87.5%,15.38,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,68,89%,0,0%,2,6%,True,Jordy Nelson,True,44,31
2013.0,2013-11-04,8.0,9.0,28.157,GNB,CHI,L 20-27,True,9,4,67,16.75,0,44.4%,7.44,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,96%,0,0%,0,0%,False,Jordy Nelson,False,20,27
2013.0,2013-11-10,9.0,10.0,28.163,GNB,PHI,L 13-27,True,10,6,56,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,95%,0,0%,0,0%,False,Jordy Nelson,False,13,27
