Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2013,2013-12-08,13,14,23.316,NYJ,OAK,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,85,42.50,0,0,0%,0,0%,9,28%,False,True,37,27,Ryan Quigley
2013,2013-12-15,14,15,23.323,NYJ,CAR,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,132,44.00,0,0,0%,0,0%,8,29%,True,False,20,30,Ryan Quigley
2013,2013-12-22,15,16,23.330,NYJ,CLE,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,138,46.00,0,0,0%,0,0%,9,39%,False,True,24,13,Ryan Quigley
2013,2013-12-29,16,17,23.337,NYJ,MIA,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,210,42.00,0,0,0%,0,0%,10,43%,True,True,20,7,Ryan Quigley
2014,2014-09-07,1,1,24.224,NYJ,OAK,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,221,44.20,0,0,0%,0,0%,9,32%,False,True,19,14,Ryan Quigley
2014,2014-09-14,2,2,24.231,NYJ,GNB,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,233,46.60,0,0,0%,0,0%,9,30%,True,False,24,31,Ryan Quigley
2014,2014-09-22,3,3,24.239,NYJ,CHI,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,145,48.33,0,0,0%,0,0%,8,27%,False,False,19,27,Ryan Quigley
2014,2014-09-28,4,4,24.245,NYJ,DET,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,310,51.67,0,0,0%,0,0%,9,30%,False,False,17,24,Ryan Quigley
2014,2014-10-05,5,5,24.252,NYJ,SDG,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,409,51.13,0,0,0%,0,0%,8,32%,True,False,0,31,Ryan Quigley
2014,2014-10-12,6,6,24.259,NYJ,DEN,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,319,45.57,0,0,0%,0,0%,10,29%,False,False,17,31,Ryan Quigley
2014,2014-10-16,7,7,24.263,NYJ,NWE,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,128,42.67,0,0,0%,0,0%,9,29%,True,False,25,27,Ryan Quigley
2014,2014-10-26,8,8,24.273,NYJ,BUF,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,226,45.20,0,0,0%,0,0%,8,23%,False,False,23,43,Ryan Quigley
2014,2014-11-02,9,9,24.280,NYJ,KAN,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,148,49.33,0,0,0%,0,0%,5,25%,True,False,10,24,Ryan Quigley
2014,2014-11-09,10,10,24.287,NYJ,PIT,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,232,46.40,0,0,0%,0,0%,10,38%,False,True,20,13,Ryan Quigley
2014,2014-11-24,11,12,24.302,NYJ,BUF,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,311,44.43,1,0,0%,0,0%,9,32%,True,False,3,38,Ryan Quigley
2014,2014-12-01,12,13,24.309,NYJ,MIA,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,109,27.25,0,0,0%,0,0%,9,35%,False,False,13,16,Ryan Quigley
2014,2014-12-07,13,14,24.315,NYJ,MIN,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,160,40.00,0,0,0%,0,0%,10,30%,True,False,24,30,Ryan Quigley
2014,2014-12-14,14,15,24.322,NYJ,TEN,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,352,50.29,0,0,0%,0,0%,16,55%,True,True,16,11,Ryan Quigley
2014,2014-12-21,15,16,24.329,NYJ,NWE,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,189,47.25,0,0,0%,0,0%,9,35%,False,False,16,17,Ryan Quigley
2014,2014-12-28,16,17,24.336,NYJ,MIA,False,1,1,100.00,38,0,0,118.7,0,0,38.00,38.00,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,88,44.00,0,0,0%,0,0%,11,31%,True,True,37,24,Ryan Quigley
2015,2015-09-13,1,1,25.230,NYJ,CLE,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,131,43.67,0,0,0%,0,0%,8,35%,False,True,31,10,Ryan Quigley
2015,2015-09-21,2,2,25.238,NYJ,IND,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,170,34.00,0,0,0%,0,0%,10,45%,True,True,20,7,Ryan Quigley
2015,2015-09-27,3,3,25.244,NYJ,PHI,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,371,46.38,0,0,0%,0,0%,12,36%,False,False,17,24,Ryan Quigley
2015,2015-10-04,4,4,25.251,NYJ,MIA,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,212,42.40,0,0,0%,0,0%,11,38%,True,True,27,14,Ryan Quigley
2015,2015-10-18,5,6,25.265,NYJ,WAS,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,49,49.00,1,0,0%,0,0%,10,31%,False,True,34,20,Ryan Quigley
2015,2015-10-25,6,7,,NYJ,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,23,30,Ryan Quigley
2015,2015-11-01,7,8,25.279,NYJ,OAK,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,182,45.50,0,0,0%,0,0%,8,27%,True,False,20,34,Ryan Quigley
2015,2015-11-08,8,9,25.286,NYJ,JAX,False,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,0,0,0,0,9,351,39.00,0,0,0%,0,0%,18,53%,False,True,28,23,Ryan Quigley
2015,2015-11-12,9,10,25.290,NYJ,BUF,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,258,51.60,0,0,0%,0,0%,8,25%,False,False,17,22,Ryan Quigley
2015,2015-11-22,10,11,25.300,NYJ,HOU,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,364,45.50,0,0,0%,0,0%,11,34%,True,False,17,24,Ryan Quigley
2015,2015-11-29,11,12,25.307,NYJ,MIA,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,234,46.80,0,0,0%,0,0%,11,33%,False,True,38,20,Ryan Quigley
2015,2015-12-06,12,13,25.314,NYJ,NYG,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,224,44.80,0,0,0%,0,0%,10,29%,True,True,23,20,Ryan Quigley
2015,2015-12-13,13,14,25.321,NYJ,TEN,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,138,46.00,0,0,0%,0,0%,10,40%,False,True,30,8,Ryan Quigley
2015,2015-12-19,14,15,25.327,NYJ,DAL,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,203,40.60,0,0,0%,0,0%,11,38%,True,True,19,16,Ryan Quigley
2015,2015-12-27,15,16,25.335,NYJ,NWE,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,239,47.80,0,0,0%,0,0%,9,32%,False,True,26,20,Ryan Quigley
2015,2016-01-03,16,17,25.342,NYJ,BUF,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,161,40.25,0,0,0%,0,0%,8,29%,True,False,17,22,Ryan Quigley
2016,2016-10-02,4,4,26.250,ARI,LAR,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,169,42.25,0,0,0%,0,0%,7,29%,False,False,13,17,Ryan Quigley
2016,2016-10-06,5,5,26.254,ARI,SFO,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,382,42.44,0,0,0%,0,0%,15,41%,True,True,33,21,Ryan Quigley
2016,2016-10-17,6,6,26.265,ARI,NYJ,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,200,40.00,0,0,0%,0,0%,9,38%,False,True,28,3,Ryan Quigley
2016,2016-10-23,7,7,26.271,ARI,SEA,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,229,38.17,1,0,0%,0,0%,11,37%,False,False,6,6,Ryan Quigley
2016,2016-10-30,8,8,26.278,ARI,CAR,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,259,43.17,0,0,0%,0,0%,8,29%,True,False,20,30,Ryan Quigley
2016,2016-11-13,9,10,26.292,ARI,SFO,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,4,177,44.25,0,0,0%,0,0%,9,31%,False,True,23,20,Ryan Quigley
2017,2017-09-11,1,1,27.228,MIN,NOR,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,87,43.50,0,0,0%,0,0%,8,28%,False,True,29,19,Ryan Quigley
2017,2017-09-17,2,2,27.234,MIN,PIT,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,264,44.00,0,0,0%,0,0%,9,29%,True,False,9,26,Ryan Quigley
2017,2017-09-24,3,3,27.241,MIN,TAM,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,121,40.33,0,0,0%,0,0%,9,32%,False,True,34,17,Ryan Quigley
2017,2017-10-01,4,4,27.248,MIN,DET,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,201,40.20,0,0,0%,0,0%,7,30%,False,False,7,14,Ryan Quigley
2017,2017-10-09,5,5,27.256,MIN,CHI,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,258,43.00,0,0,0%,0,0%,11,39%,True,True,20,17,Ryan Quigley
2017,2017-10-15,6,6,27.262,MIN,GNB,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,155,38.75,0,0,0%,0,0%,9,35%,False,True,23,10,Ryan Quigley
2017,2017-10-22,7,7,27.269,MIN,BAL,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,92,46.00,0,0,0%,0,0%,9,29%,False,True,24,16,Ryan Quigley
2017,2017-10-29,8,8,27.276,MIN,CLE,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,221,36.83,0,0,0%,0,0%,12,36%,True,True,33,16,Ryan Quigley
2017,2017-11-12,9,10,27.290,MIN,WAS,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,79,39.50,0,0,0%,0,0%,8,28%,True,True,38,30,Ryan Quigley
2017,2017-11-19,10,11,27.297,MIN,LAR,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,137,45.67,0,0,0%,0,0%,9,39%,False,True,24,7,Ryan Quigley
2017,2017-11-23,11,12,27.301,MIN,DET,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,171,42.75,0,0,0%,0,0%,11,34%,True,True,30,23,Ryan Quigley
2017,2017-12-03,12,13,27.311,MIN,ATL,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,225,45.00,0,0,0%,0,0%,7,30%,True,True,14,9,Ryan Quigley
2017,2017-12-10,13,14,27.318,MIN,CAR,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,131,43.67,0,0,0%,0,0%,8,26%,True,False,24,31,Ryan Quigley
2017,2017-12-17,14,15,27.325,MIN,CIN,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,217,43.40,0,0,0%,0,0%,11,38%,False,True,34,7,Ryan Quigley
2017,2017-12-23,15,16,27.331,MIN,GNB,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,277,39.57,0,0,0%,0,0%,11,48%,True,True,16,0,Ryan Quigley
2017,2017-12-31,16,17,27.339,MIN,CHI,False,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,358,44.75,0,0,0%,0,0%,12,41%,False,True,23,10,Ryan Quigley
,67 Games,,,,,,False,1,2,50.00,38,0,0,95.8,0,0,19.00,19.00,4,4,100.0,,,,0,4,0.0,3,0,3,0,0,0,0,1,0,0,0,330,14555,44.11,3,,,,,,,False,False,29,1,Ryan Quigley
