Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-11-27,11,12,23.067,GNB,SEA,True,8,6,50,8.33,0,75.0%,6.25,0,0,,0,1,10,10.00,0,,0,0,0,,0,0,0,0,,,,,,,True,False,24,34,Greg Jennings
2006,2006-12-03,12,13,23.073,GNB,NYJ,True,6,2,14,7.00,0,33.3%,2.33,0,0,,0,1,9,9.00,0,,0,0,0,,0,0,0,0,,,,,,,False,False,10,38,Greg Jennings
2006,2006-12-10,13,14,23.080,GNB,SFO,True,11,5,50,10.00,0,45.5%,4.55,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,30,19,Greg Jennings
2006,2006-12-17,14,15,23.087,GNB,DET,True,2,1,5,5.00,0,50.0%,2.50,0,0,,0,1,-2,-2.00,0,,0,0,0,,0,0,0,0,,,,,,,False,True,17,9,Greg Jennings
2006,2006-12-21,15,16,23.091,GNB,MIN,True,11,1,2,2.00,0,9.1%,0.18,0,0,,0,2,12,6.00,0,,0,0,0,,0,0,0,0,,,,,,,False,True,9,7,Greg Jennings
2006,2006-12-31,16,17,,GNB,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,26,7,Greg Jennings
2007,2007-09-09,1,1,,GNB,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,16,13,Greg Jennings
2007,2007-09-16,2,2,,GNB,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,35,13,Greg Jennings
2007,2007-09-23,3,3,24.002,GNB,SDG,True,7,4,82,20.50,1,57.1%,11.71,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,31,24,Greg Jennings
2007,2007-09-30,4,4,24.009,GNB,MIN,True,6,3,43,14.33,1,50.0%,7.17,0,0,,0,0,0,,0,,1,6,1,0,0,1,0,0,,,,,,,True,True,23,16,Greg Jennings
2007,2007-10-07,5,5,24.016,GNB,CHI,True,4,4,83,20.75,1,100.0%,20.75,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,20,27,Greg Jennings
2007,2007-10-14,6,6,24.023,GNB,WAS,True,11,3,20,6.67,0,27.3%,1.82,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,17,14,Greg Jennings
2007,2007-10-29,7,8,24.038,GNB,DEN,True,8,6,141,23.50,1,75.0%,17.63,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,19,13,Greg Jennings
2007,2007-11-04,8,9,24.044,GNB,KAN,True,5,3,85,28.33,2,60.0%,17.00,0,0,,0,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,True,True,33,22,Greg Jennings
2007,2007-11-11,9,10,24.051,GNB,MIN,True,6,4,63,15.75,0,66.7%,10.50,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,34,0,Greg Jennings
2007,2007-11-18,10,11,24.058,GNB,CAR,True,8,7,48,6.86,1,87.5%,6.00,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,31,17,Greg Jennings
2007,2007-11-22,11,12,24.062,GNB,DET,True,7,5,60,12.00,2,71.4%,8.57,0,0,,0,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,True,True,37,26,Greg Jennings
2007,2007-11-29,12,13,24.069,GNB,DAL,True,7,5,87,17.40,1,71.4%,12.43,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,27,37,Greg Jennings
2007,2007-12-09,13,14,24.079,GNB,OAK,True,4,2,100,50.00,1,50.0%,25.00,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,38,7,Greg Jennings
2007,2007-12-16,14,15,24.086,GNB,STL,True,6,4,66,16.50,1,66.7%,11.00,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,33,14,Greg Jennings
2007,2007-12-23,15,16,24.093,GNB,CHI,True,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,35,Greg Jennings
2007,2007-12-30,16,17,,GNB,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,13,Greg Jennings
2008,2008-09-08,1,1,24.353,GNB,MIN,True,5,5,91,18.20,0,100.0%,18.20,0,0,,0,0,0,,0,,0,0,0,,0,1,3,0,,,,,,,False,True,24,19,Greg Jennings
2008,2008-09-14,2,2,24.359,GNB,DET,True,10,6,167,27.83,0,60.0%,16.70,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,48,25,Greg Jennings
2008,2008-09-21,3,3,25.000,GNB,DAL,True,10,8,115,14.38,0,80.0%,11.50,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,16,27,Greg Jennings
2008,2008-09-28,4,4,25.007,GNB,TAM,True,11,6,109,18.17,2,54.5%,9.91,0,0,,0,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,True,False,21,30,Greg Jennings
2008,2008-10-05,5,5,25.014,GNB,ATL,True,9,4,87,21.75,1,44.4%,9.67,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,24,27,Greg Jennings
