Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2011.0,2011-09-11,1.0,1.0,20.349,PHI,STL,W 31-13,False,2,10,5.00,0,1,1,-3,-3.00,0,100.0%,-3.00,2,36,18.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Dion Lewis,True,31,13
2011.0,2011-09-18,2.0,2.0,20.356,PHI,ATL,L 31-35,False,0,0,,0,0,0,0,,0,0.0%,,5,113,22.60,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Dion Lewis,False,31,35
2011.0,2011-09-25,3.0,3.0,20.363,PHI,NYG,L 16-29,False,1,3,3.00,0,0,0,0,,0,0.0%,,2,45,22.50,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Dion Lewis,False,16,29
2011.0,2011-10-02,4.0,4.0,21.005,PHI,SFO,L 23-24,False,0,0,,0,0,0,0,,0,0.0%,,2,40,20.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Dion Lewis,False,23,24
2011.0,2011-10-09,5.0,5.0,21.012,PHI,BUF,L 24-31,False,2,8,4.00,0,0,0,0,,0,0.0%,,3,62,20.67,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Dion Lewis,False,24,31
2011.0,2011-10-16,6.0,6.0,21.019,PHI,WAS,W 20-13,False,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Dion Lewis,True,20,13
2011.0,2011-10-30,7.0,8.0,,PHI,DAL,W 34-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dion Lewis,True,34,7
2011.0,2011-11-07,8.0,9.0,21.041,PHI,CHI,L 24-30,False,0,0,,0,0,0,0,,0,0.0%,,4,93,23.25,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Dion Lewis,False,24,30
2011.0,2011-11-13,9.0,10.0,21.047,PHI,ARI,L 17-21,False,1,2,2.00,0,0,0,0,,0,0.0%,,2,55,27.50,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Dion Lewis,False,17,21
2011.0,2011-11-20,10.0,11.0,21.054,PHI,NYG,W 17-10,False,1,1,1.00,0,0,0,0,,0,0.0%,,1,26,26.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Dion Lewis,True,17,10
2011.0,2011-11-27,11.0,12.0,21.061,PHI,NWE,L 20-38,False,0,0,,0,0,0,0,,0,0.0%,,2,39,19.50,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Dion Lewis,False,20,38
2011.0,2011-12-01,12.0,13.0,21.065,PHI,SEA,L 14-31,False,0,0,,0,0,0,0,,0,0.0%,,4,92,23.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Dion Lewis,False,14,31
2011.0,2011-12-11,13.0,14.0,21.075,PHI,MIA,W 26-10,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Dion Lewis,True,26,10
2011.0,2011-12-18,14.0,15.0,21.082,PHI,NYJ,W 45-19,False,2,10,5.00,0,0,0,0,,0,0.0%,,4,68,17.00,0,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,,,,,,,False,Dion Lewis,True,45,19
2011.0,2011-12-24,15.0,16.0,21.088,PHI,DAL,W 20-7,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Dion Lewis,True,20,7
2011.0,2012-01-01,16.0,17.0,21.096,PHI,WAS,W 34-10,False,12,58,4.83,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Dion Lewis,True,34,10
2012.0,2012-09-09,1.0,1.0,,PHI,CLE,W 17-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dion Lewis,True,17,16
2012.0,2012-09-16,2.0,2.0,,PHI,BAL,W 24-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dion Lewis,True,24,23
2012.0,2012-09-23,3.0,3.0,,PHI,ARI,L 6-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dion Lewis,False,6,27
2012.0,2012-09-30,4.0,4.0,,PHI,NYG,W 19-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dion Lewis,True,19,17
2012.0,2012-10-07,5.0,5.0,22.01,PHI,PIT,L 14-16,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,3,5%,0,0%,6,26%,True,Dion Lewis,False,14,16
2012.0,2012-10-14,6.0,6.0,,PHI,DET,L 23-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dion Lewis,False,23,26
2012.0,2012-10-28,7.0,8.0,,PHI,ATL,L 17-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dion Lewis,False,17,30
2012.0,2012-11-05,8.0,9.0,,PHI,NOR,L 13-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Dion Lewis,False,13,28
2012.0,2012-11-11,9.0,10.0,22.045,PHI,DAL,L 23-38,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,25%,False,Dion Lewis,False,23,38
2012.0,2012-11-18,10.0,11.0,22.052,PHI,WAS,L 6-31,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,9,33%,True,Dion Lewis,False,6,31
2012.0,2012-11-26,11.0,12.0,22.06,PHI,CAR,L 22-30,False,5,24,4.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,16%,0,0%,11,39%,False,Dion Lewis,False,22,30
2012.0,2012-12-02,12.0,13.0,22.066,PHI,DAL,L 33-38,False,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,8,28%,True,Dion Lewis,False,33,38
2012.0,2012-12-09,13.0,14.0,22.073,PHI,TAM,W 23-21,False,1,-4,-4.00,0,1,1,28,28.00,0,100.0%,28.00,1,33,33.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,34%,0,0%,17,52%,True,Dion Lewis,True,23,21
2012.0,2012-12-13,14.0,15.0,22.077,PHI,CIN,L 13-34,False,1,3,3.00,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,9%,0,0%,16,50%,False,Dion Lewis,False,13,34
2012.0,2012-12-23,15.0,16.0,22.087,PHI,WAS,L 20-27,False,1,17,17.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,1,4%,False,Dion Lewis,False,20,27
2012.0,2012-12-30,16.0,17.0,22.094,PHI,NYG,L 7-42,False,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,15%,0,0%,2,9%,True,Dion Lewis,False,7,42
2014.0,2014-09-15,2.0,2.0,,IND,PHI,L 27-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dion Lewis,False,27,30
2015.0,2015-09-10,1.0,1.0,24.348,NWE,PIT,W 28-21,True,15,69,4.60,0,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,46,75%,0,0%,4,15%,False,Dion Lewis,True,28,21
2015.0,2015-09-20,2.0,2.0,24.358,NWE,BUF,W 40-32,True,7,40,5.71,1,9,6,98,16.33,0,66.7%,10.89,0,0,,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,73,85%,0,0%,4,11%,True,Dion Lewis,True,40,32
2015.0,2015-09-27,3.0,3.0,25.0,NWE,JAX,W 51-17,True,8,37,4.63,1,5,5,30,6.00,0,100.0%,6.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,35,44%,0,0%,0,0%,False,Dion Lewis,True,51,17
2015.0,2015-10-11,4.0,5.0,25.014,NWE,DAL,W 30-6,True,6,34,5.67,0,11,8,59,7.38,1,72.7%,5.36,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,42,71%,0,0%,0,0%,True,Dion Lewis,True,30,6
2015.0,2015-10-18,5.0,6.0,25.021,NWE,IND,W 34-27,True,4,21,5.25,0,6,3,18,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,57%,0,0%,0,0%,True,Dion Lewis,True,34,27
2015.0,2015-10-25,6.0,7.0,,NWE,NYJ,W 30-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dion Lewis,True,30,23
2015.0,2015-10-29,7.0,8.0,25.032,NWE,MIA,W 36-7,False,5,19,3.80,0,9,6,93,15.50,1,66.7%,10.33,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,54%,0,0%,0,0%,False,Dion Lewis,True,36,7
2015.0,2015-11-08,8.0,9.0,25.042,NWE,WAS,W 27-10,True,4,14,3.50,0,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,30%,0,0%,0,0%,False,Dion Lewis,True,27,10
