Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_Sfty,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-09-24,3.0,3.0,27.23,NYJ,MIA,W 20-6,True,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,71%,0,0%,0,0%,False,Jermaine Kearse,True,20,6
2017.0,2017-10-01,4.0,4.0,27.237,NYJ,JAX,W 23-20,True,7,4,17,4.25,0,57.1%,2.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,96%,0,0%,0,0%,False,Jermaine Kearse,True,23,20
2017.0,2017-10-08,5.0,5.0,27.244,NYJ,CLE,W 17-14,True,4,4,38,9.50,1,100.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,47,89%,0,0%,1,5%,True,Jermaine Kearse,True,17,14
2017.0,2017-10-15,6.0,6.0,27.251,NYJ,NWE,L 17-24,True,4,4,79,19.75,0,100.0%,19.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,80%,0,0%,0,0%,False,Jermaine Kearse,False,17,24
2017.0,2017-10-22,7.0,7.0,27.258,NYJ,MIA,L 28-31,True,4,1,29,29.00,1,25.0%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,91%,0,0%,0,0%,True,Jermaine Kearse,False,28,31
2017.0,2017-10-29,8.0,8.0,27.265,NYJ,ATL,L 20-25,True,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,87%,0,0%,0,0%,False,Jermaine Kearse,False,20,25
2017.0,2017-11-02,9.0,9.0,27.269,NYJ,BUF,W 34-21,True,6,2,38,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,84%,0,0%,3,9%,False,Jermaine Kearse,True,34,21
2017.0,2017-11-12,10.0,10.0,27.279,NYJ,TAM,L 10-15,True,8,4,35,8.75,0,50.0%,4.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,96%,0,0%,0,0%,True,Jermaine Kearse,False,10,15
2017.0,2017-11-26,11.0,12.0,27.293,NYJ,CAR,L 27-35,False,11,7,105,15.00,1,63.6%,9.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,83%,0,0%,0,0%,False,Jermaine Kearse,False,27,35
2017.0,2017-12-03,12.0,13.0,27.3,NYJ,KAN,W 38-31,True,10,9,157,17.44,0,90.0%,15.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,74,81%,0,0%,0,0%,False,Jermaine Kearse,True,38,31
2017.0,2017-12-10,13.0,14.0,27.307,NYJ,DEN,L 0-23,True,6,1,4,4.00,0,16.7%,0.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,88%,0,0%,0,0%,True,Jermaine Kearse,False,0,23
2017.0,2017-12-17,14.0,15.0,27.314,NYJ,NOR,L 19-31,False,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,65%,0,0%,0,0%,True,Jermaine Kearse,False,19,31
2017.0,2017-12-24,15.0,16.0,27.321,NYJ,LAC,L 7-14,True,8,5,42,8.40,0,62.5%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,88%,0,0%,0,0%,False,Jermaine Kearse,False,7,14
2017.0,2017-12-31,16.0,17.0,27.328,NYJ,NWE,L 6-26,True,7,5,59,11.80,0,71.4%,8.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,83%,0,0%,0,0%,True,Jermaine Kearse,False,6,26
2018.0,2018-09-10,1.0,1.0,,NYJ,DET,W 48-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jermaine Kearse,True,48,17
2018.0,2018-09-16,2.0,2.0,28.222,NYJ,MIA,L 12-20,False,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,31%,0,0%,0,0%,False,Jermaine Kearse,False,12,20
2018.0,2018-09-20,3.0,3.0,28.226,NYJ,CLE,L 17-21,False,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,54%,0,0%,0,0%,True,Jermaine Kearse,False,17,21
2018.0,2018-09-30,4.0,4.0,28.236,NYJ,JAX,L 12-31,False,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,86%,0,0%,0,0%,True,Jermaine Kearse,False,12,31
2018.0,2018-10-07,5.0,5.0,28.243,NYJ,DEN,W 34-16,True,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,63%,0,0%,1,3%,False,Jermaine Kearse,True,34,16
2018.0,2018-10-14,6.0,6.0,28.25,NYJ,IND,W 42-34,True,10,9,94,10.44,0,90.0%,9.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,83%,0,0%,1,3%,False,Jermaine Kearse,True,42,34
2018.0,2018-10-21,7.0,7.0,28.257,NYJ,MIN,L 17-37,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,90%,0,0%,0,0%,False,Jermaine Kearse,False,17,37
2018.0,2018-10-28,8.0,8.0,28.264,NYJ,CHI,L 10-24,True,10,3,30,10.00,0,30.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,96%,0,0%,0,0%,True,Jermaine Kearse,False,10,24
2018.0,2018-11-04,9.0,9.0,28.271,NYJ,MIA,L 6-13,True,9,3,20,6.67,0,33.3%,2.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,73%,0,0%,0,0%,True,Jermaine Kearse,False,6,13
2018.0,2018-11-11,10.0,10.0,28.278,NYJ,BUF,L 10-41,False,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,89%,0,0%,0,0%,False,Jermaine Kearse,False,10,41
2018.0,2018-11-25,11.0,12.0,28.292,NYJ,NWE,L 13-27,True,12,6,66,11.00,1,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,62%,0,0%,0,0%,False,Jermaine Kearse,False,13,27
2018.0,2018-12-02,12.0,13.0,28.299,NYJ,TEN,L 22-26,True,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,71%,0,0%,0,0%,True,Jermaine Kearse,False,22,26
2018.0,2018-12-09,13.0,14.0,28.306,NYJ,BUF,W 27-23,True,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,52%,0,0%,0,0%,True,Jermaine Kearse,True,27,23
2018.0,2018-12-15,14.0,15.0,28.312,NYJ,HOU,L 22-29,True,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,83%,0,0%,0,0%,False,Jermaine Kearse,False,22,29
2018.0,2018-12-23,15.0,16.0,28.32,NYJ,GNB,L 38-44,False,4,4,55,13.75,0,100.0%,13.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,57%,0,0%,0,0%,False,Jermaine Kearse,False,38,44
2018.0,2018-12-30,16.0,17.0,,NYJ,NWE,L 3-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jermaine Kearse,False,3,38
,99 Games,,,,,,57-41-1,False,449,255,3290,12.90,17,56.8%,7.33,2,15,7.50,0,1,1,100.00,17,0,0,118.7,0,0,17.00,17.00,13,283,21.77,0,1,17,104,0.0,9,4,13,0,0,3,1,1,2,0,0,,,,,,,False,Jermaine Kearse,False,41,1
