Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2005,2005-09-11,1,1,22.301,CHI,WAS,True,15,28,53.57,141,0,1,52.8,3,16,5.04,3.43,0,0,,0,0,0,2,1,0,1,0,0,,,,,,,True,False,7,9,Kyle Orton
2005,2005-09-18,2,2,22.308,CHI,DET,True,14,21,66.67,150,1,0,103.3,2,12,7.14,8.10,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,38,6,Kyle Orton
2005,2005-09-25,3,3,22.315,CHI,CIN,True,17,39,43.59,149,0,5,14.7,0,0,3.82,-1.95,1,0,0.00,0,0,0,1,0,0,1,-1,0,,,,,,,False,False,7,24,Kyle Orton
2005,2005-10-09,4,5,22.329,CHI,CLE,True,16,26,61.54,117,1,0,84.9,4,27,4.50,5.27,3,14,4.67,0,0,0,2,1,0,0,-9,0,,,,,,,True,False,10,20,Kyle Orton
2005,2005-10-16,5,6,22.336,CHI,MIN,True,16,25,64.00,117,2,1,84.9,3,20,4.68,4.48,4,4,1.00,0,0,0,1,1,0,0,0,0,,,,,,,False,True,28,3,Kyle Orton
2005,2005-10-23,6,7,22.343,CHI,BAL,True,15,29,51.72,145,1,0,77.5,2,12,5.00,5.69,2,-2,-1.00,0,0,0,1,0,0,0,0,0,,,,,,,False,True,10,6,Kyle Orton
2005,2005-10-30,7,8,22.350,CHI,DET,True,17,31,54.84,230,1,0,89.4,2,12,7.42,8.06,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,19,13,Kyle Orton
2005,2005-11-06,8,9,22.357,CHI,NOR,True,12,26,46.15,137,1,2,43.3,2,6,5.27,2.58,1,6,6.00,0,0,0,1,1,0,0,0,0,,,,,,,True,True,20,17,Kyle Orton
2005,2005-11-13,9,10,22.364,CHI,SFO,True,8,13,61.54,67,0,1,42.8,0,0,5.15,1.69,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,,,,,False,True,17,9,Kyle Orton
2005,2005-11-20,10,11,23.006,CHI,CAR,True,15,26,57.69,136,1,1,68.7,0,0,5.23,4.27,2,-2,-1.00,0,0,0,0,,0,0,0,0,,,,,,,False,True,13,3,Kyle Orton
2005,2005-11-27,11,12,23.013,CHI,TAM,True,14,28,50.00,134,1,1,60.7,2,13,4.79,3.89,3,19,6.33,0,0,0,2,0,0,0,0,0,,,,,,,True,True,13,10,Kyle Orton
2005,2005-12-04,12,13,23.020,CHI,GNB,True,6,17,35.29,68,0,1,23.7,3,19,4.00,1.35,1,0,0.00,0,0,0,1,1,0,0,-2,0,,,,,,,False,True,19,7,Kyle Orton
2005,2005-12-11,13,14,23.027,CHI,PIT,True,17,35,48.57,207,0,0,67.2,3,22,5.91,5.91,3,8,2.67,0,0,0,0,,0,0,0,0,,,,,,,True,False,9,21,Kyle Orton
2005,2005-12-18,14,15,23.034,CHI,ATL,True,2,10,20.00,12,0,0,39.6,1,7,1.20,1.20,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,16,3,Kyle Orton
2005,2005-12-25,15,16,,CHI,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,24,17,Kyle Orton
