Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-09-10,1.0,1.0,,CHI,ATL,L 17-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Mitchell Trubisky,False,17,23
2017.0,2017-09-17,2.0,2.0,,CHI,TAM,L 7-29,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Mitchell Trubisky,False,7,29
2017.0,2017-09-24,3.0,3.0,,CHI,PIT,W 23-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Mitchell Trubisky,True,23,17
2017.0,2017-09-28,4.0,4.0,,CHI,GNB,L 14-35,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Mitchell Trubisky,False,14,35
2017.0,2017-10-09,5.0,5.0,23.05,CHI,MIN,L 17-20,True,12,25,48.00,128,1,1,60.1,1,7,5.12,4.12,3,22,7.33,0,1,0,2,1,1,0,0,0,0,61,100%,0,0%,0,0%,False,Mitchell Trubisky,False,17,20
2017.0,2017-10-15,6.0,6.0,23.056,CHI,BAL,W 27-24,True,8,16,50.00,113,1,0,94.0,4,23,7.06,8.31,4,32,8.00,0,,0,0,2,1,0,2,0,0,80,100%,0,0%,0,0%,True,Mitchell Trubisky,True,27,24
2017.0,2017-10-22,7.0,7.0,23.063,CHI,CAR,W 17-3,True,4,7,57.14,107,0,0,101.8,4,22,15.29,15.29,5,3,0.60,0,,0,0,0,0,0,0,0,0,38,100%,0,0%,0,0%,False,Mitchell Trubisky,True,17,3
2017.0,2017-10-29,8.0,8.0,23.07,CHI,NOR,L 12-20,True,14,32,43.75,164,0,1,46.9,2,14,5.13,3.72,3,53,17.67,0,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,True,Mitchell Trubisky,False,12,20
2017.0,2017-11-12,9.0,10.0,23.084,CHI,GNB,L 16-23,True,21,35,60.00,297,1,0,97.0,5,29,8.49,9.06,0,0,,0,,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,False,Mitchell Trubisky,False,16,23
2017.0,2017-11-19,10.0,11.0,23.091,CHI,DET,L 24-27,True,18,30,60.00,179,1,0,88.1,1,3,5.97,6.63,6,53,8.83,0,,0,0,1,1,0,0,0,0,63,100%,0,0%,0,0%,False,Mitchell Trubisky,False,24,27
