Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-10-08,5.0,5.0,29.069,CIN,BUF,W 20-16,True,13,7,189,27.00,1,53.8%,14.54,0,0,,0,1,6,0,0,0,0,1,1,0,0,0,0,57,86%,0,0%,0,0%,False,A.J. Green,True,20,16
2017.0,2017-10-22,6.0,7.0,29.083,CIN,PIT,L 14-29,True,6,3,41,13.67,0,50.0%,6.83,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,88%,0,0%,0,0%,True,A.J. Green,False,14,29
2017.0,2017-10-29,7.0,8.0,29.09,CIN,IND,W 24-23,True,8,3,27,9.00,1,37.5%,3.38,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,53,95%,0,0%,0,0%,False,A.J. Green,True,24,23
2017.0,2017-11-05,8.0,9.0,29.097,CIN,JAX,L 7-23,True,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38%,0,0%,0,0%,True,A.J. Green,False,7,23
2017.0,2017-11-12,9.0,10.0,29.104,CIN,TEN,L 20-24,True,7,5,115,23.00,1,71.4%,16.43,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,49,96%,0,0%,0,0%,True,A.J. Green,False,20,24
2017.0,2017-11-19,10.0,11.0,29.111,CIN,DEN,W 20-17,True,9,4,50,12.50,1,44.4%,5.56,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,48,87%,0,0%,0,0%,True,A.J. Green,True,20,17
2017.0,2017-11-26,11.0,12.0,29.118,CIN,CLE,W 30-16,True,8,5,66,13.20,0,62.5%,8.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,56,92%,0,0%,0,0%,False,A.J. Green,True,30,16
2017.0,2017-12-04,12.0,13.0,29.126,CIN,PIT,L 20-23,True,16,7,77,11.00,2,43.8%,4.81,0,0,,0,2,12,0,0,0,0,0,0,0,0,0,0,62,97%,0,0%,0,0%,False,A.J. Green,False,20,23
2017.0,2017-12-10,13.0,14.0,29.132,CIN,CHI,L 7-33,True,12,5,64,12.80,0,41.7%,5.33,0,0,,0,0,0,0,0,0,1,1,1,0,0,0,0,43,80%,2,3%,0,0%,False,A.J. Green,False,7,33
2017.0,2017-12-17,14.0,15.0,29.139,CIN,MIN,L 7-34,True,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,42,81%,0,0%,0,0%,True,A.J. Green,False,7,34
2017.0,2017-12-24,15.0,16.0,29.146,CIN,DET,W 26-17,True,10,6,81,13.50,0,60.0%,8.10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,79,94%,0,0%,0,0%,False,A.J. Green,True,26,17
2017.0,2017-12-31,16.0,17.0,29.153,CIN,BAL,W 31-27,True,10,2,17,8.50,0,20.0%,1.70,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,75,95%,0,0%,0,0%,True,A.J. Green,True,31,27
2018.0,2018-09-09,1.0,1.0,30.04,CIN,IND,W 34-23,True,8,6,92,15.33,1,75.0%,11.50,0,0,,0,1,6,0,0,0,0,2,1,0,0,0,0,53,95%,0,0%,0,0%,True,A.J. Green,True,34,23
2018.0,2018-09-13,2.0,2.0,30.044,CIN,BAL,W 34-23,True,9,5,69,13.80,3,55.6%,7.67,0,0,,0,3,18,0,0,0,0,0,0,0,0,0,0,69,91%,0,0%,0,0%,False,A.J. Green,True,34,23
2018.0,2018-09-23,3.0,3.0,30.054,CIN,CAR,L 21-31,True,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,51%,0,0%,0,0%,True,A.J. Green,False,21,31
2018.0,2018-09-30,4.0,4.0,30.061,CIN,ATL,W 37-36,True,8,4,78,19.50,1,50.0%,9.75,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,69,95%,0,0%,0,0%,True,A.J. Green,True,37,36
2018.0,2018-10-07,5.0,5.0,30.068,CIN,MIA,W 27-17,True,10,6,112,18.67,0,60.0%,11.20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85%,0,0%,0,0%,False,A.J. Green,True,27,17
2018.0,2018-10-14,6.0,6.0,30.075,CIN,PIT,L 21-28,True,12,7,85,12.14,0,58.3%,7.08,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,58,95%,0,0%,0,0%,False,A.J. Green,False,21,28
2018.0,2018-10-21,7.0,7.0,30.082,CIN,KAN,L 10-45,True,14,7,117,16.71,0,50.0%,8.36,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,46,81%,0,0%,0,0%,True,A.J. Green,False,10,45
2018.0,2018-10-28,8.0,8.0,30.089,CIN,TAM,W 37-34,True,7,5,76,15.20,1,71.4%,10.86,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,62,94%,0,0%,0,0%,False,A.J. Green,True,37,34
2018.0,2018-11-11,9.0,10.0,,CIN,NOR,L 14-51,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,False,14,51
2018.0,2018-11-18,10.0,11.0,,CIN,BAL,L 21-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,21,24
2018.0,2018-11-25,11.0,12.0,,CIN,CLE,L 20-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,False,20,35
2018.0,2018-12-02,12.0,13.0,30.124,CIN,DEN,L 10-24,True,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25%,0,0%,0,0%,False,A.J. Green,False,10,24
2018.0,2018-12-09,13.0,14.0,,CIN,LAC,L 21-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,A.J. Green,False,21,26
2018.0,2018-12-16,14.0,15.0,,CIN,OAK,W 30-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,A.J. Green,True,30,16
2018.0,2018-12-23,15.0,16.0,,CIN,CLE,L 18-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,A.J. Green,False,18,26
2018.0,2018-12-30,16.0,17.0,,CIN,PIT,L 13-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,A.J. Green,False,13,16
2019.0,2019-09-08,1.0,1.0,,CIN,SEA,L 20-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,20,21
2019.0,2019-09-15,2.0,2.0,,CIN,SFO,L 17-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,False,17,41
2019.0,2019-09-22,3.0,3.0,,CIN,BUF,L 17-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,17,21
2019.0,2019-09-30,4.0,4.0,,CIN,PIT,L 3-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,3,27
2019.0,2019-10-06,5.0,5.0,,CIN,ARI,L 23-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,False,23,26
2019.0,2019-10-13,6.0,6.0,,CIN,BAL,L 17-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,17,23
2019.0,2019-10-20,7.0,7.0,,CIN,JAX,L 17-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,False,17,27
2019.0,2019-10-27,8.0,8.0,,CIN,LAR,L 10-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,10,24
2019.0,2019-11-10,9.0,10.0,,CIN,BAL,L 13-49,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,False,13,49
2019.0,2019-11-17,10.0,11.0,,CIN,OAK,L 10-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,10,17
2019.0,2019-11-24,11.0,12.0,,CIN,PIT,L 10-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,False,10,16
2019.0,2019-12-01,12.0,13.0,,CIN,NYJ,W 22-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,True,22,6
2019.0,2019-12-08,13.0,14.0,,CIN,CLE,L 19-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,19,27
2019.0,2019-12-15,14.0,15.0,,CIN,NWE,L 13-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,A.J. Green,False,13,34
2019.0,2019-12-22,15.0,16.0,,CIN,MIA,L 35-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,A.J. Green,False,35,38
2019.0,2019-12-29,16.0,17.0,,CIN,CLE,W 33-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,A.J. Green,True,33,23
2020.0,2020-09-13,1.0,1.0,32.044,CIN,LAC,L 13-16,True,9,5,51,10.20,0,55.6%,5.67,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,66%,0,0%,0,0%,False,A.J. Green,False,13,16
2020.0,2020-09-17,2.0,2.0,32.048,CIN,CLE,L 30-35,True,13,3,29,9.67,0,23.1%,2.23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,57,62%,0,0%,0,0%,True,A.J. Green,False,30,35
2020.0,2020-09-27,3.0,3.0,32.058,CIN,PHI,T 23-23,False,6,5,36,7.20,0,83.3%,6.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,55,76%,0,0%,0,0%,True,A.J. Green,False,23,23
2020.0,2020-10-04,4.0,4.0,32.065,CIN,JAX,W 33-25,True,5,1,3,3.00,0,20.0%,0.60,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,53,71%,0,0%,0,0%,False,A.J. Green,True,33,25
2020.0,2020-10-11,5.0,5.0,32.072,CIN,BAL,L 3-27,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42%,0,0%,0,0%,True,A.J. Green,False,3,27
2020.0,2020-10-18,6.0,6.0,32.079,CIN,IND,L 27-31,True,11,8,96,12.00,0,72.7%,8.73,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,58,79%,0,0%,0,0%,True,A.J. Green,False,27,31
2020.0,2020-10-25,7.0,7.0,32.086,CIN,CLE,L 34-37,True,13,7,82,11.71,0,53.8%,6.31,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,65,87%,0,0%,0,0%,False,A.J. Green,False,34,37
2020.0,2020-11-01,8.0,8.0,32.093,CIN,TEN,W 31-20,True,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,62,85%,0,0%,0,0%,False,A.J. Green,True,31,20
2020.0,2020-11-15,9.0,10.0,32.107,CIN,PIT,L 10-36,True,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,54,83%,0,0%,0,0%,True,A.J. Green,False,10,36
2020.0,2020-11-22,10.0,11.0,32.114,CIN,WAS,L 9-20,True,9,4,41,10.25,1,44.4%,4.56,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,54,79%,0,0%,0,0%,True,A.J. Green,False,9,20
2020.0,2020-11-29,11.0,12.0,32.121,CIN,NYG,L 17-19,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,82%,0,0%,0,0%,False,A.J. Green,False,17,19
2020.0,2020-12-06,12.0,13.0,32.128,CIN,MIA,L 7-19,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,87%,0,0%,0,0%,True,A.J. Green,False,7,19
2020.0,2020-12-13,13.0,14.0,32.135,CIN,DAL,L 7-30,False,7,6,62,10.33,1,85.7%,8.86,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,63,88%,0,0%,0,0%,False,A.J. Green,False,7,30
2020.0,2020-12-21,14.0,15.0,32.143,CIN,PIT,W 27-17,True,3,2,40,20.00,0,66.7%,13.33,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,51,91%,0,0%,0,0%,False,A.J. Green,True,27,17
2020.0,2020-12-27,15.0,16.0,32.149,CIN,HOU,W 37-31,True,7,4,64,16.00,0,57.1%,9.14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,56,74%,0,0%,0,0%,True,A.J. Green,True,37,31
2020.0,2021-01-03,16.0,17.0,32.156,CIN,BAL,L 3-38,True,6,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,34,79%,0,0%,0,0%,False,A.J. Green,False,3,38
2021.0,2021-09-12,1.0,1.0,33.043,ARI,TEN,W 38-13,False,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,55,80%,0,0%,0,0%,True,A.J. Green,True,38,13
2021.0,2021-09-19,2.0,2.0,33.05,ARI,MIN,W 34-33,False,6,3,44,14.67,1,50.0%,7.33,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,51,84%,0,0%,0,0%,False,A.J. Green,True,34,33
2021.0,2021-09-26,3.0,3.0,33.057,ARI,JAX,W 31-19,True,6,5,112,22.40,0,83.3%,18.67,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,53,79%,0,0%,0,0%,True,A.J. Green,True,31,19
2021.0,2021-10-03,4.0,4.0,33.064,ARI,LAR,W 37-20,True,6,5,67,13.40,1,83.3%,11.17,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,67,86%,0,0%,0,0%,True,A.J. Green,True,37,20
2021.0,2021-10-10,5.0,5.0,33.071,ARI,SFO,W 17-10,True,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,49,80%,0,0%,1,5%,False,A.J. Green,True,17,10
2021.0,2021-10-17,6.0,6.0,33.078,ARI,CLE,W 37-14,True,6,5,79,15.80,1,83.3%,13.17,0,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,68,91%,0,0%,0,0%,True,A.J. Green,True,37,14
2021.0,2021-10-24,7.0,7.0,33.085,ARI,HOU,W 31-5,True,3,3,66,22.00,0,100.0%,22.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,60,85%,0,0%,0,0%,False,A.J. Green,True,31,5
2021.0,2021-10-28,8.0,8.0,33.089,ARI,GNB,L 21-24,True,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,56,95%,0,0%,0,0%,False,A.J. Green,False,21,24
2021.0,2021-11-07,9.0,9.0,,ARI,SFO,W 31-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,A.J. Green,True,31,17
2021.0,2021-11-14,10.0,10.0,33.106,ARI,CAR,L 10-34,False,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,38,69%,0,0%,0,0%,False,A.J. Green,False,10,34
2021.0,2021-11-21,11.0,11.0,33.113,ARI,SEA,W 23-13,False,7,4,78,19.50,0,57.1%,11.14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,57,69%,0,0%,0,0%,True,A.J. Green,True,23,13
2021.0,2021-12-05,12.0,13.0,33.127,ARI,CHI,W 33-22,False,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,36,68%,0,0%,1,4%,True,A.J. Green,True,33,22
2021.0,2021-12-13,13.0,14.0,33.135,ARI,LAR,L 23-30,False,10,7,102,14.57,0,70.0%,10.20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,56,72%,0,0%,0,0%,False,A.J. Green,False,23,30
2021.0,2021-12-19,14.0,15.0,33.141,ARI,DET,L 12-30,True,8,4,64,16.00,0,50.0%,8.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,56,75%,0,0%,0,0%,True,A.J. Green,False,12,30
2021.0,2021-12-25,15.0,16.0,33.147,ARI,IND,L 16-22,True,3,1,33,33.00,0,33.3%,11.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,56,86%,0,0%,0,0%,False,A.J. Green,False,16,22
2021.0,2022-01-02,16.0,17.0,33.155,ARI,DAL,W 25-22,False,6,3,74,24.67,0,50.0%,12.33,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,62,81%,0,0%,0,0%,True,A.J. Green,True,25,22
2021.0,2022-01-09,17.0,18.0,33.162,ARI,SEA,L 30-38,True,9,4,23,5.75,0,44.4%,2.56,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,68,89%,0,0%,0,0%,False,A.J. Green,False,30,38
,143 Games,,,,,,80-61-2,False,1222,703,10278,14.62,68,57.5%,8.41,11,93,8.45,0,68,408,0,0,0,1,12,7,0,2,0,0,,,,,,,False,A.J. Green,False,61,2
