Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-09-24,3,3,31.289,PHI,SFO,False,0,0,,0,0,0,,0,0,0,,0,,,,5,5,100.0,1,2,50.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,True,38,24,David Akers
2006,2006-10-02,4,4,31.297,PHI,GNB,False,0,0,,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,True,31,9,David Akers
2006,2006-10-08,5,5,31.303,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,0,,,,5,5,100.0,1,1,100.0,0,8,0.0,1,0,1,0,0,0,0,,0,,,,,,,False,True,38,24,David Akers
2006,2006-10-15,6,6,31.310,PHI,NOR,False,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,False,24,27,David Akers
2006,2006-10-22,7,7,31.317,PHI,TAM,False,0,0,,0,0,0,,0,0,,,0,,,,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,False,21,23,David Akers
2006,2006-10-29,8,8,31.324,PHI,JAX,False,0,0,,0,0,0,,0,0,0,,0,,,,,,,2,2,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,False,6,13,David Akers
2006,2006-11-12,9,10,31.338,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,False,True,27,3,David Akers
2006,2006-11-19,10,11,31.345,PHI,TEN,False,0,0,,0,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,False,13,31,David Akers
2006,2006-11-26,11,12,31.352,PHI,IND,False,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,,1,0.0,0,3,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,False,21,45,David Akers
2006,2006-12-04,12,13,31.360,PHI,CAR,False,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,False,True,27,24,David Akers
2006,2006-12-10,13,14,32.001,PHI,WAS,False,0,0,,0,0,0,,0,0,,,0,,,,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,True,21,19,David Akers
2006,2006-12-17,14,15,32.008,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,0,,,,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,True,36,22,David Akers
2006,2006-12-25,15,16,32.016,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,True,23,7,David Akers
2006,2006-12-31,16,17,32.022,PHI,ATL,False,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,True,24,17,David Akers
2007,2007-09-09,1,1,32.274,PHI,GNB,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,True,False,13,16,David Akers
2007,2007-09-17,2,2,32.282,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0.0,,,,,,0,0,,0,,,,,,,False,False,12,20,David Akers
2007,2007-09-23,3,3,32.288,PHI,DET,False,0,0,,0,0,0,,0,0,,,,,,,8,8,100.0,,,,0,8,0.0,,,,,,0,0,,,,,,,,,False,True,56,21,David Akers
2007,2007-09-30,4,4,32.295,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0.0,,,,,,0,0,,0,,,,,,,True,False,3,16,David Akers
2007,2007-10-14,5,6,32.309,PHI,NYJ,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,3,5,60.0,0,10,0.0,,,,,,0,0,,0,,,,,,,True,True,16,9,David Akers
2007,2007-10-21,6,7,32.316,PHI,CHI,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,0,,0,,,,,,,False,False,16,19,David Akers
2007,2007-10-28,7,8,32.323,PHI,MIN,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,4,75.0,0,11,0.0,,,,,,0,0,,0,,,,,,,True,True,23,16,David Akers
2007,2007-11-04,8,9,32.330,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,False,17,38,David Akers
2007,2007-11-11,9,10,32.337,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,0,,0,,,,,,,True,True,33,25,David Akers
2007,2007-11-18,10,11,32.344,PHI,MIA,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,True,17,7,David Akers
2007,2007-11-25,11,12,32.351,PHI,NWE,False,0,0,,0,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,0.0,1,0,1,0,0,0,0,,,,,,,,,True,False,28,31,David Akers
2007,2007-12-02,12,13,32.358,PHI,SEA,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,0,,0,,,,,,,False,False,24,28,David Akers
2007,2007-12-09,13,14,33.000,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,0,0,,0,,,,,,,False,False,13,16,David Akers
2007,2007-12-16,14,15,33.007,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,True,10,6,David Akers
2007,2007-12-23,15,16,33.014,PHI,NOR,False,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,True,38,23,David Akers
2007,2007-12-30,16,17,33.021,PHI,BUF,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,,0,,,,,,,False,True,17,9,David Akers
2008,2008-09-07,1,1,33.273,PHI,STL,False,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,38,3,David Akers
2008,2008-09-15,2,2,33.281,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,37,41,David Akers
2008,2008-09-21,3,3,33.287,PHI,PIT,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,15,6,David Akers
2008,2008-09-28,4,4,33.294,PHI,CHI,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,4,50.0,0,8,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,False,20,24,David Akers
2008,2008-10-05,5,5,33.301,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,17,23,David Akers
2008,2008-10-12,6,6,33.308,PHI,SFO,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,4,5,80.0,0,16,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,40,26,David Akers
2008,2008-10-26,7,8,33.322,PHI,ATL,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,27,14,David Akers
2008,2008-11-02,8,9,33.329,PHI,SEA,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,26,7,David Akers
2008,2008-11-09,9,10,33.336,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,31,36,David Akers
2008,2008-11-16,10,11,33.343,PHI,CIN,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,13,13,David Akers
2008,2008-11-23,11,12,33.350,PHI,BAL,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,7,36,David Akers
2008,2008-11-27,12,13,33.354,PHI,ARI,False,0,0,,0,0,0,,0,0,0,,,,,,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,48,20,David Akers
2008,2008-12-07,13,14,33.364,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,4,50.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,20,14,David Akers
2008,2008-12-15,14,15,34.006,PHI,CLE,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,30,10,David Akers
2008,2008-12-21,15,16,34.012,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,3,10,David Akers
2008,2008-12-28,16,17,34.019,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,3,4,75.0,0,14,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,44,6,David Akers
2009,2009-09-13,1,1,34.278,PHI,CAR,False,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,38,10,David Akers
2009,2009-09-20,2,2,34.285,PHI,NOR,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,22,48,David Akers
2009,2009-09-27,3,3,34.292,PHI,KAN,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,34,14,David Akers
2009,2009-10-11,4,5,34.306,PHI,TAM,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,33,14,David Akers
2009,2009-10-18,5,6,34.313,PHI,OAK,False,0,0,,0,0,0,,0,0,0,,,,,,,,,3,5,60.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,9,13,David Akers
2009,2009-10-26,6,7,34.321,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,True,27,17,David Akers
2009,2009-11-01,7,8,34.327,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,4,5,80.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,40,17,David Akers
2009,2009-11-08,8,9,34.334,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,16,20,David Akers
2009,2009-11-15,9,10,34.341,PHI,SDG,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,23,31,David Akers
2009,2009-11-22,10,11,34.348,PHI,CHI,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,True,24,20,David Akers
2009,2009-11-29,11,12,34.355,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,27,24,David Akers
2009,2009-12-06,12,13,34.362,PHI,ATL,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,34,7,David Akers
2009,2009-12-13,13,14,35.004,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,4,5,80.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,45,38,David Akers
2009,2009-12-20,14,15,35.011,PHI,SFO,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,27,13,David Akers
2009,2009-12-27,15,16,35.018,PHI,DEN,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,30,27,David Akers
2009,2010-01-03,16,17,35.025,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,0,24,David Akers
2010,2010-09-12,1,1,35.277,PHI,GNB,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,20,27,David Akers
2010,2010-09-19,2,2,35.284,PHI,DET,False,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,,,,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,35,32,David Akers
2010,2010-09-26,3,3,35.291,PHI,JAX,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,28,3,David Akers
2010,2010-10-03,4,4,35.298,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,12,17,David Akers
2010,2010-10-10,5,5,35.305,PHI,SFO,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,True,27,24,David Akers
2010,2010-10-17,6,6,35.312,PHI,ATL,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,4,25.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,31,17,David Akers
2010,2010-10-24,7,7,35.319,PHI,TEN,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,19,37,David Akers
2010,2010-11-07,8,9,35.333,PHI,IND,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,26,24,David Akers
2010,2010-11-15,9,10,35.341,PHI,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,8,8,100.0,1,1,100.0,0,11,0.0,0,1,1,0,0,0,0,,0,,,,,,,True,True,59,28,David Akers
2010,2010-11-21,10,11,35.347,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,27,17,David Akers
2010,2010-11-28,11,12,35.354,PHI,CHI,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,26,31,David Akers
2010,2010-12-02,12,13,35.358,PHI,HOU,False,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,34,24,David Akers
2010,2010-12-12,13,14,36.003,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,30,27,David Akers
2010,2010-12-19,14,15,36.010,PHI,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,38,31,David Akers
2010,2010-12-28,15,16,36.019,PHI,MIN,False,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,14,24,David Akers
2010,2011-01-02,16,17,36.024,PHI,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,13,14,David Akers
2011,2011-09-11,1,1,36.276,SFO,SEA,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,33,17,David Akers
2011,2011-09-18,2,2,36.283,SFO,DAL,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,,,,,,,False,False,24,27,David Akers
2011,2011-09-25,3,3,36.290,SFO,CIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,13,8,David Akers
2011,2011-10-02,4,4,36.297,SFO,PHI,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,True,24,23,David Akers
2011,2011-10-09,5,5,36.304,SFO,TAM,False,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,2,2,100.0,0,12,0.0,1,0,1,0,0,0,0,,0,,,,,,,False,True,48,3,David Akers
2011,2011-10-16,6,6,36.311,SFO,DET,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,25,19,David Akers
2011,2011-10-30,7,8,36.325,SFO,CLE,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,20,10,David Akers
2011,2011-11-06,8,9,36.332,SFO,WAS,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,True,19,11,David Akers
2011,2011-11-13,9,10,36.339,SFO,NYG,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,1,0,1,0,0,0,0,,0,,,,,,,False,True,27,20,David Akers
2011,2011-11-20,10,11,36.346,SFO,ARI,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,6,50.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,23,7,David Akers
2011,2011-11-24,11,12,36.350,SFO,BAL,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,6,16,David Akers
2011,2011-12-04,12,13,36.360,SFO,STL,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,26,0,David Akers
2011,2011-12-11,13,14,37.002,SFO,ARI,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,19,21,David Akers
2011,2011-12-19,14,15,37.010,SFO,PIT,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,20,3,David Akers
2011,2011-12-24,15,16,37.015,SFO,SEA,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,True,19,17,David Akers
2011,2012-01-01,16,17,37.023,SFO,STL,False,0,0,,0,1,1,100.00,14,1,0,158.3,0,0,14.00,34.00,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,34,27,David Akers
2012,2012-09-09,1,1,37.275,SFO,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,12,41%,True,True,30,22,David Akers
2012,2012-09-16,2,2,37.282,SFO,DET,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,12,41%,False,True,27,19,David Akers
2012,2012-09-23,3,3,37.289,SFO,MIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,35%,True,False,13,24,David Akers
2012,2012-09-30,4,4,37.296,SFO,NYJ,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,4,50.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,14,52%,True,True,34,0,David Akers
2012,2012-10-07,5,5,37.303,SFO,BUF,False,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,15,56%,False,True,45,3,David Akers
2012,2012-10-14,6,6,37.310,SFO,NYG,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,3,33.3,0,3,0.0,1,0,1,0,0,0,0,,0,0,0%,0,0%,5,19%,False,False,3,26,David Akers
2012,2012-10-18,7,7,37.314,SFO,SEA,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,30%,False,True,13,6,David Akers
2012,2012-10-29,8,8,37.325,SFO,ARI,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,38%,True,True,24,3,David Akers
2012,2012-11-11,9,10,37.338,SFO,STL,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,33%,False,False,24,24,David Akers
2012,2012-11-19,10,11,37.346,SFO,CHI,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,50%,False,True,32,7,David Akers
2012,2012-11-25,11,12,37.352,SFO,NOR,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,3,33.3,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,45%,True,True,31,21,David Akers
2012,2012-12-02,12,13,37.359,SFO,STL,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,30%,True,False,13,16,David Akers
2012,2012-12-09,13,14,38.000,SFO,MIA,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,42%,False,True,27,13,David Akers
2012,2012-12-16,14,15,38.007,SFO,NWE,False,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,2,3,66.7,0,11,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,15,38%,True,True,41,34,David Akers
2012,2012-12-23,15,16,38.014,SFO,SEA,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,1,0,1,0,0,0,0,,0,0,0%,0,0%,8,32%,True,False,13,42,David Akers
2012,2012-12-30,16,17,38.021,SFO,ARI,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,4,50.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,43%,False,True,27,13,David Akers
2013,2013-09-08,1,1,38.273,DET,MIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,21%,False,True,34,24,David Akers
2013,2013-09-15,2,2,38.280,DET,ARI,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,19%,True,False,21,25,David Akers
2013,2013-09-22,3,3,38.287,DET,WAS,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,16%,True,True,27,20,David Akers
2013,2013-09-29,4,4,38.294,DET,CHI,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,4,4,100.0,0,16,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,23%,False,True,40,32,David Akers
2013,2013-10-06,5,5,38.301,DET,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,2,8%,True,False,9,22,David Akers
2013,2013-10-13,6,6,38.308,DET,CLE,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,17%,True,True,31,17,David Akers
2013,2013-10-20,7,7,38.315,DET,CIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,17%,False,False,24,27,David Akers
2013,2013-10-27,8,8,38.322,DET,DAL,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,14%,False,True,31,30,David Akers
2013,2013-11-10,9,10,38.336,DET,CHI,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,16%,True,True,21,19,David Akers
2013,2013-11-17,10,11,38.343,DET,PIT,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,17%,True,False,27,37,David Akers
2013,2013-11-24,11,12,38.350,DET,TAM,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,11%,False,False,21,24,David Akers
2013,2013-11-28,12,13,38.354,DET,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,26%,False,True,40,10,David Akers
