Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2009.0,2009-11-22,10.0,11.0,30.207,STL,ARI,L 13-21,False,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,13,21
2009.0,2009-11-29,11.0,12.0,30.214,STL,SEA,L 17-27,False,0,0,,0,0,0,,0,,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,17,27
2009.0,2009-12-06,12.0,13.0,30.221,STL,CHI,L 9-17,False,0,0,,0,0,0,,0,,,,,,,3,3,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,9,17
2009.0,2009-12-13,13.0,14.0,30.228,STL,TEN,L 7-47,False,0,0,,0,0,0,,0,,,,1,1,100.0,,,,0,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,7,47
2009.0,2009-12-20,14.0,15.0,30.235,STL,HOU,L 13-16,False,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,13,16
2009.0,2009-12-27,15.0,16.0,30.242,STL,ARI,L 10-31,False,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,10,31
2009.0,2010-01-03,16.0,17.0,30.249,STL,SFO,L 6-28,False,0,0,,0,0,0,,0,,,,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,6,28
2010.0,2010-09-12,1.0,1.0,31.136,STL,ARI,L 13-17,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,13,17
2010.0,2010-09-19,2.0,2.0,31.143,STL,OAK,L 14-16,False,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,14,16
2010.0,2010-09-26,3.0,3.0,31.15,STL,WAS,W 30-16,False,0,0,,0,0,0,,0,0,,,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,True,30,16
2010.0,2010-10-03,4.0,4.0,31.157,STL,SEA,W 20-3,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,True,20,3
2010.0,2010-10-10,5.0,5.0,31.164,STL,DET,L 6-44,False,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,6,44
2010.0,2010-10-17,6.0,6.0,31.171,STL,SDG,W 20-17,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,1,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,True,20,17
2010.0,2010-10-24,7.0,7.0,31.178,STL,TAM,L 17-18,False,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,17,18
2010.0,2010-10-31,8.0,8.0,31.185,STL,CAR,W 20-10,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,True,20,10
2010.0,2010-11-14,9.0,10.0,31.199,STL,SFO,L 20-23,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,20,23
2010.0,2010-11-21,10.0,11.0,31.206,STL,ATL,L 17-34,False,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,17,34
2010.0,2010-11-28,11.0,12.0,31.213,STL,DEN,W 36-33,False,0,0,,0,0,0,,0,0,,,3,4,75.0,3,4,75.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,True,36,33
2010.0,2010-12-05,12.0,13.0,31.22,STL,ARI,W 19-6,False,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,True,19,6
2010.0,2010-12-12,13.0,14.0,31.227,STL,NOR,L 13-31,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,13,31
2010.0,2010-12-19,14.0,15.0,31.234,STL,KAN,L 13-27,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,13,27
2010.0,2010-12-26,15.0,16.0,31.241,STL,SFO,W 25-17,False,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,True,25,17
2010.0,2011-01-02,16.0,17.0,31.248,STL,SEA,L 6-16,False,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,6,16
2011.0,2011-09-11,1.0,1.0,32.135,STL,PHI,L 13-31,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,13,31
2011.0,2011-09-19,2.0,2.0,32.143,STL,NYG,L 16-28,False,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,16,28
2011.0,2011-09-25,3.0,3.0,32.149,STL,BAL,L 7-37,False,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,7,37
2011.0,2011-10-02,4.0,4.0,32.156,STL,WAS,L 10-17,False,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,10,17
2011.0,2011-10-16,5.0,6.0,32.17,STL,GNB,L 3-24,False,0,0,,0,0,0,,0,0,,,,,,1,2,50.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,3,24
2011.0,2011-10-23,6.0,7.0,32.177,STL,DAL,L 7-34,False,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,7,34
2011.0,2011-10-30,7.0,8.0,32.184,STL,NOR,W 31-21,False,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,True,31,21
2011.0,2011-11-06,8.0,9.0,32.191,STL,ARI,L 13-19,False,0,0,,0,0,0,,0,0,,,,,,3,4,75.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,13,19
2011.0,2011-11-13,9.0,10.0,32.198,STL,CLE,W 13-12,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,True,13,12
2011.0,2011-11-20,10.0,11.0,32.205,STL,SEA,L 7-24,False,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,7,24
2011.0,2011-11-27,11.0,12.0,32.212,STL,ARI,L 20-23,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,20,23
2011.0,2011-12-04,12.0,13.0,32.219,STL,SFO,L 0-26,False,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,0,,0,0,0,0,0,,,,,,,,,True,Josh Brown,False,0,26
2011.0,2011-12-12,13.0,14.0,32.227,STL,SEA,L 13-30,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,13,30
2011.0,2011-12-18,14.0,15.0,32.233,STL,CIN,L 13-20,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,13,20
2011.0,2011-12-24,15.0,16.0,32.239,STL,PIT,L 0-27,False,0,0,,0,0,0,,0,0,,,,,,,2,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,True,Josh Brown,False,0,27
2011.0,2012-01-01,16.0,17.0,32.247,STL,SFO,L 27-34,False,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,False,Josh Brown,False,27,34
2012.0,2012-12-09,13.0,14.0,33.224,CIN,DAL,L 19-20,False,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,41%,False,Josh Brown,False,19,20
2012.0,2012-12-13,14.0,15.0,33.228,CIN,PHI,W 34-13,False,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,41%,True,Josh Brown,True,34,13
2012.0,2012-12-23,15.0,16.0,33.238,CIN,PIT,W 13-10,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,28%,True,Josh Brown,True,13,10
2012.0,2012-12-30,16.0,17.0,33.245,CIN,BAL,W 23-17,False,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,32%,False,Josh Brown,True,23,17
2013.0,2013-09-08,1.0,1.0,34.132,NYG,DAL,L 31-36,False,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,32%,True,Josh Brown,False,31,36
2013.0,2013-09-15,2.0,2.0,34.139,NYG,DEN,L 23-41,False,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,31%,False,Josh Brown,False,23,41
2013.0,2013-09-22,3.0,3.0,34.146,NYG,CAR,L 0-38,False,0,0,,0,0,0,,0,0,,,,,,,1,0.0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,2,8%,True,Josh Brown,False,0,38
2013.0,2013-09-29,4.0,4.0,34.153,NYG,KAN,L 7-31,False,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,14%,True,Josh Brown,False,7,31
2013.0,2013-10-06,5.0,5.0,34.16,NYG,PHI,L 21-36,False,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,19%,False,Josh Brown,False,21,36
2013.0,2013-10-10,6.0,6.0,34.164,NYG,CHI,L 21-27,False,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,29%,True,Josh Brown,False,21,27
2013.0,2013-10-21,7.0,7.0,34.175,NYG,MIN,W 23-7,False,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,35%,False,Josh Brown,True,23,7
2013.0,2013-10-27,8.0,8.0,34.181,NYG,PHI,W 15-7,False,0,0,,0,0,0,,0,0,,,,,,5,5,100.0,0,15,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,42%,True,Josh Brown,True,15,7
2013.0,2013-11-10,9.0,10.0,34.195,NYG,OAK,W 24-20,False,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,32%,False,Josh Brown,True,24,20
2013.0,2013-11-17,10.0,11.0,34.202,NYG,GNB,W 27-13,False,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,39%,False,Josh Brown,True,27,13
2013.0,2013-11-24,11.0,12.0,34.209,NYG,DAL,L 21-24,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,29%,False,Josh Brown,False,21,24
2013.0,2013-12-01,12.0,13.0,34.216,NYG,WAS,W 24-17,False,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,31%,True,Josh Brown,True,24,17
2013.0,2013-12-08,13.0,14.0,34.223,NYG,SDG,L 14-37,False,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,20%,True,Josh Brown,False,14,37
2013.0,2013-12-15,14.0,15.0,34.23,NYG,SEA,L 0-23,False,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,0,,0,0,0,0,0,,,0,0%,0,0%,1,4%,False,Josh Brown,False,0,23
2013.0,2013-12-22,15.0,16.0,34.237,NYG,DET,W 23-20,False,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,32%,True,Josh Brown,True,23,20
2013.0,2013-12-29,16.0,17.0,34.244,NYG,WAS,W 20-6,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,31%,False,Josh Brown,True,20,6
2014.0,2014-09-08,1.0,1.0,35.132,NYG,DET,L 14-35,False,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,19%,True,Josh Brown,False,14,35
2014.0,2014-09-14,2.0,2.0,35.138,NYG,ARI,L 14-25,False,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,20%,False,Josh Brown,False,14,25
2014.0,2014-09-21,3.0,3.0,35.145,NYG,HOU,W 30-17,False,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0,0,1,-4,0,0,0,,0,0,0%,0,0%,14,45%,False,Josh Brown,True,30,17
2014.0,2014-09-25,4.0,4.0,35.149,NYG,WAS,W 45-14,False,0,0,,0,0,0,,0,0,,,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,14,50%,True,Josh Brown,True,45,14
2014.0,2014-10-05,5.0,5.0,35.159,NYG,ATL,W 30-20,False,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,42%,False,Josh Brown,True,30,20
2014.0,2014-10-12,6.0,6.0,35.166,NYG,PHI,L 0-27,False,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,0,,0,0,0,0,0,,,0,0%,0,0%,1,4%,True,Josh Brown,False,0,27
2014.0,2014-10-19,7.0,7.0,35.173,NYG,DAL,L 21-31,False,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,26%,True,Josh Brown,False,21,31
2014.0,2014-11-03,8.0,9.0,35.188,NYG,IND,L 24-40,False,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,22%,False,Josh Brown,False,24,40
2014.0,2014-11-09,9.0,10.0,35.194,NYG,SEA,L 17-38,False,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,24%,True,Josh Brown,False,17,38
2014.0,2014-11-16,10.0,11.0,35.201,NYG,SFO,L 10-16,False,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,23%,False,Josh Brown,False,10,16
2014.0,2014-11-23,11.0,12.0,35.208,NYG,DAL,L 28-31,False,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,32%,False,Josh Brown,False,28,31
2014.0,2014-11-30,12.0,13.0,35.215,NYG,JAX,L 24-25,False,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,32%,True,Josh Brown,False,24,25
2014.0,2014-12-07,13.0,14.0,35.222,NYG,TEN,W 36-7,False,0,0,,0,0,0,,0,0,,,3,3,100.0,5,5,100.0,0,18,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,17,55%,True,Josh Brown,True,36,7
2014.0,2014-12-14,14.0,15.0,35.229,NYG,WAS,W 24-13,False,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,32%,False,Josh Brown,True,24,13
2014.0,2014-12-21,15.0,16.0,35.236,NYG,STL,W 37-27,False,0,0,,0,0,0,,0,0,,,4,4,100.0,3,4,75.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,16,48%,True,Josh Brown,True,37,27
2014.0,2014-12-28,16.0,17.0,35.243,NYG,PHI,L 26-34,False,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,33%,False,Josh Brown,False,26,34
2015.0,2015-09-13,1.0,1.0,36.137,NYG,DAL,L 26-27,False,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,43%,True,Josh Brown,False,26,27
2015.0,2015-09-20,2.0,2.0,36.144,NYG,ATL,L 20-24,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,33%,False,Josh Brown,False,20,24
2015.0,2015-09-24,3.0,3.0,36.148,NYG,WAS,W 32-21,False,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,45%,False,Josh Brown,True,32,21
2015.0,2015-10-04,4.0,4.0,36.158,NYG,BUF,W 24-10,False,0,0,,0,0,0,,0,0,,,1,2,50.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,30%,True,Josh Brown,True,24,10
2015.0,2015-10-11,5.0,5.0,36.165,NYG,SFO,W 30-27,False,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,45%,False,Josh Brown,True,30,27
2015.0,2015-10-19,6.0,6.0,36.173,NYG,PHI,L 7-27,False,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,3,11%,True,Josh Brown,False,7,27
2015.0,2015-10-25,7.0,7.0,36.179,NYG,DAL,W 27-20,False,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,41%,False,Josh Brown,True,27,20
2015.0,2015-11-01,8.0,8.0,36.186,NYG,NOR,L 49-52,False,0,0,,0,0,0,,0,0,,,7,7,100.0,,,,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,15,41%,True,Josh Brown,False,49,52
2015.0,2015-11-08,9.0,9.0,36.193,NYG,TAM,W 32-18,False,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,1%,0,0%,13,48%,True,Josh Brown,True,32,18
2015.0,2015-11-15,10.0,10.0,36.2,NYG,NWE,L 26-27,False,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,41%,False,Josh Brown,False,26,27
2015.0,2015-11-29,11.0,12.0,36.214,NYG,WAS,L 14-20,False,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,18%,True,Josh Brown,False,14,20
2015.0,2015-12-06,12.0,13.0,36.221,NYG,NYJ,L 20-23,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,32%,False,Josh Brown,False,20,23
2015.0,2015-12-14,13.0,14.0,36.229,NYG,MIA,W 31-24,False,0,0,,0,0,0,,0,0,,,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,12,38%,True,Josh Brown,True,31,24
2015.0,2015-12-20,14.0,15.0,36.235,NYG,CAR,L 35-38,False,0,0,,0,0,0,,0,0,,,5,5,100.0,,,,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,29%,False,Josh Brown,False,35,38
2015.0,2015-12-27,15.0,16.0,36.242,NYG,MIN,L 17-49,False,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,18%,True,Josh Brown,False,17,49
2015.0,2016-01-03,16.0,17.0,36.249,NYG,PHI,L 30-35,False,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,43%,False,Josh Brown,False,30,35
2016.0,2016-09-11,1.0,1.0,,NYG,DAL,W 20-19,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Josh Brown,True,20,19
2016.0,2016-09-18,2.0,2.0,37.142,NYG,NOR,W 16-13,False,0,0,,0,0,0,,0,0,,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,33%,False,Josh Brown,True,16,13
2016.0,2016-09-25,3.0,3.0,37.149,NYG,WAS,L 27-29,False,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,33%,False,Josh Brown,False,27,29
2016.0,2016-10-03,4.0,4.0,37.157,NYG,MIN,L 10-24,False,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,19%,True,Josh Brown,False,10,24
2016.0,2016-10-09,5.0,5.0,37.163,NYG,GNB,L 16-23,False,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,30%,True,Josh Brown,False,16,23
2016.0,2016-10-16,6.0,6.0,37.17,NYG,BAL,W 27-23,False,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,34%,False,Josh Brown,True,27,23
2016.0,2016-10-23,7.0,7.0,,NYG,LAR,W 17-10,True,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,True,Josh Brown,True,17,10
,201 Games,,,,,,87-114-0,False,1,1,100.00,36,1,0,158.3,0,0,36.00,56.00,438,441,99.3,319,380,83.9,0,1395,0.0,23,5,28,1,0,1,0,0,1,-4,0,5,124,24.80,0,,,,,,,False,Josh Brown,False,114,0
