Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-13,1,1,22.092,DET,@,SDG,L 28-33,False,7,50,7.14,1,4,4,44,11.00,0,100.0%,11.00,3,105,35.00,0,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,21,45%,0,0%,7,24%,True,Ameer Abdullah
2015,2015-09-20,2,2,22.099,DET,@,MIN,L 16-26,True,6,9,1.50,0,1,1,9,9.00,0,100.0%,9.00,3,84,28.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,40%,0,0%,6,25%,True,Ameer Abdullah
2015,2015-09-27,3,3,22.106,DET,,DEN,L 12-24,False,8,23,2.88,0,5,2,19,9.50,1,40.0%,3.80,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,34,46%,0,0%,5,21%,False,Ameer Abdullah
2015,2015-10-05,4,4,22.114,DET,@,SEA,L 10-13,True,13,33,2.54,0,5,2,11,5.50,0,40.0%,2.20,2,54,27.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,54%,0,0%,4,17%,True,Ameer Abdullah
2015,2015-10-11,5,5,22.120,DET,,ARI,L 17-42,False,6,16,2.67,0,2,1,9,9.00,0,50.0%,4.50,1,41,41.00,0,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,15,16%,0,0%,3,10%,False,Ameer Abdullah
2015,2015-10-18,6,6,22.127,DET,,CHI,W 37-34,True,14,48,3.43,0,4,3,21,7.00,0,75.0%,5.25,1,22,22.00,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,35,43%,0,0%,3,8%,False,Ameer Abdullah
2015,2015-10-25,7,7,22.134,DET,,MIN,L 19-28,False,8,43,5.38,0,0,0,0,,0,0.0%,,3,79,26.33,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,22%,0,0%,4,13%,False,Ameer Abdullah
2015,2015-11-01,8,8,22.141,DET,@,KAN,L 10-45,False,1,3,3.00,0,2,0,0,,0,0.0%,0.00,6,151,25.17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,8,27%,True,Ameer Abdullah
2015,2015-11-15,9,10,22.155,DET,@,GNB,W 18-16,False,5,15,3.00,0,1,1,7,7.00,0,100.0%,7.00,2,134,67.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,18%,0,0%,3,9%,True,Ameer Abdullah
2015,2015-11-22,10,11,22.162,DET,,OAK,W 18-13,False,12,44,3.67,0,2,1,2,2.00,0,50.0%,1.00,2,54,27.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,35%,0,0%,4,15%,False,Ameer Abdullah
2015,2015-11-26,11,12,22.166,DET,,PHI,W 45-14,True,16,63,3.94,0,2,1,12,12.00,0,50.0%,6.00,1,25,25.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,39%,0,0%,3,10%,False,Ameer Abdullah
2015,2015-12-03,12,13,22.173,DET,,GNB,L 23-27,True,13,67,5.15,0,1,0,0,,0,0.0%,0.00,2,51,25.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,31%,0,0%,4,13%,False,Ameer Abdullah
2015,2015-12-13,13,14,22.183,DET,@,STL,L 14-21,True,7,23,3.29,0,2,2,21,10.50,0,100.0%,10.50,1,21,21.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,27%,0,0%,4,16%,True,Ameer Abdullah
2015,2015-12-21,14,15,22.191,DET,@,NOR,W 35-27,True,9,77,8.56,1,2,2,12,6.00,0,100.0%,6.00,4,123,30.75,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,22,42%,0,0%,5,17%,True,Ameer Abdullah
2015,2015-12-27,15,16,22.197,DET,,SFO,W 32-17,True,8,39,4.88,0,4,4,9,2.25,0,100.0%,2.25,2,69,34.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,28%,0,0%,4,14%,False,Ameer Abdullah
2015,2016-01-03,16,17,22.204,DET,@,CHI,W 24-20,True,10,44,4.40,0,1,1,7,7.00,0,100.0%,7.00,4,64,16.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,40%,0,0%,5,22%,True,Ameer Abdullah
2016,2016-09-11,1,1,23.090,DET,@,IND,W 39-35,True,12,63,5.25,0,5,5,57,11.40,1,100.0%,11.40,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,62%,0,0%,1,3%,True,Ameer Abdullah
2016,2016-09-18,2,2,23.097,DET,,TEN,L 15-16,True,6,38,6.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,22%,0,0%,0,0%,False,Ameer Abdullah
