Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-09-11,1,1,31.085,SDG,MIN,True,13,8,74,9.25,0,61.5%,5.69,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,24,17,Antonio Gates
2011,2011-09-18,2,2,31.092,SDG,NWE,True,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,21,35,Antonio Gates
2011,2011-09-25,3,3,,SDG,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,20,17,Antonio Gates
2011,2011-10-02,4,4,,SDG,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,26,16,Antonio Gates
2011,2011-10-09,5,5,,SDG,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,29,24,Antonio Gates
2011,2011-10-23,6,7,31.127,SDG,NYJ,True,7,5,54,10.80,1,71.4%,7.71,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,21,27,Antonio Gates
2011,2011-10-31,7,8,31.135,SDG,KAN,True,7,4,73,18.25,0,57.1%,10.43,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,20,23,Antonio Gates
2011,2011-11-06,8,9,31.141,SDG,GNB,True,11,8,96,12.00,1,72.7%,8.73,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,38,45,Antonio Gates
2011,2011-11-10,9,10,31.145,SDG,OAK,True,6,5,54,10.80,0,83.3%,9.00,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,17,24,Antonio Gates
2011,2011-11-20,10,11,31.155,SDG,CHI,True,4,4,63,15.75,1,100.0%,15.75,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,20,31,Antonio Gates
2011,2011-11-27,11,12,31.162,SDG,DEN,True,10,6,49,8.17,1,60.0%,4.90,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,16,Antonio Gates
2011,2011-12-05,12,13,31.170,SDG,JAX,True,7,6,70,11.67,0,85.7%,10.00,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,14,Antonio Gates
2011,2011-12-11,13,14,31.176,SDG,BUF,True,9,7,68,9.71,2,77.8%,7.56,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,37,10,Antonio Gates
2011,2011-12-18,14,15,31.183,SDG,BAL,True,2,2,31,15.50,0,100.0%,15.50,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,14,Antonio Gates
2011,2011-12-24,15,16,31.189,SDG,DET,True,6,4,40,10.00,0,66.7%,6.67,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,38,Antonio Gates
2011,2012-01-01,16,17,31.197,SDG,OAK,True,5,5,106,21.20,1,100.0%,21.20,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,26,Antonio Gates
2012,2012-09-10,1,1,32.084,SDG,OAK,True,8,4,43,10.75,0,50.0%,5.38,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,93%,0,0%,0,0%,True,True,22,14,Antonio Gates
2012,2012-09-16,2,2,,SDG,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,38,10,Antonio Gates
2012,2012-09-23,3,3,32.097,SDG,ATL,True,7,3,22,7.33,0,42.9%,3.14,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,82%,0,0%,0,0%,False,False,3,27,Antonio Gates
2012,2012-09-30,4,4,32.104,SDG,KAN,True,3,3,59,19.67,0,100.0%,19.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,86%,0,0%,0,0%,True,True,37,20,Antonio Gates
2012,2012-10-07,5,5,32.111,SDG,NOR,True,7,3,19,6.33,0,42.9%,2.71,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,96%,0,0%,0,0%,True,False,24,31,Antonio Gates
2012,2012-10-15,6,6,32.119,SDG,DEN,True,10,6,81,13.50,2,60.0%,8.10,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,69,92%,0,0%,0,0%,False,False,24,35,Antonio Gates
2012,2012-10-28,7,8,32.132,SDG,CLE,True,4,2,14,7.00,0,50.0%,3.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,0,0%,True,False,6,7,Antonio Gates
2012,2012-11-01,8,9,32.136,SDG,KAN,True,3,3,43,14.33,1,100.0%,14.33,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,42,88%,0,0%,0,0%,False,True,31,13,Antonio Gates
2012,2012-11-11,9,10,32.146,SDG,TAM,True,5,4,57,14.25,1,80.0%,11.40,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,85%,0,0%,0,0%,True,False,24,34,Antonio Gates
2012,2012-11-18,10,11,32.153,SDG,DEN,True,4,2,17,8.50,0,50.0%,4.25,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,96%,0,0%,0,0%,True,False,23,30,Antonio Gates
2012,2012-11-25,11,12,32.160,SDG,BAL,True,2,2,13,6.50,0,100.0%,6.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,97%,0,0%,0,0%,False,False,13,16,Antonio Gates
2012,2012-12-02,12,13,32.167,SDG,CIN,True,8,6,49,8.17,0,75.0%,6.13,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,65,97%,0,0%,0,0%,False,False,13,20,Antonio Gates
2012,2012-12-09,13,14,32.174,SDG,PIT,True,8,3,31,10.33,0,37.5%,3.88,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,77,97%,0,0%,0,0%,True,True,34,24,Antonio Gates
2012,2012-12-16,14,15,32.181,SDG,CAR,True,6,4,31,7.75,1,66.7%,5.17,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,85%,0,0%,0,0%,False,False,7,31,Antonio Gates
2012,2012-12-23,15,16,32.188,SDG,NYJ,True,3,2,44,22.00,1,66.7%,14.67,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,87%,0,0%,0,0%,True,True,27,17,Antonio Gates
2012,2012-12-30,16,17,32.195,SDG,OAK,True,2,2,15,7.50,1,100.0%,7.50,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,76%,0,0%,0,0%,False,True,24,21,Antonio Gates
2013,2013-09-09,1,1,33.083,SDG,HOU,True,4,2,49,24.50,0,50.0%,12.25,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,87%,0,0%,0,0%,False,False,28,31,Antonio Gates
2013,2013-09-15,2,2,33.089,SDG,PHI,True,10,8,124,15.50,0,80.0%,12.40,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,73,88%,0,0%,0,0%,True,True,33,30,Antonio Gates
2013,2013-09-22,3,3,33.096,SDG,TEN,True,7,5,55,11.00,1,71.4%,7.86,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,43,73%,0,0%,0,0%,True,False,17,20,Antonio Gates
2013,2013-09-29,4,4,33.103,SDG,DAL,True,10,10,136,13.60,1,100.0%,13.60,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,92%,0,0%,0,0%,False,True,30,21,Antonio Gates
2013,2013-10-06,5,5,33.110,SDG,OAK,True,10,7,74,10.57,0,70.0%,7.40,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,94%,0,0%,0,0%,True,False,17,27,Antonio Gates
2013,2013-10-14,6,6,33.118,SDG,IND,True,8,4,28,7.00,0,50.0%,3.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,83%,0,0%,0,0%,False,True,19,9,Antonio Gates
2013,2013-10-20,7,7,33.124,SDG,JAX,True,6,6,31,5.17,0,100.0%,5.17,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,79%,0,0%,0,0%,True,True,24,6,Antonio Gates
2013,2013-11-03,8,9,33.138,SDG,WAS,True,10,6,53,8.83,0,60.0%,5.30,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,97%,0,0%,0,0%,True,False,24,30,Antonio Gates
2013,2013-11-10,9,10,33.145,SDG,DEN,True,8,4,62,15.50,0,50.0%,7.75,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,88%,0,0%,0,0%,False,False,20,28,Antonio Gates
2013,2013-11-17,10,11,33.152,SDG,MIA,True,7,4,52,13.00,1,57.1%,7.43,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,98%,0,0%,0,0%,True,False,16,20,Antonio Gates
2013,2013-11-24,11,12,33.159,SDG,KAN,True,8,3,21,7.00,0,37.5%,2.63,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,True,41,38,Antonio Gates
2013,2013-12-01,12,13,33.166,SDG,CIN,True,9,5,41,8.20,0,55.6%,4.56,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,60,92%,0,0%,0,0%,False,False,10,17,Antonio Gates
2013,2013-12-08,13,14,33.173,SDG,NYG,True,6,4,50,12.50,0,66.7%,8.33,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,76%,0,0%,0,0%,False,True,37,14,Antonio Gates
2013,2013-12-12,14,15,33.177,SDG,DEN,True,3,2,23,11.50,0,66.7%,7.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,72%,0,0%,0,0%,True,True,27,20,Antonio Gates
2013,2013-12-22,15,16,33.187,SDG,OAK,False,3,3,42,14.00,0,100.0%,14.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,94%,0,0%,0,0%,False,True,26,13,Antonio Gates
2013,2013-12-29,16,17,33.194,SDG,KAN,True,5,4,31,7.75,1,80.0%,6.20,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,65,89%,0,0%,0,0%,False,True,27,24,Antonio Gates
2014,2014-09-08,1,1,34.082,SDG,ARI,True,10,6,81,13.50,0,60.0%,8.10,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,85%,0,0%,0,0%,True,False,17,18,Antonio Gates
2014,2014-09-14,2,2,34.088,SDG,SEA,True,7,7,96,13.71,3,100.0%,13.71,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,41,50%,0,0%,0,0%,False,True,30,21,Antonio Gates
2014,2014-09-21,3,3,34.095,SDG,BUF,True,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,64%,0,0%,0,0%,True,True,22,10,Antonio Gates
2014,2014-09-28,4,4,34.102,SDG,JAX,True,5,3,30,10.00,0,60.0%,6.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,94%,0,0%,0,0%,False,True,33,14,Antonio Gates
2014,2014-10-05,5,5,34.109,SDG,NYJ,True,6,4,60,15.00,2,66.7%,10.00,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,39,53%,0,0%,0,0%,False,True,31,0,Antonio Gates
2014,2014-10-12,6,6,34.116,SDG,OAK,True,8,3,27,9.00,1,37.5%,3.38,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,43,60%,0,0%,0,0%,True,True,31,28,Antonio Gates
2014,2014-10-19,7,7,34.123,SDG,KAN,True,5,3,61,20.33,1,60.0%,12.20,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,32,62%,0,0%,0,0%,False,False,20,23,Antonio Gates
2014,2014-10-23,8,8,34.127,SDG,DEN,True,8,5,54,10.80,2,62.5%,6.75,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,46,74%,0,0%,0,0%,True,False,21,35,Antonio Gates
2014,2014-11-02,9,9,34.137,SDG,MIA,True,5,3,28,9.33,0,60.0%,5.60,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,51%,0,0%,0,0%,True,False,0,37,Antonio Gates
2014,2014-11-16,10,11,34.151,SDG,OAK,True,3,3,32,10.67,0,100.0%,10.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,69%,0,0%,0,0%,False,True,13,6,Antonio Gates
2014,2014-11-23,11,12,34.158,SDG,STL,True,2,2,14,7.00,0,100.0%,7.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,68%,0,0%,0,0%,False,True,27,24,Antonio Gates
2014,2014-11-30,12,13,34.165,SDG,BAL,True,8,7,83,11.86,0,87.5%,10.38,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,86%,0,0%,0,0%,True,True,34,33,Antonio Gates
2014,2014-12-07,13,14,34.172,SDG,NWE,True,8,5,34,6.80,0,62.5%,4.25,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,51,89%,0,0%,0,0%,False,False,14,23,Antonio Gates
2014,2014-12-14,14,15,34.179,SDG,DEN,False,7,6,54,9.00,1,85.7%,7.71,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,85%,0,0%,0,0%,False,False,10,22,Antonio Gates
2014,2014-12-20,15,16,34.185,SDG,SFO,True,9,7,92,13.14,2,77.8%,10.22,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,76,90%,0,0%,0,0%,True,True,38,35,Antonio Gates
2014,2014-12-28,16,17,34.193,SDG,KAN,False,6,4,67,16.75,0,66.7%,11.17,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,73%,0,0%,0,0%,True,False,7,19,Antonio Gates
2015,2015-09-13,1,1,,SDG,DET,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,True,33,28,Antonio Gates
2015,2015-09-20,2,2,,SDG,CIN,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,19,24,Antonio Gates
2015,2015-09-27,3,3,,SDG,MIN,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,14,31,Antonio Gates
2015,2015-10-04,4,4,,SDG,CLE,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,True,30,27,Antonio Gates
2015,2015-10-12,5,5,35.116,SDG,PIT,True,11,9,92,10.22,2,81.8%,8.36,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,43,57%,0,0%,0,0%,False,False,20,24,Antonio Gates
2015,2015-10-18,6,6,35.122,SDG,GNB,True,16,9,95,10.56,0,56.3%,5.94,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,75%,0,0%,0,0%,True,False,20,27,Antonio Gates
2015,2015-10-25,7,7,,SDG,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,29,37,Antonio Gates
2015,2015-11-01,8,8,35.136,SDG,BAL,False,5,4,56,14.00,0,80.0%,11.20,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,False,26,29,Antonio Gates
2015,2015-11-09,9,9,35.144,SDG,CHI,True,11,6,69,11.50,0,54.5%,6.27,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,90%,0,0%,0,0%,False,False,19,22,Antonio Gates
2015,2015-11-22,10,11,35.157,SDG,KAN,False,3,1,6,6.00,0,33.3%,2.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,48%,0,0%,0,0%,False,False,3,33,Antonio Gates
2015,2015-11-29,11,12,35.164,SDG,JAX,True,6,4,53,13.25,2,66.7%,8.83,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,33,43%,0,0%,0,0%,True,True,31,25,Antonio Gates
2015,2015-12-06,12,13,35.171,SDG,DEN,False,9,6,50,8.33,0,66.7%,5.56,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,62%,0,0%,0,0%,False,False,3,17,Antonio Gates
2015,2015-12-13,13,14,35.178,SDG,KAN,False,8,6,76,12.67,0,75.0%,9.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,63%,0,0%,0,0%,True,False,3,10,Antonio Gates
2015,2015-12-20,14,15,35.185,SDG,MIA,False,9,6,88,14.67,0,66.7%,9.78,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,51%,0,0%,0,0%,False,True,30,14,Antonio Gates
2015,2015-12-24,15,16,35.189,SDG,OAK,False,2,2,11,5.50,0,100.0%,5.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,53%,0,0%,0,0%,True,False,20,23,Antonio Gates
2015,2016-01-03,16,17,35.199,SDG,DEN,False,5,3,34,11.33,1,60.0%,6.80,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,62,86%,0,0%,0,0%,True,False,20,27,Antonio Gates
2016,2016-09-11,1,1,36.085,SDG,KAN,True,4,3,20,6.67,0,75.0%,5.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,66%,0,0%,0,0%,True,False,27,33,Antonio Gates
2016,2016-09-18,2,2,36.092,SDG,JAX,False,5,3,15,5.00,1,60.0%,3.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,53%,0,0%,0,0%,False,True,38,14,Antonio Gates
2016,2016-09-25,3,3,,SDG,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,22,26,Antonio Gates
2016,2016-10-02,4,4,,SDG,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,34,35,Antonio Gates
2016,2016-10-09,5,5,36.113,SDG,OAK,True,5,4,30,7.50,1,80.0%,6.00,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,18,35%,0,0%,0,0%,True,False,31,34,Antonio Gates
2016,2016-10-13,6,6,36.117,SDG,DEN,True,6,2,16,8.00,0,33.3%,2.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,47%,0,0%,0,0%,False,True,21,13,Antonio Gates
2016,2016-10-23,7,7,36.127,SDG,ATL,False,10,5,38,7.60,0,50.0%,3.80,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,51%,0,0%,0,0%,True,True,33,30,Antonio Gates
2016,2016-10-30,8,8,36.134,SDG,DEN,True,9,4,33,8.25,1,44.4%,3.67,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,68%,0,0%,0,0%,True,False,19,27,Antonio Gates
2016,2016-11-06,9,9,36.141,SDG,TEN,True,9,5,75,15.00,1,55.6%,8.33,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,82%,0,0%,0,0%,False,True,43,35,Antonio Gates
2016,2016-11-13,10,10,36.148,SDG,MIA,False,9,4,63,15.75,1,44.4%,7.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,75%,0,0%,0,0%,False,False,24,31,Antonio Gates
2016,2016-11-27,11,12,36.162,SDG,HOU,False,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,62%,0,0%,1,4%,True,True,21,13,Antonio Gates
2016,2016-12-04,12,13,36.169,SDG,TAM,True,4,4,37,9.25,0,100.0%,9.25,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,60%,0,0%,0,0%,False,False,21,28,Antonio Gates
2016,2016-12-11,13,14,36.176,SDG,CAR,False,9,5,61,12.20,0,55.6%,6.78,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,57%,0,0%,0,0%,True,False,16,28,Antonio Gates
2016,2016-12-18,14,15,36.183,SDG,OAK,True,2,1,11,11.00,0,50.0%,5.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,64%,0,0%,0,0%,False,False,16,19,Antonio Gates
2016,2016-12-24,15,16,36.189,SDG,CLE,True,13,8,94,11.75,1,61.5%,7.23,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,84%,0,0%,0,0%,True,False,17,20,Antonio Gates
2016,2017-01-01,16,17,36.197,SDG,KAN,True,8,5,55,11.00,1,62.5%,6.88,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,38,58%,0,0%,0,0%,False,False,27,37,Antonio Gates
2017,2017-09-11,1,1,37.085,LAC,DEN,True,3,2,17,8.50,0,66.7%,5.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,66%,0,0%,0,0%,True,False,21,24,Antonio Gates
2017,2017-09-17,2,2,37.091,LAC,MIA,False,4,2,11,5.50,1,50.0%,2.75,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,32,55%,0,0%,0,0%,False,False,17,19,Antonio Gates
2017,2017-09-24,3,3,37.098,LAC,KAN,False,5,2,30,15.00,0,40.0%,6.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,55%,0,0%,0,0%,False,False,10,24,Antonio Gates
2017,2017-10-01,4,4,37.105,LAC,PHI,False,5,3,18,6.00,0,60.0%,3.60,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,63%,0,0%,0,0%,False,False,24,26,Antonio Gates
2017,2017-10-08,5,5,37.112,LAC,NYG,False,3,2,23,11.50,0,66.7%,7.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,53%,0,0%,0,0%,True,True,27,22,Antonio Gates
2017,2017-10-15,6,6,37.119,LAC,OAK,False,1,1,16,16.00,0,100.0%,16.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,57%,0,0%,0,0%,True,True,17,16,Antonio Gates
2017,2017-10-22,7,7,37.126,LAC,DEN,False,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,31%,0,0%,0,0%,False,True,21,0,Antonio Gates
2017,2017-10-29,8,8,37.133,LAC,NWE,False,2,2,25,12.50,0,100.0%,12.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,45%,0,0%,0,0%,True,False,13,21,Antonio Gates
2017,2017-11-12,9,10,37.147,LAC,JAX,True,2,1,3,3.00,0,50.0%,1.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,38%,0,0%,0,0%,True,False,17,20,Antonio Gates
2017,2017-11-19,10,11,37.154,LAC,BUF,False,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,20%,0,0%,0,0%,False,True,54,24,Antonio Gates
2017,2017-11-23,11,12,37.158,LAC,DAL,False,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,26%,0,0%,0,0%,True,True,28,6,Antonio Gates
2017,2017-12-03,12,13,37.168,LAC,CLE,False,4,3,32,10.67,0,75.0%,8.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,39%,0,0%,0,0%,False,True,19,10,Antonio Gates
2017,2017-12-10,13,14,37.175,LAC,WAS,True,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,26%,0,0%,0,0%,False,True,30,13,Antonio Gates
2017,2017-12-16,14,15,37.181,LAC,KAN,False,3,1,10,10.00,1,33.3%,3.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,23,36%,0,0%,0,0%,True,False,13,30,Antonio Gates
2017,2017-12-24,15,16,37.189,LAC,NYJ,False,8,6,81,13.50,1,75.0%,10.13,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,77%,0,0%,0,0%,True,True,14,7,Antonio Gates
2017,2017-12-31,16,17,37.196,LAC,OAK,True,6,4,46,11.50,0,66.7%,7.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,70%,0,0%,0,0%,False,True,30,10,Antonio Gates
2018,2018-09-09,1,1,38.083,LAC,KAN,False,3,2,16,8.00,0,66.7%,5.33,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,33,40%,0,0%,0,0%,False,False,28,38,Antonio Gates
2018,2018-09-16,2,2,38.090,LAC,BUF,False,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,20%,0,0%,0,0%,True,True,31,20,Antonio Gates
2018,2018-09-23,3,3,38.097,LAC,LAR,False,5,3,45,15.00,0,60.0%,9.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,42%,0,0%,0,0%,True,False,23,35,Antonio Gates
2018,2018-09-30,4,4,38.104,LAC,SFO,False,4,2,27,13.50,1,50.0%,6.75,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,23,34%,0,0%,0,0%,False,True,29,27,Antonio Gates
2018,2018-10-07,5,5,38.111,LAC,OAK,False,2,2,19,9.50,0,100.0%,9.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,36%,0,0%,0,0%,False,True,26,10,Antonio Gates
2018,2018-10-14,6,6,38.118,LAC,CLE,False,2,1,5,5.00,0,50.0%,2.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,27%,0,0%,0,0%,True,True,38,14,Antonio Gates
2018,2018-10-21,7,7,38.125,LAC,TEN,False,3,2,11,5.50,0,66.7%,3.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,30%,0,0%,0,0%,False,True,20,19,Antonio Gates
