Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-11-20,10,11,28.327,CIN,BAL,True,15,41,2.73,2,1,0,0,,0,0.0%,0.00,,2,12,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,31,Cedric Benson
2011,2011-11-27,11,12,28.334,CIN,CLE,True,21,106,5.05,1,5,4,24,6.00,0,80.0%,4.80,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,20,Cedric Benson
2011,2011-12-04,12,13,28.341,CIN,PIT,True,13,52,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,35,Cedric Benson
2011,2011-12-11,13,14,28.348,CIN,HOU,True,21,91,4.33,0,1,1,0,0.00,0,100.0%,0.00,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,19,20,Cedric Benson
2011,2011-12-18,14,15,28.355,CIN,STL,True,22,76,3.45,1,2,1,11,11.00,0,50.0%,5.50,,1,6,0.0,0,0,0,0,0,3,0,0,2,0,0,,,,,,,True,True,20,13,Cedric Benson
2011,2011-12-24,15,16,28.361,CIN,ARI,True,16,57,3.56,0,2,1,8,8.00,0,50.0%,4.00,,0,0,0.0,0,0,0,,,2,2,0,0,0,0,,,,,,,False,True,23,16,Cedric Benson
2011,2012-01-01,16,17,29.004,CIN,BAL,True,13,51,3.92,0,3,2,10,5.00,0,66.7%,3.33,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,16,24,Cedric Benson
2012,2012-09-09,1,1,29.256,GNB,SFO,True,9,18,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,37%,0,0%,0,0%,False,False,22,30,Cedric Benson
2012,2012-09-13,2,2,29.260,GNB,CHI,True,20,81,4.05,0,4,4,35,8.75,0,100.0%,8.75,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,71%,0,0%,0,0%,False,True,23,10,Cedric Benson
2012,2012-09-24,3,3,29.271,GNB,SEA,True,17,45,2.65,1,5,4,19,4.75,0,80.0%,3.80,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,51,68%,0,0%,1,4%,True,False,12,14,Cedric Benson
2012,2012-09-30,4,4,29.277,GNB,NOR,True,18,84,4.67,0,4,4,22,5.50,0,100.0%,5.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,84%,0,0%,0,0%,False,True,28,27,Cedric Benson
2012,2012-10-07,5,5,29.284,GNB,IND,True,7,20,2.86,0,2,2,21,10.50,0,100.0%,10.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,24%,0,0%,0,0%,True,False,27,30,Cedric Benson
2012,2012-10-14,6,6,,GNB,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,42,24,Cedric Benson
2012,2012-10-21,7,7,,GNB,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,30,20,Cedric Benson
2012,2012-10-28,8,8,,GNB,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,24,15,Cedric Benson
2012,2012-11-04,9,9,,GNB,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,31,17,Cedric Benson
2012,2012-11-18,10,11,,GNB,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,24,20,Cedric Benson
2012,2012-11-25,11,12,,GNB,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,38,Cedric Benson
2012,2012-12-02,12,13,,GNB,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,23,14,Cedric Benson
2012,2012-12-09,13,14,,GNB,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,27,20,Cedric Benson
2012,2012-12-16,14,15,,GNB,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,21,13,Cedric Benson
2012,2012-12-23,15,16,,GNB,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,55,7,Cedric Benson
2012,2012-12-30,16,17,,GNB,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,34,37,Cedric Benson
,96 Games,,,,,,False,1600,6017,3.76,32,162,120,833,6.94,1,74.1%,5.14,1,33,200,0.0,1,0,1,0,0,20,11,0,8,0,0,,,,,,,False,False,45,1,Cedric Benson
