Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Away_status,Win,Score,Opp Score,Player
2007,2007-09-23,3,3,30.274,HOU,IND,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,24,30,Kris Brown
2007,2007-09-30,4,4,30.281,HOU,ATL,False,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,16,26,Kris Brown
2007,2007-10-07,5,5,30.288,HOU,MIA,False,0,0,,0,1,1,100.0,5,5,100.0,0,16,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,22,19,Kris Brown
2007,2007-10-14,6,6,30.295,HOU,JAX,False,0,0,,0,,,,3,3,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,17,37,Kris Brown
2007,2007-10-21,7,7,30.302,HOU,TEN,False,0,0,,0,4,4,100.0,,,,0,4,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,36,38,Kris Brown
2007,2007-10-28,8,8,30.309,HOU,SDG,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,False,10,35,Kris Brown
2007,2007-11-04,9,9,30.316,HOU,OAK,False,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,True,24,17,Kris Brown
2007,2007-11-18,10,11,30.330,HOU,NOR,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,23,10,Kris Brown
2007,2007-11-25,11,12,30.337,HOU,CLE,False,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,17,27,Kris Brown
2007,2007-12-02,12,13,30.344,HOU,TEN,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,False,20,28,Kris Brown
2007,2007-12-09,13,14,30.351,HOU,TAM,False,0,0,,0,4,4,100.0,,,,0,4,0.0,,,,,,0,,,0,0,0,0,0,,,False,True,28,14,Kris Brown
2007,2007-12-13,14,15,30.355,HOU,DEN,False,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,31,13,Kris Brown
2007,2007-12-23,15,16,31.000,HOU,IND,False,0,0,,0,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,False,15,38,Kris Brown
2007,2007-12-30,16,17,31.007,HOU,JAX,False,0,0,,0,6,6,100.0,,,,0,6,0.0,,,,,,0,,,0,0,0,0,0,,,False,True,42,28,Kris Brown
2008,2008-09-07,1,1,31.259,HOU,PIT,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,17,38,Kris Brown
2008,2008-09-21,2,3,31.273,HOU,TEN,False,0,0,,0,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,12,31,Kris Brown
2008,2008-09-28,3,4,31.280,HOU,JAX,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,27,30,Kris Brown
2008,2008-10-05,4,5,31.287,HOU,IND,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,False,False,27,31,Kris Brown
2008,2008-10-12,5,6,31.294,HOU,MIA,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,29,28,Kris Brown
2008,2008-10-19,6,7,31.301,HOU,DET,False,0,0,,0,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,28,21,Kris Brown
2008,2008-10-26,7,8,31.308,HOU,CIN,False,0,0,,0,5,5,100.0,,,,0,5,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,35,6,Kris Brown
2008,2008-11-02,8,9,31.315,HOU,MIN,False,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,21,28,Kris Brown
2008,2008-11-09,9,10,31.322,HOU,BAL,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,13,41,Kris Brown
2008,2008-11-16,10,11,31.329,HOU,IND,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,,0,0,0,0,0,0,,0,True,False,27,33,Kris Brown
2008,2008-11-23,11,12,31.336,HOU,CLE,False,0,0,,0,1,1,100.0,3,5,60.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,16,6,Kris Brown
2008,2008-12-01,12,13,31.344,HOU,JAX,False,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,30,17,Kris Brown
2008,2008-12-07,13,14,31.350,HOU,GNB,False,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,True,24,21,Kris Brown
2008,2008-12-14,14,15,31.357,HOU,TEN,False,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,False,True,13,12,Kris Brown
2008,2008-12-21,15,16,31.364,HOU,OAK,False,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,False,16,27,Kris Brown
2008,2008-12-28,16,17,32.005,HOU,CHI,False,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,False,True,31,24,Kris Brown
2009,2009-09-13,1,1,32.264,HOU,NYJ,False,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,7,24,Kris Brown
2009,2009-09-20,2,2,32.271,HOU,TEN,False,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,True,34,31,Kris Brown
2009,2009-09-27,3,3,32.278,HOU,JAX,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,24,31,Kris Brown
2009,2009-10-04,4,4,32.285,HOU,OAK,False,0,0,,0,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,29,6,Kris Brown
2009,2009-10-11,5,5,32.292,HOU,ARI,False,0,0,,0,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,21,28,Kris Brown
2009,2009-10-18,6,6,32.299,HOU,CIN,False,0,0,,0,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,True,28,17,Kris Brown
2009,2009-10-25,7,7,32.306,HOU,SFO,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,False,True,24,21,Kris Brown
2009,2009-11-01,8,8,32.313,HOU,BUF,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,31,10,Kris Brown
2009,2009-11-08,9,9,32.320,HOU,IND,False,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,17,20,Kris Brown
2009,2009-11-23,10,11,32.335,HOU,TEN,False,0,0,,0,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,17,20,Kris Brown
2009,2009-11-29,11,12,32.341,HOU,IND,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,27,35,Kris Brown
2009,2009-12-06,12,13,32.348,HOU,JAX,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,True,False,18,23,Kris Brown
2009,2009-12-13,13,14,32.355,HOU,SEA,False,0,0,,0,4,4,100.0,2,4,50.0,0,10,0.0,1,0,1,0,0,0,,0,0,0,0,0,0,,0,False,True,34,7,Kris Brown
2009,2009-12-20,14,15,32.362,HOU,STL,False,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,16,13,Kris Brown
2009,2009-12-27,15,16,33.004,HOU,MIA,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,27,20,Kris Brown
2009,2010-01-03,16,17,33.011,HOU,NWE,False,0,0,,0,4,5,80.0,,2,0.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,34,27,Kris Brown
2010,2010-10-24,7,7,33.305,SDG,NWE,False,0,0,,0,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,20,23,Kris Brown
2010,2010-10-31,8,8,33.312,SDG,TEN,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,,0,0,0,0,0,0,,0,False,True,33,25,Kris Brown
2010,2010-11-07,9,9,33.319,SDG,HOU,False,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,29,23,Kris Brown
2010,2010-11-22,10,11,,SDG,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,35,14,Kris Brown
2010,2011-01-02,16,17,,DAL,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,14,13,Kris Brown
,179 Games,,,,,,False,2,10,5.00,0,355,362,98.1,256,331,77.3,0,1123,0.0,17,0,17,0,0,1,0,0,2,0,0,3,106,35.33,0,False,False,100,0,Kris Brown
