Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2011.0,2012-01-01,16.0,17.0,24.064,CIN,BAL,L 16-24,True,22,44,50.00,232,0,0,65.7,1,1,5.27,5.27,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Andy Dalton,False,16,24
2012.0,2012-09-10,1.0,1.0,24.317,CIN,BAL,L 13-44,True,22,37,59.46,221,0,1,65.3,4,28,5.97,4.76,3,11,3.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,65,93%,0,0%,0,0%,True,Andy Dalton,False,13,44
2012.0,2012-09-16,2.0,2.0,24.323,CIN,CLE,W 34-27,True,24,31,77.42,318,3,1,128.2,6,23,10.26,10.74,3,4,1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,False,Andy Dalton,True,34,27
2012.0,2012-09-23,3.0,3.0,24.33,CIN,WAS,W 38-31,True,19,27,70.37,328,3,1,132.9,2,16,12.15,12.70,2,16,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,100%,0,0%,0,0%,True,Andy Dalton,True,38,31
2012.0,2012-09-30,4.0,4.0,24.337,CIN,JAX,W 27-10,True,20,31,64.52,244,2,1,96.7,0,0,7.87,7.71,6,5,0.83,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,Andy Dalton,True,27,10
2012.0,2012-10-07,5.0,5.0,24.344,CIN,MIA,L 13-17,True,26,43,60.47,234,1,2,63.5,3,16,5.44,3.81,4,21,5.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Andy Dalton,False,13,17
2012.0,2012-10-14,6.0,6.0,24.351,CIN,CLE,L 24-34,True,31,46,67.39,381,3,3,87.3,2,19,8.28,6.65,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,72,100%,0,0%,0,0%,True,Andy Dalton,False,24,34
2012.0,2012-10-21,7.0,7.0,24.358,CIN,PIT,L 17-24,True,14,28,50.00,105,1,1,56.4,0,0,3.75,2.86,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,100%,0,0%,0,0%,False,Andy Dalton,False,17,24
2012.0,2012-11-04,8.0,9.0,25.006,CIN,DEN,L 23-31,True,26,42,61.90,299,1,1,81.3,5,24,7.12,6.52,2,16,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,76,100%,0,0%,0,0%,False,Andy Dalton,False,23,31
2012.0,2012-11-11,9.0,10.0,25.013,CIN,NYG,W 31-13,True,21,30,70.00,199,4,0,127.6,0,0,6.63,9.30,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,100%,0,0%,0,0%,False,Andy Dalton,True,31,13
2012.0,2012-11-18,10.0,11.0,25.02,CIN,KAN,W 28-6,True,18,29,62.07,230,2,0,109.8,2,10,7.93,9.31,3,13,4.33,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,True,Andy Dalton,True,28,6
2012.0,2012-11-25,11.0,12.0,25.027,CIN,OAK,W 34-10,True,16,30,53.33,210,3,0,109.0,2,16,7.00,9.00,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Andy Dalton,True,34,10
2012.0,2012-12-02,12.0,13.0,25.034,CIN,SDG,W 20-13,True,25,38,65.79,211,1,2,66.9,1,0,5.55,3.71,4,5,1.25,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,76,100%,0,0%,0,0%,True,Andy Dalton,True,20,13
2012.0,2012-12-09,13.0,14.0,25.041,CIN,DAL,L 19-20,True,20,33,60.61,206,1,1,76.1,5,16,6.24,5.48,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,False,Andy Dalton,False,19,20
2012.0,2012-12-13,14.0,15.0,25.045,CIN,PHI,W 34-13,True,13,27,48.15,127,1,0,74.2,6,35,4.70,5.44,8,18,2.25,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,2,2,0,0,0,0,78,100%,0,0%,0,0%,True,Andy Dalton,True,34,13
2012.0,2012-12-23,15.0,16.0,25.055,CIN,PIT,W 13-10,True,24,41,58.54,278,0,2,58.8,6,25,6.78,4.59,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,Andy Dalton,True,13,10
2012.0,2012-12-30,16.0,17.0,25.062,CIN,BAL,W 23-17,True,10,15,66.67,78,1,0,101.5,2,1,5.20,6.53,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,51%,0,0%,0,0%,False,Andy Dalton,True,23,17
2013.0,2013-09-08,1.0,1.0,25.314,CIN,CHI,L 21-24,True,26,33,78.79,282,2,2,97.2,1,5,8.55,7.03,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,True,Andy Dalton,False,21,24
2013.0,2013-09-16,2.0,2.0,25.322,CIN,PIT,W 20-10,True,25,45,55.56,280,1,0,81.7,0,0,6.22,6.67,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,82,100%,0,0%,0,0%,False,Andy Dalton,True,20,10
2013.0,2013-09-22,3.0,3.0,25.328,CIN,GNB,W 34-30,True,20,28,71.43,235,2,1,105.5,4,20,8.39,8.21,4,3,0.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,56,100%,0,0%,0,0%,False,Andy Dalton,True,34,30
2013.0,2013-09-29,4.0,4.0,25.335,CIN,CLE,L 6-17,True,23,42,54.76,206,0,1,58.2,2,3,4.90,3.83,4,13,3.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,2,1,0,0,-14,0,68,100%,0,0%,0,0%,True,Andy Dalton,False,6,17
2013.0,2013-10-06,5.0,5.0,25.342,CIN,NWE,W 13-6,True,20,27,74.07,212,0,1,81.1,4,33,7.85,6.19,6,25,4.17,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,0,0%,False,Andy Dalton,True,13,6
2013.0,2013-10-13,6.0,6.0,25.349,CIN,BUF,W 27-24,True,26,40,65.00,337,3,1,105.9,3,19,8.43,8.80,7,17,2.43,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,86,100%,0,0%,0,0%,True,Andy Dalton,True,27,24
2013.0,2013-10-20,7.0,7.0,25.356,CIN,DET,W 27-24,True,24,34,70.59,372,3,0,135.9,1,8,10.94,12.71,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,True,Andy Dalton,True,27,24
2013.0,2013-10-27,8.0,8.0,25.363,CIN,NYJ,W 49-9,True,19,30,63.33,325,5,1,125.7,1,2,10.83,12.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,84%,0,0%,0,0%,False,Andy Dalton,True,49,9
2013.0,2013-10-31,9.0,9.0,26.002,CIN,MIA,L 20-22,True,32,53,60.38,338,0,3,55.4,5,36,6.38,3.83,5,12,2.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,93,100%,0,0%,0,0%,True,Andy Dalton,False,20,22
2013.0,2013-11-10,10.0,10.0,26.012,CIN,BAL,L 17-20,True,24,51,47.06,274,2,3,52.2,5,30,5.37,3.51,6,22,3.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,89,100%,0,0%,0,0%,True,Andy Dalton,False,17,20
2013.0,2013-11-17,11.0,11.0,26.019,CIN,CLE,W 41-20,True,13,27,48.15,93,3,2,62.7,0,0,3.44,2.33,4,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,False,Andy Dalton,True,41,20
2013.0,2013-12-01,12.0,13.0,26.033,CIN,SDG,W 17-10,True,14,23,60.87,190,1,1,83.6,0,0,8.26,7.17,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Andy Dalton,True,17,10
2013.0,2013-12-08,13.0,14.0,26.04,CIN,IND,W 42-28,True,24,35,68.57,275,3,0,120.5,0,0,7.86,9.57,5,11,2.20,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,77,100%,0,0%,0,0%,False,Andy Dalton,True,42,28
2013.0,2013-12-15,14.0,15.0,26.047,CIN,PIT,L 20-30,True,25,44,56.82,230,2,0,86.4,1,8,5.23,6.14,4,20,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,2,7%,True,Andy Dalton,False,20,30
2013.0,2013-12-22,15.0,16.0,26.054,CIN,MIN,W 42-14,True,27,38,71.05,363,4,0,136.2,2,18,9.55,11.66,1,10,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,72,92%,0,0%,0,0%,False,Andy Dalton,True,42,14
2013.0,2013-12-29,16.0,17.0,26.061,CIN,BAL,W 34-17,True,21,36,58.33,281,2,4,62.2,0,0,7.81,3.92,6,23,3.83,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Andy Dalton,True,34,17
2014.0,2014-09-07,1.0,1.0,26.313,CIN,BAL,W 23-16,True,25,38,65.79,301,1,0,98.7,0,0,7.92,8.45,6,3,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,True,Andy Dalton,True,23,16
2014.0,2014-09-14,2.0,2.0,26.32,CIN,ATL,W 24-10,True,15,23,65.22,252,1,0,116.6,0,0,10.96,11.83,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,False,Andy Dalton,True,24,10
2014.0,2014-09-21,3.0,3.0,26.327,CIN,TEN,W 33-7,True,15,23,65.22,169,0,1,68.9,0,0,7.35,5.39,3,3,1.00,0,1,1,18,18.00,1,100.0%,18.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,87%,0,0%,0,0%,False,Andy Dalton,True,33,7
2014.0,2014-10-05,4.0,5.0,26.341,CIN,NWE,L 17-43,True,15,24,62.50,204,2,0,117.4,1,8,8.50,10.17,2,16,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,90%,0,0%,0,0%,True,Andy Dalton,False,17,43
2014.0,2014-10-12,5.0,6.0,26.348,CIN,CAR,T 37-37,True,33,43,76.74,323,2,2,93.5,1,3,7.51,6.35,4,25,6.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,81,100%,0,0%,0,0%,False,Andy Dalton,False,37,37
2014.0,2014-10-19,6.0,7.0,26.355,CIN,IND,L 0-27,True,18,38,47.37,126,0,0,55.4,3,17,3.32,3.32,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,100%,0,0%,0,0%,True,Andy Dalton,False,0,27
2014.0,2014-10-26,7.0,8.0,26.362,CIN,BAL,W 27-24,True,21,28,75.00,266,0,1,89.3,2,27,9.50,7.89,6,14,2.33,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0,0,,,1,1,0,0,0,0,69,100%,0,0%,0,0%,False,Andy Dalton,True,27,24
2014.0,2014-11-02,8.0,9.0,27.004,CIN,JAX,W 33-23,True,19,31,61.29,233,2,2,79.1,2,1,7.52,5.90,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Andy Dalton,True,33,23
2014.0,2014-11-06,9.0,10.0,27.008,CIN,CLE,L 3-24,True,10,33,30.30,86,0,3,2.0,2,14,2.61,-1.48,3,8,2.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,88%,0,0%,0,0%,False,Andy Dalton,False,3,24
2014.0,2014-11-16,10.0,11.0,27.018,CIN,NOR,W 27-10,True,16,22,72.73,220,3,0,143.9,1,1,10.00,12.73,5,12,2.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,True,Andy Dalton,True,27,10
2014.0,2014-11-23,11.0,12.0,27.025,CIN,HOU,W 22-13,True,24,35,68.57,233,1,1,84.6,0,0,6.66,5.94,7,6,0.86,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,81,100%,0,0%,0,0%,True,Andy Dalton,True,22,13
2014.0,2014-11-30,12.0,13.0,27.032,CIN,TAM,W 14-13,True,19,27,70.37,176,1,3,60.6,2,11,6.52,2.26,3,7,2.33,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,True,Andy Dalton,True,14,13
2014.0,2014-12-07,13.0,14.0,27.039,CIN,PIT,L 21-42,True,21,29,72.41,302,2,0,128.8,2,5,10.41,11.79,4,22,5.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,1,1,0,0,-5,0,51,84%,0,0%,0,0%,False,Andy Dalton,False,21,42
2014.0,2014-12-14,14.0,15.0,27.046,CIN,CLE,W 30-0,True,14,24,58.33,117,0,1,53.6,2,14,4.88,3.00,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,74,100%,0,0%,0,0%,True,Andy Dalton,True,30,0
2014.0,2014-12-22,15.0,16.0,27.054,CIN,DEN,W 37-28,True,17,25,68.00,146,2,1,93.1,0,0,5.84,5.64,6,25,4.17,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,False,Andy Dalton,True,37,28
2014.0,2014-12-28,16.0,17.0,27.06,CIN,PIT,L 17-27,True,27,38,71.05,244,2,2,83.7,3,23,6.42,5.11,3,8,2.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,True,Andy Dalton,False,17,27
2015.0,2015-09-13,1.0,1.0,27.319,CIN,OAK,W 33-13,True,25,34,73.53,269,2,0,115.9,0,0,7.91,9.09,4,1,0.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,True,Andy Dalton,True,33,13
2015.0,2015-09-20,2.0,2.0,27.326,CIN,SDG,W 24-19,True,16,26,61.54,214,3,0,126.1,0,0,8.23,10.54,5,10,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,False,Andy Dalton,True,24,19
2015.0,2015-09-27,3.0,3.0,27.333,CIN,BAL,W 28-24,True,20,32,62.50,383,3,1,122.3,2,11,11.97,12.44,5,10,2.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,73,100%,0,0%,0,0%,True,Andy Dalton,True,28,24
2015.0,2015-10-04,4.0,4.0,27.34,CIN,KAN,W 36-21,True,17,24,70.83,321,1,0,127.1,0,0,13.38,14.21,3,16,5.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,54,100%,0,0%,0,0%,False,Andy Dalton,True,36,21
2015.0,2015-10-11,5.0,5.0,27.347,CIN,SEA,W 27-24,True,30,44,68.18,331,2,1,95.9,4,21,7.52,7.41,7,18,2.57,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,85,100%,0,0%,0,0%,False,Andy Dalton,True,27,24
2015.0,2015-10-18,6.0,6.0,27.354,CIN,BUF,W 34-21,True,22,33,66.67,243,3,0,118.6,0,0,7.36,9.18,3,-2,-0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-13,0,61,100%,0,0%,0,0%,True,Andy Dalton,True,34,21
2015.0,2015-11-01,7.0,8.0,28.003,CIN,PIT,W 16-10,True,23,38,60.53,231,1,2,64.7,3,13,6.08,4.24,6,4,0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-15,0,67,100%,0,0%,0,0%,True,Andy Dalton,True,16,10
2015.0,2015-11-05,8.0,9.0,28.007,CIN,CLE,W 31-10,True,21,27,77.78,234,3,0,139.8,2,15,8.67,10.89,6,5,0.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,97%,0,0%,0,0%,False,Andy Dalton,True,31,10
2015.0,2015-11-16,9.0,10.0,28.018,CIN,HOU,L 6-10,True,22,38,57.89,197,0,1,61.0,4,15,5.18,4.00,4,31,7.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Andy Dalton,False,6,10
2015.0,2015-11-22,10.0,11.0,28.024,CIN,ARI,L 31-34,True,22,39,56.41,315,2,0,99.8,4,37,8.08,9.10,8,34,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,0,-6,0,76,100%,0,0%,0,0%,True,Andy Dalton,False,31,34
2015.0,2015-11-29,11.0,12.0,28.031,CIN,STL,W 31-7,True,20,27,74.07,233,3,1,121.4,0,0,8.63,9.19,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,95%,0,0%,0,0%,False,Andy Dalton,True,31,7
2015.0,2015-12-06,12.0,13.0,28.038,CIN,CLE,W 37-3,True,14,19,73.68,220,2,0,146.8,1,6,11.58,13.68,4,11,2.75,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,88%,0,0%,0,0%,True,Andy Dalton,True,37,3
2015.0,2015-12-13,13.0,14.0,28.045,CIN,PIT,L 20-33,True,3,5,60.00,59,0,1,61.7,0,0,11.80,2.80,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,16%,0,0%,0,0%,False,Andy Dalton,False,20,33
2015.0,2015-12-20,14.0,15.0,,CIN,SFO,W 24-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Andy Dalton,True,24,14
2015.0,2015-12-28,15.0,16.0,,CIN,DEN,L 17-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Andy Dalton,False,17,20
2015.0,2016-01-03,16.0,17.0,,CIN,BAL,W 24-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Andy Dalton,True,24,16
2016.0,2016-09-11,1.0,1.0,28.318,CIN,NYJ,W 23-22,True,23,30,76.67,366,1,1,114.0,7,42,12.20,11.37,3,7,2.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,True,Andy Dalton,True,23,22
2016.0,2016-09-18,2.0,2.0,28.325,CIN,PIT,L 16-24,True,31,54,57.41,366,1,0,84.3,1,0,6.78,7.15,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,76,100%,0,0%,0,0%,True,Andy Dalton,False,16,24
2016.0,2016-09-25,3.0,3.0,28.332,CIN,DEN,L 17-29,True,21,31,67.74,206,0,1,72.8,4,17,6.65,5.19,6,40,6.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Andy Dalton,False,17,29
