Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-09-10,1,1,21.062,CLE,,PIT,L 18-21,True,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,44%,0,0%,10,40%,False,David Njoku
2017,2017-09-17,2,2,21.069,CLE,@,BAL,L 10-24,False,4,3,27,9.00,1,75.0%,6.75,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,34,48%,0,0%,11,44%,True,David Njoku
2017,2017-09-24,3,3,21.076,CLE,@,IND,L 28-31,False,4,2,12,6.00,1,50.0%,3.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,39%,0,0%,15,44%,True,David Njoku
2017,2017-10-01,4,4,21.083,CLE,,CIN,L 7-31,False,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,51%,0,0%,10,40%,False,David Njoku
2017,2017-10-08,5,5,21.090,CLE,,NYJ,L 14-17,False,3,3,48,16.00,1,100.0%,16.00,1,1,1.00,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,35,46%,0,0%,10,48%,False,David Njoku
2017,2017-10-15,6,6,21.097,CLE,@,HOU,L 17-33,False,5,2,0,0.00,0,40.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,39%,0,0%,14,42%,True,David Njoku
2017,2017-10-22,7,7,21.104,CLE,,TEN,L 9-12,False,5,2,58,29.00,0,40.0%,11.60,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,38%,0,0%,8,32%,False,David Njoku
2017,2017-10-29,8,8,21.111,CLE,,MIN,L 16-33,True,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,41%,0,0%,12,36%,False,David Njoku
2017,2017-11-12,9,10,21.125,CLE,@,DET,L 24-38,False,6,1,3,3.00,0,16.7%,0.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,57%,0,0%,11,35%,True,David Njoku
2017,2017-11-19,10,11,21.132,CLE,,JAX,L 7-19,False,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,38%,0,0%,15,48%,False,David Njoku
2017,2017-11-26,11,12,21.139,CLE,@,CIN,L 16-30,False,4,4,47,11.75,0,100.0%,11.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,59%,0,0%,9,33%,True,David Njoku
