Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-11-23,11,12,21.227,DET,@,NWE,L 9-34,False,7,2,23,11.50,0,28.6%,3.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,44,55%,0,0%,10,32%,True,Eric Ebron
2014,2014-11-27,12,13,21.231,DET,,CHI,W 34-17,True,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,42,58%,0,0%,4,14%,False,Eric Ebron
2014,2014-12-07,13,14,21.241,DET,,TAM,W 34-17,True,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,42,61%,0,0%,5,17%,False,Eric Ebron
2014,2014-12-14,14,15,21.248,DET,,MIN,W 16-14,True,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,20,39%,0,0%,3,12%,False,Eric Ebron
2014,2014-12-21,15,16,21.255,DET,@,CHI,W 20-14,True,,,,,,0.0%,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,35,49%,0,0%,3,13%,True,Eric Ebron
2014,2014-12-28,16,17,21.262,DET,@,GNB,L 20-30,True,6,2,38,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,43,62%,0,0%,7,29%,True,Eric Ebron
2015,2015-09-13,1,1,22.156,DET,@,SDG,L 28-33,False,5,4,53,13.25,1,80.0%,10.60,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,30,64%,0,0%,4,14%,True,Eric Ebron
2015,2015-09-20,2,2,22.163,DET,@,MIN,L 16-26,True,10,5,43,8.60,1,50.0%,4.30,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,72,92%,0,0%,1,4%,True,Eric Ebron
2015,2015-09-27,3,3,22.170,DET,,DEN,L 12-24,True,5,4,61,15.25,0,80.0%,12.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,71,96%,0,0%,1,4%,False,Eric Ebron
2015,2015-10-05,4,4,22.178,DET,@,SEA,L 10-13,False,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,18,32%,0,0%,0,0%,True,Eric Ebron
2015,2015-10-11,5,5,,DET,,ARI,L 17-42,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Eric Ebron
2015,2015-10-18,6,6,,DET,,CHI,W 37-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Eric Ebron
2015,2015-10-25,7,7,22.198,DET,,MIN,L 19-28,True,5,5,89,17.80,1,100.0%,17.80,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,46,85%,0,0%,0,0%,False,Eric Ebron
2015,2015-11-01,8,8,22.205,DET,@,KAN,L 10-45,True,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,46,77%,0,0%,0,0%,True,Eric Ebron
2015,2015-11-15,9,10,22.219,DET,@,GNB,W 18-16,False,8,4,28,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,32,49%,0,0%,1,3%,True,Eric Ebron
2015,2015-11-22,10,11,22.226,DET,,OAK,W 18-13,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,38,53%,0,0%,0,0%,False,Eric Ebron
2015,2015-11-26,11,12,22.230,DET,,PHI,W 45-14,False,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,35,49%,0,0%,0,0%,False,Eric Ebron
2015,2015-12-03,12,13,22.237,DET,,GNB,L 23-27,True,2,2,9,4.50,1,100.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,41,63%,0,0%,1,3%,False,Eric Ebron
2015,2015-12-13,13,14,22.247,DET,@,STL,L 14-21,False,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,53,75%,0,0%,0,0%,True,Eric Ebron
2015,2015-12-21,14,15,22.255,DET,@,NOR,W 35-27,True,5,4,79,19.75,0,80.0%,15.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,28,53%,0,0%,0,0%,True,Eric Ebron
2015,2015-12-27,15,16,22.261,DET,,SFO,W 32-17,True,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,49,69%,0,0%,0,0%,False,Eric Ebron
2015,2016-01-03,16,17,22.268,DET,@,CHI,W 24-20,True,7,5,25,5.00,1,71.4%,3.57,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,54,83%,0,0%,1,4%,True,Eric Ebron
2016,2016-09-11,1,1,23.154,DET,@,IND,W 39-35,True,5,5,46,9.20,1,100.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,60,92%,0,0%,0,0%,True,Eric Ebron
2016,2016-09-18,2,2,23.161,DET,,TEN,L 15-16,True,7,4,53,13.25,0,57.1%,7.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,71,90%,0,0%,0,0%,False,Eric Ebron
2016,2016-09-25,3,3,23.168,DET,@,GNB,L 27-34,True,8,5,69,13.80,0,62.5%,8.63,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,58,85%,0,0%,0,0%,True,Eric Ebron
2016,2016-10-02,4,4,23.175,DET,@,CHI,L 14-17,True,5,4,42,10.50,0,80.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,53,84%,0,0%,0,0%,True,Eric Ebron
2016,2016-10-09,5,5,,DET,,PHI,W 24-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Eric Ebron
2016,2016-10-16,6,6,,DET,,LAR,W 31-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Eric Ebron
2016,2016-10-23,7,7,,DET,,WAS,W 20-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Eric Ebron
2016,2016-10-30,8,8,23.203,DET,@,HOU,L 13-20,True,10,7,79,11.29,0,70.0%,7.90,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,49,80%,0,0%,0,0%,True,Eric Ebron
2016,2016-11-06,9,9,23.210,DET,@,MIN,W 22-16,True,8,7,92,13.14,0,87.5%,11.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,52,79%,0,0%,0,0%,True,Eric Ebron
2016,2016-11-20,10,11,23.224,DET,,JAX,W 26-19,True,5,3,70,23.33,0,60.0%,14.00,1,1,1.00,1,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,46,81%,0,0%,0,0%,False,Eric Ebron
2016,2016-11-24,11,12,23.228,DET,,MIN,W 16-13,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,49,80%,0,0%,0,0%,False,Eric Ebron
2016,2016-12-04,12,13,23.238,DET,@,NOR,W 28-13,True,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,54,77%,0,0%,0,0%,True,Eric Ebron
2016,2016-12-11,13,14,23.245,DET,,CHI,W 20-17,True,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,52,72%,0,0%,0,0%,False,Eric Ebron
2016,2016-12-18,14,15,23.252,DET,@,NYG,L 6-17,True,7,4,36,9.00,0,57.1%,5.14,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,52,84%,0,0%,0,0%,True,Eric Ebron
2016,2016-12-26,15,16,23.260,DET,@,DAL,L 21-42,True,12,8,93,11.63,0,66.7%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,86%,0,0%,0,0%,True,Eric Ebron
2016,2017-01-01,16,17,23.266,DET,,GNB,L 24-31,True,6,6,61,10.17,0,100.0%,10.17,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,77%,0,0%,0,0%,False,Eric Ebron
2017,2017-09-10,1,1,24.153,DET,,ARI,W 35-23,True,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,72%,0,0%,0,0%,False,Eric Ebron
2017,2017-09-18,2,2,24.161,DET,@,NYG,W 24-10,True,5,5,42,8.40,1,100.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,39,63%,0,0%,0,0%,True,Eric Ebron
2017,2017-09-24,3,3,24.167,DET,,ATL,L 26-30,True,7,2,9,4.50,0,28.6%,1.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,45,64%,0,0%,0,0%,False,Eric Ebron
2017,2017-10-01,4,4,24.174,DET,@,MIN,W 14-7,True,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,31,44%,0,0%,0,0%,True,Eric Ebron
2017,2017-10-08,5,5,24.181,DET,,CAR,L 24-27,True,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,34,56%,0,0%,0,0%,False,Eric Ebron
2017,2017-10-15,6,6,24.188,DET,@,NOR,L 38-52,False,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,41,51%,0,0%,0,0%,True,Eric Ebron
2017,2017-10-29,7,8,24.202,DET,,PIT,L 15-20,True,6,2,58,29.00,0,33.3%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,34,48%,0,0%,0,0%,False,Eric Ebron
2017,2017-11-06,8,9,24.210,DET,@,GNB,W 30-17,False,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,34,50%,0,0%,0,0%,True,Eric Ebron
2017,2017-11-12,9,10,24.216,DET,,CLE,W 38-24,True,3,2,39,19.50,1,66.7%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,34,65%,0,0%,0,0%,False,Eric Ebron
2017,2017-11-19,10,11,24.223,DET,@,CHI,W 27-24,True,7,4,49,12.25,0,57.1%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,28,44%,0,0%,0,0%,True,Eric Ebron
2017,2017-11-23,11,12,24.227,DET,,MIN,L 23-30,True,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,29,49%,0,0%,0,0%,False,Eric Ebron
2017,2017-12-03,12,13,24.237,DET,@,BAL,L 20-44,False,4,4,38,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,29,46%,0,0%,0,0%,True,Eric Ebron
2017,2017-12-10,13,14,24.244,DET,@,TAM,W 24-21,False,11,10,94,9.40,0,90.9%,8.55,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,42,62%,0,0%,0,0%,True,Eric Ebron
2017,2017-12-16,14,15,24.250,DET,,CHI,W 20-10,False,7,5,33,6.60,1,71.4%,4.71,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,27,43%,0,0%,0,0%,False,Eric Ebron
2017,2017-12-24,15,16,24.258,DET,@,CIN,L 17-26,False,8,5,83,16.60,1,62.5%,10.38,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,27,44%,0,0%,0,0%,True,Eric Ebron
2017,2017-12-31,16,17,24.265,DET,,GNB,W 35-11,False,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,24,41%,0,0%,0,0%,False,Eric Ebron
2018,2018-09-09,1,1,25.152,IND,,CIN,L 23-34,True,5,4,51,12.75,1,80.0%,10.20,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,37,45%,0,0%,0,0%,False,Eric Ebron
2018,2018-09-16,2,2,25.159,IND,@,WAS,W 21-9,False,4,3,26,8.67,1,75.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,16,26%,0,0%,0,0%,True,Eric Ebron
2018,2018-09-23,3,3,25.166,IND,@,PHI,L 16-20,True,11,5,33,6.60,0,45.5%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,52,88%,0,0%,0,0%,True,Eric Ebron
2018,2018-09-30,4,4,25.173,IND,,HOU,L 34-37,True,10,5,40,8.00,1,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,76,84%,0,0%,0,0%,False,Eric Ebron
2018,2018-10-04,5,5,25.177,IND,@,NWE,L 24-38,True,15,9,105,11.67,2,60.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,59,71%,0,0%,0,0%,True,Eric Ebron
2018,2018-10-14,6,6,25.187,IND,@,NYJ,L 34-42,False,7,4,71,17.75,1,57.1%,10.14,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,49,71%,0,0%,0,0%,True,Eric Ebron
2018,2018-10-21,7,7,25.194,IND,,BUF,W 37-5,True,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,33,50%,0,0%,0,0%,False,Eric Ebron
2018,2018-10-28,8,8,25.201,IND,@,OAK,W 42-28,False,3,3,37,12.33,1,100.0%,12.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,17,22%,0,0%,0,0%,True,Eric Ebron
2018,2018-11-11,9,10,25.215,IND,,JAX,W 29-26,False,3,3,69,23.00,2,100.0%,23.00,1,2,2.00,1,0,0,,0,0,0,,0,0,,,,3,18,0,0,0,0,0,0,21,38%,0,0%,0,0%,False,Eric Ebron
2018,2018-11-18,10,11,25.222,IND,,TEN,W 38-10,False,0,0,0,,0,0.0%,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,0,0,0,0,0,0,0,0,25,40%,0,0%,0,0%,False,Eric Ebron
2018,2018-11-25,11,12,25.229,IND,,MIA,W 27-24,False,7,5,45,9.00,2,71.4%,6.43,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,49,71%,0,0%,0,0%,False,Eric Ebron
2018,2018-12-02,12,13,25.236,IND,@,JAX,L 0-6,False,16,10,81,8.10,0,62.5%,5.06,1,-9,-9.00,0,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,58,76%,0,0%,0,0%,True,Eric Ebron
2018,2018-12-09,13,14,25.243,IND,@,HOU,W 24-21,True,8,4,65,16.25,1,50.0%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,45,67%,0,0%,1,3%,True,Eric Ebron
2018,2018-12-16,14,15,25.250,IND,,DAL,W 23-0,True,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,38,53%,0,0%,0,0%,False,Eric Ebron
2018,2018-12-23,15,16,25.257,IND,,NYG,W 28-27,False,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,20,30%,0,0%,0,0%,False,Eric Ebron
2018,2018-12-30,16,17,25.264,IND,@,TEN,W 33-17,True,6,4,60,15.00,1,66.7%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,39,49%,0,0%,0,0%,True,Eric Ebron
2019,2019-09-08,1,1,26.151,IND,@,LAC,L 24-30,False,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,25,40%,0,0%,0,0%,True,Eric Ebron
2019,2019-09-15,2,2,26.158,IND,@,TEN,W 19-17,False,4,3,25,8.33,1,75.0%,6.25,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,33,47%,0,0%,0,0%,True,Eric Ebron
2019,2019-09-22,3,3,26.165,IND,,ATL,W 27-24,False,4,3,47,15.67,0,75.0%,11.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,35,52%,0,0%,0,0%,False,Eric Ebron
2019,2019-09-29,4,4,26.172,IND,,OAK,L 24-31,False,5,1,48,48.00,1,20.0%,9.60,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,27,35%,0,0%,0,0%,False,Eric Ebron
2019,2019-10-06,5,5,26.179,IND,@,KAN,W 19-13,False,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,27,33%,0,0%,0,0%,True,Eric Ebron
2019,2019-10-20,6,7,26.193,IND,,HOU,W 30-23,True,5,4,70,17.50,1,80.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,32,44%,0,0%,0,0%,False,Eric Ebron
2019,2019-10-27,7,8,26.200,IND,,DEN,W 15-13,False,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,22,34%,0,0%,0,0%,False,Eric Ebron
2019,2019-11-03,8,9,26.207,IND,@,PIT,L 24-26,False,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,24,34%,0,0%,0,0%,True,Eric Ebron
2019,2019-11-10,9,10,26.214,IND,,MIA,L 12-16,True,12,5,56,11.20,0,41.7%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,42,61%,0,0%,0,0%,False,Eric Ebron
2019,2019-11-17,10,11,26.221,IND,,JAX,W 33-13,False,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,29,44%,0,0%,0,0%,False,Eric Ebron
2019,2019-11-21,11,12,26.225,IND,@,HOU,L 17-20,False,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,29,43%,0,0%,0,0%,True,Eric Ebron
2019,2019-12-01,12,13,,IND,,TEN,L 17-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Eric Ebron
2019,2019-12-08,13,14,,IND,@,TAM,L 35-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Eric Ebron
2019,2019-12-16,14,15,,IND,@,NOR,L 7-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Eric Ebron
