Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-10-14,6.0,6.0,23.078,LAC,CLE,W 38-14,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0%,0,0%,13,45%,True,Michael Badgley,True,38,14
2018.0,2018-10-21,7.0,7.0,23.085,LAC,TEN,W 20-19,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,0,0%,0,0%,9,39%,False,Michael Badgley,True,20,19
2018.0,2018-11-11,9.0,10.0,23.106,LAC,OAK,W 20-6,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0%,0,0%,9,41%,True,Michael Badgley,True,20,6
2018.0,2018-11-18,10.0,11.0,23.113,LAC,DEN,L 22-23,False,1,2,50.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0%,0,0%,11,42%,False,Michael Badgley,False,22,23
2018.0,2018-11-25,11.0,12.0,23.12,LAC,ARI,W 45-10,False,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,0%,0,0%,15,54%,False,Michael Badgley,True,45,10
2018.0,2018-12-02,12.0,13.0,23.127,LAC,PIT,W 33-30,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0%,0,0%,11,37%,True,Michael Badgley,True,33,30
2018.0,2018-12-09,13.0,14.0,23.134,LAC,CIN,W 26-21,False,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0%,0,0%,12,41%,False,Michael Badgley,True,26,21
2018.0,2018-12-13,14.0,15.0,23.138,LAC,KAN,W 29-28,False,3,3,100.0,,,,0,3,0.0,0,1,1,0,0,0,0%,0,0%,8,35%,True,Michael Badgley,True,29,28
2018.0,2018-12-22,15.0,16.0,23.147,LAC,BAL,L 10-22,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0%,0,0%,5,19%,False,Michael Badgley,False,10,22
2018.0,2018-12-30,16.0,17.0,23.155,LAC,DEN,W 23-9,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0%,0,0%,7,30%,True,Michael Badgley,True,23,9
2019.0,2019-09-08,1.0,1.0,,LAC,IND,W 30-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Michael Badgley,True,30,24
2019.0,2019-09-15,2.0,2.0,,LAC,DET,L 10-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Michael Badgley,False,10,13
2019.0,2019-09-22,3.0,3.0,,LAC,HOU,L 20-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Michael Badgley,False,20,27
2019.0,2019-09-29,4.0,4.0,,LAC,MIA,W 30-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Michael Badgley,True,30,10
2019.0,2019-10-06,5.0,5.0,,LAC,DEN,L 13-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Michael Badgley,False,13,20
2019.0,2019-10-13,6.0,6.0,,LAC,PIT,L 17-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Michael Badgley,False,17,24
2019.0,2019-10-20,7.0,7.0,,LAC,TEN,L 20-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Michael Badgley,False,20,23
2019.0,2019-10-27,8.0,8.0,,LAC,CHI,W 17-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Michael Badgley,True,17,16
2019.0,2019-11-03,9.0,9.0,24.098,LAC,GNB,W 26-11,False,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,0,0,0,0%,0,0%,14,54%,False,Michael Badgley,True,26,11
2019.0,2019-11-07,10.0,10.0,24.102,LAC,OAK,L 24-26,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,9,31%,True,Michael Badgley,False,24,26
2019.0,2019-11-18,11.0,11.0,24.113,LAC,KAN,L 17-24,False,,,,3,4,75.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,4,15%,False,Michael Badgley,False,17,24
2019.0,2019-12-01,12.0,13.0,24.126,LAC,DEN,L 20-23,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,0,0,0%,0,0%,5,16%,True,Michael Badgley,False,20,23
2019.0,2019-12-08,13.0,14.0,24.133,LAC,JAX,W 45-10,False,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,7,25%,True,Michael Badgley,True,45,10
2019.0,2019-12-15,14.0,15.0,24.14,LAC,MIN,L 10-39,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0%,0,0%,2,8%,False,Michael Badgley,False,10,39
2019.0,2019-12-22,15.0,16.0,24.147,LAC,OAK,L 17-24,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0%,0,0%,3,11%,False,Michael Badgley,False,17,24
2019.0,2019-12-29,16.0,17.0,24.154,LAC,KAN,L 21-31,False,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0%,0,0%,3,13%,True,Michael Badgley,False,21,31
2020.0,2020-09-13,1.0,1.0,25.047,LAC,CIN,W 16-13,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0%,0,0%,5,17%,True,Michael Badgley,True,16,13
2020.0,2020-09-20,2.0,2.0,25.054,LAC,KAN,L 20-23,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,4,14%,False,Michael Badgley,False,20,23
