Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-12-14,14,15,28.013,NWE,OAK,True,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,49,26,Jabar Gaffney
2008,2008-12-21,15,16,28.020,NWE,ARI,False,7,5,90,18.00,0,71.4%,12.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,47,7,Jabar Gaffney
2008,2008-12-28,16,17,28.027,NWE,BUF,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,13,0,Jabar Gaffney
2009,2009-09-13,1,1,28.286,DEN,CIN,True,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,12,7,Jabar Gaffney
2009,2009-09-20,2,2,28.293,DEN,CLE,True,5,3,82,27.33,0,60.0%,16.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,27,6,Jabar Gaffney
2009,2009-09-27,3,3,28.300,DEN,OAK,True,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,23,3,Jabar Gaffney
2009,2009-10-04,4,4,28.307,DEN,DAL,False,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,17,10,Jabar Gaffney
2009,2009-10-11,5,5,28.314,DEN,NWE,True,8,6,61,10.17,0,75.0%,7.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,17,Jabar Gaffney
2009,2009-10-19,6,6,28.322,DEN,SDG,False,4,1,27,27.00,0,25.0%,6.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,34,23,Jabar Gaffney
2009,2009-11-01,7,8,28.335,DEN,BAL,True,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,30,Jabar Gaffney
2009,2009-11-09,8,9,28.343,DEN,PIT,False,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,10,28,Jabar Gaffney
2009,2009-11-15,9,10,28.349,DEN,WAS,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,17,27,Jabar Gaffney
2009,2009-11-22,10,11,28.356,DEN,SDG,True,9,3,55,18.33,0,33.3%,6.11,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,3,32,Jabar Gaffney
2009,2009-11-26,11,12,28.360,DEN,NYG,False,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,26,6,Jabar Gaffney
2009,2009-12-06,12,13,29.005,DEN,KAN,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,44,13,Jabar Gaffney
2009,2009-12-13,13,14,29.012,DEN,IND,False,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,16,28,Jabar Gaffney
2009,2009-12-20,14,15,29.019,DEN,OAK,False,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,19,20,Jabar Gaffney
2009,2009-12-27,15,16,29.026,DEN,PHI,False,8,7,69,9.86,2,87.5%,8.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,True,False,27,30,Jabar Gaffney
2009,2010-01-03,16,17,29.033,DEN,KAN,True,19,14,213,15.21,0,73.7%,11.21,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,24,44,Jabar Gaffney
2010,2010-09-12,1,1,29.285,DEN,JAX,True,7,3,34,11.33,1,42.9%,4.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,17,24,Jabar Gaffney
2010,2010-09-19,2,2,29.292,DEN,SEA,True,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,31,14,Jabar Gaffney
2010,2010-09-26,3,3,29.299,DEN,IND,True,14,12,140,11.67,0,85.7%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,27,Jabar Gaffney
2010,2010-10-03,4,4,29.306,DEN,TEN,True,8,5,51,10.20,0,62.5%,6.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,26,20,Jabar Gaffney
2010,2010-10-10,5,5,29.313,DEN,BAL,False,11,9,87,9.67,0,81.8%,7.91,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,31,Jabar Gaffney
2010,2010-10-17,6,6,29.320,DEN,NYJ,True,8,6,81,13.50,0,75.0%,10.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,24,Jabar Gaffney
2010,2010-10-24,7,7,29.327,DEN,OAK,True,9,4,54,13.50,0,44.4%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,14,59,Jabar Gaffney
2010,2010-10-31,8,8,29.334,DEN,SFO,True,7,4,54,13.50,0,57.1%,7.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,16,24,Jabar Gaffney
2010,2010-11-14,9,10,29.348,DEN,KAN,True,5,3,57,19.00,1,60.0%,11.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,49,29,Jabar Gaffney
2010,2010-11-22,10,11,29.356,DEN,SDG,False,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,35,Jabar Gaffney
2010,2010-11-28,11,12,29.362,DEN,STL,True,6,3,59,19.67,0,50.0%,9.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,33,36,Jabar Gaffney
2010,2010-12-05,12,13,30.004,DEN,KAN,False,5,2,28,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,6,10,Jabar Gaffney
2010,2010-12-12,13,14,30.011,DEN,ARI,True,8,3,48,16.00,0,37.5%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,13,43,Jabar Gaffney
2010,2010-12-19,14,15,30.018,DEN,OAK,False,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,23,39,Jabar Gaffney
2010,2010-12-26,15,16,30.025,DEN,HOU,True,7,4,90,22.50,0,57.1%,12.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,False,True,24,23,Jabar Gaffney
2010,2011-01-02,16,17,30.032,DEN,SDG,False,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,28,33,Jabar Gaffney
2011,2011-09-11,1,1,30.284,WAS,NYG,True,7,3,54,18.00,1,42.9%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,28,14,Jabar Gaffney
2011,2011-09-18,2,2,30.291,WAS,ARI,True,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,22,21,Jabar Gaffney
2011,2011-09-26,3,3,30.299,WAS,DAL,False,6,5,60,12.00,0,83.3%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,16,18,Jabar Gaffney
2011,2011-10-02,4,4,30.305,WAS,STL,True,4,4,62,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,17,10,Jabar Gaffney
2011,2011-10-16,5,6,30.319,WAS,PHI,True,10,2,55,27.50,0,20.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,20,Jabar Gaffney
2011,2011-10-23,6,7,30.326,WAS,CAR,True,8,4,68,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,,,,,,,True,False,20,33,Jabar Gaffney
2011,2011-10-30,7,8,30.333,WAS,BUF,True,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,0,23,Jabar Gaffney
2011,2011-11-06,8,9,30.340,WAS,SFO,True,5,4,40,10.00,1,80.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,11,19,Jabar Gaffney
2011,2011-11-13,9,10,30.347,WAS,MIA,True,6,3,37,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,9,20,Jabar Gaffney
2011,2011-11-20,10,11,30.354,WAS,DAL,True,10,7,115,16.43,1,70.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,24,27,Jabar Gaffney
2011,2011-11-27,11,12,30.361,WAS,SEA,True,7,5,72,14.40,0,71.4%,10.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,23,17,Jabar Gaffney
2011,2011-12-04,12,13,31.003,WAS,NYJ,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,19,34,Jabar Gaffney
2011,2011-12-11,13,14,31.010,WAS,NWE,True,8,6,92,15.33,1,75.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,27,34,Jabar Gaffney
2011,2011-12-18,14,15,31.017,WAS,NYG,True,9,6,85,14.17,0,66.7%,9.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,23,10,Jabar Gaffney
2011,2011-12-24,15,16,31.023,WAS,MIN,True,8,6,77,12.83,1,75.0%,9.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,26,33,Jabar Gaffney
2011,2012-01-01,16,17,31.031,WAS,PHI,True,10,4,28,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,10,34,Jabar Gaffney
2012,2012-10-07,5,5,,MIA,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,17,13,Jabar Gaffney
2012,2012-10-14,6,6,,MIA,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,17,14,Jabar Gaffney
2012,2012-10-28,7,8,31.332,MIA,NYJ,False,2,1,30,30.00,0,50.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,11,18%,0,0%,0,0%,True,True,30,9,Jabar Gaffney
2012,2012-11-04,8,9,31.339,MIA,IND,False,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,27,43%,0,0%,0,0%,True,False,20,23,Jabar Gaffney
2012,2012-11-11,9,10,31.346,MIA,TEN,False,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,87%,0,0%,0,0%,False,False,3,37,Jabar Gaffney
2012,2012-11-15,10,11,,MIA,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,19,Jabar Gaffney
,158 Games,,,,,,False,754,447,5690,12.73,24,59.3%,7.55,9,56,6.22,0,1,5,20.00,39,1,0,99.2,0,0,7.80,11.80,2,31,15.50,0,7,19,2.71,0,2,24,148,4,3,0,0,0,0,,,,,,,False,False,87,0,Jabar Gaffney
