Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-09-07,1.0,1.0,23.197,CHI,BUF,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,160,40.00,0,0,0%,0,0%,8,28%,False,Pat O'Donnell,False,20,23
2014.0,2014-09-14,2.0,2.0,23.204,CHI,SFO,W 28-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,5,238,47.60,1,0,0%,0,0%,11,42%,True,Pat O'Donnell,True,28,20
2014.0,2014-09-22,3.0,3.0,23.212,CHI,NYJ,W 27-19,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,213,42.60,0,0,0%,0,0%,10,33%,True,Pat O'Donnell,True,27,19
2014.0,2014-09-28,4.0,4.0,23.218,CHI,GNB,L 17-38,False,,,,,,,,,,,,,,,,0.0,,,,,,0,,,0,0,0,0,0,,,0,0%,0,0%,3,13%,False,Pat O'Donnell,False,17,38
2014.0,2014-10-05,5.0,5.0,23.225,CHI,CAR,L 24-31,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,205,51.25,0,0,0%,0,0%,9,30%,True,Pat O'Donnell,False,24,31
2014.0,2014-10-12,6.0,6.0,23.232,CHI,ATL,W 27-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,201,40.20,0,0,0%,0,0%,9,32%,True,Pat O'Donnell,True,27,13
2014.0,2014-10-19,7.0,7.0,23.239,CHI,MIA,L 14-27,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,159,53.00,0,0,0%,0,0%,5,22%,False,Pat O'Donnell,False,14,27
2014.0,2014-10-26,8.0,8.0,23.246,CHI,NWE,L 23-51,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,189,47.25,0,0,0%,0,0%,5,17%,True,Pat O'Donnell,False,23,51
2014.0,2014-11-09,9.0,10.0,23.26,CHI,GNB,L 14-55,False,1,-12,-12.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,1,0,0,1,0,0,4,171,42.75,0,0,0%,0,0%,7,22%,True,Pat O'Donnell,False,14,55
2014.0,2014-11-16,10.0,11.0,23.267,CHI,MIN,W 21-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,59,29.50,0,0,0%,0,0%,6,26%,False,Pat O'Donnell,True,21,13
2014.0,2014-11-23,11.0,12.0,23.274,CHI,TAM,W 21-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,9,367,40.78,0,0,0%,0,0%,14,45%,False,Pat O'Donnell,True,21,13
2014.0,2014-11-27,12.0,13.0,23.278,CHI,DET,L 17-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,288,48.00,0,0,0%,0,0%,9,31%,True,Pat O'Donnell,False,17,34
2014.0,2014-12-04,13.0,14.0,23.285,CHI,DAL,L 28-41,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,134,33.50,0,0,0%,0,0%,7,24%,False,Pat O'Donnell,False,28,41
2014.0,2014-12-15,14.0,15.0,23.296,CHI,NOR,L 15-31,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,299,49.83,0,0,0%,0,0%,9,31%,False,Pat O'Donnell,False,15,31
2014.0,2014-12-21,15.0,16.0,23.302,CHI,DET,L 14-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,242,40.33,0,0,0%,0,0%,9,39%,False,Pat O'Donnell,False,14,20
2014.0,2014-12-28,16.0,17.0,23.309,CHI,MIN,L 9-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,4,182,45.50,0,0,0%,0,0%,8,36%,True,Pat O'Donnell,False,9,13
