Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2005.0,2005-09-19,2.0,2.0,24.029,WAS,DAL,W 14-13,False,2,2,100.0,,,,0,2,0.0,1,0,1,0,,0,0,,,,,,,,,True,Nick Novak,True,14,13
2005.0,2005-10-02,3.0,4.0,24.042,WAS,SEA,W 20-17,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Nick Novak,True,20,17
2005.0,2005-10-09,4.0,5.0,24.049,WAS,DEN,L 19-21,False,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Nick Novak,False,19,21
2005.0,2005-10-16,5.0,6.0,24.056,WAS,KAN,L 21-28,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,Nick Novak,False,21,28
2005.0,2005-10-23,6.0,7.0,24.063,WAS,SFO,W 52-17,False,7,7,100.0,1,1,100.0,0,10,0.0,,,,,,0,0,,0,,,,,,,False,Nick Novak,True,52,17
2005.0,2005-10-30,7.0,8.0,,WAS,NYG,L 0-36,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Nick Novak,False,0,36
2005.0,2005-12-04,12.0,13.0,24.105,ARI,SFO,W 17-10,False,,,,3,3,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,True,Nick Novak,True,17,10
2006.0,2006-10-15,6.0,6.0,25.055,WAS,TEN,L 22-25,False,2,2,100.0,,,,0,2,0.0,,,,,,0,0,,,,,,,,,False,Nick Novak,False,22,25
2006.0,2006-10-22,7.0,7.0,25.062,WAS,IND,L 22-36,False,2,2,100.0,,2,0.0,0,2,0.0,,,,,,0,0,,0,,,,,,,True,Nick Novak,False,22,36
2006.0,2006-11-05,8.0,9.0,25.076,WAS,DAL,W 22-19,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Nick Novak,True,22,19
2006.0,2006-11-12,9.0,10.0,25.083,WAS,PHI,L 3-27,False,,,,1,2,50.0,0,3,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,Nick Novak,False,3,27
2006.0,2006-11-19,10.0,11.0,25.09,WAS,TAM,L 17-20,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Nick Novak,False,17,20
2006.0,2006-11-26,11.0,12.0,25.097,WAS,CAR,W 17-13,False,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,Nick Novak,True,17,13
2006.0,2006-12-03,12.0,13.0,,WAS,ATL,L 14-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Nick Novak,False,14,24
2008.0,2008-09-07,1.0,1.0,27.017,KAN,NWE,L 10-17,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,False,10,17
2008.0,2008-09-21,3.0,3.0,27.031,KAN,ATL,L 14-38,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,False,14,38
2008.0,2008-09-28,4.0,4.0,27.038,KAN,DEN,W 33-19,False,3,3,100.0,4,5,80.0,0,15,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,True,33,19
2008.0,2008-10-19,6.0,7.0,27.059,KAN,TEN,L 10-34,False,1,1,100.0,1,3,33.3,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,False,10,34
2011.0,2011-09-18,2.0,2.0,30.028,SDG,NWE,L 21-35,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,False,21,35
2011.0,2011-09-25,3.0,3.0,30.035,SDG,KAN,W 20-17,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,True,20,17
2011.0,2011-10-02,4.0,4.0,30.042,SDG,MIA,W 26-16,False,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,True,26,16
2011.0,2011-10-09,5.0,5.0,30.049,SDG,DEN,W 29-24,False,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,True,29,24
2011.0,2011-10-23,6.0,7.0,30.063,SDG,NYJ,L 21-27,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,False,21,27
2011.0,2011-10-31,7.0,8.0,30.071,SDG,KAN,L 20-23,False,,,,4,5,80.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,False,20,23
2011.0,2011-11-06,8.0,9.0,30.077,SDG,GNB,L 38-45,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,False,38,45
2011.0,2011-11-10,9.0,10.0,30.081,SDG,OAK,L 17-24,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,False,17,24
2011.0,2011-11-20,10.0,11.0,30.091,SDG,CHI,L 20-31,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,False,20,31
2011.0,2011-11-27,11.0,12.0,30.098,SDG,DEN,L 13-16,False,1,1,100.0,2,4,50.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,False,13,16
2011.0,2011-12-05,12.0,13.0,30.106,SDG,JAX,W 38-14,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,True,38,14
2011.0,2011-12-11,13.0,14.0,30.112,SDG,BUF,W 37-10,False,4,5,80.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,True,37,10
2011.0,2011-12-18,14.0,15.0,30.119,SDG,BAL,W 34-14,False,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,Nick Novak,True,34,14
2011.0,2011-12-24,15.0,16.0,30.125,SDG,DET,L 10-38,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,False,10,38
2011.0,2012-01-01,16.0,17.0,30.133,SDG,OAK,W 38-26,False,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,Nick Novak,True,38,26
2012.0,2012-09-30,4.0,4.0,31.04,SDG,KAN,W 37-20,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,15,48%,True,Nick Novak,True,37,20
2012.0,2012-10-07,5.0,5.0,31.047,SDG,NOR,L 24-31,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,34%,True,Nick Novak,False,24,31
2012.0,2012-10-15,6.0,6.0,31.055,SDG,DEN,L 24-35,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,31%,False,Nick Novak,False,24,35
2012.0,2012-10-28,7.0,8.0,31.068,SDG,CLE,L 6-7,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,18%,True,Nick Novak,False,6,7
