Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-11-19,10,11,26.247,OAK,,NWE,L 8-33,False,0,0,,0,4,4,45,11.25,0,100.0%,11.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,34%,0,0%,13,59%,False,Cordarrelle Patterson
2017,2017-11-26,11,12,26.254,OAK,,DEN,W 21-14,False,0,0,,0,4,3,72,24.00,0,75.0%,18.00,0,0,,0,0,0,,0,0,,,1,5,5.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,54%,0,0%,8,30%,False,Cordarrelle Patterson
2017,2017-12-03,12,13,26.261,OAK,,NYG,W 24-17,True,2,1,0.50,0,4,4,97,24.25,0,100.0%,24.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,34,52%,0,0%,8,29%,False,Cordarrelle Patterson
2017,2017-12-10,13,14,26.268,OAK,@,KAN,L 15-26,False,0,0,,0,6,3,8,2.67,0,50.0%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,43%,0,0%,14,52%,True,Cordarrelle Patterson
2017,2017-12-17,14,15,26.275,OAK,,DAL,L 17-20,False,1,-4,-4.00,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,4,103,25.75,0,0,0,,0,0,0,0.0,0,0,0,,,2,0,0,0,0,0,44,67%,0,0%,6,25%,False,Cordarrelle Patterson
2017,2017-12-25,15,16,26.283,OAK,@,PHI,L 10-19,False,0,0,,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,19%,0,0%,9,33%,True,Cordarrelle Patterson
2017,2017-12-31,16,17,26.289,OAK,@,LAC,L 10-30,False,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,1,29,29.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,46%,0,0%,9,41%,True,Cordarrelle Patterson
2018,2018-09-09,1,1,27.176,NWE,,HOU,W 27-20,True,3,13,4.33,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,21%,0,0%,5,16%,False,Cordarrelle Patterson
2018,2018-09-16,2,2,27.183,NWE,@,JAX,L 20-31,False,1,5,5.00,0,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,46%,0,0%,7,25%,True,Cordarrelle Patterson
2018,2018-09-23,3,3,27.190,NWE,@,DET,L 10-26,False,0,0,,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,4,113,28.25,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,40%,0,0%,7,28%,True,Cordarrelle Patterson
2018,2018-09-30,4,4,27.197,NWE,,MIA,W 38-7,False,1,11,11.00,0,5,3,54,18.00,1,60.0%,10.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,51%,0,0%,2,8%,False,Cordarrelle Patterson
2018,2018-10-04,5,5,27.201,NWE,,IND,W 38-24,False,0,0,,0,2,2,11,5.50,1,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,8,12%,0,0%,4,13%,False,Cordarrelle Patterson
2018,2018-10-14,6,6,27.211,NWE,,KAN,W 43-40,False,1,3,3.00,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,1,30,30.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,8%,0,0%,9,25%,False,Cordarrelle Patterson
2018,2018-10-21,7,7,27.218,NWE,@,CHI,W 38-31,True,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,4,179,44.75,1,0,0,,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,6,9%,0,0%,6,18%,True,Cordarrelle Patterson
2018,2018-10-29,8,8,27.226,NWE,@,BUF,W 25-6,True,10,38,3.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,17%,0,0%,3,11%,True,Cordarrelle Patterson
2018,2018-11-04,9,9,27.232,NWE,,GNB,W 31-17,False,11,61,5.55,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,2,64,32.00,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,13,18%,0,0%,4,15%,False,Cordarrelle Patterson
2018,2018-11-11,10,10,27.239,NWE,@,TEN,L 10-34,True,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,74,24.67,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,15%,0,0%,7,23%,True,Cordarrelle Patterson
2018,2018-11-25,11,12,27.253,NWE,@,NYJ,W 27-13,False,5,10,2.00,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,31%,0,0%,5,19%,True,Cordarrelle Patterson
2018,2018-12-02,12,13,27.260,NWE,,MIN,W 24-10,False,1,6,6.00,0,2,2,53,26.50,0,100.0%,26.50,0,0,,0,0,0,,0,0,,,2,55,27.50,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,11%,0,0%,3,12%,False,Cordarrelle Patterson
2018,2018-12-09,13,14,27.267,NWE,@,MIA,L 33-34,True,0,0,,0,3,2,51,25.50,1,66.7%,17.00,0,0,,0,0,0,,0,0,,,1,30,30.00,0,0,0,,0,1,6,0.0,1,0,1,0,0,0,0,1,0,0,0,18,22%,0,0%,6,19%,True,Cordarrelle Patterson
2018,2018-12-16,14,15,27.274,NWE,@,PIT,L 10-17,False,0,0,,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,4,20%,True,Cordarrelle Patterson
2018,2018-12-23,15,16,27.281,NWE,,BUF,W 24-12,False,4,66,16.50,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,,,2,30,15.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,23%,0,0%,2,7%,False,Cordarrelle Patterson
2018,2018-12-30,16,17,,NWE,,NYJ,W 38-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Cordarrelle Patterson
2019,2019-09-05,1,1,28.172,CHI,,GNB,L 3-10,False,1,-2,-2.00,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,28%,0,0%,17,68%,False,Cordarrelle Patterson
2019,2019-09-15,2,2,28.182,CHI,@,DEN,W 16-14,True,2,50,25.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,25%,0,0%,11,44%,True,Cordarrelle Patterson
2019,2019-09-23,3,3,28.190,CHI,@,WAS,W 31-15,True,4,14,3.50,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,2,52,26.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,14%,0,0%,7,33%,True,Cordarrelle Patterson
2019,2019-09-29,4,4,28.196,CHI,,MIN,W 16-6,True,2,4,2.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,10%,0,0%,10,50%,False,Cordarrelle Patterson
2019,2019-10-06,5,5,28.203,CHI,@,OAK,L 21-24,False,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,93,31.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,4%,0,0%,15,54%,True,Cordarrelle Patterson
2019,2019-10-20,6,7,28.217,CHI,,NOR,L 25-36,False,1,2,2.00,0,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,,,4,163,40.75,1,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,15,23%,0,0%,18,52%,False,Cordarrelle Patterson
2019,2019-10-27,7,8,28.224,CHI,,LAC,L 16-17,False,1,5,5.00,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,0,0,,,4,109,27.25,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,19%,0,0%,11,42%,False,Cordarrelle Patterson
2019,2019-11-03,8,9,28.231,CHI,@,PHI,L 14-22,False,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,2,34,17.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,18%,0,0%,19,66%,True,Cordarrelle Patterson
2019,2019-11-10,9,10,28.238,CHI,,DET,W 20-13,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,4,101,25.25,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,25%,0,0%,16,53%,False,Cordarrelle Patterson
2019,2019-11-17,10,11,28.245,CHI,@,LAR,L 7-17,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,69,34.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,12,48%,True,Cordarrelle Patterson
2019,2019-11-24,11,12,28.252,CHI,,NYG,W 19-14,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,16%,0,0%,15,54%,False,Cordarrelle Patterson
2019,2019-11-28,12,13,28.256,CHI,@,DET,W 24-20,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,90,45.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,42%,0,0%,12,44%,True,Cordarrelle Patterson
2019,2019-12-05,13,14,28.263,CHI,,DAL,W 31-24,False,1,-5,-5.00,0,1,1,33,33.00,0,100.0%,33.00,0,0,,0,0,0,,0,0,,,2,44,22.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,16%,0,0%,14,47%,False,Cordarrelle Patterson
2019,2019-12-15,14,15,28.273,CHI,@,GNB,L 13-21,True,1,0,0.00,0,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,,,2,44,22.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,44%,0,0%,13,48%,True,Cordarrelle Patterson
2019,2019-12-22,15,16,28.280,CHI,,KAN,L 3-26,False,1,16,16.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,12,60%,False,Cordarrelle Patterson
2019,2019-12-29,16,17,28.287,CHI,@,MIN,W 21-19,False,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,2,8%,True,Cordarrelle Patterson
2020,2020-09-13,1,1,29.180,CHI,@,DET,W 27-23,False,4,19,4.75,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,3,110,36.67,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,15%,0,0%,11,33%,True,Cordarrelle Patterson
2020,2020-09-20,2,2,29.187,CHI,,NYG,W 17-13,False,7,25,3.57,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,3,83,27.67,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,14,22%,0,0%,7,32%,False,Cordarrelle Patterson
2020,2020-09-27,3,3,29.194,CHI,@,ATL,W 30-26,False,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,91,30.33,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,11,13%,0,0%,12,34%,True,Cordarrelle Patterson
2020,2020-10-04,4,4,29.201,CHI,,IND,L 11-19,False,3,5,1.67,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,0,,,3,65,21.67,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,11,18%,0,0%,14,52%,False,Cordarrelle Patterson
2020,2020-10-08,5,5,29.205,CHI,,TAM,W 20-19,True,3,7,2.33,0,3,3,38,12.67,0,100.0%,12.67,0,0,,0,0,0,,0,0,,,3,119,39.67,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,15,24%,0,0%,11,39%,False,Cordarrelle Patterson
2020,2020-10-18,6,6,29.215,CHI,@,CAR,W 23-16,False,1,1,1.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,18%,0,0%,9,35%,True,Cordarrelle Patterson
2020,2020-10-26,7,7,29.223,CHI,@,LAR,L 10-24,False,3,1,0.33,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,0,0,,,4,94,23.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,21%,0,0%,10,40%,True,Cordarrelle Patterson
2020,2020-11-01,8,8,29.229,CHI,,NOR,L 23-26,False,1,4,4.00,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,0,0,,,3,44,14.67,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,14%,0,0%,11,31%,False,Cordarrelle Patterson
2020,2020-11-08,9,9,29.236,CHI,@,TEN,L 17-24,True,3,13,4.33,0,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,,0,0,,,2,46,23.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,22%,0,0%,12,36%,True,Cordarrelle Patterson
2020,2020-11-16,10,10,29.244,CHI,,MIN,L 13-19,True,12,30,2.50,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,,,2,135,67.50,1,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,25,50%,0,0%,9,36%,False,Cordarrelle Patterson
2020,2020-11-29,11,12,29.257,CHI,@,GNB,L 25-41,False,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,41,20.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,13%,0,0%,10,40%,True,Cordarrelle Patterson
2020,2020-12-06,12,13,29.264,CHI,,DET,L 30-34,False,10,59,5.90,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,1,45,45.00,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,17,25%,0,0%,10,33%,False,Cordarrelle Patterson
2020,2020-12-13,13,14,29.271,CHI,,HOU,W 36-7,False,6,26,4.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,32%,0,0%,5,19%,False,Cordarrelle Patterson
2020,2020-12-20,14,15,29.278,CHI,@,MIN,W 33-27,False,1,3,3.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,3,69,23.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,9%,0,0%,6,21%,True,Cordarrelle Patterson
2020,2020-12-27,15,16,29.285,CHI,@,JAX,W 41-17,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,3,10%,True,Cordarrelle Patterson
2020,2021-01-03,16,17,29.292,CHI,,GNB,L 16-35,False,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,53,26.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,16%,0,0%,6,26%,False,Cordarrelle Patterson
2021,2021-09-12,1,1,30.179,ATL,,PHI,L 6-32,True,7,54,7.71,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,24,33%,0,0%,11,42%,False,Cordarrelle Patterson
2021,2021-09-19,2,2,30.186,ATL,@,TAM,L 25-48,False,7,11,1.57,1,7,5,58,11.60,1,71.4%,8.29,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0,,0,2,12,0.0,0,0,0,0,0,1,0,0,1,-5,0,24,33%,0,0%,11,37%,True,Cordarrelle Patterson
2021,2021-09-26,3,3,30.193,ATL,@,NYG,W 17-14,False,7,20,2.86,0,7,6,82,13.67,0,85.7%,11.71,0,0,,0,0,0,,0,0,,,2,40,20.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,42%,0,0%,7,30%,True,Cordarrelle Patterson
2021,2021-10-03,4,4,30.200,ATL,,WAS,L 30-34,True,6,34,5.67,0,6,5,82,16.40,3,83.3%,13.67,0,0,,0,0,0,,0,0,,,3,78,26.00,0,0,0,,0,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,23,30%,0,0%,9,33%,False,Cordarrelle Patterson
2021,2021-10-10,5,5,30.207,ATL,,NYJ,W 27-20,False,14,54,3.86,0,9,7,60,8.57,0,77.8%,6.67,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,29,29.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,59%,0,0%,5,21%,False,Cordarrelle Patterson
2021,2021-10-24,6,7,30.221,ATL,@,MIA,W 30-28,True,14,60,4.29,1,5,2,1,0.50,0,40.0%,0.20,0,0,,0,0,0,,0,0,,,2,43,21.50,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,73%,0,0%,5,18%,True,Cordarrelle Patterson
2021,2021-10-31,7,8,30.228,ATL,,CAR,L 13-19,True,9,35,3.89,0,5,5,37,7.40,1,100.0%,7.40,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,32,60%,0,0%,5,19%,False,Cordarrelle Patterson
2021,2021-11-07,8,9,30.235,ATL,@,NOR,W 27-25,True,9,10,1.11,0,6,6,126,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,,,3,65,21.67,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,33,56%,0,0%,6,22%,True,Cordarrelle Patterson
2021,2021-11-14,9,10,30.242,ATL,@,DAL,L 3-43,True,4,25,6.25,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,28%,0,0%,5,20%,True,Cordarrelle Patterson
2021,2021-11-18,10,11,,ATL,,NWE,L 0-25,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Cordarrelle Patterson
2021,2021-11-28,11,12,30.256,ATL,@,JAX,W 21-14,True,16,108,6.75,2,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,29,48%,1,1%,0,0%,True,Cordarrelle Patterson
2021,2021-12-05,12,13,30.263,ATL,,TAM,L 17-30,True,13,78,6.00,0,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,14,0,34,48%,0,0%,0,0%,False,Cordarrelle Patterson
2021,2021-12-12,13,14,30.270,ATL,@,CAR,W 29-21,True,16,58,3.63,1,5,2,1,0.50,0,40.0%,0.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,34,49%,0,0%,0,0%,True,Cordarrelle Patterson
2021,2021-12-19,14,15,30.277,ATL,@,SFO,L 13-31,True,11,18,1.64,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,62%,0,0%,0,0%,True,Cordarrelle Patterson
2021,2021-12-26,15,16,30.284,ATL,,DET,W 20-16,True,7,14,2.00,1,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,,,3,79,26.33,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,25,54%,1,1%,5,22%,False,Cordarrelle Patterson
2021,2022-01-02,16,17,30.291,ATL,@,BUF,L 15-29,True,9,28,3.11,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,51%,0,0%,5,26%,True,Cordarrelle Patterson
2021,2022-01-09,17,18,30.298,ATL,,NOR,L 20-30,True,4,11,2.75,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,36%,0,0%,1,4%,False,Cordarrelle Patterson
,143 Games,,,,,,,70-72-1,False,320,1635,5.11,14,397,268,2635,9.83,15,67.5%,6.64,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,257,7552,29.39,8,1,9,9.00,0,37,222,0.0,11,4,15,0,0,10,3,1,5,9,0,,,,,,,False,Cordarrelle Patterson
