Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-12-29,16,17,,NYG,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,35,38,Ahmad Bradshaw
2008,2008-09-04,1,1,22.169,NYG,WAS,False,0,0,,0,0,0,0,,0,0.0%,,1,19,19.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,16,7,Ahmad Bradshaw
2008,2008-09-14,2,2,22.179,NYG,STL,False,5,52,10.40,1,1,1,18,18.00,1,100.0%,18.00,4,93,23.25,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,41,13,Ahmad Bradshaw
2008,2008-09-21,3,3,22.186,NYG,CIN,False,2,2,1.00,0,1,1,5,5.00,0,100.0%,5.00,3,78,26.00,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,True,26,23,Ahmad Bradshaw
2008,2008-10-05,4,5,22.200,NYG,SEA,False,11,65,5.91,0,0,0,0,,0,0.0%,,2,24,12.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,44,6,Ahmad Bradshaw
2008,2008-10-13,5,6,22.208,NYG,CLE,False,0,0,,0,0,0,0,,0,0.0%,,3,66,22.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,35,Ahmad Bradshaw
2008,2008-10-19,6,7,22.214,NYG,SFO,False,8,28,3.50,0,1,1,5,5.00,0,100.0%,5.00,5,109,21.80,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,True,29,17,Ahmad Bradshaw
2008,2008-10-26,7,8,22.221,NYG,PIT,False,0,0,,0,0,0,0,,0,0.0%,,3,76,25.33,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,True,21,14,Ahmad Bradshaw
2008,2008-11-02,8,9,22.228,NYG,DAL,False,5,20,4.00,0,0,0,0,,0,0.0%,,3,54,18.00,0,0,0,,0,,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,False,True,35,14,Ahmad Bradshaw
2008,2008-11-09,9,10,22.235,NYG,PHI,False,5,38,7.60,0,0,0,0,,0,0.0%,,3,58,19.33,0,0,0,,0,,0,0,0.0,2,0,2,0,0,1,0,1,0,0,0,,,,,,,True,True,36,31,Ahmad Bradshaw
2008,2008-11-16,10,11,22.242,NYG,BAL,False,9,96,10.67,0,0,0,0,,0,0.0%,,3,53,17.67,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,30,10,Ahmad Bradshaw
2008,2008-11-23,11,12,22.249,NYG,ARI,False,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,37,29,Ahmad Bradshaw
2008,2008-11-30,12,13,,NYG,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,23,7,Ahmad Bradshaw
2008,2008-12-07,13,14,22.263,NYG,PHI,False,5,9,1.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,20,Ahmad Bradshaw
2008,2008-12-14,14,15,22.270,NYG,DAL,False,3,8,2.67,0,2,1,16,16.00,0,50.0%,8.00,2,48,24.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,8,20,Ahmad Bradshaw
2008,2008-12-21,15,16,22.277,NYG,CAR,False,0,0,,0,0,0,0,,0,0.0%,,4,88,22.00,0,1,6,6.00,0,,0,0,0.0,1,0,1,0,0,1,0,0,1,0,0,,,,,,,False,True,34,28,Ahmad Bradshaw
2008,2008-12-28,16,17,22.284,NYG,MIN,False,10,28,2.80,0,1,1,-2,-2.00,0,100.0%,-2.00,3,101,33.67,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,False,19,20,Ahmad Bradshaw
2009,2009-09-13,1,1,23.178,NYG,WAS,False,12,60,5.00,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,17,Ahmad Bradshaw
2009,2009-09-20,2,2,23.185,NYG,DAL,False,9,37,4.11,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,2,16,8.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,31,Ahmad Bradshaw
2009,2009-09-27,3,3,23.192,NYG,TAM,False,14,104,7.43,0,0,0,0,,0,0.0%,,0,0,,0,4,39,9.75,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,24,0,Ahmad Bradshaw
2009,2009-10-04,4,4,23.199,NYG,KAN,False,12,64,5.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,16,Ahmad Bradshaw
2009,2009-10-11,5,5,23.206,NYG,OAK,False,11,110,10.00,2,1,1,55,55.00,0,100.0%,55.00,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,True,44,7,Ahmad Bradshaw
2009,2009-10-18,6,6,23.213,NYG,NOR,False,10,48,4.80,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,27,48,Ahmad Bradshaw
2009,2009-10-25,7,7,23.220,NYG,ARI,False,12,32,2.67,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,False,17,24,Ahmad Bradshaw
2009,2009-11-01,8,8,23.227,NYG,PHI,False,9,21,2.33,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,40,Ahmad Bradshaw
2009,2009-11-08,9,9,23.234,NYG,SDG,False,14,39,2.79,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,21,Ahmad Bradshaw
2009,2009-11-22,10,11,23.248,NYG,ATL,False,12,34,2.83,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,31,Ahmad Bradshaw
2009,2009-11-26,11,12,,NYG,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,6,26,Ahmad Bradshaw
2009,2009-12-06,12,13,23.262,NYG,DAL,False,7,47,6.71,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,True,31,24,Ahmad Bradshaw
2009,2009-12-13,13,14,23.269,NYG,PHI,False,14,55,3.93,1,4,4,46,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,38,45,Ahmad Bradshaw
2009,2009-12-21,14,15,23.277,NYG,WAS,False,9,61,6.78,2,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,45,12,Ahmad Bradshaw
2009,2009-12-27,15,16,23.283,NYG,CAR,False,11,53,4.82,0,4,2,3,1.50,0,50.0%,0.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,1,-1,0,,,,,,,False,False,9,41,Ahmad Bradshaw
2009,2010-01-03,16,17,23.290,NYG,MIN,True,7,13,1.86,0,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,7,44,Ahmad Bradshaw
2010,2010-09-12,1,1,24.177,NYG,CAR,True,20,76,3.80,1,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,True,31,18,Ahmad Bradshaw
2010,2010-09-19,2,2,24.184,NYG,IND,True,17,89,5.24,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,14,38,Ahmad Bradshaw
2010,2010-09-26,3,3,24.191,NYG,TEN,True,15,88,5.87,1,5,5,30,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,False,10,29,Ahmad Bradshaw
2010,2010-10-03,4,4,24.198,NYG,CHI,True,23,129,5.61,1,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,True,17,3,Ahmad Bradshaw
2010,2010-10-10,5,5,24.205,NYG,HOU,True,16,67,4.19,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,10,Ahmad Bradshaw
2010,2010-10-17,6,6,24.212,NYG,DET,True,19,133,7.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,28,20,Ahmad Bradshaw
2010,2010-10-25,7,7,24.220,NYG,DAL,True,24,126,5.25,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,True,41,35,Ahmad Bradshaw
2010,2010-11-07,8,9,24.233,NYG,SEA,True,19,57,3.00,2,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,41,7,Ahmad Bradshaw
2010,2010-11-14,9,10,24.240,NYG,DAL,True,20,73,3.65,0,7,6,62,10.33,0,85.7%,8.86,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,False,20,33,Ahmad Bradshaw
2010,2010-11-21,10,11,24.247,NYG,PHI,True,12,29,2.42,0,2,2,-5,-2.50,0,100.0%,-2.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,False,17,27,Ahmad Bradshaw
2010,2010-11-28,11,12,24.254,NYG,JAX,False,9,49,5.44,0,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,20,Ahmad Bradshaw
2010,2010-12-05,12,13,24.261,NYG,WAS,False,25,97,3.88,2,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,7,Ahmad Bradshaw
2010,2010-12-13,13,14,24.269,NYG,MIN,False,11,103,9.36,1,6,5,12,2.40,0,83.3%,2.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,21,3,Ahmad Bradshaw
2010,2010-12-19,14,15,24.275,NYG,PHI,False,19,66,3.47,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,31,38,Ahmad Bradshaw
2010,2010-12-26,15,16,24.282,NYG,GNB,False,12,31,2.58,0,6,5,41,8.20,0,83.3%,6.83,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,False,17,45,Ahmad Bradshaw
2010,2011-01-02,16,17,24.289,NYG,WAS,True,15,22,1.47,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,17,14,Ahmad Bradshaw
2011,2011-09-11,1,1,25.176,NYG,WAS,True,13,44,3.38,1,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,28,Ahmad Bradshaw
2011,2011-09-19,2,2,25.184,NYG,STL,True,15,59,3.93,0,5,5,45,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,28,16,Ahmad Bradshaw
2011,2011-09-25,3,3,25.190,NYG,PHI,True,15,86,5.73,0,5,5,53,10.60,1,100.0%,10.60,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,29,16,Ahmad Bradshaw
2011,2011-10-02,4,4,25.197,NYG,ARI,True,12,39,3.25,1,5,4,11,2.75,0,80.0%,2.20,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,True,31,27,Ahmad Bradshaw
2011,2011-10-09,5,5,25.204,NYG,SEA,True,17,58,3.41,0,5,2,27,13.50,0,40.0%,5.40,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,25,36,Ahmad Bradshaw
2011,2011-10-16,6,6,25.211,NYG,BUF,True,26,104,4.00,3,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,3,18,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,24,Ahmad Bradshaw
2011,2011-10-30,7,8,25.225,NYG,MIA,True,13,50,3.85,0,5,5,38,7.60,0,100.0%,7.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,17,Ahmad Bradshaw
2011,2011-11-06,8,9,,NYG,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,24,20,Ahmad Bradshaw
2011,2011-11-13,9,10,,NYG,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,20,27,Ahmad Bradshaw
2011,2011-11-20,10,11,,NYG,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,17,Ahmad Bradshaw
2011,2011-11-28,11,12,,NYG,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,24,49,Ahmad Bradshaw
2011,2011-12-04,12,13,25.260,NYG,GNB,True,11,38,3.45,0,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,35,38,Ahmad Bradshaw
2011,2011-12-11,13,14,25.267,NYG,DAL,False,8,12,1.50,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,37,34,Ahmad Bradshaw
2011,2011-12-18,14,15,25.274,NYG,WAS,True,10,58,5.80,1,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,23,Ahmad Bradshaw
2011,2011-12-24,15,16,25.280,NYG,NYJ,False,15,54,3.60,2,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,29,14,Ahmad Bradshaw
2011,2012-01-01,16,17,25.288,NYG,DAL,False,16,57,3.56,1,4,3,12,4.00,1,75.0%,3.00,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,14,Ahmad Bradshaw
2012,2012-09-05,1,1,26.170,NYG,DAL,True,17,78,4.59,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,52,95%,0,0%,0,0%,False,False,17,24,Ahmad Bradshaw
2012,2012-09-16,2,2,26.181,NYG,TAM,True,5,16,3.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,17%,0,0%,0,0%,False,True,41,34,Ahmad Bradshaw
2012,2012-09-20,3,3,,NYG,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,36,7,Ahmad Bradshaw
2012,2012-09-30,4,4,26.195,NYG,PHI,True,13,39,3.00,0,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,85%,0,0%,0,0%,True,False,17,19,Ahmad Bradshaw
2012,2012-10-07,5,5,26.202,NYG,CLE,True,30,200,6.67,1,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,71,95%,0,0%,1,3%,False,True,41,27,Ahmad Bradshaw
2012,2012-10-14,6,6,26.209,NYG,SFO,True,27,116,4.30,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,85%,0,0%,0,0%,True,True,26,3,Ahmad Bradshaw
2012,2012-10-21,7,7,26.216,NYG,WAS,True,12,43,3.58,1,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,76%,0,0%,0,0%,False,True,27,23,Ahmad Bradshaw
2012,2012-10-28,8,8,26.223,NYG,DAL,True,22,78,3.55,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,49,80%,0,0%,0,0%,True,True,29,24,Ahmad Bradshaw
2012,2012-11-04,9,9,26.230,NYG,PIT,True,15,48,3.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,73%,0,0%,0,0%,False,False,20,24,Ahmad Bradshaw
2012,2012-11-11,10,10,26.237,NYG,CIN,False,10,57,5.70,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,23,32%,0,0%,0,0%,True,False,13,31,Ahmad Bradshaw
2012,2012-11-25,11,12,26.251,NYG,GNB,True,10,58,5.80,1,3,2,61,30.50,0,66.7%,20.33,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,29,45%,0,0%,0,0%,False,True,38,10,Ahmad Bradshaw
2012,2012-12-03,12,13,26.259,NYG,WAS,True,24,103,4.29,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,83%,0,0%,0,0%,True,False,16,17,Ahmad Bradshaw
