Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2011.0,2011-11-20,10.0,11.0,25.212,SEA,STL,W 24-7,True,27,88,3.26,1,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,Marshawn Lynch,True,24,7
2011.0,2011-11-27,11.0,12.0,25.219,SEA,WAS,L 17-23,True,24,111,4.63,0,3,1,20,20.00,1,33.3%,6.67,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Marshawn Lynch,False,17,23
2011.0,2011-12-01,12.0,13.0,25.223,SEA,PHI,W 31-14,True,22,148,6.73,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Marshawn Lynch,True,31,14
2011.0,2011-12-12,13.0,14.0,25.234,SEA,STL,W 30-13,True,23,115,5.00,1,2,2,8,4.00,0,100.0%,4.00,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Marshawn Lynch,True,30,13
2011.0,2011-12-18,14.0,15.0,25.24,SEA,CHI,W 38-14,True,20,42,2.10,2,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Marshawn Lynch,True,38,14
2011.0,2011-12-24,15.0,16.0,25.246,SEA,SFO,L 17-19,True,21,107,5.10,1,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Marshawn Lynch,False,17,19
2011.0,2012-01-01,16.0,17.0,25.254,SEA,ARI,L 20-23,True,19,86,4.53,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Marshawn Lynch,False,20,23
2012.0,2012-09-09,1.0,1.0,26.14,SEA,ARI,L 16-20,True,21,85,4.05,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,59,79%,0,0%,0,0%,True,Marshawn Lynch,False,16,20
2012.0,2012-09-16,2.0,2.0,26.147,SEA,DAL,W 27-7,True,26,122,4.69,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,43,67%,0,0%,0,0%,False,Marshawn Lynch,True,27,7
2012.0,2012-09-24,3.0,3.0,26.155,SEA,GNB,W 14-12,True,25,98,3.92,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,86%,0,0%,0,0%,False,Marshawn Lynch,True,14,12
2012.0,2012-09-30,4.0,4.0,26.161,SEA,STL,L 13-19,True,20,118,5.90,1,4,4,37,9.25,0,100.0%,9.25,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,43,70%,0,0%,0,0%,True,Marshawn Lynch,False,13,19
2012.0,2012-10-07,5.0,5.0,26.168,SEA,CAR,W 16-12,True,21,85,4.05,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,78%,0,0%,0,0%,True,Marshawn Lynch,True,16,12
2012.0,2012-10-14,6.0,6.0,26.175,SEA,NWE,W 24-23,True,15,41,2.73,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,67%,0,0%,0,0%,False,Marshawn Lynch,True,24,23
2012.0,2012-10-18,7.0,7.0,26.179,SEA,SFO,L 6-13,True,19,103,5.42,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,68%,0,0%,0,0%,True,Marshawn Lynch,False,6,13
2012.0,2012-10-28,8.0,8.0,26.189,SEA,DET,L 24-28,True,12,105,8.75,1,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,35,62%,0,0%,0,0%,True,Marshawn Lynch,False,24,28
2012.0,2012-11-04,9.0,9.0,26.196,SEA,MIN,W 30-20,False,26,124,4.77,1,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,67%,0,0%,0,0%,False,Marshawn Lynch,True,30,20
2012.0,2012-11-11,10.0,10.0,26.203,SEA,NYJ,W 28-7,True,27,124,4.59,1,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,44,61%,0,0%,0,0%,False,Marshawn Lynch,True,28,7
2012.0,2012-11-25,11.0,12.0,26.217,SEA,MIA,L 21-24,True,19,46,2.42,0,3,2,1,0.50,0,66.7%,0.33,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,72%,0,0%,0,0%,True,Marshawn Lynch,False,21,24
2012.0,2012-12-02,12.0,13.0,26.224,SEA,CHI,W 23-17,True,19,87,4.58,1,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,2,1,0,0,0,0,47,66%,0,0%,0,0%,True,Marshawn Lynch,True,23,17
2012.0,2012-12-09,13.0,14.0,26.231,SEA,ARI,W 58-0,True,11,128,11.64,3,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,21,30%,0,0%,0,0%,False,Marshawn Lynch,True,58,0
2012.0,2012-12-16,14.0,15.0,26.238,SEA,BUF,W 50-17,True,10,113,11.30,1,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,25,43%,0,0%,0,0%,True,Marshawn Lynch,True,50,17
2012.0,2012-12-23,15.0,16.0,26.245,SEA,SFO,W 42-13,True,26,111,4.27,1,2,2,19,9.50,1,100.0%,9.50,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,47,72%,0,0%,0,0%,False,Marshawn Lynch,True,42,13
2012.0,2012-12-30,16.0,17.0,26.252,SEA,STL,W 20-13,True,18,100,5.56,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,45,75%,0,0%,0,0%,False,Marshawn Lynch,True,20,13
2013.0,2013-09-08,1.0,1.0,27.139,SEA,CAR,W 12-7,True,17,43,2.53,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,68%,0,0%,0,0%,True,Marshawn Lynch,True,12,7
2013.0,2013-09-15,2.0,2.0,27.146,SEA,SFO,W 29-3,True,28,98,3.50,2,3,3,37,12.33,1,100.0%,12.33,0,0,,0,0,0,,0,0,,,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,51,67%,0,0%,0,0%,False,Marshawn Lynch,True,29,3
2013.0,2013-09-22,3.0,3.0,27.153,SEA,JAX,W 45-17,True,17,69,4.06,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,49%,0,0%,0,0%,False,Marshawn Lynch,True,45,17
2013.0,2013-09-29,4.0,4.0,27.16,SEA,HOU,W 23-20,True,17,98,5.76,1,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,47,77%,0,0%,0,0%,True,Marshawn Lynch,True,23,20
2013.0,2013-10-06,5.0,5.0,27.167,SEA,IND,L 28-34,True,17,102,6.00,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,74%,0,0%,0,0%,True,Marshawn Lynch,False,28,34
2013.0,2013-10-13,6.0,6.0,27.174,SEA,TEN,W 20-13,True,21,77,3.67,2,5,4,78,19.50,0,80.0%,15.60,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,1,0,0,0,0,0,51,75%,0,0%,0,0%,False,Marshawn Lynch,True,20,13
2013.0,2013-10-17,7.0,7.0,27.178,SEA,ARI,W 34-22,True,21,91,4.33,1,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,76%,0,0%,0,0%,True,Marshawn Lynch,True,34,22
2013.0,2013-10-28,8.0,8.0,27.189,SEA,STL,W 14-9,True,8,23,2.88,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,80%,0,0%,0,0%,True,Marshawn Lynch,True,14,9
2013.0,2013-11-03,9.0,9.0,27.195,SEA,TAM,W 27-24,True,21,125,5.95,0,5,4,16,4.00,0,80.0%,3.20,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,70%,0,0%,0,0%,False,Marshawn Lynch,True,27,24
2013.0,2013-11-10,10.0,10.0,27.202,SEA,ATL,W 33-10,True,24,145,6.04,1,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,34,49%,0,0%,0,0%,True,Marshawn Lynch,True,33,10
2013.0,2013-11-17,11.0,11.0,27.209,SEA,MIN,W 41-20,True,17,54,3.18,2,2,2,9,4.50,1,100.0%,4.50,0,0,,0,0,0,,0,0,,,,3,18,0.0,0,0,0,,,1,0,0,0,0,0,30,58%,0,0%,0,0%,False,Marshawn Lynch,True,41,20
2013.0,2013-12-02,12.0,13.0,27.224,SEA,NOR,W 34-7,True,16,45,2.81,0,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,51,72%,0,0%,0,0%,False,Marshawn Lynch,True,34,7
2013.0,2013-12-08,13.0,14.0,27.23,SEA,SFO,L 17-19,True,20,72,3.60,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,85%,0,0%,0,0%,True,Marshawn Lynch,False,17,19
2013.0,2013-12-15,14.0,15.0,27.237,SEA,NYG,W 23-0,True,16,47,2.94,1,6,6,73,12.17,0,100.0%,12.17,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,70%,0,0%,0,0%,True,Marshawn Lynch,True,23,0
2013.0,2013-12-22,15.0,16.0,27.244,SEA,ARI,L 10-17,True,18,71,3.94,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,92%,0,0%,0,0%,False,Marshawn Lynch,False,10,17
2013.0,2013-12-29,16.0,17.0,27.251,SEA,STL,W 27-9,True,23,97,4.22,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,74%,0,0%,0,0%,False,Marshawn Lynch,True,27,9
2014.0,2014-09-04,1.0,1.0,28.135,SEA,GNB,W 36-16,True,20,110,5.50,2,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,45,64%,0,0%,0,0%,False,Marshawn Lynch,True,36,16
2014.0,2014-09-14,2.0,2.0,28.145,SEA,SDG,L 21-30,True,6,36,6.00,0,4,4,27,6.75,1,100.0%,6.75,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,24,60%,0,0%,0,0%,True,Marshawn Lynch,False,21,30
2014.0,2014-09-21,3.0,3.0,28.152,SEA,DEN,W 26-20,True,26,88,3.38,1,5,3,40,13.33,1,60.0%,8.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,57,73%,0,0%,0,0%,False,Marshawn Lynch,True,26,20
2014.0,2014-10-06,4.0,5.0,28.167,SEA,WAS,W 27-17,False,17,72,4.24,0,6,5,45,9.00,1,83.3%,7.50,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,66%,0,0%,0,0%,True,Marshawn Lynch,True,27,17
2014.0,2014-10-12,5.0,6.0,28.173,SEA,DAL,L 23-30,True,10,61,6.10,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,69%,0,0%,0,0%,False,Marshawn Lynch,False,23,30
2014.0,2014-10-19,6.0,7.0,28.18,SEA,STL,L 26-28,True,18,53,2.94,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,75%,0,0%,0,0%,True,Marshawn Lynch,False,26,28
2014.0,2014-10-26,7.0,8.0,28.187,SEA,CAR,W 13-9,True,14,62,4.43,0,4,1,2,2.00,0,25.0%,0.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,66%,0,0%,0,0%,True,Marshawn Lynch,True,13,9
2014.0,2014-11-02,8.0,9.0,28.194,SEA,OAK,W 30-24,True,21,67,3.19,2,5,5,76,15.20,0,100.0%,15.20,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,58,72%,0,0%,0,0%,False,Marshawn Lynch,True,30,24
2014.0,2014-11-09,9.0,10.0,28.201,SEA,NYG,W 38-17,True,21,140,6.67,4,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,,,,4,24,0.0,0,0,0,0,0,1,0,0,0,0,0,43,67%,0,0%,0,0%,False,Marshawn Lynch,True,38,17
2014.0,2014-11-16,10.0,11.0,28.208,SEA,KAN,L 20-24,True,24,124,5.17,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,74%,0,0%,0,0%,True,Marshawn Lynch,False,20,24
2014.0,2014-11-23,11.0,12.0,28.215,SEA,ARI,W 19-3,True,15,39,2.60,0,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,72%,0,0%,0,0%,False,Marshawn Lynch,True,19,3
2014.0,2014-11-27,12.0,13.0,28.219,SEA,SFO,W 19-3,True,20,104,5.20,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,45,69%,0,0%,0,0%,True,Marshawn Lynch,True,19,3
2014.0,2014-12-07,13.0,14.0,28.229,SEA,PHI,W 24-14,True,23,86,3.74,0,5,5,27,5.40,1,100.0%,5.40,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,59,69%,0,0%,0,0%,True,Marshawn Lynch,True,24,14
2014.0,2014-12-14,14.0,15.0,28.236,SEA,SFO,W 17-7,True,21,91,4.33,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,74%,0,0%,0,0%,False,Marshawn Lynch,True,17,7
2014.0,2014-12-21,15.0,16.0,28.243,SEA,ARI,W 35-6,False,10,113,11.30,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,24,36%,0,0%,0,0%,True,Marshawn Lynch,True,35,6
2014.0,2014-12-28,16.0,17.0,28.25,SEA,STL,W 20-6,True,14,60,4.29,1,3,3,36,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,34,55%,0,0%,0,0%,False,Marshawn Lynch,True,20,6
2015.0,2015-09-13,1.0,1.0,29.144,SEA,STL,L 31-34,True,18,73,4.06,0,7,5,31,6.20,0,71.4%,4.43,0,0,,0,0,0,,0,0,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,65,80%,0,0%,0,0%,True,Marshawn Lynch,False,31,34
2015.0,2015-09-20,2.0,2.0,29.151,SEA,GNB,L 17-27,True,15,41,2.73,0,6,3,21,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,75%,0,0%,0,0%,True,Marshawn Lynch,False,17,27
2015.0,2015-09-27,3.0,3.0,29.158,SEA,CHI,W 26-0,False,5,14,2.80,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,17%,0,0%,0,0%,False,Marshawn Lynch,True,26,0
2015.0,2015-10-05,4.0,4.0,,SEA,DET,W 13-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marshawn Lynch,True,13,10
2015.0,2015-10-11,5.0,5.0,,SEA,CIN,L 24-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marshawn Lynch,False,24,27
2015.0,2015-10-18,6.0,6.0,29.179,SEA,CAR,L 23-27,True,17,54,3.18,1,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,82%,0,0%,0,0%,False,Marshawn Lynch,False,23,27
2015.0,2015-10-22,7.0,7.0,29.183,SEA,SFO,W 20-3,True,27,122,4.52,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,56%,0,0%,0,0%,True,Marshawn Lynch,True,20,3
2015.0,2015-11-01,8.0,8.0,29.193,SEA,DAL,W 13-12,True,21,71,3.38,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,79%,0,0%,0,0%,True,Marshawn Lynch,True,13,12
2015.0,2015-11-15,9.0,10.0,29.207,SEA,ARI,L 32-39,True,8,42,5.25,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,79%,0,0%,0,0%,False,Marshawn Lynch,False,32,39
2015.0,2015-11-22,10.0,11.0,,SEA,SFO,W 29-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marshawn Lynch,True,29,13
2015.0,2015-11-29,11.0,12.0,,SEA,PIT,W 39-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marshawn Lynch,True,39,30
2015.0,2015-12-06,12.0,13.0,,SEA,MIN,W 38-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marshawn Lynch,True,38,7
2015.0,2015-12-13,13.0,14.0,,SEA,BAL,W 35-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marshawn Lynch,True,35,6
2015.0,2015-12-20,14.0,15.0,,SEA,CLE,W 30-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marshawn Lynch,True,30,13
2015.0,2015-12-27,15.0,16.0,,SEA,STL,L 17-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marshawn Lynch,False,17,23
2015.0,2016-01-03,16.0,17.0,,SEA,ARI,W 36-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marshawn Lynch,True,36,6
2017.0,2017-09-10,1.0,1.0,31.141,OAK,TEN,W 26-16,True,18,76,4.22,0,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,47%,0,0%,0,0%,True,Marshawn Lynch,True,26,16
2017.0,2017-09-17,2.0,2.0,31.148,OAK,NYJ,W 45-20,True,12,45,3.75,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,23,40%,0,0%,0,0%,False,Marshawn Lynch,True,45,20
2017.0,2017-09-24,3.0,3.0,31.155,OAK,WAS,L 10-27,True,6,18,3.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,31%,0,0%,0,0%,True,Marshawn Lynch,False,10,27
2017.0,2017-10-01,4.0,4.0,31.162,OAK,DEN,L 10-16,True,9,12,1.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,43%,0,0%,0,0%,True,Marshawn Lynch,False,10,16
2017.0,2017-10-08,5.0,5.0,31.169,OAK,BAL,L 17-30,True,12,43,3.58,1,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,27,48%,0,0%,0,0%,False,Marshawn Lynch,False,17,30
2017.0,2017-10-15,6.0,6.0,31.176,OAK,LAC,L 16-17,True,13,63,4.85,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,52%,0,0%,0,0%,False,Marshawn Lynch,False,16,17
2017.0,2017-10-19,7.0,7.0,31.18,OAK,KAN,W 31-30,True,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,12%,0,0%,0,0%,False,Marshawn Lynch,True,31,30
2017.0,2017-10-29,8.0,8.0,,OAK,BUF,L 14-34,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Marshawn Lynch,False,14,34
2017.0,2017-11-05,9.0,9.0,31.197,OAK,MIA,W 27-24,True,14,57,4.07,2,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,39,61%,0,0%,0,0%,True,Marshawn Lynch,True,27,24
2017.0,2017-11-19,10.0,11.0,31.211,OAK,NWE,L 8-33,True,11,67,6.09,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,28%,0,0%,0,0%,False,Marshawn Lynch,False,8,33
2017.0,2017-11-26,11.0,12.0,31.218,OAK,DEN,W 21-14,True,26,67,2.58,1,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,47,69%,0,0%,0,0%,False,Marshawn Lynch,True,21,14
