Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2010,2010-12-26,15,16,,JAX,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,17,20,Maurice Jones-Drew
2010,2011-01-02,16,17,,JAX,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,34,Maurice Jones-Drew
2011,2011-09-11,1,1,26.172,JAX,TEN,True,24,97,4.04,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,16,14,Maurice Jones-Drew
2011,2011-09-18,2,2,26.179,JAX,NYJ,True,18,88,4.89,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,3,32,Maurice Jones-Drew
2011,2011-09-25,3,3,26.186,JAX,CAR,True,24,122,5.08,0,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,,,,,,,True,False,10,16,Maurice Jones-Drew
2011,2011-10-02,4,4,26.193,JAX,NOR,True,11,84,7.64,0,4,1,3,3.00,0,25.0%,0.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,,,,,,,False,False,10,23,Maurice Jones-Drew
2011,2011-10-09,5,5,26.200,JAX,CIN,True,19,85,4.47,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,0,0,1,-16,0,,,,,,,False,False,20,30,Maurice Jones-Drew
2011,2011-10-16,6,6,26.207,JAX,PIT,True,22,96,4.36,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,17,Maurice Jones-Drew
2011,2011-10-24,7,7,26.215,JAX,BAL,True,30,105,3.50,0,3,2,-1,-0.50,0,66.7%,-0.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,3,1,0,1,0,0,,,,,,,False,True,12,7,Maurice Jones-Drew
2011,2011-10-30,8,8,26.221,JAX,HOU,True,18,63,3.50,1,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,14,24,Maurice Jones-Drew
2011,2011-11-13,9,10,26.235,JAX,IND,True,25,114,4.56,1,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,True,17,3,Maurice Jones-Drew
2011,2011-11-20,10,11,26.242,JAX,CLE,True,21,87,4.14,1,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,10,14,Maurice Jones-Drew
2011,2011-11-27,11,12,26.249,JAX,HOU,True,18,99,5.50,0,6,4,67,16.75,0,66.7%,11.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,13,20,Maurice Jones-Drew
2011,2011-12-05,12,13,26.257,JAX,SDG,True,20,97,4.85,0,8,6,91,15.17,1,75.0%,11.38,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,False,14,38,Maurice Jones-Drew
2011,2011-12-11,13,14,26.263,JAX,TAM,True,27,85,3.15,2,6,6,51,8.50,2,100.0%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,4,24,0,,0,0,0,0,,,,,,,False,True,41,14,Maurice Jones-Drew
2011,2011-12-15,14,15,26.267,JAX,ATL,True,17,112,6.59,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,14,41,Maurice Jones-Drew
2011,2011-12-24,15,16,26.276,JAX,TEN,True,24,103,4.29,1,10,6,21,3.50,0,60.0%,2.10,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,17,23,Maurice Jones-Drew
2011,2012-01-01,16,17,26.284,JAX,IND,True,25,169,6.76,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,19,13,Maurice Jones-Drew
2012,2012-09-09,1,1,27.170,JAX,MIN,False,19,77,4.05,0,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,,,0,0,,0,2,4,2.00,0,0,0,1,0,0,0,0,0,48,61%,0,0%,2,6%,True,False,23,26,Maurice Jones-Drew
2012,2012-09-16,2,2,27.177,JAX,HOU,True,12,60,5.00,0,3,3,7,2.33,1,100.0%,2.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,39,91%,0,0%,0,0%,False,False,7,27,Maurice Jones-Drew
2012,2012-09-23,3,3,27.184,JAX,IND,True,28,177,6.32,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,0,0,1,0,0,58,97%,0,0%,0,0%,True,True,22,17,Maurice Jones-Drew
2012,2012-09-30,4,4,27.191,JAX,CIN,True,13,38,2.92,0,5,5,42,8.40,0,100.0%,8.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,44,73%,0,0%,0,0%,False,False,10,27,Maurice Jones-Drew
2012,2012-10-07,5,5,27.198,JAX,CHI,True,12,56,4.67,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,49,84%,0,0%,0,0%,False,False,3,41,Maurice Jones-Drew
2012,2012-10-21,6,7,27.212,JAX,OAK,True,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,False,23,26,Maurice Jones-Drew
2012,2012-10-28,7,8,,JAX,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,15,24,Maurice Jones-Drew
2012,2012-11-04,8,9,,JAX,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,31,Maurice Jones-Drew
2012,2012-11-08,9,10,,JAX,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,27,Maurice Jones-Drew
2012,2012-11-18,10,11,,JAX,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,37,43,Maurice Jones-Drew
2012,2012-11-25,11,12,,JAX,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,19,Maurice Jones-Drew
2012,2012-12-02,12,13,,JAX,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,18,34,Maurice Jones-Drew
2012,2012-12-09,13,14,,JAX,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,17,Maurice Jones-Drew
2012,2012-12-16,14,15,,JAX,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,3,24,Maurice Jones-Drew
2012,2012-12-23,15,16,,JAX,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,16,23,Maurice Jones-Drew
2012,2012-12-30,16,17,,JAX,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,20,38,Maurice Jones-Drew
2013,2013-09-08,1,1,28.169,JAX,KAN,True,15,45,3.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,44,62%,0,0%,0,0%,False,False,2,28,Maurice Jones-Drew
2013,2013-09-15,2,2,28.176,JAX,OAK,True,10,27,2.70,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,20,30%,0,0%,0,0%,True,False,9,19,Maurice Jones-Drew
2013,2013-09-22,3,3,28.183,JAX,SEA,True,19,43,2.26,1,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,48,73%,0,0%,0,0%,True,False,17,45,Maurice Jones-Drew
2013,2013-09-29,4,4,28.190,JAX,IND,True,13,23,1.77,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,28,50%,0,0%,0,0%,False,False,3,37,Maurice Jones-Drew
2013,2013-10-06,5,5,28.197,JAX,STL,True,17,70,4.12,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,1,0,0,49,82%,0,0%,0,0%,True,False,20,34,Maurice Jones-Drew
2013,2013-10-13,6,6,28.204,JAX,DEN,True,20,71,3.55,1,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,49,68%,0,0%,0,0%,True,False,19,35,Maurice Jones-Drew
2013,2013-10-20,7,7,28.211,JAX,SDG,True,9,37,4.11,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,43,70%,0,0%,0,0%,False,False,6,24,Maurice Jones-Drew
2013,2013-10-27,8,8,28.218,JAX,SFO,True,19,75,3.95,0,8,6,47,7.83,0,75.0%,5.88,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,49,67%,0,0%,0,0%,False,False,10,42,Maurice Jones-Drew
2013,2013-11-10,9,10,28.232,JAX,TEN,True,21,41,1.95,1,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,46,77%,0,0%,0,0%,True,True,29,27,Maurice Jones-Drew
2013,2013-11-17,10,11,28.239,JAX,ARI,True,14,23,1.64,1,4,4,12,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,49,80%,0,0%,0,0%,False,False,14,27,Maurice Jones-Drew
2013,2013-11-24,11,12,28.246,JAX,HOU,True,14,84,6.00,1,6,6,60,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,42,62%,0,0%,0,0%,True,True,13,6,Maurice Jones-Drew
2013,2013-12-01,12,13,28.253,JAX,CLE,True,23,77,3.35,0,8,2,4,2.00,0,25.0%,0.50,1,1,100.00,8,1,0,139.6,0,0,8.00,28.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,59,79%,0,0%,0,0%,True,True,32,28,Maurice Jones-Drew
2013,2013-12-05,13,14,28.257,JAX,HOU,True,14,103,7.36,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,47,73%,0,0%,0,0%,False,True,27,20,Maurice Jones-Drew
2013,2013-12-15,14,15,,JAX,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,27,Maurice Jones-Drew
2013,2013-12-22,15,16,28.274,JAX,TEN,True,13,45,3.46,0,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,29,50%,0,0%,0,0%,False,False,16,20,Maurice Jones-Drew
2013,2013-12-29,16,17,28.281,JAX,IND,True,13,39,3.00,0,6,5,51,10.20,0,83.3%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,46,66%,0,0%,0,0%,True,False,10,30,Maurice Jones-Drew
2014,2014-09-07,1,1,29.168,OAK,NYJ,True,9,11,1.22,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,28,54%,0,0%,0,0%,True,False,14,19,Maurice Jones-Drew
2014,2014-09-14,2,2,,OAK,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,30,Maurice Jones-Drew
2014,2014-09-21,3,3,,OAK,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,9,16,Maurice Jones-Drew
2014,2014-09-28,4,4,29.189,OAK,MIA,False,2,1,0.50,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,17,26%,0,0%,0,0%,False,False,14,38,Maurice Jones-Drew
2014,2014-10-12,5,6,29.203,OAK,SDG,False,4,30,7.50,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,14,24%,0,0%,0,0%,False,False,28,31,Maurice Jones-Drew
2014,2014-10-19,6,7,29.210,OAK,ARI,False,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,12,24%,0,0%,0,0%,False,False,13,24,Maurice Jones-Drew
2014,2014-10-26,7,8,29.217,OAK,CLE,False,6,8,1.33,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,30,37%,0,0%,0,0%,True,False,13,23,Maurice Jones-Drew
2014,2014-11-02,8,9,29.224,OAK,SEA,False,2,-2,-1.00,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,19,31%,0,0%,0,0%,True,False,24,30,Maurice Jones-Drew
2014,2014-11-09,9,10,29.231,OAK,DEN,False,3,10,3.33,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,19,30%,0,0%,0,0%,False,False,17,41,Maurice Jones-Drew
2014,2014-11-16,10,11,29.238,OAK,SDG,False,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,10,17%,0,0%,0,0%,True,False,6,13,Maurice Jones-Drew
2014,2014-11-20,11,12,29.242,OAK,KAN,False,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,8,12%,0,0%,0,0%,False,True,24,20,Maurice Jones-Drew
2014,2014-11-30,12,13,29.252,OAK,STL,False,5,21,4.20,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,30,38%,0,0%,0,0%,True,False,0,52,Maurice Jones-Drew
2014,2014-12-07,13,14,29.259,OAK,SFO,False,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,1,2%,0,0%,0,0%,False,True,24,13,Maurice Jones-Drew
2014,2014-12-14,14,15,29.266,OAK,KAN,False,2,6,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,17,21%,0,0%,0,0%,True,False,13,31,Maurice Jones-Drew
2014,2014-12-21,15,16,,OAK,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,26,24,Maurice Jones-Drew
2014,2014-12-28,16,17,,OAK,DEN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,14,47,Maurice Jones-Drew
,126 Games,,,,,,False,1847,8167,4.42,68,465,346,2944,8.51,11,74.4%,6.33,1,2,50.00,8,1,1,60.4,0,0,4.00,-8.50,79,2054,26.00,2,15,133,8.87,0,81,486,23,10,0,10,-16,0,,,,,,,False,False,75,0,Maurice Jones-Drew
