Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-12-22,15,16,,TAM,@,STL,L 13-23,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Connor Barth
2013,2013-12-29,16,17,,TAM,@,NOR,L 17-42,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,Connor Barth
2014,2014-11-30,12,13,28.233,DEN,@,KAN,W 29-16,False,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,15,47%,True,Connor Barth
2014,2014-12-07,13,14,28.240,DEN,,BUF,W 24-17,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,18%,False,Connor Barth
2014,2014-12-14,14,15,28.247,DEN,@,SDG,W 22-10,False,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,22%,True,Connor Barth
2014,2014-12-22,15,16,28.255,DEN,@,CIN,L 28-37,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,14%,True,Connor Barth
2014,2014-12-28,16,17,28.261,DEN,,OAK,W 47-14,False,5,5,100.0,4,4,100.0,0,17,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,25%,False,Connor Barth
2015,2015-10-11,5,5,29.183,TAM,,JAX,W 38-31,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,14,44%,False,Connor Barth
2015,2015-10-25,6,7,29.197,TAM,@,WAS,L 30-31,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,43%,True,Connor Barth
2015,2015-11-01,7,8,29.204,TAM,@,ATL,W 23-20,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,46%,True,Connor Barth
2015,2015-11-08,8,9,29.211,TAM,,NYG,L 18-32,False,,,,4,5,80.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,41%,False,Connor Barth
2015,2015-11-15,9,10,29.218,TAM,,DAL,W 10-6,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,27%,False,Connor Barth
2015,2015-11-22,10,11,29.225,TAM,@,PHI,W 45-17,False,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,15,47%,True,Connor Barth
2015,2015-11-29,11,12,29.232,TAM,@,IND,L 12-25,False,,1,0.0,2,3,66.7,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,29%,True,Connor Barth
2015,2015-12-06,12,13,29.239,TAM,,ATL,W 23-19,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,32%,False,Connor Barth
2015,2015-12-13,13,14,29.246,TAM,,NOR,L 17-24,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,31%,False,Connor Barth
2015,2015-12-17,14,15,29.250,TAM,@,STL,L 23-31,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,37%,True,Connor Barth
2015,2015-12-27,15,16,29.260,TAM,,CHI,L 21-26,False,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,27%,False,Connor Barth
2015,2016-01-03,16,17,29.267,TAM,@,CAR,L 10-38,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,21%,True,Connor Barth
2016,2016-09-11,1,1,30.153,CHI,@,HOU,L 14-23,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,18%,True,Connor Barth
2016,2016-09-19,2,2,30.161,CHI,,PHI,L 14-29,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,21%,False,Connor Barth
2016,2016-09-25,3,3,30.167,CHI,@,DAL,L 17-31,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,30%,True,Connor Barth
2016,2016-10-02,4,4,30.174,CHI,,DET,W 17-14,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,35%,False,Connor Barth
2016,2016-10-09,5,5,30.181,CHI,@,IND,L 23-29,False,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,39%,True,Connor Barth
2016,2016-10-16,6,6,30.188,CHI,,JAX,L 16-17,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,33%,False,Connor Barth
2016,2016-10-20,7,7,30.192,CHI,@,GNB,L 10-26,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,21%,True,Connor Barth
2016,2016-10-31,8,8,30.203,CHI,,MIN,W 20-10,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,35%,False,Connor Barth
2016,2016-11-13,9,10,30.216,CHI,@,TAM,L 10-36,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,14%,True,Connor Barth
2016,2016-11-20,10,11,30.223,CHI,@,NYG,L 16-22,False,1,2,50.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,28%,True,Connor Barth
2016,2016-11-27,11,12,30.230,CHI,,TEN,L 21-27,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,27%,False,Connor Barth
2016,2016-12-04,12,13,30.237,CHI,,SFO,W 26-6,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,31%,False,Connor Barth
2016,2016-12-11,13,14,30.244,CHI,@,DET,L 17-20,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,32%,True,Connor Barth
2016,2016-12-18,14,15,30.251,CHI,,GNB,L 27-30,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,38%,False,Connor Barth
2016,2016-12-24,15,16,30.257,CHI,,WAS,L 21-41,False,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,30%,False,Connor Barth
2016,2017-01-01,16,17,30.265,CHI,@,MIN,L 10-38,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,18%,True,Connor Barth
