Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-10-11,5.0,5.0,,JAX,TAM,L 31-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marqise Lee,False,31,38
2015.0,2015-10-18,6.0,6.0,,JAX,HOU,L 20-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marqise Lee,False,20,31
2015.0,2015-10-25,7.0,7.0,,JAX,BUF,W 34-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marqise Lee,True,34,31
2015.0,2015-11-08,8.0,9.0,,JAX,NYJ,L 23-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marqise Lee,False,23,28
2015.0,2015-11-15,9.0,10.0,23.355,JAX,BAL,W 22-20,False,5,1,8,8.00,0,20.0%,1.60,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,24,32%,0,0%,0,0%,True,Marqise Lee,True,22,20
2015.0,2015-11-19,10.0,11.0,23.359,JAX,TEN,W 19-13,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,15%,0,0%,0,0%,False,Marqise Lee,True,19,13
2015.0,2015-11-29,11.0,12.0,24.004,JAX,SDG,L 25-31,False,1,1,3,3.00,0,100.0%,3.00,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,22,31%,0,0%,0,0%,False,Marqise Lee,False,25,31
2015.0,2015-12-06,12.0,13.0,24.011,JAX,TEN,L 39-42,True,4,1,17,17.00,0,25.0%,4.25,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,77%,0,0%,0,0%,True,Marqise Lee,False,39,42
2015.0,2015-12-13,13.0,14.0,24.018,JAX,IND,W 51-16,False,4,1,21,21.00,0,25.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,15,23%,0,0%,0,0%,False,Marqise Lee,True,51,16
2015.0,2015-12-20,14.0,15.0,24.025,JAX,ATL,L 17-23,False,2,2,46,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,23,37%,0,0%,0,0%,False,Marqise Lee,False,17,23
2015.0,2015-12-27,15.0,16.0,24.032,JAX,NOR,L 27-38,False,4,3,26,8.67,1,75.0%,6.50,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,30,53%,0,0%,0,0%,True,Marqise Lee,False,27,38
2015.0,2016-01-03,16.0,17.0,24.039,JAX,HOU,L 6-30,False,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,28,49%,0,0%,0,0%,True,Marqise Lee,False,6,30
2016.0,2016-09-11,1.0,1.0,24.291,JAX,GNB,L 23-27,False,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,36,50%,0,0%,0,0%,False,Marqise Lee,False,23,27
2016.0,2016-09-18,2.0,2.0,24.298,JAX,SDG,L 14-38,False,7,5,75,15.00,0,71.4%,10.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,42,64%,0,0%,0,0%,True,Marqise Lee,False,14,38
2016.0,2016-09-25,3.0,3.0,24.305,JAX,BAL,L 17-19,False,7,5,44,8.80,0,71.4%,6.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,42,64%,0,0%,0,0%,False,Marqise Lee,False,17,19
2016.0,2016-10-02,4.0,4.0,24.312,JAX,IND,W 30-27,False,6,4,28,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,71%,0,0%,0,0%,False,Marqise Lee,True,30,27
2016.0,2016-10-16,5.0,6.0,24.326,JAX,CHI,W 17-16,False,6,6,61,10.17,0,100.0%,10.17,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,1,3,3.00,0,,0,0,0,0,0,0,0,0,44,73%,0,0%,9,33%,True,Marqise Lee,True,17,16
2016.0,2016-10-23,6.0,7.0,24.333,JAX,OAK,L 16-33,False,8,7,107,15.29,0,87.5%,13.38,0,0,,0,0,0,,0,0,0,,0,0,,,4,93,23.25,0,0,0,,0,,0,0,0,0,0,0,0,0,48,71%,0,0%,9,25%,False,Marqise Lee,False,16,33
2016.0,2016-10-27,7.0,8.0,24.337,JAX,TEN,L 22-36,False,3,1,21,21.00,0,33.3%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,1,0,0.00,0,,0,0,1,1,0,0,0,0,58,81%,0,0%,8,27%,True,Marqise Lee,False,22,36
2016.0,2016-11-06,8.0,9.0,24.347,JAX,KAN,L 14-19,True,8,4,84,21.00,0,50.0%,10.50,1,11,11.00,0,0,0,,0,0,0,,0,0,,,3,87,29.00,0,0,0,,0,,0,0,0,0,0,0,0,0,62,81%,0,0%,6,21%,True,Marqise Lee,False,14,19
2016.0,2016-11-13,9.0,10.0,24.354,JAX,HOU,L 21-24,False,6,4,50,12.50,0,66.7%,8.33,1,6,6.00,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0,,0,,0,0,0,0,0,0,0,0,54,69%,0,0%,5,20%,False,Marqise Lee,False,21,24
2016.0,2016-11-20,10.0,11.0,24.361,JAX,DET,L 19-26,False,8,4,52,13.00,1,50.0%,6.50,1,6,6.00,0,0,0,,0,0,0,,0,0,,,1,42,42.00,0,0,0,,0,,1,6,0,0,0,0,0,0,44,67%,0,0%,6,19%,True,Marqise Lee,False,19,26
2016.0,2016-11-27,11.0,12.0,25.002,JAX,BUF,L 21-28,False,6,4,37,9.25,1,66.7%,6.17,1,2,2.00,0,0,0,,0,0,0,,0,0,,,1,36,36.00,0,0,0,,0,,1,6,0,0,0,0,0,0,51,75%,0,0%,5,18%,True,Marqise Lee,False,21,28
2016.0,2016-12-04,12.0,13.0,25.009,JAX,DEN,L 10-20,True,9,3,34,11.33,0,33.3%,3.78,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,80,95%,0,0%,5,15%,False,Marqise Lee,False,10,20
2016.0,2016-12-11,13.0,14.0,25.016,JAX,MIN,L 16-25,True,8,5,113,22.60,0,62.5%,14.13,0,0,,0,0,0,,0,0,0,,0,0,,,3,66,22.00,0,0,0,,0,,0,0,0,0,0,0,0,0,48,73%,0,0%,5,16%,False,Marqise Lee,False,16,25
2016.0,2016-12-18,14.0,15.0,25.023,JAX,HOU,L 20-21,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,133,66.50,1,0,0,,0,,1,6,0,0,0,0,0,0,50,94%,0,0%,6,17%,True,Marqise Lee,False,20,21
2016.0,2016-12-24,15.0,16.0,25.029,JAX,TEN,W 38-17,True,7,3,37,12.33,1,42.9%,5.29,0,0,,0,1,1,100.00,20,1,0,158.3,0,0,20.00,40.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,61,85%,0,0%,1,3%,False,Marqise Lee,True,38,17
2016.0,2017-01-01,16.0,17.0,25.037,JAX,IND,L 20-24,True,9,6,86,14.33,0,66.7%,9.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,64%,0,0%,0,0%,True,Marqise Lee,False,20,24
2017.0,2017-09-10,1.0,1.0,25.289,JAX,HOU,W 29-7,True,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,,0,0,0,0,0,0,0,0,53,83%,0,0%,7,27%,True,Marqise Lee,True,29,7
2017.0,2017-09-17,2.0,2.0,25.296,JAX,TEN,L 16-37,True,12,7,76,10.86,0,58.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,,0,0,0,0,0,0,0,0,58,87%,0,0%,3,11%,False,Marqise Lee,False,16,37
2017.0,2017-09-24,3.0,3.0,25.303,JAX,BAL,W 44-7,True,7,4,65,16.25,0,57.1%,9.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,1.00,0,,0,0,0,0,0,0,0,0,49,67%,0,0%,7,23%,False,Marqise Lee,True,44,7
2017.0,2017-10-01,4.0,4.0,25.31,JAX,NYJ,L 20-23,True,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0,0,0,0,0,0,57,73%,0,0%,7,19%,True,Marqise Lee,False,20,23
2017.0,2017-10-08,5.0,5.0,25.317,JAX,PIT,W 30-9,True,4,2,49,24.50,0,50.0%,12.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,33,61%,0,0%,0,0%,True,Marqise Lee,True,30,9
2017.0,2017-10-15,6.0,6.0,25.324,JAX,LAR,L 17-27,True,10,5,83,16.60,0,50.0%,8.30,1,17,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,80%,0,0%,0,0%,False,Marqise Lee,False,17,27
2017.0,2017-10-22,7.0,7.0,25.331,JAX,IND,W 27-0,True,6,4,72,18.00,0,66.7%,12.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,47,69%,0,0%,0,0%,True,Marqise Lee,True,27,0
2017.0,2017-11-05,8.0,9.0,25.345,JAX,CIN,W 23-7,True,12,8,75,9.38,1,66.7%,6.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,66,82%,0,0%,0,0%,False,Marqise Lee,True,23,7
2017.0,2017-11-12,9.0,10.0,25.352,JAX,LAC,W 20-17,True,11,6,55,9.17,1,54.5%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,1,8,0,0,0,0,0,0,72,86%,0,0%,0,0%,False,Marqise Lee,True,20,17
2017.0,2017-11-19,10.0,11.0,25.359,JAX,CLE,W 19-7,True,9,5,45,9.00,0,55.6%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,63,81%,0,0%,0,0%,True,Marqise Lee,True,19,7
2017.0,2017-11-26,11.0,12.0,26.001,JAX,ARI,L 24-27,True,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,58,92%,0,0%,0,0%,True,Marqise Lee,False,24,27
2017.0,2017-12-03,12.0,13.0,26.008,JAX,IND,W 30-10,True,10,7,86,12.29,1,70.0%,8.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,57,88%,0,0%,0,0%,False,Marqise Lee,True,30,10
2017.0,2017-12-10,13.0,14.0,26.015,JAX,SEA,W 30-24,True,6,5,65,13.00,0,83.3%,10.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,58,88%,0,0%,0,0%,False,Marqise Lee,True,30,24
2017.0,2017-12-17,14.0,15.0,26.022,JAX,HOU,W 45-7,True,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,11,16%,0,0%,0,0%,False,Marqise Lee,True,45,7
2017.0,2017-12-24,15.0,16.0,,JAX,SFO,L 33-44,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marqise Lee,False,33,44
2017.0,2017-12-31,16.0,17.0,,JAX,TEN,L 10-15,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marqise Lee,False,10,15
2019.0,2019-09-08,1.0,1.0,27.287,JAX,KAN,L 26-40,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,12,21%,0,0%,0,0%,False,Marqise Lee,False,26,40
2019.0,2019-09-15,2.0,2.0,,JAX,HOU,L 12-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marqise Lee,False,12,13
2019.0,2019-09-19,3.0,3.0,27.298,JAX,TEN,W 20-7,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,15,28%,0,0%,0,0%,False,Marqise Lee,True,20,7
2019.0,2019-09-29,4.0,4.0,27.308,JAX,DEN,W 26-24,True,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,25,29%,0,0%,0,0%,True,Marqise Lee,True,26,24
2019.0,2019-10-06,5.0,5.0,27.315,JAX,CAR,L 27-34,False,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,18,22%,0,0%,0,0%,True,Marqise Lee,False,27,34
2019.0,2019-10-13,6.0,6.0,27.322,JAX,NOR,L 6-13,False,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,20,34%,0,0%,0,0%,False,Marqise Lee,False,6,13
2019.0,2019-10-20,7.0,7.0,,JAX,CIN,W 27-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marqise Lee,True,27,17
2019.0,2019-10-27,8.0,8.0,27.336,JAX,NYJ,W 29-15,False,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,21,28%,0,0%,0,0%,False,Marqise Lee,True,29,15
2019.0,2019-11-03,9.0,9.0,,JAX,HOU,L 3-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marqise Lee,False,3,26
