Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-09-07,1.0,1.0,22.286,JAX,PHI,L 17-34,True,10,6,62,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,64,88%,0,0%,0,0%,True,Marqise Lee,False,17,34
2014.0,2014-09-14,2.0,2.0,22.293,JAX,WAS,L 10-41,True,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,37,74%,0,0%,0,0%,True,Marqise Lee,False,10,41
2014.0,2014-09-21,3.0,3.0,,JAX,IND,L 17-44,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marqise Lee,False,17,44
2014.0,2014-09-28,4.0,4.0,,JAX,SDG,L 14-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marqise Lee,False,14,33
2014.0,2014-10-05,5.0,5.0,,JAX,PIT,L 9-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marqise Lee,False,9,17
2014.0,2014-10-12,6.0,6.0,22.321,JAX,TEN,L 14-16,False,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,16,21%,0,0%,0,0%,True,Marqise Lee,False,14,16
2014.0,2014-10-19,7.0,7.0,22.328,JAX,CLE,W 24-6,False,3,1,20,20.00,0,33.3%,6.67,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,14,19%,0,0%,0,0%,False,Marqise Lee,True,24,6
2014.0,2014-10-26,8.0,8.0,22.335,JAX,MIA,L 13-27,True,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,23,32%,0,0%,0,0%,False,Marqise Lee,False,13,27
2014.0,2014-11-02,9.0,9.0,22.342,JAX,CIN,L 23-33,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,6,10%,0,0%,0,0%,True,Marqise Lee,False,23,33
2014.0,2014-11-09,10.0,10.0,22.349,JAX,DAL,L 17-31,False,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,26,37%,0,0%,1,3%,False,Marqise Lee,False,17,31
2014.0,2014-11-23,11.0,12.0,22.363,JAX,IND,L 3-23,False,5,3,52,17.33,0,60.0%,10.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,35,65%,0,0%,0,0%,True,Marqise Lee,False,3,23
2014.0,2014-11-30,12.0,13.0,23.005,JAX,NYG,W 25-24,True,8,6,75,12.50,1,75.0%,9.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,48,71%,0,0%,0,0%,False,Marqise Lee,True,25,24
2014.0,2014-12-07,13.0,14.0,23.012,JAX,HOU,L 13-27,True,8,5,67,13.40,0,62.5%,8.38,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,57,80%,0,0%,0,0%,False,Marqise Lee,False,13,27
2014.0,2014-12-14,14.0,15.0,23.019,JAX,BAL,L 12-20,True,10,4,14,3.50,0,40.0%,1.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,90%,0,0%,0,0%,True,Marqise Lee,False,12,20
2014.0,2014-12-18,15.0,16.0,23.023,JAX,TEN,W 21-13,True,6,4,65,16.25,0,66.7%,10.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,86%,0,0%,0,0%,False,Marqise Lee,True,21,13
2014.0,2014-12-28,16.0,17.0,23.033,JAX,HOU,L 17-23,True,8,2,8,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,54,95%,0,0%,0,0%,True,Marqise Lee,False,17,23
2015.0,2015-09-13,1.0,1.0,,JAX,CAR,L 9-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marqise Lee,False,9,20
2015.0,2015-09-20,2.0,2.0,23.299,JAX,MIA,W 23-20,False,4,2,27,13.50,0,50.0%,6.75,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,25,34%,0,0%,0,0%,False,Marqise Lee,True,23,20
2015.0,2015-09-27,3.0,3.0,23.306,JAX,NWE,L 17-51,False,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,18,32%,0,0%,0,0%,True,Marqise Lee,False,17,51
2015.0,2015-10-04,4.0,4.0,,JAX,IND,L 13-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marqise Lee,False,13,16
