Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-13,1,1,22.350,SEA,@,STL,L 31-34,False,4,4,34,8.50,0,100.0%,8.50,0,0,,0,2,56,28.00,0,2,63,31.50,1,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,69%,0,0%,10,31%,True,Tyler Lockett
2015,2015-09-20,2,2,22.357,SEA,@,GNB,L 17-27,True,2,2,17,8.50,0,100.0%,8.50,0,0,,0,4,79,19.75,0,2,22,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,53%,0,0%,10,37%,True,Tyler Lockett
2015,2015-09-27,3,3,22.364,SEA,,CHI,W 26-0,True,1,0,0,,0,0.0%,0.00,0,0,,0,1,105,105.00,1,3,9,3.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,24,38%,0,0%,11,41%,False,Tyler Lockett
2015,2015-10-05,4,4,23.007,SEA,,DET,W 13-10,True,5,4,58,14.50,0,80.0%,11.60,1,1,1.00,0,2,30,15.00,0,5,42,8.40,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,37,57%,0,0%,11,46%,False,Tyler Lockett
2015,2015-10-11,5,5,23.013,SEA,@,CIN,L 24-27,False,5,2,29,14.50,0,40.0%,5.80,0,0,,0,1,21,21.00,0,2,8,4.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,57%,0,0%,11,34%,True,Tyler Lockett
2015,2015-10-18,6,6,23.020,SEA,,CAR,L 23-27,False,2,0,0,,0,0.0%,0.00,0,0,,0,2,27,13.50,0,4,28,7.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,54%,0,0%,10,31%,False,Tyler Lockett
2015,2015-10-22,7,7,23.024,SEA,@,SFO,W 20-3,False,5,5,79,15.80,1,100.0%,15.80,0,0,,0,1,20,20.00,0,5,11,2.20,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,40,56%,0,0%,11,44%,True,Tyler Lockett
2015,2015-11-01,8,8,23.034,SEA,@,DAL,W 13-12,False,4,3,36,12.00,0,75.0%,9.00,0,0,,0,1,18,18.00,0,1,12,12.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,48%,0,0%,9,36%,True,Tyler Lockett
2015,2015-11-15,9,10,23.048,SEA,,ARI,L 32-39,True,1,1,7,7.00,0,100.0%,7.00,0,0,,0,5,104,20.80,0,1,0,0.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,75%,0,0%,10,29%,False,Tyler Lockett
2015,2015-11-22,10,11,23.055,SEA,,SFO,W 29-13,False,5,4,48,12.00,2,80.0%,9.60,1,5,5.00,0,0,0,,0,4,1,0.25,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,54,69%,0,0%,11,38%,False,Tyler Lockett
2015,2015-11-29,11,12,23.062,SEA,,PIT,W 39-30,True,3,3,38,12.67,0,100.0%,12.67,0,0,,0,5,148,29.60,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,77%,0,0%,9,29%,False,Tyler Lockett
2015,2015-12-06,12,13,23.069,SEA,@,MIN,W 38-7,False,7,7,90,12.86,0,100.0%,12.86,1,7,7.00,0,1,47,47.00,0,3,19,6.33,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,38,57%,0,0%,8,32%,True,Tyler Lockett
2015,2015-12-13,13,14,23.076,SEA,@,BAL,W 35-6,True,7,6,104,17.33,2,85.7%,14.86,0,0,,0,0,0,,0,1,0,0.00,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,46,66%,0,0%,8,33%,True,Tyler Lockett
2015,2015-12-20,14,15,23.083,SEA,,CLE,W 30-13,False,7,5,55,11.00,1,71.4%,7.86,0,0,,0,4,91,22.75,0,1,5,5.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,77%,0,0%,7,30%,False,Tyler Lockett
2015,2015-12-27,15,16,23.090,SEA,,STL,L 17-23,True,7,3,33,11.00,0,42.9%,4.71,0,0,,0,4,106,26.50,0,2,20,10.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,70%,0,0%,9,33%,False,Tyler Lockett
2015,2016-01-03,16,17,23.097,SEA,@,ARI,W 36-6,True,4,2,36,18.00,0,50.0%,9.00,2,7,3.50,0,0,0,,0,4,139,34.75,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,54%,0,0%,7,25%,True,Tyler Lockett
2016,2016-09-11,1,1,23.349,SEA,,MIA,W 12-10,True,8,3,17,5.67,0,37.5%,2.13,0,0,,0,0,0,,0,3,40,13.33,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,76%,0,0%,10,40%,False,Tyler Lockett
2016,2016-09-18,2,2,23.356,SEA,@,LAR,L 3-9,True,4,4,99,24.75,0,100.0%,24.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,40%,0,0%,5,22%,True,Tyler Lockett
2016,2016-09-25,3,3,23.363,SEA,,SFO,W 37-18,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,70,23.33,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,33%,0,0%,9,29%,False,Tyler Lockett
2016,2016-10-02,4,4,24.004,SEA,@,NYJ,W 27-17,False,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,2,8,4.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,23%,0,0%,6,21%,True,Tyler Lockett
2016,2016-10-16,5,6,24.018,SEA,,ATL,W 26-24,True,5,3,23,7.67,0,60.0%,4.60,1,2,2.00,0,4,85,21.25,0,3,21,7.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,64%,0,0%,9,30%,False,Tyler Lockett
2016,2016-10-23,6,7,24.025,SEA,@,ARI,T 6-6,True,2,2,13,6.50,0,100.0%,6.50,0,0,,0,2,51,25.50,0,1,0,0.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,78%,0,0%,10,33%,True,Tyler Lockett
2016,2016-10-30,7,8,24.032,SEA,@,NOR,L 20-25,True,4,4,32,8.00,0,100.0%,8.00,0,0,,0,4,115,28.75,0,2,14,7.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,63%,0,0%,9,33%,True,Tyler Lockett
2016,2016-11-07,8,9,24.040,SEA,,BUF,W 31-25,True,2,1,17,17.00,0,50.0%,8.50,1,13,13.00,0,1,43,43.00,0,2,20,10.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,57%,0,0%,8,29%,False,Tyler Lockett
2016,2016-11-13,9,10,24.046,SEA,@,NWE,W 31-24,False,6,3,72,24.00,0,50.0%,12.00,0,0,,0,1,32,32.00,0,2,4,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,60%,0,0%,7,26%,True,Tyler Lockett
2016,2016-11-20,10,11,24.053,SEA,,PHI,W 26-15,False,3,2,39,19.50,0,66.7%,13.00,0,0,,0,1,7,7.00,0,3,31,10.33,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,52%,0,0%,9,31%,False,Tyler Lockett
2016,2016-11-27,11,12,24.060,SEA,@,TAM,L 5-14,False,6,0,0,,0,0.0%,0.00,1,9,9.00,0,1,15,15.00,0,1,0,0.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,83%,0,0%,8,38%,True,Tyler Lockett
2016,2016-12-04,12,13,24.067,SEA,,CAR,W 40-7,False,6,5,63,12.60,0,83.3%,10.50,1,75,75.00,1,1,46,46.00,0,3,12,4.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,44,62%,0,0%,8,30%,False,Tyler Lockett
2016,2016-12-11,13,14,24.074,SEA,@,GNB,L 10-38,True,6,4,41,10.25,0,66.7%,6.83,2,15,7.50,0,5,136,27.20,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,61%,0,0%,11,41%,True,Tyler Lockett
2016,2016-12-15,14,15,24.078,SEA,,LAR,W 24-3,True,8,7,130,18.57,1,87.5%,16.25,0,0,,0,2,48,24.00,0,2,16,8.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,38,62%,0,0%,7,33%,False,Tyler Lockett
2016,2016-12-24,15,16,24.087,SEA,,ARI,L 31-34,True,3,2,38,19.00,0,66.7%,12.67,0,0,,0,1,28,28.00,0,2,7,3.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,31%,0,0%,6,18%,False,Tyler Lockett
2016,2017-01-01,16,17,,SEA,@,SFO,W 25-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tyler Lockett
