Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-11-25,11,12,21.288,ARI,@,LAC,L 10-45,True,12,19,63.16,105,1,1,73.4,2,18,5.53,4.21,2,-1,-0.50,0,1,0,0,1,0,0,47,100%,0,0%,0,0%,True,Josh Rosen
2018,2018-12-02,12,13,21.295,ARI,@,GNB,W 20-17,True,11,26,42.31,149,0,0,61.2,2,16,5.73,5.73,2,32,16.00,0,1,0,0,2,0,0,62,100%,0,0%,0,0%,True,Josh Rosen
2018,2018-12-09,13,14,21.302,ARI,,DET,L 3-17,True,26,41,63.41,240,0,1,69.2,3,22,5.85,4.76,2,3,1.50,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,False,Josh Rosen
2018,2018-12-16,14,15,21.309,ARI,@,ATL,L 14-40,True,13,22,59.09,132,0,2,38.4,6,42,6.00,1.91,2,8,4.00,0,1,1,0,0,0,0,51,75%,0,0%,0,0%,True,Josh Rosen
2018,2018-12-23,15,16,21.316,ARI,,LAR,L 9-31,True,12,23,52.17,87,0,0,61.3,4,23,3.78,3.78,4,49,12.25,0,0,0,0,0,0,0,44,83%,0,0%,0,0%,False,Josh Rosen
2018,2018-12-30,16,17,21.323,ARI,@,SEA,L 24-27,True,18,34,52.94,149,1,0,74.3,6,36,4.38,4.97,0,0,,0,2,2,0,0,0,0,66,100%,0,0%,0,0%,True,Josh Rosen
2019,2019-09-08,1,1,22.210,MIA,,BAL,L 10-59,False,1,3,33.33,5,0,1,2.8,1,6,1.67,-13.33,0,0,,0,0,0,0,0,0,0,5,10%,0,0%,0,0%,False,Josh Rosen
2019,2019-09-15,2,2,22.217,MIA,,NWE,L 0-43,False,7,18,38.89,97,0,1,33.8,3,21,5.39,2.89,0,0,,0,0,0,0,0,0,0,24,39%,0,0%,0,0%,False,Josh Rosen
2019,2019-09-22,3,3,22.224,MIA,@,DAL,L 6-31,True,18,39,46.15,200,0,0,61.9,3,18,5.13,5.13,3,13,4.33,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,Josh Rosen
2019,2019-09-29,4,4,22.231,MIA,,LAC,L 10-30,True,17,24,70.83,180,1,1,88.9,4,18,7.50,6.46,0,0,,0,1,0,0,0,0,0,52,100%,0,0%,0,0%,False,Josh Rosen
2019,2019-10-13,5,6,22.245,MIA,,WAS,L 16-17,True,15,25,60.00,85,0,2,32.9,5,30,3.40,-0.20,0,0,,0,0,0,0,0,0,0,48,64%,0,0%,0,0%,False,Josh Rosen
2019,2019-10-20,6,7,,MIA,@,BUF,L 21-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2019,2019-10-28,7,8,,MIA,@,PIT,L 14-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2019,2019-11-03,8,9,,MIA,,NYJ,W 26-18,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2019,2019-11-10,9,10,22.273,MIA,@,IND,W 16-12,False,,,,,,,,,,,,,,,,0,,,0,0,0,3,5%,0,0%,0,0%,True,Josh Rosen
2019,2019-11-17,10,11,,MIA,,BUF,L 20-37,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2019,2019-11-24,11,12,,MIA,@,CLE,L 24-41,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2019,2019-12-01,12,13,,MIA,,PHI,W 37-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2019,2019-12-08,13,14,,MIA,@,NYJ,L 21-22,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2019,2019-12-15,14,15,,MIA,@,NYG,L 20-36,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2019,2019-12-22,15,16,,MIA,,CIN,W 38-35,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2019,2019-12-29,16,17,,MIA,@,NWE,W 27-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2020,2020-12-26,15,16,,SFO,@,ARI,W 20-12,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2020,2021-01-03,16,17,,SFO,,SEA,L 23-26,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2021,2021-09-12,1,1,24.214,ATL,,PHI,L 6-32,False,,,,,,,,,,,,,,,,,,,,,,2,3%,0,0%,0,0%,False,Josh Rosen
2021,2021-09-19,2,2,24.221,ATL,@,TAM,L 25-48,False,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,0,0,6,8%,0,0%,0,0%,True,Josh Rosen
2021,2021-09-26,3,3,,ATL,@,NYG,W 17-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2021,2021-10-03,4,4,,ATL,,WAS,L 30-34,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2021,2021-10-10,5,5,,ATL,,NYJ,W 27-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2021,2021-10-24,6,7,,ATL,@,MIA,W 30-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2021,2021-10-31,7,8,,ATL,,CAR,L 13-19,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2021,2021-11-07,8,9,,ATL,@,NOR,W 27-25,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2021,2021-11-14,9,10,24.277,ATL,@,DAL,L 3-43,False,1,6,16.67,14,0,1,0.0,0,0,2.33,-5.17,0,0,,0,0,0,0,0,0,0,15,28%,0,0%,0,0%,True,Josh Rosen
2021,2021-11-18,10,11,24.281,ATL,,NWE,L 0-25,False,1,3,33.33,5,0,1,2.8,0,0,1.67,-13.33,0,0,,0,0,0,0,0,0,0,3,6%,0,0%,0,0%,False,Josh Rosen
2021,2021-11-28,11,12,,ATL,@,JAX,W 21-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2021,2021-12-05,12,13,,ATL,,TAM,L 17-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Josh Rosen
2021,2021-12-12,13,14,,ATL,@,CAR,W 29-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Josh Rosen
2021,2021-12-19,14,15,,ATL,@,SFO,L 13-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Josh Rosen
2021,2021-12-26,15,16,,ATL,,DET,W 20-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Josh Rosen
2021,2022-01-02,16,17,,ATL,@,BUF,L 15-29,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Josh Rosen
2021,2022-01-09,17,18,,ATL,,NOR,L 20-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Josh Rosen
,24 Games,,,,,,,4-20-0,False,277,513,54.00,2864,12,21,61.1,61,413,5.58,4.21,26,151,5.81,0,11,5,0,7,-5,0,,,,,,,False,Josh Rosen
