Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-12-18,14,15,,DEN,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,41,Julius Thomas
2011,2011-12-24,15,16,,DEN,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,40,Julius Thomas
2011,2012-01-01,16,17,,DEN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,3,7,Julius Thomas
2012,2012-09-09,1,1,24.074,DEN,PIT,False,,,,,,0.0%,,0,0,0,,,0,0,0,,,,,,,False,True,31,19,Julius Thomas
2012,2012-09-17,2,2,24.082,DEN,ATL,False,,,,,,0.0%,,0,0,0,,,0,0,0,1,1%,0,0%,5,17%,True,False,21,27,Julius Thomas
2012,2012-09-23,3,3,24.088,DEN,HOU,False,,,,,,0.0%,,0,0,0,,,0,0,0,0,0%,0,0%,7,19%,False,False,25,31,Julius Thomas
2012,2012-09-30,4,4,24.095,DEN,OAK,False,,,,,,0.0%,,0,0,0,,,0,0,0,1,1%,0,0%,0,0%,False,True,37,6,Julius Thomas
2012,2012-10-07,5,5,,DEN,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,21,31,Julius Thomas
2012,2012-10-15,6,6,,DEN,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,35,24,Julius Thomas
2012,2012-10-28,7,8,,DEN,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,14,Julius Thomas
2012,2012-11-04,8,9,,DEN,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,31,23,Julius Thomas
2012,2012-11-11,9,10,,DEN,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,36,14,Julius Thomas
2012,2012-11-18,10,11,,DEN,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,30,23,Julius Thomas
2012,2012-11-25,11,12,,DEN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,17,9,Julius Thomas
2012,2012-12-02,12,13,,DEN,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,31,23,Julius Thomas
2012,2012-12-06,13,14,,DEN,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,26,13,Julius Thomas
2012,2012-12-16,14,15,,DEN,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,34,17,Julius Thomas
2012,2012-12-23,15,16,,DEN,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,12,Julius Thomas
2012,2012-12-30,16,17,,DEN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,38,3,Julius Thomas
2013,2013-09-05,1,1,25.070,DEN,BAL,True,7,5,110,22.00,2,71.4%,15.71,2,12,0,0,0,0,0,0,71,100%,0,0%,4,9%,False,True,49,27,Julius Thomas
2013,2013-09-15,2,2,25.080,DEN,NYG,True,9,6,47,7.83,1,66.7%,5.22,1,6,0,0,0,0,0,0,74,100%,0,0%,5,14%,True,True,41,23,Julius Thomas
2013,2013-09-23,3,3,25.088,DEN,OAK,True,4,3,37,12.33,1,75.0%,9.25,1,6,0,0,0,0,0,0,74,97%,0,0%,3,10%,False,True,37,21,Julius Thomas
2013,2013-09-29,4,4,25.094,DEN,PHI,True,4,4,43,10.75,0,100.0%,10.75,0,0,0,0,0,0,0,0,59,81%,0,0%,0,0%,False,True,52,20,Julius Thomas
2013,2013-10-06,5,5,25.101,DEN,DAL,True,12,9,122,13.56,2,75.0%,10.17,2,12,0,0,0,0,0,0,74,94%,0,0%,0,0%,True,True,51,48,Julius Thomas
2013,2013-10-13,6,6,25.108,DEN,JAX,True,7,4,22,5.50,1,57.1%,3.14,1,6,0,0,0,0,0,0,74,100%,0,0%,0,0%,False,True,35,19,Julius Thomas
2013,2013-10-20,7,7,25.115,DEN,IND,True,6,5,41,8.20,1,83.3%,6.83,1,6,0,0,0,0,0,0,78,100%,0,0%,0,0%,True,False,33,39,Julius Thomas
2013,2013-10-27,8,8,25.122,DEN,WAS,True,3,3,29,9.67,0,100.0%,9.67,0,0,0,0,0,0,0,0,32,40%,0,0%,0,0%,False,True,45,21,Julius Thomas
2013,2013-11-10,9,10,25.136,DEN,SDG,True,5,3,96,32.00,1,60.0%,19.20,1,6,0,0,0,0,0,0,60,100%,0,0%,1,3%,True,True,28,20,Julius Thomas
2013,2013-11-17,10,11,25.143,DEN,KAN,True,5,3,43,14.33,1,60.0%,8.60,1,6,0,0,0,0,0,0,60,75%,0,0%,0,0%,False,True,27,17,Julius Thomas
2013,2013-11-24,11,12,,DEN,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,31,34,Julius Thomas
2013,2013-12-01,12,13,,DEN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,35,28,Julius Thomas
2013,2013-12-08,13,14,25.164,DEN,TEN,True,7,5,35,7.00,1,71.4%,5.00,1,6,0,0,0,0,0,0,72,76%,0,0%,0,0%,False,True,51,28,Julius Thomas
2013,2013-12-12,14,15,25.168,DEN,SDG,True,8,4,49,12.25,0,50.0%,6.13,0,0,0,0,0,0,0,0,49,91%,0,0%,0,0%,False,False,20,27,Julius Thomas
2013,2013-12-22,15,16,25.178,DEN,HOU,True,8,6,78,13.00,1,75.0%,9.75,1,6,0,0,0,0,0,0,73,96%,0,0%,0,0%,True,True,37,13,Julius Thomas
2013,2013-12-29,16,17,25.185,DEN,OAK,True,5,5,36,7.20,0,100.0%,7.20,0,0,0,0,0,0,0,0,51,67%,0,0%,0,0%,True,True,34,14,Julius Thomas
2014,2014-09-07,1,1,26.072,DEN,IND,True,8,7,104,14.86,3,87.5%,13.00,3,18,1,0,0,0,0,0,68,91%,0,0%,2,7%,False,True,31,24,Julius Thomas
2014,2014-09-14,2,2,26.079,DEN,KAN,True,5,4,39,9.75,1,80.0%,7.80,1,6,0,0,0,0,0,0,46,94%,0,0%,0,0%,False,True,24,17,Julius Thomas
2014,2014-09-21,3,3,26.086,DEN,SEA,True,4,3,17,5.67,1,75.0%,4.25,1,6,0,0,0,0,0,0,70,97%,0,0%,0,0%,True,False,20,26,Julius Thomas
2014,2014-10-05,4,5,26.100,DEN,ARI,True,7,6,66,11.00,2,85.7%,9.43,2,12,0,0,0,0,0,0,77,95%,0,0%,0,0%,False,True,41,20,Julius Thomas
2014,2014-10-12,5,6,26.107,DEN,NYJ,True,6,4,51,12.75,2,66.7%,8.50,2,12,0,0,0,0,0,0,63,89%,0,0%,0,0%,True,True,31,17,Julius Thomas
2014,2014-10-19,6,7,26.114,DEN,SFO,True,6,4,27,6.75,0,66.7%,4.50,0,0,0,0,0,0,0,0,48,80%,0,0%,0,0%,False,True,42,17,Julius Thomas
2014,2014-10-23,7,8,26.118,DEN,SDG,True,6,2,23,11.50,0,33.3%,3.83,0,0,0,0,0,0,0,0,59,87%,0,0%,1,4%,False,True,35,21,Julius Thomas
2014,2014-11-02,8,9,26.128,DEN,NWE,True,2,2,33,16.50,1,100.0%,16.50,1,6,0,0,0,0,0,0,78,98%,0,0%,0,0%,True,False,21,43,Julius Thomas
2014,2014-11-09,9,10,26.135,DEN,OAK,True,7,6,63,10.50,2,85.7%,9.00,2,12,0,0,0,0,0,0,63,79%,0,0%,0,0%,True,True,41,17,Julius Thomas
2014,2014-11-16,10,11,26.142,DEN,STL,True,3,2,3,1.50,0,66.7%,1.00,0,0,0,0,0,0,0,0,13,19%,0,0%,0,0%,True,False,7,22,Julius Thomas
2014,2014-11-23,11,12,,DEN,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,39,36,Julius Thomas
2014,2014-11-30,12,13,,DEN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,29,16,Julius Thomas
2014,2014-12-07,13,14,,DEN,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,24,17,Julius Thomas
2014,2014-12-14,14,15,26.170,DEN,SDG,False,2,1,30,30.00,0,50.0%,15.00,0,0,0,0,0,0,0,0,29,44%,0,0%,0,0%,True,True,22,10,Julius Thomas
2014,2014-12-22,15,16,26.178,DEN,CIN,False,6,2,33,16.50,0,33.3%,5.50,0,0,0,0,0,0,0,0,45,65%,0,0%,0,0%,True,False,28,37,Julius Thomas
2014,2014-12-28,16,17,26.184,DEN,OAK,False,,,,,,0.0%,,0,0,0,,,0,0,0,33,42%,0,0%,0,0%,False,True,47,14,Julius Thomas
2015,2015-09-13,1,1,,JAX,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,9,20,Julius Thomas
2015,2015-09-20,2,2,,JAX,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,23,20,Julius Thomas
2015,2015-09-27,3,3,,JAX,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,51,Julius Thomas
2015,2015-10-04,4,4,,JAX,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,16,Julius Thomas
2015,2015-10-11,5,5,27.106,JAX,TAM,True,2,2,20,10.00,0,100.0%,10.00,0,0,0,0,0,0,0,0,31,53%,0,0%,0,0%,True,False,31,38,Julius Thomas
2015,2015-10-18,6,6,27.113,JAX,HOU,True,13,7,78,11.14,1,53.8%,6.00,1,6,0,0,0,0,0,0,59,73%,0,0%,0,0%,False,False,20,31,Julius Thomas
2015,2015-10-25,7,7,27.120,JAX,BUF,False,5,1,4,4.00,0,20.0%,0.80,0,0,0,0,0,0,0,0,36,54%,0,0%,0,0%,False,True,34,31,Julius Thomas
2015,2015-11-08,8,9,27.134,JAX,NYJ,True,8,3,14,4.67,0,37.5%,1.75,0,0,0,0,0,0,0,0,50,76%,0,0%,0,0%,True,False,23,28,Julius Thomas
2015,2015-11-15,9,10,27.141,JAX,BAL,True,5,2,23,11.50,0,40.0%,4.60,0,0,0,0,0,0,0,0,51,69%,0,0%,0,0%,True,True,22,20,Julius Thomas
2015,2015-11-19,10,11,27.145,JAX,TEN,True,8,5,28,5.60,1,62.5%,3.50,1,6,0,0,0,0,0,0,44,73%,0,0%,0,0%,False,True,19,13,Julius Thomas
2015,2015-11-29,11,12,27.155,JAX,SDG,True,10,9,116,12.89,1,90.0%,11.60,1,6,0,0,0,0,0,0,50,70%,0,0%,0,0%,False,False,25,31,Julius Thomas
2015,2015-12-06,12,13,27.162,JAX,TEN,True,5,2,15,7.50,1,40.0%,3.00,1,6,0,0,0,0,0,0,43,72%,0,0%,0,0%,True,False,39,42,Julius Thomas
2015,2015-12-13,13,14,27.169,JAX,IND,True,7,5,54,10.80,1,71.4%,7.71,1,6,0,0,0,0,0,0,51,78%,0,0%,0,0%,False,True,51,16,Julius Thomas
2015,2015-12-20,14,15,27.176,JAX,ATL,True,9,6,79,13.17,0,66.7%,8.78,0,0,0,0,0,0,0,0,52,84%,0,0%,0,0%,False,False,17,23,Julius Thomas
2015,2015-12-27,15,16,27.183,JAX,NOR,True,2,2,12,6.00,0,100.0%,6.00,0,0,0,0,0,0,0,0,40,70%,0,0%,0,0%,True,False,27,38,Julius Thomas
2015,2016-01-03,16,17,27.190,JAX,HOU,True,6,2,12,6.00,0,33.3%,2.00,0,0,0,0,0,0,0,0,35,61%,0,0%,0,0%,True,False,6,30,Julius Thomas
2016,2016-09-11,1,1,28.076,JAX,GNB,True,5,5,64,12.80,1,100.0%,12.80,1,6,0,0,0,0,0,0,56,78%,0,0%,0,0%,False,False,23,27,Julius Thomas
2016,2016-09-18,2,2,28.083,JAX,SDG,True,7,4,71,17.75,0,57.1%,10.14,0,0,0,0,0,0,0,0,61,92%,0,0%,0,0%,True,False,14,38,Julius Thomas
2016,2016-09-25,3,3,28.090,JAX,BAL,True,5,2,13,6.50,0,40.0%,2.60,0,0,0,0,0,0,0,0,57,86%,0,0%,0,0%,False,False,17,19,Julius Thomas
2016,2016-10-02,4,4,,JAX,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,30,27,Julius Thomas
2016,2016-10-16,5,6,28.111,JAX,CHI,True,4,2,28,14.00,0,50.0%,7.00,0,0,0,0,0,0,0,0,50,83%,0,0%,0,0%,True,True,17,16,Julius Thomas
2016,2016-10-23,6,7,28.118,JAX,OAK,True,7,3,20,6.67,1,42.9%,2.86,1,6,0,0,0,0,0,0,55,81%,0,0%,0,0%,False,False,16,33,Julius Thomas
2016,2016-10-27,7,8,28.122,JAX,TEN,True,6,3,28,9.33,1,50.0%,4.67,1,6,0,0,0,0,0,0,34,47%,0,0%,0,0%,True,False,22,36,Julius Thomas
2016,2016-11-06,8,9,28.132,JAX,KAN,False,2,2,21,10.50,0,100.0%,10.50,0,0,0,0,0,0,0,0,42,55%,0,0%,0,0%,True,False,14,19,Julius Thomas
2016,2016-11-13,9,10,28.139,JAX,HOU,False,10,6,24,4.00,1,60.0%,2.40,1,6,0,0,0,0,0,0,41,53%,0,0%,0,0%,False,False,21,24,Julius Thomas
2016,2016-11-20,10,11,28.146,JAX,DET,False,5,3,12,4.00,0,60.0%,2.40,0,0,0,0,0,0,0,0,54,82%,0,0%,0,0%,True,False,19,26,Julius Thomas
2016,2016-11-27,11,12,,JAX,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,21,28,Julius Thomas
2016,2016-12-04,12,13,,JAX,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,20,Julius Thomas
2016,2016-12-11,13,14,,JAX,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,16,25,Julius Thomas
2016,2016-12-18,14,15,,JAX,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,20,21,Julius Thomas
2016,2016-12-24,15,16,,JAX,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,38,17,Julius Thomas
2016,2017-01-01,16,17,,JAX,IND,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,20,24,Julius Thomas
2017,2017-09-17,1,2,29.082,MIA,LAC,True,3,3,26,8.67,0,100.0%,8.67,0,0,0,0,0,0,0,0,65,96%,0,0%,0,0%,True,True,19,17,Julius Thomas
2017,2017-09-24,2,3,29.089,MIA,NYJ,True,5,3,16,5.33,0,60.0%,3.20,0,0,0,0,0,0,0,0,37,59%,0,0%,0,0%,True,False,6,20,Julius Thomas
2017,2017-10-01,3,4,29.096,MIA,NOR,True,4,2,29,14.50,0,50.0%,7.25,0,0,0,0,0,0,0,0,39,75%,0,0%,0,0%,False,False,0,20,Julius Thomas
2017,2017-10-08,4,5,29.103,MIA,TEN,True,4,1,15,15.00,0,25.0%,3.75,0,0,0,0,0,0,0,0,36,61%,0,0%,0,0%,False,True,16,10,Julius Thomas
2017,2017-10-15,5,6,29.110,MIA,ATL,True,5,3,22,7.33,0,60.0%,4.40,0,0,0,0,0,0,0,0,54,81%,0,0%,0,0%,True,True,20,17,Julius Thomas
2017,2017-10-22,6,7,29.117,MIA,NYJ,True,4,3,58,19.33,0,75.0%,14.50,0,0,0,0,0,0,0,0,39,53%,0,0%,0,0%,False,True,31,28,Julius Thomas
2017,2017-10-26,7,8,29.121,MIA,BAL,True,3,2,2,1.00,0,66.7%,0.67,0,0,0,0,0,0,0,0,36,55%,0,0%,0,0%,True,False,0,40,Julius Thomas
2017,2017-11-05,8,9,29.131,MIA,OAK,True,8,6,84,14.00,1,75.0%,10.50,1,6,0,0,0,0,0,0,49,73%,0,0%,0,0%,False,False,24,27,Julius Thomas
2017,2017-11-13,9,10,29.139,MIA,CAR,True,5,2,8,4.00,1,40.0%,1.60,1,6,0,0,0,0,0,0,42,75%,0,0%,0,0%,True,False,21,45,Julius Thomas
2017,2017-11-19,10,11,29.145,MIA,TAM,True,4,4,30,7.50,0,100.0%,7.50,0,0,0,0,0,0,0,0,51,80%,0,0%,0,0%,False,False,20,30,Julius Thomas
2017,2017-11-26,11,12,29.152,MIA,NWE,False,6,5,52,10.40,0,83.3%,8.67,0,0,0,0,0,0,0,0,47,77%,0,0%,0,0%,True,False,17,35,Julius Thomas
2017,2017-12-03,12,13,29.159,MIA,DEN,True,3,3,20,6.67,1,100.0%,6.67,1,6,0,0,0,0,0,0,42,63%,0,0%,0,0%,False,True,35,9,Julius Thomas
2017,2017-12-11,13,14,29.167,MIA,NWE,True,4,2,11,5.50,0,50.0%,2.75,0,0,1,0,0,1,0,0,43,59%,0,0%,0,0%,False,True,27,20,Julius Thomas
2017,2017-12-17,14,15,29.173,MIA,BUF,True,4,2,15,7.50,0,50.0%,3.75,0,0,0,0,0,0,0,0,59,80%,0,0%,0,0%,True,False,16,24,Julius Thomas
2017,2017-12-24,15,16,,MIA,KAN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,13,29,Julius Thomas
2017,2017-12-31,16,17,,MIA,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,16,22,Julius Thomas
,71 Games,,,,,,False,352,226,2406,10.65,36,64.2%,6.84,36,216,2,0,0,1,0,0,,,,,,,False,False,34,0,Julius Thomas
