Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-11-23,11.0,12.0,,SDG,STL,W 27-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,True,27,24
2014.0,2014-11-30,12.0,13.0,,SDG,BAL,W 34-33,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,True,34,33
2014.0,2014-12-07,13.0,14.0,,SDG,NWE,L 14-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,14,23
2014.0,2014-12-14,14.0,15.0,,SDG,DEN,L 10-22,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,10,22
2014.0,2014-12-20,15.0,16.0,,SDG,SFO,W 38-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,True,38,35
2014.0,2014-12-28,16.0,17.0,,SDG,KAN,L 7-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,7,19
2015.0,2015-09-13,1.0,1.0,30.231,SDG,DET,W 33-28,False,13,43,3.31,2,6,3,19,6.33,0,50.0%,3.17,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,39,52%,0,0%,2,7%,False,Danny Woodhead,True,33,28
2015.0,2015-09-20,2.0,2.0,30.238,SDG,CIN,L 19-24,False,7,36,5.14,0,6,6,68,11.33,0,100.0%,11.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,51%,0,0%,3,12%,True,Danny Woodhead,False,19,24
2015.0,2015-09-27,3.0,3.0,30.245,SDG,MIN,L 14-31,False,5,11,2.20,0,4,3,32,10.67,0,75.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,45%,0,0%,6,22%,True,Danny Woodhead,False,14,31
2015.0,2015-10-04,4.0,4.0,30.252,SDG,CLE,W 30-27,False,8,54,6.75,0,4,4,84,21.00,0,100.0%,21.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,55%,0,0%,7,21%,False,Danny Woodhead,True,30,27
2015.0,2015-10-12,5.0,5.0,30.26,SDG,PIT,L 20-24,False,4,10,2.50,0,7,5,66,13.20,0,71.4%,9.43,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,39%,0,0%,0,0%,False,Danny Woodhead,False,20,24
2015.0,2015-10-18,6.0,6.0,30.266,SDG,GNB,L 20-27,False,7,8,1.14,0,7,5,63,12.60,0,71.4%,9.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,54%,0,0%,0,0%,True,Danny Woodhead,False,20,27
2015.0,2015-10-25,7.0,7.0,30.273,SDG,OAK,L 29-37,False,5,26,5.20,0,12,11,75,6.82,2,91.7%,6.25,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,40,45%,0,0%,5,16%,False,Danny Woodhead,False,29,37
2015.0,2015-11-01,8.0,8.0,30.28,SDG,BAL,L 26-29,False,3,9,3.00,0,3,2,36,18.00,0,66.7%,12.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,37%,0,0%,11,35%,True,Danny Woodhead,False,26,29
2015.0,2015-11-09,9.0,9.0,30.288,SDG,CHI,L 19-22,False,6,33,5.50,0,10,6,78,13.00,1,60.0%,7.80,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,41,58%,0,0%,4,17%,False,Danny Woodhead,False,19,22
2015.0,2015-11-22,10.0,11.0,30.301,SDG,KAN,L 3-33,False,6,7,1.17,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,55%,0,0%,7,25%,False,Danny Woodhead,False,3,33
2015.0,2015-11-29,11.0,12.0,30.308,SDG,JAX,W 31-25,False,4,8,2.00,0,6,6,39,6.50,0,100.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,45%,0,0%,7,21%,True,Danny Woodhead,True,31,25
2015.0,2015-12-06,12.0,13.0,30.315,SDG,DEN,L 3-17,True,3,10,3.33,0,7,3,24,8.00,0,42.9%,3.43,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,55%,0,0%,4,19%,False,Danny Woodhead,False,3,17
2015.0,2015-12-13,13.0,14.0,30.322,SDG,KAN,L 3-10,False,3,5,1.67,0,6,3,8,2.67,0,50.0%,1.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,64%,0,0%,0,0%,True,Danny Woodhead,False,3,10
2015.0,2015-12-20,14.0,15.0,30.329,SDG,MIA,W 30-14,False,8,10,1.25,1,6,6,50,8.33,3,100.0%,8.33,0,0,,0,,4,24,0.0,0,0,0,,,0,0,0,0,0,0,29,37%,0,0%,3,10%,False,Danny Woodhead,True,30,14
2015.0,2015-12-24,15.0,16.0,30.333,SDG,OAK,L 20-23,False,11,55,5.00,0,10,8,53,6.63,0,80.0%,5.30,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,65%,0,0%,7,20%,True,Danny Woodhead,False,20,23
2015.0,2016-01-03,16.0,17.0,30.343,SDG,DEN,L 20-27,False,5,11,2.20,0,10,8,51,6.38,0,80.0%,5.10,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,43,60%,0,0%,7,23%,True,Danny Woodhead,False,20,27
2016.0,2016-09-11,1.0,1.0,31.23,SDG,KAN,L 27-33,True,16,89,5.56,0,7,5,31,6.20,1,71.4%,4.43,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,68%,0,0%,3,9%,True,Danny Woodhead,False,27,33
2016.0,2016-09-18,2.0,2.0,31.237,SDG,JAX,W 38-14,False,3,27,9.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,7%,0,0%,0,0%,False,Danny Woodhead,True,38,14
2016.0,2016-09-25,3.0,3.0,,SDG,IND,L 22-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,22,26
2016.0,2016-10-02,4.0,4.0,,SDG,NOR,L 34-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,34,35
2016.0,2016-10-09,5.0,5.0,,SDG,OAK,L 31-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,31,34
2016.0,2016-10-13,6.0,6.0,,SDG,DEN,W 21-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,True,21,13
2016.0,2016-10-23,7.0,7.0,,SDG,ATL,W 33-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,True,33,30
2016.0,2016-10-30,8.0,8.0,,SDG,DEN,L 19-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,19,27
2016.0,2016-11-06,9.0,9.0,,SDG,TEN,W 43-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,True,43,35
2016.0,2016-11-13,10.0,10.0,,SDG,MIA,L 24-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,24,31
2016.0,2016-11-27,11.0,12.0,,SDG,HOU,W 21-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,True,21,13
2016.0,2016-12-04,12.0,13.0,,SDG,TAM,L 21-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,21,28
2016.0,2016-12-11,13.0,14.0,,SDG,CAR,L 16-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,16,28
2016.0,2016-12-18,14.0,15.0,,SDG,OAK,L 16-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,16,19
2016.0,2016-12-24,15.0,16.0,,SDG,CLE,L 17-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,17,20
2016.0,2017-01-01,16.0,17.0,,SDG,KAN,L 27-37,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,27,37
2017.0,2017-09-10,1.0,1.0,32.228,BAL,CIN,W 20-0,False,1,4,4.00,0,3,3,33,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,9%,0,0%,0,0%,True,Danny Woodhead,True,20,0
2017.0,2017-09-17,2.0,2.0,,BAL,CLE,W 24-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,True,24,10
2017.0,2017-09-24,3.0,3.0,,BAL,JAX,L 7-44,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,7,44
2017.0,2017-10-01,4.0,4.0,,BAL,PIT,L 9-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,9,26
2017.0,2017-10-08,5.0,5.0,,BAL,OAK,W 30-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,True,30,17
2017.0,2017-10-15,6.0,6.0,,BAL,CHI,L 24-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,False,24,27
2017.0,2017-10-22,7.0,7.0,,BAL,MIN,L 16-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,16,24
2017.0,2017-10-26,8.0,8.0,,BAL,MIA,W 40-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Danny Woodhead,True,40,0
2017.0,2017-11-05,9.0,9.0,,BAL,TEN,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Danny Woodhead,False,20,23
2017.0,2017-11-19,10.0,11.0,32.298,BAL,GNB,W 23-0,False,1,2,2.00,0,6,5,21,4.20,0,83.3%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,22%,0,0%,0,0%,True,Danny Woodhead,True,23,0
2017.0,2017-11-27,11.0,12.0,32.306,BAL,HOU,W 23-16,False,4,22,5.50,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,33%,0,0%,0,0%,False,Danny Woodhead,True,23,16
2017.0,2017-12-03,12.0,13.0,32.312,BAL,DET,W 44-20,False,3,9,3.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,31%,0,0%,0,0%,False,Danny Woodhead,True,44,20
2017.0,2017-12-10,13.0,14.0,32.319,BAL,PIT,L 38-39,False,2,7,3.50,0,5,4,29,7.25,0,80.0%,5.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,38%,0,0%,0,0%,True,Danny Woodhead,False,38,39
2017.0,2017-12-17,14.0,15.0,32.326,BAL,CLE,W 27-10,False,1,1,1.00,0,7,6,31,5.17,0,85.7%,4.43,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,30%,0,0%,0,0%,True,Danny Woodhead,True,27,10
2017.0,2017-12-23,15.0,16.0,32.332,BAL,IND,W 23-16,False,1,8,8.00,0,6,5,33,6.60,0,83.3%,5.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,26%,0,0%,0,0%,False,Danny Woodhead,True,23,16
2017.0,2017-12-31,16.0,17.0,32.34,BAL,CIN,L 27-31,False,1,3,3.00,0,6,4,16,4.00,0,66.7%,2.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,39%,0,0%,0,0%,False,Danny Woodhead,False,27,31
,101 Games,,,,,,65-36-0,False,517,2238,4.33,15,391,300,2698,8.99,17,76.7%,6.90,35,758,21.66,0,2,32,196,0.0,16,2,18,0,0,4,3,0,1,0,0,,,,,,,False,Danny Woodhead,False,36,0
