Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-09-08,1,1,24.158,ARI,,SDG,W 18-17,False,5,2,29,14.50,1,40.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,39,56%,0,0%,0,0%,False,John Brown
2014,2014-09-14,2,2,24.164,ARI,@,NYG,W 25-14,False,4,3,28,9.33,0,75.0%,7.00,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,John Brown
2014,2014-09-21,3,3,24.171,ARI,,SFO,W 23-14,False,6,4,52,13.00,2,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0,0,0,0,35,52%,0,0%,0,0%,False,John Brown
2014,2014-10-05,4,5,24.185,ARI,@,DEN,L 20-41,False,7,2,4,2.00,0,28.6%,0.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,37,65%,0,0%,0,0%,True,John Brown
2014,2014-10-12,5,6,24.192,ARI,,WAS,W 30-20,True,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,34,49%,0,0%,0,0%,False,John Brown
2014,2014-10-19,6,7,24.199,ARI,@,OAK,W 24-13,False,5,2,41,20.50,0,40.0%,8.20,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,43,57%,0,0%,0,0%,True,John Brown
2014,2014-10-26,7,8,24.206,ARI,,PHI,W 24-20,False,10,5,119,23.80,1,50.0%,11.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,44,63%,0,0%,0,0%,False,John Brown
2014,2014-11-02,8,9,24.213,ARI,@,DAL,W 28-17,False,5,2,10,5.00,0,40.0%,2.00,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,36,54%,0,0%,0,0%,True,John Brown
2014,2014-11-09,9,10,24.220,ARI,,STL,W 31-14,False,8,5,73,14.60,1,62.5%,9.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,41,62%,0,0%,0,0%,False,John Brown
2014,2014-11-16,10,11,24.227,ARI,,DET,W 14-6,True,9,5,69,13.80,0,55.6%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,44,71%,0,0%,0,0%,False,John Brown
2014,2014-11-23,11,12,24.234,ARI,@,SEA,L 3-19,True,5,3,61,20.33,0,60.0%,12.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,40,74%,0,0%,0,0%,True,John Brown
2014,2014-11-30,12,13,24.241,ARI,@,ATL,L 18-29,True,5,2,40,20.00,0,40.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,54,98%,0,0%,0,0%,True,John Brown
2014,2014-12-07,13,14,24.248,ARI,,KAN,W 17-14,False,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,45,65%,0,0%,0,0%,False,John Brown
2014,2014-12-11,14,15,24.252,ARI,@,STL,W 12-6,True,6,2,22,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,41,60%,0,0%,0,0%,True,John Brown
2014,2014-12-21,15,16,24.262,ARI,,SEA,L 6-35,False,8,3,54,18.00,0,37.5%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,54,78%,0,0%,0,0%,False,John Brown
2014,2014-12-28,16,17,24.269,ARI,@,SFO,L 17-20,False,9,4,51,12.75,0,44.4%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,37,53%,0,0%,0,0%,True,John Brown
2015,2015-09-13,1,1,25.163,ARI,,NOR,W 31-19,True,7,4,46,11.50,1,57.1%,6.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,60,97%,0,0%,0,0%,False,John Brown
2015,2015-09-20,2,2,25.170,ARI,@,CHI,W 48-23,True,5,5,45,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,50,85%,0,0%,0,0%,True,John Brown
2015,2015-09-27,3,3,25.177,ARI,,SFO,W 47-7,True,5,3,62,20.67,0,60.0%,12.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,52,70%,0,0%,0,0%,False,John Brown
2015,2015-10-04,4,4,25.184,ARI,,STL,L 22-24,False,10,7,75,10.71,0,70.0%,7.50,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,68,92%,0,0%,0,0%,False,John Brown
2015,2015-10-11,5,5,25.191,ARI,@,DET,W 42-17,True,4,4,73,18.25,1,100.0%,18.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,26,57%,0,0%,0,0%,True,John Brown
2015,2015-10-18,6,6,25.198,ARI,@,PIT,L 13-25,True,14,10,196,19.60,0,71.4%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,65,90%,0,0%,0,0%,True,John Brown
2015,2015-10-26,7,7,25.206,ARI,,BAL,W 26-18,False,6,4,65,16.25,1,66.7%,10.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,51,82%,0,0%,0,0%,False,John Brown
2015,2015-11-01,8,8,,ARI,@,CLE,W 34-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,John Brown
2015,2015-11-15,9,10,25.226,ARI,@,SEA,W 39-32,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,59,66%,0,0%,0,0%,True,John Brown
2015,2015-11-22,10,11,25.233,ARI,,CIN,W 34-31,True,3,3,43,14.33,1,100.0%,14.33,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,53,87%,0,0%,0,0%,False,John Brown
2015,2015-11-29,11,12,25.240,ARI,@,SFO,W 19-13,False,7,5,99,19.80,0,71.4%,14.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,66,81%,0,0%,0,0%,True,John Brown
2015,2015-12-06,12,13,25.247,ARI,@,STL,W 27-3,True,8,6,113,18.83,0,75.0%,14.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,65,77%,0,0%,0,0%,True,John Brown
2015,2015-12-10,13,14,25.251,ARI,,MIN,W 23-20,False,5,4,78,19.50,1,80.0%,15.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,49,73%,0,0%,0,0%,False,John Brown
