Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-12-20,14,15,25.261,ARI,@,PHI,W 40-17,True,9,3,38,12.67,1,33.3%,4.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,59,78%,0,0%,0,0%,True,John Brown
2015,2015-12-27,15,16,25.268,ARI,,GNB,W 38-8,True,4,3,25,8.33,1,75.0%,6.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,48,83%,0,0%,0,0%,False,John Brown
2015,2016-01-03,16,17,25.275,ARI,,SEA,L 6-36,True,11,4,45,11.25,0,36.4%,4.09,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,55,95%,0,0%,0,0%,False,John Brown
2016,2016-09-11,1,1,26.161,ARI,,NWE,L 21-23,False,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,35,57%,0,0%,0,0%,False,John Brown
2016,2016-09-18,2,2,26.168,ARI,,TAM,W 40-7,False,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0,0,0,0,0,0,0,28,42%,0,0%,4,13%,False,John Brown
2016,2016-09-25,3,3,26.175,ARI,@,BUF,L 18-33,False,11,6,70,11.67,0,54.5%,6.36,0,0,,0,0,0,,0,0,0,,0,0,,,1,51,51.00,0,1,12,12.00,0,0,0,0,0,0,0,0,0,47,57%,0,0%,5,16%,True,John Brown
2016,2016-10-02,4,4,26.182,ARI,,LAR,L 13-17,True,16,10,144,14.40,0,62.5%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,23,7.67,0,0,0,0,0,0,0,0,0,70,91%,0,0%,4,17%,False,John Brown
2016,2016-10-06,5,5,26.186,ARI,@,SFO,W 33-21,True,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,25,6.25,0,0,0,1,0,0,0,0,0,64,94%,0,0%,7,19%,True,John Brown
2016,2016-10-17,6,6,26.197,ARI,,NYJ,W 28-3,True,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,1.50,0,0,0,0,0,0,0,0,0,48,62%,0,0%,5,21%,False,John Brown
2016,2016-10-23,7,7,,ARI,,SEA,T 6-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,John Brown
2016,2016-10-30,8,8,26.210,ARI,@,CAR,L 20-30,False,4,4,49,12.25,1,100.0%,12.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,38,54%,0,0%,0,0%,True,John Brown
2016,2016-11-13,9,10,26.224,ARI,,SFO,W 23-20,False,4,2,30,15.00,0,50.0%,7.50,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,0,0,0,0,0,0,0,0,30,38%,0,0%,3,10%,False,John Brown
2016,2016-11-20,10,11,26.231,ARI,@,MIN,L 24-30,False,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,36,12.00,0,0,0,0,0,0,0,0,0,60,81%,0,0%,4,14%,True,John Brown
2016,2016-11-27,11,12,26.238,ARI,@,ATL,L 19-38,True,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,0,0,0,0,0,0,0,0,26,39%,0,0%,1,4%,True,John Brown
2016,2016-12-04,12,13,26.245,ARI,,WAS,W 31-23,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,21,28%,0,0%,0,0%,False,John Brown
2016,2016-12-11,13,14,26.252,ARI,@,MIA,L 23-26,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,26,37%,0,0%,0,0%,True,John Brown
2016,2016-12-18,14,15,26.259,ARI,,NOR,L 41-48,True,6,5,81,16.20,1,83.3%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,35,59%,0,0%,0,0%,False,John Brown
2016,2016-12-24,15,16,26.265,ARI,@,SEA,W 34-31,True,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,29,48%,0,0%,0,0%,True,John Brown
2016,2017-01-01,16,17,26.273,ARI,@,LAR,W 44-6,False,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,38,54%,0,0%,0,0%,True,John Brown
2017,2017-09-10,1,1,27.160,ARI,@,DET,L 23-35,True,9,4,32,8.00,0,44.4%,3.56,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,63,84%,0,0%,0,0%,True,John Brown
2017,2017-09-17,2,2,,ARI,@,IND,W 16-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,John Brown
2017,2017-09-25,3,3,,ARI,,DAL,L 17-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,John Brown
2017,2017-10-01,4,4,27.181,ARI,,SFO,W 18-15,False,7,3,47,15.67,0,42.9%,6.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,53,62%,0,0%,0,0%,False,John Brown
2017,2017-10-08,5,5,27.188,ARI,@,PHI,L 7-34,False,7,2,26,13.00,1,28.6%,3.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,48,80%,0,0%,0,0%,True,John Brown
2017,2017-10-15,6,6,27.195,ARI,,TAM,W 38-33,True,4,3,63,21.00,1,75.0%,15.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,47,72%,0,0%,0,0%,False,John Brown
2017,2017-10-22,7,7,27.202,ARI,@,LAR,L 0-33,True,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,43,86%,0,0%,0,0%,True,John Brown
2017,2017-11-05,8,9,27.216,ARI,@,SFO,W 20-10,True,4,1,52,52.00,0,25.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,46,60%,0,0%,0,0%,True,John Brown
2017,2017-11-09,9,10,27.220,ARI,,SEA,L 16-22,False,6,2,27,13.50,0,33.3%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,68,85%,0,0%,0,0%,False,John Brown
2017,2017-11-19,10,11,27.230,ARI,@,HOU,L 21-31,True,6,3,18,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,41,71%,0,0%,0,0%,True,John Brown
2017,2017-11-26,11,12,,ARI,,JAX,W 27-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,John Brown
2017,2017-12-03,12,13,,ARI,,LAR,L 16-32,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,John Brown
2017,2017-12-10,13,14,,ARI,,TEN,W 12-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,John Brown
2017,2017-12-17,14,15,,ARI,@,WAS,L 15-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,John Brown
2017,2017-12-24,15,16,27.265,ARI,,NYG,W 23-0,False,4,2,28,14.00,1,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,40,59%,0,0%,0,0%,False,John Brown
2017,2017-12-31,16,17,27.272,ARI,@,SEA,W 26-24,False,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,42,59%,0,0%,0,0%,True,John Brown
2018,2018-09-09,1,1,28.159,BAL,,BUF,W 47-3,True,4,3,44,14.67,1,75.0%,11.00,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,48,60%,0,0%,0,0%,False,John Brown
2018,2018-09-13,2,2,28.163,BAL,@,CIN,L 23-34,True,10,4,92,23.00,1,40.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,68,80%,0,0%,0,0%,True,John Brown
2018,2018-09-23,3,3,28.173,BAL,,DEN,W 27-14,True,9,5,86,17.20,0,55.6%,9.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,55,76%,0,0%,0,0%,False,John Brown
2018,2018-09-30,4,4,28.180,BAL,@,PIT,W 26-14,True,7,3,116,38.67,1,42.9%,16.57,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,44,58%,0,0%,0,0%,True,John Brown
2018,2018-10-07,5,5,28.187,BAL,@,CLE,L 9-12,False,14,4,58,14.50,0,28.6%,4.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,59,68%,0,0%,0,0%,True,John Brown
2018,2018-10-14,6,6,28.194,BAL,@,TEN,W 21-0,True,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,41,54%,0,0%,0,0%,True,John Brown
2018,2018-10-21,7,7,28.201,BAL,,NOR,L 23-24,True,7,7,134,19.14,1,100.0%,19.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,50,74%,0,0%,0,0%,False,John Brown
2018,2018-10-28,8,8,28.208,BAL,@,CAR,L 21-36,True,7,3,28,9.33,0,42.9%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,46,68%,0,0%,0,0%,True,John Brown
2018,2018-11-04,9,9,28.215,BAL,,PIT,L 16-23,True,6,3,15,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,39,64%,0,0%,0,0%,False,John Brown
2018,2018-11-18,10,11,28.229,BAL,,CIN,W 24-21,True,1,1,23,23.00,0,100.0%,23.00,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,51,65%,0,0%,0,0%,False,John Brown
2018,2018-11-25,11,12,28.236,BAL,,OAK,W 34-17,True,7,1,25,25.00,0,14.3%,3.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,45,64%,0,0%,0,0%,False,John Brown
2018,2018-12-02,12,13,28.243,BAL,@,ATL,W 26-16,True,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,43,53%,0,0%,0,0%,True,John Brown
2018,2018-12-09,13,14,28.250,BAL,@,KAN,L 24-27,True,6,2,23,11.50,1,33.3%,3.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,50,70%,0,0%,0,0%,True,John Brown
2018,2018-12-16,14,15,28.257,BAL,,TAM,W 20-12,True,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,47,62%,0,0%,0,0%,False,John Brown
2018,2018-12-22,15,16,28.263,BAL,@,LAC,W 22-10,True,6,2,27,13.50,0,33.3%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,34,55%,0,0%,0,0%,True,John Brown
2018,2018-12-30,16,17,28.271,BAL,,CLE,W 26-24,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,37,48%,0,0%,0,0%,False,John Brown
2019,2019-09-08,1,1,29.158,BUF,@,NYJ,W 17-16,True,10,7,123,17.57,1,70.0%,12.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,56,85%,0,0%,0,0%,True,John Brown
2019,2019-09-15,2,2,29.165,BUF,@,NYG,W 28-14,True,8,7,72,10.29,0,87.5%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,56,80%,0,0%,0,0%,True,John Brown
2019,2019-09-22,3,3,29.172,BUF,,CIN,W 21-17,True,5,4,51,12.75,0,80.0%,10.20,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,68,88%,0,0%,0,0%,False,John Brown
2019,2019-09-29,4,4,29.179,BUF,,NWE,L 10-16,True,11,5,69,13.80,0,45.5%,6.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,73,92%,0,0%,0,0%,False,John Brown
2019,2019-10-06,5,5,29.186,BUF,@,TEN,W 14-7,True,5,5,75,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,52,81%,0,0%,0,0%,True,John Brown
2019,2019-10-20,6,7,29.200,BUF,,MIA,W 31-21,True,6,5,83,16.60,1,83.3%,13.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,52,95%,0,0%,0,0%,False,John Brown
2019,2019-10-27,7,8,29.207,BUF,,PHI,L 13-31,True,8,5,54,10.80,0,62.5%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,54,92%,0,0%,0,0%,False,John Brown
2019,2019-11-03,8,9,29.214,BUF,,WAS,W 24-9,True,7,4,76,19.00,0,57.1%,10.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,54,87%,0,0%,0,0%,False,John Brown
2019,2019-11-10,9,10,29.221,BUF,@,CLE,L 16-19,True,11,5,77,15.40,0,45.5%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,63,93%,0,0%,0,0%,True,John Brown
