Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-11-29,11.0,12.0,21.219,DEN,NOR,L 3-31,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,22,51%,0,0%,0,0%,False,Jerry Jeudy,False,3,31
2020.0,2020-12-06,12.0,13.0,21.226,DEN,KAN,L 16-22,True,4,1,5,5.00,0,25.0%,1.25,0,0,,0,,0,0,0,0,0,0,0,0,49,74%,0,0%,0,0%,True,Jerry Jeudy,False,16,22
2020.0,2020-12-13,13.0,14.0,21.233,DEN,CAR,W 32-27,True,4,2,42,21.00,0,50.0%,10.50,0,0,,0,,0,0,0,0,0,0,0,0,45,74%,0,0%,0,0%,True,Jerry Jeudy,True,32,27
2020.0,2020-12-19,14.0,15.0,21.239,DEN,BUF,L 19-48,True,5,1,19,19.00,0,20.0%,3.80,0,0,,0,,0,0,0,0,0,0,0,0,56,88%,0,0%,0,0%,False,Jerry Jeudy,False,19,48
2020.0,2020-12-27,15.0,16.0,21.247,DEN,LAC,L 16-19,True,15,6,61,10.17,0,40.0%,4.07,0,0,,0,,0,0,0,0,0,0,0,0,61,79%,0,0%,0,0%,True,Jerry Jeudy,False,16,19
2020.0,2021-01-03,16.0,17.0,21.254,DEN,LVR,L 31-32,True,7,5,140,28.00,1,71.4%,20.00,0,0,,0,1,1,8,0,0,0,0,0,0,65,80%,0,0%,0,0%,False,Jerry Jeudy,False,31,32
2021.0,2021-09-12,1.0,1.0,22.141,DEN,NYG,W 27-13,True,7,6,72,12.00,0,85.7%,10.29,0,0,,0,,0,0,0,0,0,0,0,0,31,47%,0,0%,0,0%,True,Jerry Jeudy,True,27,13
2021.0,2021-09-19,2.0,2.0,,DEN,JAX,W 23-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jerry Jeudy,True,23,13
2021.0,2021-09-26,3.0,3.0,,DEN,NYJ,W 26-0,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jerry Jeudy,True,26,0
2021.0,2021-10-03,4.0,4.0,,DEN,BAL,L 7-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jerry Jeudy,False,7,23
2021.0,2021-10-10,5.0,5.0,,DEN,PIT,L 19-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jerry Jeudy,False,19,27
2021.0,2021-10-17,6.0,6.0,,DEN,LVR,L 24-34,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jerry Jeudy,False,24,34
2021.0,2021-10-21,7.0,7.0,,DEN,CLE,L 14-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jerry Jeudy,False,14,17
2021.0,2021-10-31,8.0,8.0,22.19,DEN,WAS,W 17-10,False,4,4,39,9.75,0,100.0%,9.75,1,0,0.00,0,,0,0,0,0,0,0,0,0,38,72%,0,0%,0,0%,False,Jerry Jeudy,True,17,10
2021.0,2021-11-07,9.0,9.0,22.197,DEN,DAL,W 30-16,False,8,6,69,11.50,0,75.0%,8.63,0,0,,0,,0,0,0,0,0,0,0,0,47,60%,0,0%,0,0%,True,Jerry Jeudy,True,30,16
2021.0,2021-11-14,10.0,10.0,22.204,DEN,PHI,L 13-30,False,9,6,48,8.00,0,66.7%,5.33,1,3,3.00,0,,0,0,1,0,0,0,0,0,45,78%,0,0%,0,0%,False,Jerry Jeudy,False,13,30
2021.0,2021-11-28,11.0,12.0,22.218,DEN,LAC,W 28-13,True,3,2,25,12.50,0,66.7%,8.33,0,0,,0,,0,0,0,0,0,0,0,0,35,56%,0,0%,0,0%,False,Jerry Jeudy,True,28,13
2021.0,2021-12-05,12.0,13.0,22.225,DEN,KAN,L 9-22,True,6,4,77,19.25,0,66.7%,12.83,0,0,,0,,0,0,0,0,0,0,0,0,56,73%,0,0%,0,0%,True,Jerry Jeudy,False,9,22
2021.0,2021-12-12,13.0,14.0,22.232,DEN,DET,W 38-10,True,6,5,47,9.40,0,83.3%,7.83,0,0,,0,,0,0,0,0,0,0,0,0,41,60%,0,0%,0,0%,False,Jerry Jeudy,True,38,10
2021.0,2021-12-19,14.0,15.0,22.239,DEN,CIN,L 10-15,True,4,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,52,69%,0,0%,0,0%,False,Jerry Jeudy,False,10,15
2021.0,2021-12-26,15.0,16.0,22.246,DEN,LVR,L 13-17,False,4,3,60,20.00,0,75.0%,15.00,0,0,,0,,0,0,0,0,0,0,0,0,31,74%,0,0%,0,0%,True,Jerry Jeudy,False,13,17
2021.0,2022-01-02,16.0,17.0,,DEN,LAC,L 13-34,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jerry Jeudy,False,13,34
2021.0,2022-01-08,17.0,18.0,22.259,DEN,KAN,L 24-28,False,5,2,30,15.00,0,40.0%,6.00,0,0,,0,,0,0,0,0,0,0,0,0,36,67%,0,0%,0,0%,False,Jerry Jeudy,False,24,28
,26 Games,,,,,,10-16-0,False,169,90,1323,14.70,3,53.3%,7.83,2,3,1.50,0,1,3,20,3,0,0,0,0,0,,,,,,,False,Jerry Jeudy,False,16,0
