Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-11-24,11.0,12.0,,KAN,SDG,L 38-41,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Travis Kelce,False,38,41
2013.0,2013-12-01,12.0,13.0,,KAN,DEN,L 28-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Travis Kelce,False,28,35
2013.0,2013-12-08,13.0,14.0,,KAN,WAS,W 45-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Travis Kelce,True,45,10
2013.0,2013-12-15,14.0,15.0,,KAN,OAK,W 56-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Travis Kelce,True,56,31
2013.0,2013-12-22,15.0,16.0,,KAN,IND,L 7-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Travis Kelce,False,7,23
2013.0,2013-12-29,16.0,17.0,,KAN,SDG,L 24-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Travis Kelce,False,24,27
2014.0,2014-09-07,1.0,1.0,24.337,KAN,TEN,L 10-26,False,5,3,49,16.33,0,60.0%,9.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,18,32%,0,0%,3,9%,False,Travis Kelce,False,10,26
2014.0,2014-09-14,2.0,2.0,24.344,KAN,DEN,L 17-24,False,6,4,81,20.25,0,66.7%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,32,37%,0,0%,4,18%,True,Travis Kelce,False,17,24
2014.0,2014-09-21,3.0,3.0,24.351,KAN,MIA,W 34-15,True,4,3,36,12.00,1,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,47,65%,0,0%,4,13%,True,Travis Kelce,True,34,15
2014.0,2014-09-29,4.0,4.0,24.359,KAN,NWE,W 41-14,True,9,8,93,11.63,1,88.9%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,35,52%,0,0%,7,24%,False,Travis Kelce,True,41,14
2014.0,2014-10-05,5.0,5.0,25.0,KAN,SFO,L 17-22,True,3,2,15,7.50,1,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,29,58%,0,0%,3,11%,True,Travis Kelce,False,17,22
2014.0,2014-10-19,6.0,7.0,25.014,KAN,SDG,W 23-20,False,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,39,53%,0,0%,5,17%,True,Travis Kelce,True,23,20
2014.0,2014-10-26,7.0,8.0,25.021,KAN,STL,W 34-7,True,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,38,58%,0,0%,6,22%,False,Travis Kelce,True,34,7
2014.0,2014-11-02,8.0,9.0,25.028,KAN,NYJ,W 24-10,True,5,4,67,16.75,1,80.0%,13.40,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,1,0,0,0,0,0,30,52%,0,0%,4,20%,False,Travis Kelce,True,24,10
2014.0,2014-11-09,9.0,10.0,25.035,KAN,BUF,W 17-13,False,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,40,67%,0,0%,3,11%,True,Travis Kelce,True,17,13
2014.0,2014-11-16,10.0,11.0,25.042,KAN,SEA,W 24-20,True,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,1,1,0,0,0,0,46,96%,0,0%,4,19%,False,Travis Kelce,True,24,20
2014.0,2014-11-20,11.0,12.0,25.046,KAN,OAK,L 20-24,True,5,4,67,16.75,0,80.0%,13.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,62,94%,0,0%,4,12%,True,Travis Kelce,False,20,24
2014.0,2014-11-30,12.0,13.0,25.056,KAN,DEN,L 16-29,False,3,3,36,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,37,82%,0,0%,2,6%,False,Travis Kelce,False,16,29
2014.0,2014-12-07,13.0,14.0,25.063,KAN,ARI,L 14-17,True,9,7,110,15.71,0,77.8%,12.22,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,1,1,0,0,0,0,53,82%,0,0%,2,9%,True,Travis Kelce,False,14,17
2014.0,2014-12-14,14.0,15.0,25.07,KAN,OAK,W 31-13,True,6,5,59,11.80,1,83.3%,9.83,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,1,1,0,0,0,0,52,78%,0,0%,7,19%,False,Travis Kelce,True,31,13
2014.0,2014-12-21,15.0,16.0,25.077,KAN,PIT,L 12-20,True,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,53,80%,0,0%,5,23%,True,Travis Kelce,False,12,20
2014.0,2014-12-28,16.0,17.0,25.084,KAN,SDG,W 19-7,True,8,7,84,12.00,0,87.5%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,1,0,1,57,95%,0,0%,6,23%,False,Travis Kelce,True,19,7
2015.0,2015-09-13,1.0,1.0,25.343,KAN,HOU,W 27-20,True,6,6,106,17.67,2,100.0%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,0,0,0,0,56,80%,0,0%,5,15%,True,Travis Kelce,True,27,20
2015.0,2015-09-17,2.0,2.0,25.347,KAN,DEN,L 24-31,True,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,60,94%,0,0%,4,13%,False,Travis Kelce,False,24,31
2015.0,2015-09-28,3.0,3.0,25.358,KAN,GNB,L 28-38,True,10,6,80,13.33,0,60.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0,0,0,0,0,0,0,0,0,0,66,93%,0,0%,2,6%,True,Travis Kelce,False,28,38
2015.0,2015-10-04,4.0,4.0,25.364,KAN,CIN,L 21-36,True,7,5,49,9.80,0,71.4%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,1,1,0,0,0,0,70,93%,0,0%,7,23%,True,Travis Kelce,False,21,36
2015.0,2015-10-11,5.0,5.0,26.006,KAN,CHI,L 17-18,True,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,54,93%,0,0%,5,18%,False,Travis Kelce,False,17,18
2015.0,2015-10-18,6.0,6.0,26.013,KAN,MIN,L 10-16,True,7,5,88,17.60,0,71.4%,12.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,51,82%,0,0%,2,8%,True,Travis Kelce,False,10,16
2015.0,2015-10-25,7.0,7.0,26.02,KAN,PIT,W 23-13,True,6,5,73,14.60,0,83.3%,12.17,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,61,97%,0,0%,6,25%,False,Travis Kelce,True,23,13
2015.0,2015-11-01,8.0,8.0,26.027,KAN,DET,W 45-10,True,8,6,49,8.17,1,75.0%,6.13,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,55,85%,0,0%,6,20%,False,Travis Kelce,True,45,10
2015.0,2015-11-15,9.0,10.0,26.041,KAN,DEN,W 29-13,True,9,5,36,7.20,0,55.6%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,65,94%,0,0%,7,23%,True,Travis Kelce,True,29,13
2015.0,2015-11-22,10.0,11.0,26.048,KAN,SDG,W 33-3,True,7,5,46,9.20,0,71.4%,6.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,63,100%,0,0%,7,25%,True,Travis Kelce,True,33,3
2015.0,2015-11-29,11.0,12.0,26.055,KAN,BUF,W 30-22,True,7,4,69,17.25,1,57.1%,9.86,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,60,97%,0,0%,7,24%,False,Travis Kelce,True,30,22
2015.0,2015-12-06,12.0,13.0,26.062,KAN,OAK,W 34-20,True,3,2,42,21.00,0,66.7%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0,0,0,0,1,1,0,0,0,0,48,94%,0,0%,4,15%,True,Travis Kelce,True,34,20
2015.0,2015-12-13,13.0,14.0,26.069,KAN,SDG,W 10-3,True,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,51,94%,0,0%,3,16%,False,Travis Kelce,True,10,3
2015.0,2015-12-20,14.0,15.0,26.076,KAN,BAL,W 34-14,True,7,6,73,12.17,0,85.7%,10.43,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,48,86%,0,0%,6,21%,True,Travis Kelce,True,34,14
2015.0,2015-12-27,15.0,16.0,26.083,KAN,CLE,W 17-13,True,8,6,43,7.17,1,75.0%,5.38,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,53,98%,0,0%,2,9%,False,Travis Kelce,True,17,13
2015.0,2016-01-03,16.0,17.0,26.09,KAN,OAK,W 23-17,True,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,62,95%,0,0%,5,17%,False,Travis Kelce,True,23,17
2016.0,2016-09-11,1.0,1.0,26.342,KAN,SDG,W 33-27,True,7,6,74,12.33,0,85.7%,10.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,62,87%,0,0%,5,15%,False,Travis Kelce,True,33,27
2016.0,2016-09-18,2.0,2.0,26.349,KAN,HOU,L 12-19,True,7,5,34,6.80,0,71.4%,4.86,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,55,86%,0,0%,4,12%,True,Travis Kelce,False,12,19
2016.0,2016-09-25,3.0,3.0,26.356,KAN,NYJ,W 24-3,True,7,6,89,14.83,1,85.7%,12.71,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,0,0,0,0,58,92%,0,0%,4,22%,False,Travis Kelce,True,24,3
2016.0,2016-10-02,4.0,4.0,26.363,KAN,PIT,L 14-43,True,8,5,23,4.60,1,62.5%,2.88,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,0,0,0,0,71,95%,0,0%,0,0%,True,Travis Kelce,False,14,43
2016.0,2016-10-16,5.0,6.0,27.011,KAN,OAK,W 26-10,True,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,55,85%,0,0%,1,4%,True,Travis Kelce,True,26,10
2016.0,2016-10-23,6.0,7.0,27.018,KAN,NOR,W 27-21,True,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,47,90%,0,0%,0,0%,False,Travis Kelce,True,27,21
2016.0,2016-10-30,7.0,8.0,27.025,KAN,IND,W 30-14,True,10,7,101,14.43,1,70.0%,10.10,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,0,0,0,0,67,91%,0,0%,0,0%,True,Travis Kelce,True,30,14
2016.0,2016-11-06,8.0,9.0,27.032,KAN,JAX,W 19-14,True,7,5,58,11.60,0,71.4%,8.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,43,74%,0,0%,0,0%,False,Travis Kelce,True,19,14
2016.0,2016-11-13,9.0,10.0,27.039,KAN,CAR,W 20-17,True,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0,,0,0,0,0,0,0,0,0,61,95%,0,0%,0,0%,True,Travis Kelce,True,20,17
2016.0,2016-11-20,10.0,11.0,27.046,KAN,TAM,L 17-19,True,9,7,108,15.43,0,77.8%,12.00,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,44,83%,0,0%,0,0%,False,Travis Kelce,False,17,19
2016.0,2016-11-27,11.0,12.0,27.053,KAN,DEN,W 30-27,True,15,8,101,12.63,0,53.3%,6.73,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,77,91%,0,0%,0,0%,True,Travis Kelce,True,30,27
2016.0,2016-12-04,12.0,13.0,27.06,KAN,ATL,W 29-28,True,8,8,140,17.50,0,100.0%,17.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,39,80%,0,0%,0,0%,True,Travis Kelce,True,29,28
2016.0,2016-12-08,13.0,14.0,27.064,KAN,OAK,W 21-13,True,8,5,101,20.20,0,62.5%,12.63,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,41,75%,0,0%,0,0%,False,Travis Kelce,True,21,13
2016.0,2016-12-18,14.0,15.0,27.074,KAN,TEN,L 17-19,True,5,3,41,13.67,0,60.0%,8.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,49,84%,0,0%,0,0%,False,Travis Kelce,False,17,19
2016.0,2016-12-25,15.0,16.0,27.081,KAN,DEN,W 33-10,True,12,11,160,14.55,1,91.7%,13.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,0,0,0,0,70,92%,0,0%,0,0%,False,Travis Kelce,True,33,10
2016.0,2017-01-01,16.0,17.0,27.088,KAN,SDG,W 37-27,False,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,47,77%,0,0%,0,0%,True,Travis Kelce,True,37,27
2017.0,2017-09-07,1.0,1.0,27.337,KAN,NWE,W 42-27,True,7,5,40,8.00,0,71.4%,5.71,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,67,99%,0,0%,0,0%,True,Travis Kelce,True,42,27
2017.0,2017-09-17,2.0,2.0,27.347,KAN,PHI,W 27-20,True,10,8,103,12.88,1,80.0%,10.30,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,51,96%,0,0%,0,0%,False,Travis Kelce,True,27,20
2017.0,2017-09-24,3.0,3.0,27.354,KAN,LAC,W 24-10,True,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,53,100%,0,0%,0,0%,True,Travis Kelce,True,24,10
2017.0,2017-10-02,4.0,4.0,27.362,KAN,WAS,W 29-20,True,8,7,111,15.86,1,87.5%,13.88,1,3,3.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,0,0,0,0,71,93%,0,0%,0,0%,False,Travis Kelce,True,29,20
2017.0,2017-10-08,5.0,5.0,28.003,KAN,HOU,W 42-34,True,11,8,98,12.25,0,72.7%,8.91,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,39,51%,0,0%,0,0%,True,Travis Kelce,True,42,34
2017.0,2017-10-15,6.0,6.0,28.01,KAN,PIT,L 13-19,True,7,4,37,9.25,0,57.1%,5.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,52,96%,0,0%,0,0%,False,Travis Kelce,False,13,19
