Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2009.0,2010-01-03,16.0,17.0,,DEN,KAN,L 24-44,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Britton Colquitt,False,24,44
2010.0,2010-09-12,1.0,1.0,25.176,DEN,JAX,L 17-24,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,4,172,43.00,0,,,,,,,True,Britton Colquitt,False,17,24
2010.0,2010-09-19,2.0,2.0,25.183,DEN,SEA,W 31-14,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,4,205,51.25,0,,,,,,,False,Britton Colquitt,True,31,14
2010.0,2010-09-26,3.0,3.0,25.19,DEN,IND,L 13-27,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,3,143,47.67,0,,,,,,,False,Britton Colquitt,False,13,27
2010.0,2010-10-03,4.0,4.0,25.197,DEN,TEN,W 26-20,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,5,208,41.60,0,,,,,,,True,Britton Colquitt,True,26,20
2010.0,2010-10-10,5.0,5.0,25.204,DEN,BAL,L 17-31,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,7,281,40.14,0,,,,,,,True,Britton Colquitt,False,17,31
2010.0,2010-10-17,6.0,6.0,25.211,DEN,NYJ,L 20-24,False,1,0,0.00,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,6,301,50.17,0,,,,,,,False,Britton Colquitt,False,20,24
2010.0,2010-10-24,7.0,7.0,25.218,DEN,OAK,L 14-59,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,7,364,52.00,0,,,,,,,False,Britton Colquitt,False,14,59
2010.0,2010-10-31,8.0,8.0,25.225,DEN,SFO,L 16-24,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,7,236,33.71,0,,,,,,,True,Britton Colquitt,False,16,24
2010.0,2010-11-14,9.0,10.0,25.239,DEN,KAN,W 49-29,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,1,1,0,0,0,0,0,0,0,0,2,82,41.00,0,,,,,,,False,Britton Colquitt,True,49,29
2010.0,2010-11-22,10.0,11.0,25.247,DEN,SDG,L 14-35,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,9,335,37.22,0,,,,,,,True,Britton Colquitt,False,14,35
2010.0,2010-11-28,11.0,12.0,25.253,DEN,STL,L 33-36,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,4,201,50.25,0,,,,,,,False,Britton Colquitt,False,33,36
2010.0,2010-12-05,12.0,13.0,25.26,DEN,KAN,L 6-10,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,7,288,41.14,0,,,,,,,True,Britton Colquitt,False,6,10
2010.0,2010-12-12,13.0,14.0,25.267,DEN,ARI,L 13-43,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,5,281,56.20,0,,,,,,,True,Britton Colquitt,False,13,43
2010.0,2010-12-19,14.0,15.0,25.274,DEN,OAK,L 23-39,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,7,307,43.86,0,,,,,,,True,Britton Colquitt,False,23,39
2010.0,2010-12-26,15.0,16.0,25.281,DEN,HOU,W 24-23,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,4,174,43.50,0,,,,,,,False,Britton Colquitt,True,24,23
2010.0,2011-01-02,16.0,17.0,25.288,DEN,SDG,L 28-33,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,0,0,0,0,0,5,257,51.40,0,,,,,,,False,Britton Colquitt,False,28,33
2011.0,2011-09-12,1.0,1.0,26.176,DEN,OAK,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,4,165,41.25,0,,,,,,,False,Britton Colquitt,False,20,23
2011.0,2011-09-18,2.0,2.0,26.182,DEN,CIN,W 24-22,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,6,335,55.83,0,,,,,,,False,Britton Colquitt,True,24,22
2011.0,2011-09-25,3.0,3.0,26.189,DEN,TEN,L 14-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,5,246,49.20,0,,,,,,,True,Britton Colquitt,False,14,17
2011.0,2011-10-02,4.0,4.0,26.196,DEN,GNB,L 23-49,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,2,98,49.00,0,,,,,,,True,Britton Colquitt,False,23,49
2011.0,2011-10-09,5.0,5.0,26.203,DEN,SDG,L 24-29,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,6,322,53.67,0,,,,,,,False,Britton Colquitt,False,24,29
2011.0,2011-10-23,6.0,7.0,26.217,DEN,MIA,W 18-15,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,9,435,48.33,0,,,,,,,True,Britton Colquitt,True,18,15
2011.0,2011-10-30,7.0,8.0,26.224,DEN,DET,L 10-45,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,7,353,50.43,0,,,,,,,False,Britton Colquitt,False,10,45
2011.0,2011-11-06,8.0,9.0,26.231,DEN,OAK,W 38-24,False,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0.0,0,0,0,,,0,,0,0,0,0,5,238,47.60,0,,,,,,,True,Britton Colquitt,True,38,24
2011.0,2011-11-13,9.0,10.0,26.238,DEN,KAN,W 17-10,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,7,307,43.86,0,,,,,,,True,Britton Colquitt,True,17,10
2011.0,2011-11-17,10.0,11.0,26.242,DEN,NYJ,W 17-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,8,350,43.75,0,,,,,,,False,Britton Colquitt,True,17,13
2011.0,2011-11-27,11.0,12.0,26.252,DEN,SDG,W 16-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,9,391,43.44,0,,,,,,,True,Britton Colquitt,True,16,13
2011.0,2011-12-04,12.0,13.0,26.259,DEN,MIN,W 35-32,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,6,307,51.17,0,,,,,,,True,Britton Colquitt,True,35,32
2011.0,2011-12-11,13.0,14.0,26.266,DEN,CHI,W 13-10,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,8,363,45.38,0,,,,,,,False,Britton Colquitt,True,13,10
2011.0,2011-12-18,14.0,15.0,26.273,DEN,NWE,L 23-41,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,3,165,55.00,0,,,,,,,False,Britton Colquitt,False,23,41
2011.0,2011-12-24,15.0,16.0,26.279,DEN,BUF,L 14-40,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,7,306,43.71,0,,,,,,,True,Britton Colquitt,False,14,40
2011.0,2012-01-01,16.0,17.0,26.287,DEN,KAN,L 3-7,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,,0,0,0,0,9,402,44.67,0,,,,,,,False,Britton Colquitt,False,3,7
