Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2002,2002-12-29,16,17,24.354,CIN,BUF,True,12,6,123,20.50,0,50.0%,10.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,9,27,Chad Johnson
2003,2003-09-07,1,1,25.241,CIN,DEN,True,10,6,95,15.83,1,60.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,False,10,30,Chad Johnson
2003,2003-09-14,2,2,25.248,CIN,OAK,True,12,8,131,16.38,0,66.7%,10.92,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,20,23,Chad Johnson
2003,2003-09-21,3,3,25.255,CIN,PIT,False,8,4,77,19.25,0,50.0%,9.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,10,17,Chad Johnson
2003,2003-09-28,4,4,25.262,CIN,CLE,True,6,3,67,22.33,2,50.0%,11.17,0,0,,0,0,0,,0,0,0,,,,,,2,12,0,,0,0,0,0,True,True,21,14,Chad Johnson
2003,2003-10-05,5,5,25.269,CIN,BUF,True,13,6,59,9.83,0,46.2%,4.54,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,16,22,Chad Johnson
2003,2003-10-19,6,7,25.283,CIN,BAL,True,9,5,130,26.00,1,55.6%,14.44,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,34,26,Chad Johnson
2003,2003-10-26,7,8,25.290,CIN,SEA,True,10,3,84,28.00,1,30.0%,8.40,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,27,24,Chad Johnson
2003,2003-11-02,8,9,25.297,CIN,ARI,True,10,4,75,18.75,0,40.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,14,17,Chad Johnson
2003,2003-11-09,9,10,25.304,CIN,HOU,True,9,9,89,9.89,0,100.0%,9.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,34,27,Chad Johnson
2003,2003-11-16,10,11,25.311,CIN,KAN,True,9,7,74,10.57,0,77.8%,8.22,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,24,19,Chad Johnson
2003,2003-11-23,11,12,25.318,CIN,SDG,True,17,10,107,10.70,3,58.8%,6.29,0,0,,0,0,0,,0,0,0,,,,,,3,18,0,,0,0,0,0,True,True,34,27,Chad Johnson
2003,2003-11-30,12,13,25.325,CIN,PIT,False,8,6,117,19.50,1,75.0%,14.63,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,True,True,24,20,Chad Johnson
2003,2003-12-07,13,14,25.332,CIN,BAL,True,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,13,31,Chad Johnson
2003,2003-12-14,14,15,25.339,CIN,SFO,True,9,6,91,15.17,1,66.7%,10.11,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,41,38,Chad Johnson
2003,2003-12-21,15,16,25.346,CIN,STL,True,12,7,115,16.43,0,58.3%,9.58,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,10,27,Chad Johnson
2003,2003-12-28,16,17,25.353,CIN,CLE,True,8,4,29,7.25,0,50.0%,3.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,14,22,Chad Johnson
2004,2004-09-12,1,1,26.247,CIN,NYJ,True,8,5,99,19.80,1,62.5%,12.38,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,True,False,24,31,Chad Johnson
2004,2004-09-19,2,2,26.254,CIN,MIA,True,6,3,45,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,16,13,Chad Johnson
2004,2004-09-26,3,3,26.261,CIN,BAL,True,19,8,99,12.38,0,42.1%,5.21,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,9,23,Chad Johnson
2004,2004-10-03,4,4,26.268,CIN,PIT,True,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,17,28,Chad Johnson
2004,2004-10-17,5,6,26.282,CIN,CLE,True,9,3,37,12.33,0,33.3%,4.11,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,17,34,Chad Johnson
2004,2004-10-25,6,7,26.290,CIN,DEN,True,11,7,149,21.29,1,63.6%,13.55,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,23,10,Chad Johnson
2004,2004-10-31,7,8,26.296,CIN,TEN,True,11,6,67,11.17,0,54.5%,6.09,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,20,27,Chad Johnson
2004,2004-11-07,8,9,26.303,CIN,DAL,True,10,8,74,9.25,0,80.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,26,3,Chad Johnson
2004,2004-11-14,9,10,26.310,CIN,WAS,True,14,6,89,14.83,0,42.9%,6.36,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,17,10,Chad Johnson
2004,2004-11-21,10,11,26.317,CIN,PIT,True,10,5,80,16.00,1,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,False,14,19,Chad Johnson
2004,2004-11-28,11,12,26.324,CIN,CLE,True,12,10,117,11.70,1,83.3%,9.75,1,9,9.00,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,58,48,Chad Johnson
2004,2004-12-05,12,13,26.331,CIN,BAL,True,12,10,161,16.10,2,83.3%,13.42,0,0,,0,0,0,,0,0,0,,,,,,2,12,0,,0,0,0,0,True,True,27,26,Chad Johnson
2004,2004-12-12,13,14,26.338,CIN,NWE,True,10,5,80,16.00,1,50.0%,8.00,1,10,10.00,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,True,False,28,35,Chad Johnson
2004,2004-12-19,14,15,26.345,CIN,BUF,True,7,2,10,5.00,0,28.6%,1.43,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,17,33,Chad Johnson
2004,2004-12-26,15,16,26.352,CIN,NYG,True,11,8,46,5.75,2,72.7%,4.18,0,0,,0,0,0,,0,0,0,,,,,,2,12,1,0,0,0,0,0,False,True,23,22,Chad Johnson
2004,2005-01-02,16,17,26.359,CIN,PHI,True,14,5,67,13.40,0,35.7%,4.79,1,18,18.00,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,38,10,Chad Johnson
2005,2005-09-11,1,1,27.245,CIN,CLE,True,10,9,91,10.11,0,90.0%,9.10,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,27,13,Chad Johnson
2005,2005-09-18,2,2,27.252,CIN,MIN,True,13,7,139,19.86,1,53.8%,10.69,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,37,8,Chad Johnson
2005,2005-09-25,3,3,27.259,CIN,CHI,True,5,3,77,25.67,2,60.0%,15.40,1,-1,-1.00,0,0,0,,0,0,0,,,,,,2,12,0,,0,0,0,0,True,True,24,7,Chad Johnson
2005,2005-10-02,4,4,27.266,CIN,HOU,True,8,7,67,9.57,0,87.5%,8.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,16,10,Chad Johnson
2005,2005-10-09,5,5,27.273,CIN,JAX,True,8,5,52,10.40,1,62.5%,6.50,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,True,False,20,23,Chad Johnson
2005,2005-10-16,6,6,27.280,CIN,TEN,True,9,8,135,16.88,1,88.9%,15.00,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,True,True,31,23,Chad Johnson
2005,2005-10-23,7,7,27.287,CIN,PIT,True,8,4,94,23.50,0,50.0%,11.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,13,27,Chad Johnson
2005,2005-10-30,8,8,27.294,CIN,GNB,True,13,5,62,12.40,0,38.5%,4.77,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,21,14,Chad Johnson
2005,2005-11-06,9,9,27.301,CIN,BAL,True,6,5,91,18.20,0,83.3%,15.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,21,9,Chad Johnson
2005,2005-11-20,10,11,27.315,CIN,IND,True,13,8,189,23.63,1,61.5%,14.54,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,False,37,45,Chad Johnson
2005,2005-11-27,11,12,27.322,CIN,BAL,True,6,5,88,17.60,1,83.3%,14.67,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,42,29,Chad Johnson
2005,2005-12-04,12,13,27.329,CIN,PIT,True,11,5,54,10.80,0,45.5%,4.91,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,38,31,Chad Johnson
2005,2005-12-11,13,14,27.336,CIN,CLE,True,11,2,22,11.00,0,18.2%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,23,20,Chad Johnson
2005,2005-12-18,14,15,27.343,CIN,DET,True,13,11,99,9.00,1,84.6%,7.62,1,9,9.00,0,0,0,,0,0,0,,,,,,1,6,1,0,0,0,0,0,True,True,41,17,Chad Johnson
2005,2005-12-24,15,16,27.349,CIN,BUF,True,15,9,117,13.00,1,60.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,False,27,37,Chad Johnson
2005,2006-01-01,16,17,27.357,CIN,KAN,True,6,4,55,13.75,0,66.7%,9.17,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,3,37,Chad Johnson
2006,2006-09-10,1,1,28.244,CIN,KAN,True,7,5,48,9.60,0,71.4%,6.86,2,14,7.00,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,23,10,Chad Johnson
2006,2006-09-17,2,2,28.251,CIN,CLE,True,12,6,78,13.00,1,50.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,34,17,Chad Johnson
2006,2006-09-24,3,3,28.258,CIN,PIT,True,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,28,20,Chad Johnson
2006,2006-10-01,4,4,28.265,CIN,NWE,True,13,6,64,10.67,0,46.2%,4.92,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,13,38,Chad Johnson
2006,2006-10-15,5,6,28.279,CIN,TAM,True,11,6,99,16.50,0,54.5%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,13,14,Chad Johnson
2006,2006-10-22,6,7,28.286,CIN,CAR,True,12,6,73,12.17,0,50.0%,6.08,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,17,14,Chad Johnson
2006,2006-10-29,7,8,28.293,CIN,ATL,True,13,6,78,13.00,1,46.2%,6.00,0,0,,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,False,27,29,Chad Johnson
2006,2006-11-05,8,9,28.300,CIN,BAL,True,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,20,26,Chad Johnson
2006,2006-11-12,9,10,28.307,CIN,SDG,True,12,11,260,23.64,2,91.7%,21.67,1,0,0.00,0,0,0,,0,0,0,,,,,,2,12,0,,0,0,0,0,False,False,41,49,Chad Johnson
2006,2006-11-19,10,11,28.314,CIN,NOR,True,10,6,190,31.67,3,60.0%,19.00,1,3,3.00,0,0,0,,0,0,0,,,,,,3,18,0,,0,0,0,0,True,True,31,16,Chad Johnson
2006,2006-11-26,11,12,28.321,CIN,CLE,True,11,7,123,17.57,0,63.6%,11.18,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,30,0,Chad Johnson
2006,2006-11-30,12,13,28.325,CIN,BAL,True,10,8,91,11.38,0,80.0%,9.10,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,13,7,Chad Johnson
2006,2006-12-10,13,14,28.335,CIN,OAK,True,9,5,101,20.20,0,55.6%,11.22,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,27,10,Chad Johnson
2006,2006-12-18,14,15,28.343,CIN,IND,True,8,3,37,12.33,0,37.5%,4.63,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,0,,0,1,0,0,True,False,16,34,Chad Johnson
2006,2006-12-24,15,16,28.349,CIN,DEN,True,9,3,32,10.67,0,33.3%,3.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,1,1,0,0,0,0,True,False,23,24,Chad Johnson
2006,2006-12-31,16,17,28.356,CIN,PIT,True,6,4,53,13.25,0,66.7%,8.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,17,23,Chad Johnson
2007,2007-09-10,1,1,29.244,CIN,BAL,True,8,5,95,19.00,1,62.5%,11.88,1,2,2.00,0,0,0,,0,0,0,,,,,,1,6,0,,0,0,0,0,False,True,27,20,Chad Johnson
2007,2007-09-16,2,2,29.250,CIN,CLE,True,16,11,209,19.00,2,68.8%,13.06,0,0,,0,0,0,,0,0,0,,,,,,2,12,0,,0,0,0,0,True,False,45,51,Chad Johnson
2007,2007-09-23,3,3,29.257,CIN,SEA,True,16,9,138,15.33,0,56.3%,8.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,False,21,24,Chad Johnson
2007,2007-10-01,4,4,29.265,CIN,NWE,True,8,3,53,17.67,0,37.5%,6.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,13,34,Chad Johnson
