Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-11-11,9,10,31.021,DEN,CAR,True,14,56,4.00,0,6,4,33,8.25,0,66.7%,5.50,,0,0,2,1,0,1,0,0,43,67%,0,0%,0,0%,True,True,36,14,Willis McGahee
2012,2012-11-18,10,11,31.028,DEN,SDG,True,7,55,7.86,0,2,1,18,18.00,0,50.0%,9.00,,0,0,0,0,0,0,0,0,14,20%,0,0%,0,0%,False,True,30,23,Willis McGahee
2012,2012-11-25,11,12,,DEN,KAN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,17,9,Willis McGahee
2012,2012-12-02,12,13,,DEN,TAM,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,31,23,Willis McGahee
2012,2012-12-06,13,14,,DEN,OAK,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,26,13,Willis McGahee
2012,2012-12-16,14,15,,DEN,BAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,34,17,Willis McGahee
2012,2012-12-23,15,16,,DEN,CLE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,34,12,Willis McGahee
2012,2012-12-30,16,17,,DEN,KAN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,38,3,Willis McGahee
2013,2013-09-22,3,3,31.336,CLE,MIN,False,8,9,1.13,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,14,19%,0,0%,0,0%,True,True,31,27,Willis McGahee
2013,2013-09-29,4,4,31.343,CLE,CIN,False,15,46,3.07,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,26,36%,0,0%,0,0%,False,True,17,6,Willis McGahee
2013,2013-10-03,5,5,31.347,CLE,BUF,True,26,72,2.77,1,2,0,0,,0,0.0%,0.00,,1,6,0,0,0,0,0,0,50,74%,0,0%,0,0%,False,True,37,24,Willis McGahee
2013,2013-10-13,6,6,31.357,CLE,DET,True,10,37,3.70,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0,0,0,0,0,0,26,38%,0,0%,0,0%,False,False,17,31,Willis McGahee
2013,2013-10-20,7,7,31.364,CLE,GNB,True,11,39,3.55,0,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,32,46%,0,0%,0,0%,True,False,13,31,Willis McGahee
2013,2013-10-27,8,8,32.006,CLE,KAN,True,9,28,3.11,0,2,2,0,0.00,0,100.0%,0.00,,0,0,0,0,0,0,0,0,23,43%,0,0%,0,0%,True,False,17,23,Willis McGahee
2013,2013-11-03,9,9,32.013,CLE,BAL,False,21,31,1.48,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,30,43%,0,0%,0,0%,False,True,24,18,Willis McGahee
2013,2013-11-17,10,11,32.027,CLE,CIN,True,6,13,2.17,0,2,2,4,2.00,0,100.0%,2.00,,0,0,0,0,0,0,0,0,13,16%,0,0%,0,0%,True,False,20,41,Willis McGahee
2013,2013-11-24,11,12,32.034,CLE,PIT,False,4,12,3.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,6,8%,0,0%,0,0%,False,False,11,27,Willis McGahee
2013,2013-12-01,12,13,32.041,CLE,JAX,False,14,57,4.07,1,2,2,14,7.00,0,100.0%,7.00,,1,6,0,0,0,0,0,0,19,25%,0,0%,0,0%,False,False,28,32,Willis McGahee
2013,2013-12-08,13,14,32.048,CLE,NWE,True,14,33,2.36,0,1,1,0,0.00,0,100.0%,0.00,,0,0,0,0,0,0,0,0,23,32%,0,0%,0,0%,True,False,26,27,Willis McGahee
2013,2013-12-15,14,15,,CLE,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,31,38,Willis McGahee
2013,2013-12-22,15,16,32.062,CLE,NYJ,False,,,,,,,,,,0.0%,,,0,0,0,,,0,0,0,2,3%,0,0%,0,0%,True,False,13,24,Willis McGahee
2013,2013-12-29,16,17,,CLE,PIT,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,7,20,Willis McGahee
,142 Games,,,,,,False,2095,8474,4.04,65,285,210,1339,6.38,5,73.7%,4.70,2,70,424,29,22,0,6,-10,0,,,,,,,False,False,70,0,Willis McGahee
