Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-12-30,16.0,17.0,,IND,TEN,W 33-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jack Doyle,True,33,17
2019.0,2019-09-08,1.0,1.0,29.126,IND,LAC,L 24-30,True,2,1,20,20.00,0,50.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,68%,0,0%,0,0%,True,Jack Doyle,False,24,30
2019.0,2019-09-15,2.0,2.0,29.133,IND,TEN,W 19-17,True,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,70%,0,0%,0,0%,True,Jack Doyle,True,19,17
2019.0,2019-09-22,3.0,3.0,29.14,IND,ATL,W 27-24,True,4,4,46,11.50,0,100.0%,11.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,69%,0,0%,0,0%,False,Jack Doyle,True,27,24
2019.0,2019-09-29,4.0,4.0,29.147,IND,OAK,L 24-31,True,8,4,22,5.50,1,50.0%,2.75,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,73%,0,0%,0,0%,False,Jack Doyle,False,24,31
2019.0,2019-10-06,5.0,5.0,29.154,IND,KAN,W 19-13,True,3,3,19,6.33,0,100.0%,6.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,73%,0,0%,1,4%,True,Jack Doyle,True,19,13
2019.0,2019-10-20,6.0,7.0,29.168,IND,HOU,W 30-23,True,5,3,21,7.00,0,60.0%,4.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,77%,0,0%,0,0%,False,Jack Doyle,True,30,23
2019.0,2019-10-27,7.0,8.0,29.175,IND,DEN,W 15-13,True,5,4,61,15.25,0,80.0%,12.20,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,46,72%,0,0%,0,0%,False,Jack Doyle,True,15,13
2019.0,2019-11-03,8.0,9.0,29.182,IND,PIT,L 24-26,True,4,3,22,7.33,1,75.0%,5.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,77%,0,0%,0,0%,True,Jack Doyle,False,24,26
2019.0,2019-11-10,9.0,10.0,29.189,IND,MIA,L 12-16,True,4,3,44,14.67,1,75.0%,11.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,61%,0,0%,0,0%,False,Jack Doyle,False,12,16
2019.0,2019-11-17,10.0,11.0,29.196,IND,JAX,W 33-13,True,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,42,64%,0,0%,1,4%,False,Jack Doyle,True,33,13
2019.0,2019-11-21,11.0,12.0,29.2,IND,HOU,L 17-20,True,4,3,28,9.33,0,75.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,68%,0,0%,0,0%,True,Jack Doyle,False,17,20
2019.0,2019-12-01,12.0,13.0,29.21,IND,TEN,L 17-31,True,11,6,73,12.17,1,54.5%,6.64,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,94%,0,0%,0,0%,False,Jack Doyle,False,17,31
2019.0,2019-12-08,13.0,14.0,29.217,IND,TAM,L 35-38,True,6,2,27,13.50,0,33.3%,4.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,78%,0,0%,1,3%,True,Jack Doyle,False,35,38
2019.0,2019-12-16,14.0,15.0,29.225,IND,NOR,L 7-34,True,5,2,21,10.50,0,40.0%,4.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,82%,0,0%,0,0%,True,Jack Doyle,False,7,34
2019.0,2019-12-22,15.0,16.0,29.231,IND,CAR,W 38-6,True,4,2,17,8.50,0,50.0%,4.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,95%,0,0%,0,0%,False,Jack Doyle,True,38,6
2019.0,2019-12-29,16.0,17.0,29.238,IND,JAX,L 20-38,True,4,1,6,6.00,0,25.0%,1.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,66%,0,0%,0,0%,True,Jack Doyle,False,20,38
2020.0,2020-09-13,1.0,1.0,30.131,IND,JAX,L 20-27,True,4,3,49,16.33,0,75.0%,12.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,73%,0,0%,0,0%,True,Jack Doyle,False,20,27
2020.0,2020-09-20,2.0,2.0,,IND,MIN,W 28-11,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jack Doyle,True,28,11
2020.0,2020-09-27,3.0,3.0,30.145,IND,NYJ,W 36-7,True,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,32,54%,0,0%,0,0%,False,Jack Doyle,True,36,7
2020.0,2020-10-04,4.0,4.0,30.152,IND,CHI,W 19-11,True,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,63%,0,0%,2,7%,True,Jack Doyle,True,19,11
2020.0,2020-10-11,5.0,5.0,30.159,IND,CLE,L 23-32,True,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,61%,0,0%,0,0%,True,Jack Doyle,False,23,32
2020.0,2020-10-18,6.0,6.0,30.166,IND,CIN,W 31-27,True,3,3,29,9.67,1,100.0%,9.67,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,39,62%,0,0%,0,0%,False,Jack Doyle,True,31,27
2020.0,2020-11-01,7.0,8.0,30.18,IND,DET,W 41-21,True,3,2,18,9.00,1,66.7%,6.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,58%,0,0%,0,0%,True,Jack Doyle,True,41,21
2020.0,2020-11-08,8.0,9.0,30.187,IND,BAL,L 10-24,True,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,32%,0,0%,0,0%,False,Jack Doyle,False,10,24
2020.0,2020-11-12,9.0,10.0,,IND,TEN,W 34-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jack Doyle,True,34,17
2020.0,2020-11-22,10.0,11.0,30.201,IND,GNB,W 34-31,False,2,1,6,6.00,1,50.0%,3.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,54%,0,0%,0,0%,False,Jack Doyle,True,34,31
2020.0,2020-11-29,11.0,12.0,30.208,IND,TEN,L 26-45,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,30%,0,0%,1,3%,False,Jack Doyle,False,26,45
2020.0,2020-12-06,12.0,13.0,30.215,IND,HOU,W 26-20,True,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,55%,0,0%,0,0%,True,Jack Doyle,True,26,20
2020.0,2020-12-13,13.0,14.0,30.222,IND,LVR,W 44-27,False,3,3,44,14.67,0,100.0%,14.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,69%,0,0%,8,28%,True,Jack Doyle,True,44,27
2020.0,2020-12-20,14.0,15.0,30.229,IND,HOU,W 27-20,True,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,76%,0,0%,5,22%,False,Jack Doyle,True,27,20
2020.0,2020-12-27,15.0,16.0,30.236,IND,PIT,L 24-28,True,6,4,50,12.50,0,66.7%,8.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,55%,0,0%,1,3%,True,Jack Doyle,False,24,28
2020.0,2021-01-03,16.0,17.0,30.243,IND,JAX,W 28-14,True,3,3,17,5.67,0,100.0%,5.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,64%,0,0%,4,14%,False,Jack Doyle,True,28,14
2021.0,2021-09-12,1.0,1.0,31.13,IND,SEA,L 16-28,True,4,3,21,7.00,0,75.0%,5.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,59%,0,0%,0,0%,False,Jack Doyle,False,16,28
2021.0,2021-09-19,2.0,2.0,31.137,IND,LAR,L 24-27,True,8,5,64,12.80,0,62.5%,8.00,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,50,75%,0,0%,0,0%,False,Jack Doyle,False,24,27
2021.0,2021-09-26,3.0,3.0,31.144,IND,TEN,L 16-25,True,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,57%,0,0%,0,0%,True,Jack Doyle,False,16,25
2021.0,2021-10-03,4.0,4.0,31.151,IND,MIA,W 27-17,False,1,1,24,24.00,0,100.0%,24.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,30%,0,0%,2,7%,True,Jack Doyle,True,27,17
2021.0,2021-10-11,5.0,5.0,31.159,IND,BAL,L 25-31,True,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,72%,0,0%,0,0%,True,Jack Doyle,False,25,31
2021.0,2021-10-17,6.0,6.0,31.165,IND,HOU,W 31-3,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,65%,0,0%,2,8%,False,Jack Doyle,True,31,3
2021.0,2021-10-24,7.0,7.0,31.172,IND,SFO,W 30-18,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,74%,0,0%,3,11%,True,Jack Doyle,True,30,18
2021.0,2021-10-31,8.0,8.0,31.179,IND,TEN,L 31-34,True,2,2,12,6.00,1,100.0%,6.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,63%,0,0%,2,6%,False,Jack Doyle,False,31,34
2021.0,2021-11-04,9.0,9.0,31.183,IND,NYJ,W 45-30,True,2,1,1,1.00,1,50.0%,0.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,42,68%,0,0%,3,10%,False,Jack Doyle,True,45,30
2021.0,2021-11-14,10.0,10.0,31.193,IND,JAX,W 23-17,False,5,3,31,10.33,0,60.0%,6.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,58%,0,0%,4,13%,False,Jack Doyle,True,23,17
2021.0,2021-11-21,11.0,11.0,31.2,IND,BUF,W 41-15,True,5,3,30,10.00,0,60.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,74%,0,0%,1,4%,True,Jack Doyle,True,41,15
2021.0,2021-11-28,12.0,12.0,31.207,IND,TAM,L 31-38,False,7,6,81,13.50,1,85.7%,11.57,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,61%,0,0%,2,6%,False,Jack Doyle,False,31,38
2021.0,2021-12-05,13.0,13.0,31.214,IND,HOU,W 31-0,True,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,58%,0,0%,1,5%,True,Jack Doyle,True,31,0
2021.0,2021-12-18,14.0,15.0,31.227,IND,NWE,W 27-17,True,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,79%,0,0%,2,8%,False,Jack Doyle,True,27,17
2021.0,2021-12-25,15.0,16.0,31.234,IND,ARI,W 22-16,True,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,2,3%,0,0%,0,0%,True,Jack Doyle,True,22,16
2021.0,2022-01-02,16.0,17.0,31.242,IND,LVR,L 20-23,True,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,22,38%,0,0%,0,0%,False,Jack Doyle,False,20,23
2021.0,2022-01-09,17.0,18.0,31.249,IND,JAX,L 11-26,True,2,1,11,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,56%,0,0%,2,9%,True,Jack Doyle,False,11,26
,131 Games,,,,,,70-61-0,False,407,295,2729,9.25,24,72.5%,6.71,2,22,11.00,0,1,24,146,0.0,5,1,6,0,0,6,5,0,1,0,0,,,,,,,False,Jack Doyle,False,61,0
