Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-09-09,1,1,22.353,KAN,HOU,False,7,3,42,14.00,0,42.9%,6.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,3,20,Dwayne Bowe
2007,2007-09-16,2,2,22.360,KAN,CHI,True,3,2,22,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,10,20,Dwayne Bowe
2007,2007-09-23,3,3,23.002,KAN,MIN,True,6,5,71,14.20,1,83.3%,11.83,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,13,10,Dwayne Bowe
2007,2007-09-30,4,4,23.009,KAN,SDG,True,10,8,164,20.50,1,80.0%,16.40,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,True,30,16,Dwayne Bowe
2007,2007-10-07,5,5,23.016,KAN,JAX,True,8,4,70,17.50,0,50.0%,8.75,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,7,17,Dwayne Bowe
2007,2007-10-14,6,6,23.023,KAN,CIN,True,7,4,46,11.50,0,57.1%,6.57,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,27,20,Dwayne Bowe
2007,2007-10-21,7,7,23.030,KAN,OAK,True,4,3,84,28.00,0,75.0%,21.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,12,10,Dwayne Bowe
2007,2007-11-04,8,9,23.044,KAN,GNB,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,22,33,Dwayne Bowe
2007,2007-11-11,9,10,23.051,KAN,DEN,True,13,9,105,11.67,0,69.2%,8.08,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,11,27,Dwayne Bowe
2007,2007-11-18,10,11,23.058,KAN,IND,True,10,7,64,9.14,1,70.0%,6.40,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,10,13,Dwayne Bowe
2007,2007-11-25,11,12,23.065,KAN,OAK,True,7,4,63,15.75,0,57.1%,9.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,17,20,Dwayne Bowe
2007,2007-12-02,12,13,23.072,KAN,SDG,True,11,5,55,11.00,0,45.5%,5.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,24,Dwayne Bowe
2007,2007-12-09,13,14,23.079,KAN,DEN,True,6,2,35,17.50,0,33.3%,5.83,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,7,41,Dwayne Bowe
2007,2007-12-16,14,15,23.086,KAN,TEN,True,9,5,64,12.80,0,55.6%,7.11,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,17,26,Dwayne Bowe
2007,2007-12-23,15,16,23.093,KAN,DET,True,11,8,97,12.13,1,72.7%,8.82,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,20,25,Dwayne Bowe
2007,2007-12-30,16,17,23.100,KAN,NYJ,True,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,13,Dwayne Bowe
2008,2008-09-07,1,1,23.352,KAN,NWE,True,13,5,49,9.80,1,38.5%,3.77,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,10,17,Dwayne Bowe
2008,2008-09-14,2,2,23.359,KAN,OAK,True,9,6,90,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,8,23,Dwayne Bowe
2008,2008-09-21,3,3,24.000,KAN,ATL,True,12,4,43,10.75,1,33.3%,3.58,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,14,38,Dwayne Bowe
2008,2008-09-28,4,4,24.007,KAN,DEN,True,12,7,85,12.14,0,58.3%,7.08,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,33,19,Dwayne Bowe
2008,2008-10-05,5,5,24.014,KAN,CAR,True,10,5,57,11.40,0,50.0%,5.70,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,0,34,Dwayne Bowe
2008,2008-10-19,6,7,24.028,KAN,TEN,True,8,7,86,12.29,0,87.5%,10.75,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,34,Dwayne Bowe
2008,2008-10-26,7,8,24.035,KAN,NYJ,True,10,6,102,17.00,0,60.0%,10.20,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,28,Dwayne Bowe
2008,2008-11-02,8,9,24.042,KAN,TAM,True,6,2,29,14.50,1,33.3%,4.83,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,False,27,30,Dwayne Bowe
2008,2008-11-09,9,10,24.049,KAN,SDG,True,10,6,72,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,19,20,Dwayne Bowe
2008,2008-11-16,10,11,24.056,KAN,NOR,True,16,7,53,7.57,2,43.8%,3.31,0,0,,0,0,0,,0,2,12,0,,0,0,0,0,,,,,,,False,False,20,30,Dwayne Bowe
2008,2008-11-23,11,12,24.063,KAN,BUF,True,6,3,58,19.33,1,50.0%,9.67,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,False,31,54,Dwayne Bowe
2008,2008-11-30,12,13,24.070,KAN,OAK,True,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,20,13,Dwayne Bowe
2008,2008-12-07,13,14,24.077,KAN,DEN,True,12,7,96,13.71,0,58.3%,8.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,24,Dwayne Bowe
2008,2008-12-14,14,15,24.084,KAN,SDG,True,8,6,44,7.33,1,75.0%,5.50,0,0,,0,1,1,1.00,0,1,6,0,,0,0,0,0,,,,,,,False,False,21,22,Dwayne Bowe
