Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-11-27,11,12,25.087,SEA,WAS,True,2,0,0,,0,0.0%,0.00,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,17,23,Sidney Rice
2011,2011-12-01,12,13,,SEA,PHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,31,14,Sidney Rice
2011,2011-12-12,13,14,,SEA,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,30,13,Sidney Rice
2011,2011-12-18,14,15,,SEA,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,38,14,Sidney Rice
2011,2011-12-24,15,16,,SEA,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,19,Sidney Rice
2011,2012-01-01,16,17,,SEA,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,20,23,Sidney Rice
2012,2012-09-09,1,1,26.008,SEA,ARI,True,9,4,36,9.00,1,44.4%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,66,88%,0,0%,0,0%,True,False,16,20,Sidney Rice
2012,2012-09-16,2,2,26.015,SEA,DAL,True,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,33,52%,0,0%,0,0%,False,True,27,7,Sidney Rice
2012,2012-09-24,3,3,26.023,SEA,GNB,True,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,44,79%,0,0%,0,0%,False,True,14,12,Sidney Rice
2012,2012-09-30,4,4,26.029,SEA,STL,True,7,4,41,10.25,0,57.1%,5.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,50,82%,0,0%,0,0%,True,False,13,19,Sidney Rice
2012,2012-10-07,5,5,26.036,SEA,CAR,True,6,5,67,13.40,0,83.3%,11.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,45,70%,0,0%,0,0%,True,True,16,12,Sidney Rice
2012,2012-10-14,6,6,26.043,SEA,NWE,True,6,3,81,27.00,1,50.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,49,86%,0,0%,0,0%,False,True,24,23,Sidney Rice
2012,2012-10-18,7,7,26.047,SEA,SFO,True,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,43,77%,0,0%,0,0%,True,False,6,13,Sidney Rice
2012,2012-10-28,8,8,26.057,SEA,DET,True,8,6,55,9.17,1,75.0%,6.88,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,48,86%,0,0%,0,0%,True,False,24,28,Sidney Rice
2012,2012-11-04,9,9,26.064,SEA,MIN,True,4,4,54,13.50,1,100.0%,13.50,0,0,,0,1,1,100.00,25,0,0,118.7,0,0,25.00,25.00,0,0,,0,1,6,0,0,0,0,0,0,64,85%,0,0%,0,0%,False,True,30,20,Sidney Rice
2012,2012-11-11,10,10,26.071,SEA,NYJ,True,7,2,54,27.00,2,28.6%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,0,0,0,0,50,69%,0,0%,0,0%,False,True,28,7,Sidney Rice
2012,2012-11-25,11,12,26.085,SEA,MIA,True,3,3,49,16.33,0,100.0%,16.33,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,48,84%,0,0%,0,0%,True,False,21,24,Sidney Rice
2012,2012-12-02,12,13,26.092,SEA,CHI,True,9,6,99,16.50,1,66.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,68,96%,0,0%,0,0%,True,True,23,17,Sidney Rice
2012,2012-12-09,13,14,26.099,SEA,ARI,True,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,44,64%,0,0%,0,0%,False,True,58,0,Sidney Rice
2012,2012-12-16,14,15,26.106,SEA,BUF,True,5,4,76,19.00,0,80.0%,15.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,38,66%,0,0%,0,0%,True,True,50,17,Sidney Rice
2012,2012-12-23,15,16,26.113,SEA,SFO,True,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,0,0,0,0,25,38%,0,0%,0,0%,False,True,42,13,Sidney Rice
2012,2012-12-30,16,17,26.120,SEA,STL,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,50,83%,0,0%,0,0%,False,True,20,13,Sidney Rice
2013,2013-09-08,1,1,27.007,SEA,CAR,True,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,39,60%,0,0%,0,0%,True,True,12,7,Sidney Rice
2013,2013-09-15,2,2,27.014,SEA,SFO,False,5,1,13,13.00,0,20.0%,2.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,53,70%,0,0%,0,0%,False,True,29,3,Sidney Rice
2013,2013-09-22,3,3,27.021,SEA,JAX,False,7,5,79,15.80,2,71.4%,11.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,0,0,0,0,32,47%,0,0%,1,3%,False,True,45,17,Sidney Rice
2013,2013-09-29,4,4,27.028,SEA,HOU,True,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,35,57%,0,0%,0,0%,True,True,23,20,Sidney Rice
2013,2013-10-06,5,5,27.035,SEA,IND,True,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,58,84%,0,0%,0,0%,True,False,28,34,Sidney Rice
2013,2013-10-13,6,6,27.042,SEA,TEN,True,4,2,35,17.50,0,50.0%,8.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,49,72%,0,0%,1,4%,False,True,20,13,Sidney Rice
2013,2013-10-17,7,7,27.046,SEA,ARI,True,4,3,50,16.67,1,75.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,0,0,0,0,46,69%,0,0%,1,3%,True,True,34,22,Sidney Rice
2013,2013-10-28,8,8,27.057,SEA,STL,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,18,41%,0,0%,0,0%,True,True,14,9,Sidney Rice
2013,2013-11-03,9,9,,SEA,TAM,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,27,24,Sidney Rice
2013,2013-11-10,10,10,,SEA,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,33,10,Sidney Rice
2013,2013-11-17,11,11,,SEA,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,41,20,Sidney Rice
2013,2013-12-02,12,13,,SEA,NOR,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,34,7,Sidney Rice
2013,2013-12-08,13,14,,SEA,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,19,Sidney Rice
2013,2013-12-15,14,15,,SEA,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,23,0,Sidney Rice
2013,2013-12-22,15,16,,SEA,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,10,17,Sidney Rice
2013,2013-12-29,16,17,,SEA,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,27,9,Sidney Rice
,81 Games,,,,,,False,421,243,3592,14.78,30,57.7%,8.53,4,9,2.25,0,4,7,57.14,174,0,0,101.8,0,0,24.86,24.86,1,0,0.00,0,30,180,3,2,0,0,0,0,,,,,,,False,False,29,0,Sidney Rice
