Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-11-23,11,12,22.013,MIN,,GNB,L 21-24,True,21,37,56.76,210,2,1,79.8,2,14,5.68,5.54,5,32,6.40,0,,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Teddy Bridgewater
2014,2014-11-30,12,13,22.020,MIN,,CAR,W 31-13,True,15,21,71.43,138,2,0,120.7,3,20,6.57,8.48,2,12,6.00,0,,0,0,1,0,0,1,0,0,48,100%,0,0%,0,0%,False,Teddy Bridgewater
2014,2014-12-07,13,14,22.027,MIN,,NYJ,W 30-24,True,19,27,70.37,309,2,1,117.7,3,12,11.44,11.26,3,7,2.33,0,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,False,Teddy Bridgewater
2014,2014-12-14,14,15,22.034,MIN,@,DET,L 14-16,True,31,41,75.61,315,1,2,84.9,4,31,7.68,5.98,3,30,10.00,0,,0,0,1,0,0,0,0,0,69,100%,0,0%,0,0%,True,Teddy Bridgewater
2014,2014-12-21,15,16,22.041,MIN,@,MIA,L 35-37,True,19,26,73.08,259,2,1,114.1,4,21,9.96,9.77,5,13,2.60,0,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Teddy Bridgewater
2014,2014-12-28,16,17,22.048,MIN,,CHI,W 13-9,True,17,25,68.00,209,1,1,90.2,3,19,8.36,7.36,6,18,3.00,0,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,False,Teddy Bridgewater
2015,2015-09-14,1,1,22.308,MIN,@,SFO,L 3-20,True,23,32,71.88,231,0,1,79.0,5,54,7.22,5.81,3,16,5.33,0,,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,True,Teddy Bridgewater
2015,2015-09-20,2,2,22.314,MIN,,DET,W 26-16,True,14,18,77.78,153,1,0,120.6,1,2,8.50,9.61,6,21,3.50,1,,1,6,0,0,0,0,0,0,65,100%,0,0%,0,0%,False,Teddy Bridgewater
2015,2015-09-27,3,3,22.321,MIN,,SDG,W 31-14,True,13,24,54.17,121,0,1,50.9,0,0,5.04,3.17,1,-1,-1.00,0,,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,False,Teddy Bridgewater
2015,2015-10-04,4,4,22.328,MIN,@,DEN,L 20-23,True,27,41,65.85,269,1,0,92.4,7,57,6.56,7.05,3,23,7.67,0,,0,0,1,1,0,0,0,0,73,100%,0,0%,0,0%,True,Teddy Bridgewater
2015,2015-10-18,5,6,22.342,MIN,,KAN,W 16-10,True,17,31,54.84,249,1,2,65.1,2,12,8.03,5.77,3,-5,-1.67,0,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,False,Teddy Bridgewater
2015,2015-10-25,6,7,22.349,MIN,@,DET,W 28-19,True,25,35,71.43,316,2,0,118.3,4,31,9.03,10.17,3,1,0.33,0,,0,0,2,1,0,0,0,0,75,100%,0,0%,0,0%,True,Teddy Bridgewater
2015,2015-11-01,7,8,22.356,MIN,@,CHI,W 23-20,True,17,30,56.67,187,1,1,72.5,1,7,6.23,5.40,2,21,10.50,0,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,True,Teddy Bridgewater
2015,2015-11-08,8,9,22.363,MIN,,STL,W 21-18,True,13,21,61.90,144,0,1,62.4,0,0,6.86,4.71,3,17,5.67,1,1,1,8,0,0,0,0,0,0,51,71%,0,0%,0,0%,False,Teddy Bridgewater
2015,2015-11-15,9,10,23.005,MIN,@,OAK,W 30-14,True,14,22,63.64,140,1,0,96.8,4,18,6.36,7.27,2,23,11.50,0,,0,0,1,0,0,0,0,0,62,100%,0,0%,0,0%,True,Teddy Bridgewater
2015,2015-11-22,10,11,23.012,MIN,,GNB,L 13-30,True,25,37,67.57,296,1,0,100.7,6,48,8.00,8.54,4,43,10.75,0,,0,0,0,0,0,0,0,0,63,98%,0,0%,0,0%,False,Teddy Bridgewater
2015,2015-11-29,11,12,23.019,MIN,@,ATL,W 20-10,True,20,28,71.43,174,0,1,72.6,0,0,6.21,4.61,4,-3,-0.75,0,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,True,Teddy Bridgewater
2015,2015-12-06,12,13,23.026,MIN,,SEA,L 7-38,True,17,28,60.71,118,0,1,55.4,4,24,4.21,2.61,1,2,2.00,0,,0,0,1,0,0,0,0,0,52,100%,0,0%,0,0%,False,Teddy Bridgewater
2015,2015-12-10,13,14,23.030,MIN,@,ARI,L 20-23,True,25,36,69.44,335,1,0,108.0,3,18,9.31,9.86,1,3,3.00,0,,0,0,1,1,0,0,0,0,68,100%,0,0%,0,0%,True,Teddy Bridgewater
2015,2015-12-20,14,15,23.040,MIN,,CHI,W 38-17,True,17,20,85.00,231,4,0,154.4,1,10,11.55,15.55,4,17,4.25,1,,1,6,1,0,0,1,-2,0,62,100%,0,0%,0,0%,False,Teddy Bridgewater
2015,2015-12-27,15,16,23.047,MIN,,NYG,W 49-17,True,15,25,60.00,168,1,0,93.4,3,18,6.72,7.52,2,12,6.00,0,,0,0,0,0,0,0,0,0,65,92%,0,0%,0,0%,False,Teddy Bridgewater
2015,2016-01-03,16,17,23.054,MIN,@,GNB,W 20-13,True,10,19,52.63,99,0,1,45.7,3,8,5.21,2.84,2,2,1.00,0,,0,0,1,0,0,0,0,0,48,100%,0,0%,0,0%,True,Teddy Bridgewater
2017,2017-09-11,1,1,,MIN,,NOR,W 29-19,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Teddy Bridgewater
2017,2017-09-17,2,2,,MIN,@,PIT,L 9-26,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Teddy Bridgewater
2017,2017-09-24,3,3,,MIN,,TAM,W 34-17,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Teddy Bridgewater
2017,2017-10-01,4,4,,MIN,,DET,L 7-14,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Teddy Bridgewater
2017,2017-10-09,5,5,,MIN,@,CHI,W 20-17,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Teddy Bridgewater
2017,2017-10-15,6,6,,MIN,,GNB,W 23-10,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Teddy Bridgewater
2017,2017-10-22,7,7,,MIN,,BAL,W 24-16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Teddy Bridgewater
2017,2017-10-29,8,8,,MIN,@,CLE,W 33-16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Teddy Bridgewater
2017,2017-11-12,9,10,,MIN,@,WAS,W 38-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2017,2017-11-19,10,11,,MIN,,LAR,W 24-7,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2017,2017-11-23,11,12,,MIN,@,DET,W 30-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2017,2017-12-03,12,13,,MIN,@,ATL,W 14-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2017,2017-12-10,13,14,,MIN,@,CAR,L 24-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2017,2017-12-17,14,15,25.037,MIN,,CIN,W 34-7,False,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,3,-3,-1.00,0,,0,0,0,0,0,0,0,0,9,14%,0,0%,0,0%,False,Teddy Bridgewater
2017,2017-12-23,15,16,,MIN,@,GNB,W 16-0,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2017,2017-12-31,16,17,,MIN,,CHI,W 23-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2018,2018-09-09,1,1,,NOR,,TAM,L 40-48,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2018,2018-09-16,2,2,,NOR,,CLE,W 21-18,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2018,2018-09-23,3,3,,NOR,@,ATL,W 43-37,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2018,2018-09-30,4,4,,NOR,@,NYG,W 33-18,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2018,2018-10-08,5,5,25.332,NOR,,WAS,W 43-19,False,0,0,,0,0,0,,0,0,,,3,-3,-1.00,0,,0,0,0,0,0,0,0,0,3,5%,0,0%,0,0%,False,Teddy Bridgewater
2018,2018-10-21,6,7,,NOR,@,BAL,W 24-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2018,2018-10-28,7,8,25.352,NOR,@,MIN,W 30-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,True,Teddy Bridgewater
2018,2018-11-04,8,9,,NOR,,LAR,W 45-35,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2018,2018-11-11,9,10,26.001,NOR,@,CIN,W 51-14,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-3,-1.00,0,,0,0,0,0,0,0,0,0,11,15%,0,0%,0,0%,True,Teddy Bridgewater
2018,2018-11-18,10,11,26.008,NOR,,PHI,W 48-7,False,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,,0,0,0,0,0,0,0,0,4,6%,0,0%,0,0%,False,Teddy Bridgewater
2018,2018-11-22,11,12,,NOR,,ATL,W 31-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2018,2018-11-29,12,13,,NOR,@,DAL,L 10-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2018,2018-12-09,13,14,,NOR,@,TAM,W 28-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2018,2018-12-17,14,15,,NOR,@,CAR,W 12-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2018,2018-12-23,15,16,,NOR,,PIT,W 31-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2018,2018-12-30,16,17,26.050,NOR,,CAR,L 14-33,True,14,22,63.64,118,1,1,73.7,2,8,5.36,4.23,4,12,3.00,0,,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,False,Teddy Bridgewater
2019,2019-09-09,1,1,,NOR,,HOU,W 30-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2019,2019-09-15,2,2,26.309,NOR,@,LAR,L 9-27,False,17,30,56.67,165,0,0,72.2,2,16,5.50,5.50,2,5,2.50,0,,0,0,1,0,0,0,0,0,54,86%,0,0%,0,0%,True,Teddy Bridgewater
2019,2019-09-22,3,3,26.316,NOR,@,SEA,W 33-27,True,19,27,70.37,177,2,0,112.7,0,0,6.56,8.04,3,12,4.00,0,,0,0,0,0,0,0,0,0,55,98%,0,0%,0,0%,True,Teddy Bridgewater
2019,2019-09-29,4,4,26.323,NOR,,DAL,W 12-10,True,23,30,76.67,193,0,1,78.9,5,44,6.43,4.93,3,8,2.67,0,,0,0,0,0,0,0,0,0,68,97%,0,0%,0,0%,False,Teddy Bridgewater
2019,2019-10-06,5,5,26.330,NOR,,TAM,W 31-24,True,26,34,76.47,314,4,1,131.2,0,0,9.24,10.26,5,7,1.40,0,,0,0,0,0,0,0,0,0,64,93%,0,0%,0,0%,False,Teddy Bridgewater
2019,2019-10-13,6,6,26.337,NOR,@,JAX,W 13-6,True,24,36,66.67,240,1,0,94.7,3,18,6.67,7.22,3,0,0.00,0,,0,0,0,0,0,0,0,0,63,95%,0,0%,0,0%,True,Teddy Bridgewater
2019,2019-10-20,7,7,26.344,NOR,@,CHI,W 36-25,True,23,38,60.53,281,2,0,100.9,1,8,7.39,8.45,4,7,1.75,0,,0,0,0,0,0,0,0,0,74,97%,0,0%,0,0%,True,Teddy Bridgewater
2019,2019-10-27,8,8,26.351,NOR,,ARI,W 31-9,False,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0,,0,0,0,0,0,0,0,0,5,7%,0,0%,0,0%,False,Teddy Bridgewater
2019,2019-11-10,9,10,,NOR,,ATL,L 9-26,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2019,2019-11-17,10,11,,NOR,@,TAM,W 34-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2019,2019-11-24,11,12,,NOR,,CAR,W 34-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2019,2019-11-28,12,13,,NOR,@,ATL,W 26-18,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2019,2019-12-08,13,14,,NOR,,SFO,L 46-48,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2019,2019-12-16,14,15,27.036,NOR,,IND,W 34-7,False,0,0,,0,0,0,,0,0,,,3,-3,-1.00,0,,0,0,0,0,0,0,0,0,6,9%,0,0%,0,0%,False,Teddy Bridgewater
2019,2019-12-22,15,16,,NOR,@,TEN,W 38-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2019,2019-12-29,16,17,27.049,NOR,@,CAR,W 42-10,False,1,1,100.00,14,0,0,118.7,1,3,14.00,14.00,3,-3,-1.00,0,,0,0,0,0,0,0,0,0,11,16%,0,0%,0,0%,True,Teddy Bridgewater
2020,2020-09-13,1,1,27.308,CAR,,LVR,L 30-34,True,22,34,64.71,269,1,0,98.8,1,10,7.91,8.50,4,26,6.50,0,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Teddy Bridgewater
2020,2020-09-20,2,2,27.315,CAR,@,TAM,L 17-31,True,33,42,78.57,367,0,2,83.2,5,27,8.74,6.60,0,0,,0,,0,0,1,1,0,0,0,0,73,100%,0,0%,0,0%,True,Teddy Bridgewater
2020,2020-09-27,3,3,27.322,CAR,@,LAC,W 21-16,True,22,28,78.57,235,1,0,113.5,2,14,8.39,9.11,2,12,6.00,0,,0,0,0,0,0,0,0,0,51,100%,0,0%,0,0%,True,Teddy Bridgewater
