Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-09-07,1,1,,MIN,@,STL,W 34-6,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Teddy Bridgewater
2014,2014-09-14,2,2,,MIN,,NWE,L 7-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Teddy Bridgewater
2014,2014-09-21,3,3,21.315,MIN,@,NOR,L 9-20,False,12,20,60.00,150,0,0,83.3,2,15,7.50,7.50,6,27,4.50,0,,0,0,0,0,0,0,0,0,40,71%,0,0%,0,0%,True,Teddy Bridgewater
2014,2014-09-28,4,4,21.322,MIN,,ATL,W 41-28,True,19,30,63.33,317,0,0,98.9,0,0,10.57,10.57,5,27,5.40,1,,1,6,0,0,0,0,0,0,66,87%,0,0%,0,0%,False,Teddy Bridgewater
2014,2014-10-02,5,5,,MIN,@,GNB,L 10-42,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Teddy Bridgewater
2014,2014-10-12,6,6,21.336,MIN,,DET,L 3-17,True,23,37,62.16,188,0,3,41.3,8,45,5.08,1.43,3,11,3.67,0,,0,0,1,0,0,0,0,0,68,100%,0,0%,0,0%,False,Teddy Bridgewater
2014,2014-10-19,7,7,21.343,MIN,@,BUF,L 16-17,True,15,26,57.69,157,1,2,56.1,5,39,6.04,3.35,1,7,7.00,0,,0,0,0,0,0,0,0,0,63,100%,0,0%,0,0%,True,Teddy Bridgewater
2014,2014-10-26,8,8,21.350,MIN,@,TAM,W 19-13,True,24,42,57.14,241,1,0,81.5,1,6,5.74,6.21,1,3,3.00,0,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,True,Teddy Bridgewater
2014,2014-11-02,9,9,21.357,MIN,,WAS,W 29-26,True,26,42,61.90,268,1,0,88.2,2,16,6.38,6.86,3,20,6.67,0,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Teddy Bridgewater
2014,2014-11-16,10,11,22.006,MIN,@,CHI,L 13-21,True,18,28,64.29,158,1,1,76.2,2,11,5.64,4.75,4,2,0.50,0,,0,0,0,0,0,0,0,0,47,100%,0,0%,0,0%,True,Teddy Bridgewater
